Date,ACWI ex INDIA
2015-12-11,2090.4715684747216
2015-12-14,2077.647694118537
2015-12-15,2116.806904340945
2015-12-16,2141.020389878722
2015-12-17,2148.7180321016854
2015-12-18,2119.1406561594004
2015-12-21,2111.5092262543917
2015-12-22,2116.234428263676
2015-12-23,2160.378286027912
2015-12-24,2148.0168527314227
2015-12-25,2147.2597994061894
2015-12-28,2140.3410064398336
2015-12-29,2171.5911113807283
2015-12-30,2157.317534428839
2015-12-31,2151.7913978483584
2016-01-01,2151.7913978483584
2016-01-04,2119.289019171959
2016-01-05,2135.6942618045996
2016-01-06,2103.648681160247
2016-01-07,2042.4559743459422
2016-01-08,2011.620430497433
2016-01-11,2012.3437466060336
2016-01-12,2022.5034676980988
2016-01-13,1999.2186301554282
2016-01-14,2005.1517606068471
2016-01-15,1948.4365905201385
2016-01-18,1952.6811681559107
2016-01-19,1958.8117165561227
2016-01-20,1920.037345208067
2016-01-21,1939.449241201447
2016-01-22,1990.8677985903041
2016-01-25,1972.3287032995056
2016-01-26,1984.6413753310521
2016-01-27,1977.6823556619352
2016-01-28,1968.6167709200654
2016-01-29,2030.1129719593387
2016-02-01,2021.8786658073648
2016-02-02,1984.7002737836126
2016-02-03,1958.8333930999654
2016-02-04,1951.5510887552493
2016-02-05,1927.3245967555024
2016-02-08,1896.417628145881
2016-02-09,1857.2276919395404
2016-02-10,1874.8386299028648
2016-02-11,1826.4708358734072
2016-02-12,1862.2124292440174
2016-02-15,1902.6164871690348
2016-02-16,1922.9023479005366
2016-02-17,1953.9826350603626
2016-02-18,1962.1855323251486
2016-02-19,1953.537204382702
2016-02-22,1992.831072216021
2016-02-23,1972.3860262650187
2016-02-24,1963.9033451291668
2016-02-25,1984.7068449464834
2016-02-26,2005.973800006156
2016-02-29,2008.9291217428986
2016-03-01,2046.0826789435762
2016-03-02,2071.361815310417
2016-03-03,2066.8301931170213
2016-03-04,2066.9213843804746
2016-03-07,2072.075544764645
2016-03-08,2041.0901629189082
2016-03-09,2054.613214900233
2016-03-10,2029.0604825169216
2016-03-11,2063.098720066028
2016-03-14,2074.971436355539
2016-03-15,2061.4427851362716
2016-03-16,2071.257590147447
2016-03-17,2058.0749534840847
2016-03-18,2067.9768920068213
2016-03-21,2072.239847134329
2016-03-22,2078.763526707625
2016-03-23,2072.0096764245345
2016-03-24,2061.840601433137
2016-03-25,2063.2348156166972
2016-03-28,2058.654974867583
2016-03-29,2075.597935458624
2016-03-30,2068.6061115556695
2016-03-31,2056.5909313394545
2016-04-01,2054.3486816827262
2016-04-04,2048.688853924624
2016-04-05,2021.5150422580457
2016-04-06,2037.947643945858
2016-04-07,2023.930751991125
2016-04-08,2033.292378338774
2016-04-11,2028.7816604957654
2016-04-12,2056.176477275169
2016-04-13,2101.3786585237262
2016-04-14,2112.408917428484
2016-04-15,2104.641320589974
2016-04-18,2103.513486576059
2016-04-19,2117.099037636268
2016-04-20,2126.5388727911877
2016-04-21,2130.9568024952264
2016-04-22,2133.3584999256736
2016-04-25,2122.756910158809
2016-04-26,2119.6899815586285
2016-04-27,2119.863307554798
2016-04-28,2110.2281452230513
2016-04-29,2076.551401799512
2016-05-02,2070.327324929032
2016-05-03,2047.2186047690918
2016-05-04,2033.7674713978965
2016-05-05,2046.683979451556
2016-05-06,2043.9665980980226
2016-05-09,2046.897502643757
2016-05-10,2071.1123601125055
2016-05-11,2055.0340764122966
2016-05-12,2056.5734759901193
2016-05-13,2057.5551602830865
2016-05-16,2066.50830870242
2016-05-17,2059.326483342588
2016-05-18,2067.4923320622343
2016-05-19,2063.25955174353
2016-05-20,2077.0944986107465
2016-05-23,2076.0965777534934
2016-05-24,2104.9339449786676
2016-05-25,2127.583441310799
2016-05-26,2124.538850982479
2016-05-27,2140.62460616705
2016-05-30,2140.1572673165447
2016-05-31,2138.815943092316
2016-06-01,2129.2175625798945
2016-06-02,2133.5216919483996
2016-06-03,2108.3981890839714
2016-06-06,2112.969940237472
2016-06-07,2127.4277951980607
2016-06-08,2127.7192000390983
2016-06-09,2127.473964152755
2016-06-10,2102.637592595081
2016-06-13,2076.3715653057725
2016-06-14,2074.0443867185327
2016-06-15,2074.540277832448
2016-06-16,2082.613981836084
2016-06-17,2074.193859308805
2016-06-20,2094.3044859139036
2016-06-21,2113.196819866059
2016-06-22,2111.452441324919
2016-06-23,2127.430870990388
2016-06-24,2068.602688180348
2016-06-27,2048.5598233474198
2016-06-28,2070.054808062234
2016-06-29,2106.0132954847677
2016-06-30,2129.9012081521614
2016-07-01,2135.194384964249
2016-07-04,2135.873683121119
2016-07-05,2120.5588498386946
2016-07-06,2119.1149781481304
2016-07-07,2124.926036264824
2016-07-08,2154.2961317267545
2016-07-11,2172.8921033976753
2016-07-12,2187.2049146271847
2016-07-13,2185.4937371233273
2016-07-14,2198.1609111591865
2016-07-15,2202.5465171102624
2016-07-18,2208.2700919429885
2016-07-19,2212.4943969982273
2016-07-20,2223.7625300076843
2016-07-21,2224.103532890345
2016-07-22,2229.473952688491
2016-07-25,2226.438292227972
2016-07-26,2227.3004021657985
2016-07-27,2227.62725274434
2016-07-28,2210.567770648297
2016-07-29,2206.932971490119
2016-08-01,2206.65579318986
2016-08-02,2182.135289931806
2016-08-03,2186.779040958812
2016-08-04,2201.044568943641
2016-08-05,2227.375681253686
2016-08-08,2233.1072485140908
2016-08-09,2236.892353276053
2016-08-10,2226.8337809758546
2016-08-11,2235.493940480742
2016-08-12,2236.3971382491254
2016-08-15,2238.323379674384
2016-08-16,2216.284053737686
2016-08-17,2212.892998129607
2016-08-18,2210.5443434202407
2016-08-19,2204.131122970362
2016-08-22,2202.5893305385353
2016-08-23,2211.557623376304
2016-08-24,2214.789194280654
2016-08-25,2204.4539825849492
2016-08-26,2204.311510604497
2016-08-29,2224.8802611321694
2016-08-30,2226.371296637405
2016-08-31,2223.1374240367854
2016-09-01,2216.282933632894
2016-09-02,2237.5232904407635
2016-09-05,2246.9254489811774
2016-09-06,2241.4197532213084
2016-09-07,2243.5414192450035
2016-09-08,2234.1181641189073
2016-09-09,2199.989049435056
2016-09-12,2202.4627758404945
2016-09-13,2173.399710970417
2016-09-14,2169.3833473765726
2016-09-15,2185.5715219112085
2016-09-16,2190.499986924192
2016-09-19,2197.8037403789185
2016-09-20,2200.8684900131993
2016-09-21,2230.2980286898796
2016-09-22,2235.987180918176
2016-09-23,2226.8888579682907
2016-09-26,2197.371057175509
2016-09-27,2218.6417507485176
2016-09-28,2228.3053409390236
2016-09-29,2214.8120302126154
2016-09-30,2217.0794213605695
2016-10-03,2219.746601366693
2016-10-04,2226.9369088226226
2016-10-05,2222.767943211422
2016-10-06,2226.579673896959
2016-10-07,2217.499068292757
2016-10-10,2230.3834386110507
2016-10-11,2224.382010426641
2016-10-12,2227.356393746289
2016-10-13,2213.9160846056175
2016-10-14,2225.8949618967076
2016-10-17,2220.902421402986
2016-10-18,2243.616704499161
2016-10-19,2253.1073053766613
2016-10-20,2258.629499549093
2016-10-21,2266.082365167025
2016-10-24,2271.4019290457104
2016-10-25,2270.621835487501
2016-10-26,2255.1123111325896
2016-10-27,2247.4088409323513
2016-10-28,2240.368284119105
2016-10-31,2234.0679152313232
2016-11-01,2208.7077084555813
2016-11-02,2177.912299909744
2016-11-03,2174.7696774909705
2016-11-04,2160.138427093072
2016-11-07,2211.4395117727354
2016-11-08,2218.6503810057397
2016-11-09,2238.561386942222
2016-11-10,2257.384471494145
2016-11-11,2250.557936578277
2016-11-14,2270.119414207892
2016-11-15,2282.17146597196
2016-11-16,2291.407748767829
2016-11-17,2302.143746103465
2016-11-18,2311.4310987455647
2016-11-21,2318.279121603552
2016-11-22,2331.3218261920956
2016-11-23,2339.5688444690477
2016-11-24,2336.1996529436033
2016-11-25,2337.08127961984
2016-11-28,2334.156127743944
2016-11-29,2328.2553398458763
2016-11-30,2327.969015023452
2016-12-01,2321.799673055355
2016-12-02,2310.221950445646
2016-12-05,2307.736520780981
2016-12-06,2319.7214427345525
2016-12-07,2340.755917978502
2016-12-08,2382.2191879830993
2016-12-09,2407.5360209432097
2016-12-12,2390.1214927798837
2016-12-13,2401.1687984653736
2016-12-14,2384.7706497194354
2016-12-15,2423.8350202654956
2016-12-16,2424.7544700027365
2016-12-19,2422.123819177703
2016-12-20,2439.508285711326
2016-12-21,2425.0821111415053
2016-12-22,2414.791827410682
2016-12-23,2415.099906221818
2016-12-26,2414.765062586028
2016-12-27,2418.570950616481
2016-12-28,2423.7268757008324
2016-12-29,2406.888212933685
2016-12-30,2392.3695057542495
2017-01-02,2394.5288949699357
2017-01-03,2440.469815122184
2017-01-04,2440.01177729977
2017-01-05,2424.411796426754
2017-01-06,2430.7196077083495
2017-01-09,2427.510654988918
2017-01-10,2424.4510572084764
2017-01-11,2451.4918115567552
2017-01-12,2418.128522029649
2017-01-13,2430.3486072395744
2017-01-16,2427.4073023427322
2017-01-17,2407.8674275742483
2017-01-18,2412.297417408073
2017-01-19,2418.1496190431476
