Date,ACWI ex MALAYSIA
2015-12-11,2095.5708581143535
2015-12-14,2082.9061142522555
2015-12-15,2122.222223448453
2015-12-16,2146.4597311497387
2015-12-17,2154.4754443813545
2015-12-18,2124.8173235322156
2015-12-21,2117.35500347818
2015-12-22,2121.8624527251604
2015-12-23,2166.15034757713
2015-12-24,2153.729350515773
2015-12-25,2152.9742328537277
2015-12-28,2146.150603547469
2015-12-29,2177.289123056065
2015-12-30,2162.936273819948
2015-12-31,2157.693347230971
2016-01-01,2157.7127494944875
2016-01-04,2125.1125305018786
2016-01-05,2141.506306662544
2016-01-06,2109.4506921590632
2016-01-07,2047.939760208585
2016-01-08,2017.2222875587695
2016-01-11,2017.9120135874657
2016-01-12,2027.9916097544083
2016-01-13,2004.8139314662114
2016-01-14,2010.6842233596954
2016-01-15,1953.711018201487
2016-01-18,1957.7921925783241
2016-01-19,1964.0231481454075
2016-01-20,1925.0894814577507
2016-01-21,1944.4368704890323
2016-01-22,1995.8802335433718
2016-01-25,1977.391047584752
2016-01-26,1989.6449581924003
2016-01-27,1982.5586179255845
2016-01-28,1973.2954353430305
2016-01-29,2034.9430200862105
2016-02-01,2026.6862109980211
2016-02-02,1989.481695093583
2016-02-03,1963.421040144649
2016-02-04,1956.035172822695
2016-02-05,1932.073453639154
2016-02-08,1900.9889650180899
2016-02-09,1861.521559820276
2016-02-10,1879.0479758803478
2016-02-11,1830.1470553120935
2016-02-12,1865.9839464306183
2016-02-15,1906.6758636678778
2016-02-16,1926.5486382487575
2016-02-17,1957.824415201574
2016-02-18,1966.0231118873814
2016-02-19,1957.53026793678
2016-02-22,1996.830910027988
2016-02-23,1976.2098251374478
2016-02-24,1967.6458245834785
2016-02-25,1988.3378036240856
2016-02-26,2009.6949496376676
2016-02-29,2012.654684179381
2016-03-01,2050.1926070703403
2016-03-02,2075.686735186582
2016-03-03,2071.3354741698986
2016-03-04,2071.369395493562
2016-03-07,2076.474501397388
2016-03-08,2045.564850433648
2016-03-09,2059.22907975274
2016-03-10,2033.4986990038958
2016-03-11,2067.4540281591153
2016-03-14,2079.4202005003094
2016-03-15,2065.685079255875
2016-03-16,2075.5893710615615
2016-03-17,2062.2490633708508
2016-03-18,2072.3196054259724
2016-03-21,2076.843677247621
2016-03-22,2083.225559682734
2016-03-23,2076.534923523467
2016-03-24,2066.5004024383734
2016-03-25,2067.9421117794345
2016-03-28,2063.106946114489
2016-03-29,2079.9062952934687
2016-03-30,2072.933544693778
2016-03-31,2060.91971690311
2016-04-01,2058.6502099559734
2016-04-04,2053.059725996389
2016-04-05,2025.6600602300548
2016-04-06,2042.004554648733
2016-04-07,2027.8862297385
2016-04-08,2037.2073453951175
2016-04-11,2032.9161102436005
2016-04-12,2060.3954601230375
2016-04-13,2105.7267510020692
2016-04-14,2116.7806742601633
2016-04-15,2109.006302417597
2016-04-18,2108.157361765127
2016-04-19,2121.6203264627065
2016-04-20,2131.0818608102322
2016-04-21,2135.418678413052
2016-04-22,2137.817322674035
2016-04-25,2127.108370821095
2016-04-26,2124.3754566111243
2016-04-27,2124.602779640117
2016-04-28,2114.6966286000206
2016-04-29,2081.0464598613935
2016-05-02,2074.7777747648092
2016-05-03,2051.7111638760302
2016-05-04,2038.2513762294172
2016-05-05,2051.3681936610155
2016-05-06,2048.6153016882176
2016-05-09,2051.8863874277026
2016-05-10,2076.1242771296747
2016-05-11,2059.9254871699372
2016-05-12,2061.56155526231
2016-05-13,2062.5065919409312
2016-05-16,2071.514841983291
2016-05-17,2064.3526267228594
2016-05-18,2072.506455743093
2016-05-19,2068.092805808116
2016-05-20,2081.780529740772
2016-05-23,2080.716250332738
2016-05-24,2109.5963332045408
2016-05-25,2132.5571059036038
2016-05-26,2129.756836862126
2016-05-27,2146.088543388762
2016-05-30,2145.7404713449096
2016-05-31,2144.3105376405756
2016-06-01,2134.7677719903586
2016-06-02,2139.188115956288
2016-06-03,2113.913200744828
2016-06-06,2118.3469716754453
2016-06-07,2132.837633572971
2016-06-08,2133.1537231488637
2016-06-09,2132.8147077185295
2016-06-10,2108.058289976369
2016-06-13,2081.7464157262457
2016-06-14,2079.501252894031
2016-06-15,2080.1576565756664
2016-06-16,2088.216631647205
2016-06-17,2079.7879953794127
2016-06-20,2099.7613911388366
2016-06-21,2118.543243211943
2016-06-22,2116.781562976799
2016-06-23,2132.749056715504
2016-06-24,2073.9558748457493
2016-06-27,2054.1224579637937
2016-06-28,2075.4796480752893
2016-06-29,2111.4380217762887
2016-06-30,2135.42666983536
2016-07-01,2140.7898615776
2016-07-04,2141.5832366423183
2016-07-05,2126.299302824379
2016-07-06,2124.9018475709254
2016-07-07,2130.695697250585
2016-07-08,2160.0633423475006
2016-07-11,2178.858124195323
2016-07-12,2193.1883586578824
2016-07-13,2191.4387476684938
2016-07-14,2204.1188802932757
2016-07-15,2208.357062683686
2016-07-18,2213.987720076789
2016-07-19,2218.3636461225924
2016-07-20,2229.699794761558
2016-07-21,2230.0367339784984
2016-07-22,2235.597801179295
2016-07-25,2232.706474302591
2016-07-26,2233.493161497642
2016-07-27,2233.943176613363
2016-07-28,2216.952225126806
2016-07-29,2213.254338344757
2016-08-01,2213.010183780939
2016-08-02,2188.4392233491044
2016-08-03,2192.9466051423456
2016-08-04,2207.2189497017
2016-08-05,2233.8088682234993
2016-08-08,2239.585026324701
2016-08-09,2243.2130760068108
2016-08-10,2232.877189798785
2016-08-11,2241.508456356226
2016-08-12,2242.61556774086
2016-08-15,2244.4561112637307
2016-08-16,2222.283262682683
2016-08-17,2218.9122171486374
2016-08-18,2216.5076084590564
2016-08-19,2210.102875997604
2016-08-22,2208.4165882127113
2016-08-23,2217.4683257616903
2016-08-24,2220.8324046298117
2016-08-25,2210.3136624777912
