Date,AC ASIA PACIFIC ex JAPAN
2000-12-29,100.0
2001-01-01,99.92624914603684
2001-01-02,99.93517435661404
2001-01-03,99.11754152743136
2001-01-04,103.10081977659777
2001-01-05,104.55204704558095
2001-01-08,103.9728186893577
2001-01-09,105.5750839357321
2001-01-10,104.53812935905222
2001-01-11,102.1179804330137
2001-01-12,103.48309780763057
2001-01-15,104.59539012456761
2001-01-16,105.57928424796879
2001-01-17,106.74517249160283
2001-01-18,106.44166842840843
2001-01-19,109.68696751565416
2001-01-22,110.61634442234424
2001-01-23,109.51237965385262
2001-01-24,111.11207008431214
2001-01-25,111.76009241277782
2001-01-26,110.58370160533104
2001-01-29,110.39034995005055
2001-01-30,110.23409236959711
2001-01-31,111.74354555630296
2001-02-01,110.72976028118943
2001-02-02,111.68582457543798
2001-02-05,108.54540986220385
2001-02-06,109.65401099804366
2001-02-07,108.5469699918143
2001-02-08,110.39464749228239
2001-02-09,109.77205889646102
2001-02-12,109.41209047823124
2001-02-13,111.02468057822026
2001-02-14,110.6783814334778
2001-02-15,112.67906619038526
2001-02-16,111.17934666640573
2001-02-19,109.5992329520593
2001-02-20,111.43483818569437
2001-02-21,110.39513916237937
2001-02-22,109.22158559754392
2001-02-23,108.86420164568955
2001-02-26,108.90411396589602
2001-02-27,107.35063979289771
2001-02-28,107.67739970168986
2001-03-01,105.09739128807186
2001-03-02,103.08246309926827
2001-03-05,104.03930987851118
2001-03-06,104.34025990121464
2001-03-07,104.75766349419061
2001-03-08,103.92288766054713
2001-03-09,102.84971200454956
2001-03-12,100.63674805010727
2001-03-13,99.65749384977966
2001-03-14,100.6533945982527
2001-03-15,101.62069817395727
2001-03-16,102.27089789425176
2001-03-19,101.52905036575419
2001-03-20,100.20943372366109
2001-03-21,100.33899287148687
2001-03-22,100.14515127946714
2001-03-23,99.8267745766128
2001-03-26,100.98657690291107
2001-03-27,99.8099150371189
2001-03-28,100.71245217354863
2001-03-29,100.36159845514727
2001-03-30,99.60618404264143
2001-04-02,98.74822379732879
2001-04-03,97.11350479318278
2001-04-04,93.48545475911126
2001-04-05,94.58540205754599
2001-04-06,95.49438982834451
2001-04-09,93.43992345682477
2001-04-10,94.7276074669356
2001-04-11,97.56511534953506
2001-04-12,97.56762080468084
2001-04-13,97.6438025004151
2001-04-16,98.38867201263318
2001-04-17,97.76076067012379
2001-04-18,100.59666066918625
2001-04-19,102.41211531169287
2001-04-20,100.7354459185998
2001-04-23,100.6320025029046
2001-04-24,100.55898651497625
2001-04-25,100.15968711855389
2001-04-26,99.7286762335153
2001-04-27,100.22335937934398
2001-04-30,102.22611317409631
2001-05-01,102.04340912745819
2001-05-02,103.5947320322084
2001-05-03,103.90343890666276
2001-05-04,102.0240062930717
2001-05-07,103.1836704578745
2001-05-08,103.45026630237797
2001-05-09,103.66083971296912
2001-05-10,104.1542728302049
2001-05-11,105.22131818137237
2001-05-14,104.16855939623466
2001-05-15,103.42336449048338
2001-05-16,102.54252873855175
2001-05-17,105.0061932965442
2001-05-18,104.84927112895535
2001-05-21,105.90390415233051
2001-05-22,107.28525983101773
2001-05-23,108.7195424053704
2001-05-24,108.8211956762223
2001-05-25,108.63228415381853
2001-05-28,108.05204175360872
2001-05-29,108.61252068884016
2001-05-30,107.10663532566242
2001-05-31,106.84142725151163
2001-06-01,106.68637679262174
2001-06-04,107.08233284307086
2001-06-05,107.34946410726292
2001-06-06,108.34503290186574
2001-06-07,108.63749330164177
2001-06-08,110.40955301247413
2001-06-11,110.68731700383108
2001-06-12,109.09671292819657
2001-06-13,108.73934229490285
2001-06-14,106.98582058835527
2001-06-15,106.25763487991652
2001-06-18,104.88603817937599
2001-06-19,105.34554199660543
2001-06-20,105.42645331171528
2001-06-21,105.35075697280568
2001-06-22,105.20114279196486
2001-06-25,103.84005303097538
2001-06-26,103.60239153468213
2001-06-27,103.63151534728553
2001-06-28,104.0218689148042
2001-06-29,105.94332541877394
2001-07-02,105.55571643700188
2001-07-03,105.97061803761612
2001-07-04,106.1072052708798
2001-07-05,106.19281781842597
2001-07-06,103.98379171412832
2001-07-09,102.06187318909039
2001-07-10,101.71255304733579
2001-07-11,100.28144308256046
2001-07-12,102.14769505200239
2001-07-13,101.63418252964749
2001-07-16,101.27467796231318
2001-07-17,100.96118537104768
2001-07-18,98.45241371719112
2001-07-19,98.46460548643911
2001-07-20,97.67096320446039
2001-07-23,97.58504584682711
2001-07-24,96.32758097655582
2001-07-25,95.92118427334593
2001-07-26,96.1329137642705
2001-07-27,96.9628042787739
2001-07-30,96.9831762854227
2001-07-31,98.29372729177479
2001-08-01,99.47370861456312
2001-08-02,100.04388268460457
2001-08-03,99.17095497686282
2001-08-06,99.17016085697665
2001-08-07,99.0271220800276
2001-08-08,99.19316230885421
2001-08-09,96.53130007890225
2001-08-10,96.34506969926413
2001-08-13,96.00044369456232
2001-08-14,97.31524159794203
2001-08-15,96.56012076692282
2001-08-16,95.95608738935464
2001-08-17,95.66657965138818
2001-08-20,94.6064212889594
2001-08-21,94.78879688064876
2001-08-22,93.7668169307364
2001-08-23,94.60255865580184
2001-08-24,94.19485981060268
2001-08-27,95.74343236077901
2001-08-28,95.37156182158564
2001-08-29,95.2966442663494
2001-08-30,95.00022277380984
2001-08-31,93.75483710663129
2001-09-03,93.50189683123786
2001-09-04,95.80334497349294
2001-09-05,95.37344278552419
2001-09-06,93.98086502597916
2001-09-07,91.64225661782397
2001-09-10,91.44952307223261
2001-09-11,90.5568744312927
2001-09-12,85.82601914200687
2001-09-13,85.33909239419465
2001-09-14,82.3787366685659
2001-09-17,78.87232709145387
2001-09-18,78.80209043025567
2001-09-19,79.06068595136244
2001-09-20,77.83456678285287
2001-09-21,76.10235158682131
2001-09-24,76.98924239926899
2001-09-25,76.26072421677458
2001-09-26,76.66053393044301
2001-09-27,77.26434994531158
2001-09-28,79.57825013644002
2001-10-01,79.38296187886196
2001-10-02,79.32952147749222
2001-10-03,78.87070820044033
2001-10-04,81.05739189706779
2001-10-05,81.79329556344341
2001-10-08,80.14826261585502
2001-10-09,81.8115929059291
2001-10-10,82.07941862101947
2001-10-11,84.58588093114557
2001-10-12,84.31254669304711
2001-10-15,84.28712246166643
2001-10-16,84.72939096269086
2001-10-17,85.9985806709548
2001-10-18,84.80672803010754
2001-10-19,84.90392265138735
2001-10-22,85.51374514055989
2001-10-23,87.04870084054338
2001-10-24,87.79945615834261
2001-10-25,87.2688456668183
2001-10-26,88.02669841066935
2001-10-29,86.3862712126651
2001-10-30,84.85547229655857
2001-10-31,85.56231937208534
2001-11-01,85.44706477771622
2001-11-02,85.74943380880316
2001-11-05,87.17504529910987
2001-11-06,87.93788928084216
2001-11-07,87.27591341379332
2001-11-08,89.1909997549034
2001-11-09,90.0189041137267
2001-11-12,90.68688961429136
2001-11-13,91.88308177686255
2001-11-14,93.6593486479863
2001-11-15,95.68509079688026
2001-11-16,95.56704976394458
2001-11-19,97.34032849580318
2001-11-20,96.27152126863585
2001-11-21,97.04777027308407
2001-11-22,96.68635963959953
2001-11-23,98.17701195106851
2001-11-26,99.39053398953854
2001-11-27,99.18767751157738
2001-11-28,96.68973350811874
2001-11-29,96.19161328648185
2001-11-30,96.18803756212007
2001-12-03,97.22862920517339
2001-12-04,98.09005923487562
2001-12-05,101.38390631753144
2001-12-06,102.27911134458033
2001-12-07,103.38557590709355
2001-12-10,102.22399241996814
2001-12-11,101.80899874541218
2001-12-12,102.33360427170209
2001-12-13,100.72377324820464
2001-12-14,99.24653183657551
2001-12-17,98.25200963429099
2001-12-18,98.64708889385757
2001-12-19,99.06180949215181
2001-12-20,99.55641629120595
2001-12-21,99.0518969495407
2001-12-24,100.60464445880932
2001-12-25,101.05897495903928
2001-12-26,100.95330137478578
2001-12-27,100.75454001009707
2001-12-28,102.6732405438566
2001-12-31,102.50008191580805
2002-01-01,102.47887998400164
2002-01-02,101.95408081474619
2002-01-03,102.60367879183258
2002-01-04,105.54647002533625
2002-01-07,107.354406716027
2002-01-08,106.64107067930755
2002-01-09,106.82558307013535
2002-01-10,105.35814769596797
2002-01-11,104.74849274485312
2002-01-14,104.78059798306344
2002-01-15,103.80250928113777
2002-01-16,103.97823727493076
2002-01-17,104.1419781815372
2002-01-18,103.61321514851191
2002-01-21,105.00252662297639
2002-01-22,104.89357553105576
2002-01-23,105.14399440645285
2002-01-24,106.29308222071465
2002-01-25,109.34224776230653
2002-01-28,110.25866504325083
2002-01-29,110.25337431475589
2002-01-30,108.21171892436121
2002-01-31,109.07474073679155
2002-02-01,108.65548181856462
2002-02-04,108.08617769851267
2002-02-05,107.54920015197933
2002-02-06,107.6181527111305
2002-02-07,106.41551600431553
2002-02-08,107.22204899097092
2002-02-11,107.50402704385473
2002-02-12,107.49651022821675
2002-02-13,107.96233224218906
2002-02-14,110.73428351280936
2002-02-15,110.41155968240575
2002-02-18,111.24612058301734
2002-02-19,109.70452099235995
2002-02-20,108.84781652254122
2002-02-21,108.92386824531377
2002-02-22,107.27290672458646
2002-02-25,107.1461226999155
2002-02-26,107.88877242000106
2002-02-27,109.73748528124413
2002-02-28,109.2525153794027
2002-03-01,109.52732234636737
2002-03-04,111.43961804070447
2002-03-05,112.67759943090327
2002-03-06,112.54682687395427
2002-03-07,112.77006240767389
2002-03-08,112.70620759104685
2002-03-11,113.32846205820842
2002-03-12,113.43713939265332
2002-03-13,112.69473655814744
2002-03-14,112.12810462952247
2002-03-15,111.24286999915186
2002-03-18,112.26470496243314
2002-03-19,112.39804713633448
2002-03-20,112.96171620500769
2002-03-21,112.36321291239884
2002-03-22,113.23902398961795
