Date,ACWI ex SWEDEN
2015-12-11,2087.3629755524385
2015-12-14,2074.782381791644
2015-12-15,2113.6097789050473
2015-12-16,2137.957839550266
2015-12-17,2145.9065661586783
2015-12-18,2116.391749529503
2015-12-21,2108.828129502474
2015-12-22,2113.3501085820835
2015-12-23,2157.306475491715
2015-12-24,2144.78814548348
2015-12-25,2144.030988983977
2015-12-28,2137.378875398057
2015-12-29,2168.3544838889893
2015-12-30,2154.1902582363027
2015-12-31,2148.8747120256826
2016-01-01,2148.89416678791
2016-01-04,2116.809609116409
2016-01-05,2133.629612734605
2016-01-06,2101.4135526372565
2016-01-07,2040.075438619446
2016-01-08,2009.4393460938165
2016-01-11,2010.0494640026461
2016-01-12,2020.111696586551
2016-01-13,1996.710966166789
2016-01-14,2002.9620367450461
2016-01-15,1946.4723353907439
2016-01-18,1950.453680330544
2016-01-19,1956.3540043951361
2016-01-20,1917.962783239454
2016-01-21,1936.892386803588
2016-01-22,1987.952720923297
2016-01-25,1969.5002966568106
2016-01-26,1981.4680373237813
2016-01-27,1974.545047368735
2016-01-28,1965.8915061193336
2016-01-29,2027.608929270492
2016-02-01,2019.5242752897675
2016-02-02,1982.5307712450465
2016-02-03,1956.4200977062542
2016-02-04,1948.7644380527668
2016-02-05,1924.8728312497285
2016-02-08,1894.5312185531375
2016-02-09,1854.9773259314466
2016-02-10,1872.2535491429949
2016-02-11,1823.820376687907
2016-02-12,1859.216110529742
2016-02-15,1899.4651591371457
2016-02-16,1919.5160293044012
2016-02-17,1950.1517856704777
2016-02-18,1958.4801974297882
2016-02-19,1949.9661170563177
2016-02-22,1988.9522880305706
2016-02-23,1968.537679526873
2016-02-24,1960.4130996952997
2016-02-25,1980.7347403380222
2016-02-26,2001.9910157613954
2016-02-29,2004.9235069547033
2016-03-01,2042.4953941738863
2016-03-02,2068.2698913041154
2016-03-03,2063.808629527569
2016-03-04,2063.5761998650482
2016-03-07,2068.849154766789
2016-03-08,2037.9153567794883
2016-03-09,2051.324959235376
2016-03-10,2025.8489210186858
2016-03-11,2059.36878952663
2016-03-14,2071.157647417828
2016-03-15,2057.5198329051555
2016-03-16,2067.617169723135
2016-03-17,2054.3857653807713
2016-03-18,2064.4635744864595
2016-03-21,2069.1765425681942
2016-03-22,2075.5677286827527
2016-03-23,2069.088283796705
2016-03-24,2059.3166343765497
2016-03-25,2060.710932826279
2016-03-28,2055.8935989103506
2016-03-29,2072.737849722453
2016-03-30,2065.2599742976086
2016-03-31,2053.431036071212
2016-04-01,2051.255742672245
2016-04-04,2045.6648686101241
2016-04-05,2018.5602710207552
2016-04-06,2034.719833916774
2016-04-07,2020.8604384468247
2016-04-08,2029.672120210869
2016-04-11,2025.2786534471632
2016-04-12,2052.7708677443284
2016-04-13,2097.8671624468857
2016-04-14,2108.9513093160144
2016-04-15,2101.242197261768
2016-04-18,2100.3193732842383
2016-04-19,2113.3398082849917
2016-04-20,2122.7503300254707
2016-04-21,2127.3009310872008
2016-04-22,2129.8424977821146
2016-04-25,2119.1920179913623
2016-04-26,2116.308743089395
2016-04-27,2116.5386630201333
2016-04-28,2106.509668216341
2016-04-29,2073.1596475274687
2016-05-02,2066.954208662629
2016-05-03,2044.0519504707406
2016-05-04,2030.7740520193988
2016-05-05,2043.8356353235006
2016-05-06,2041.3049695601549
2016-05-09,2044.2679505810638
2016-05-10,2068.442516942852
2016-05-11,2052.351399653342
2016-05-12,2054.2999039982333
2016-05-13,2055.063718911751
2016-05-16,2063.842321564626
2016-05-17,2056.7924909233316
2016-05-18,2064.8697900597685
2016-05-19,2060.709451863246
2016-05-20,2074.0943734124844
2016-05-23,2073.139595024694
2016-05-24,2101.568342078082
2016-05-25,2124.439600770862
2016-05-26,2121.5483810983433
2016-05-27,2138.00416113714
2016-05-30,2137.5273208666713
2016-05-31,2136.2047623450308
2016-06-01,2126.713547318751
2016-06-02,2131.1504274424615
2016-06-03,2105.8722285685876
2016-06-06,2110.339893931637
2016-06-07,2124.6925475838702
2016-06-08,2125.054597790163
2016-06-09,2125.019787257381
2016-06-10,2100.7484833432804
2016-06-13,2074.528925134068
2016-06-14,2072.6190566071605
2016-06-15,2072.939771515367
2016-06-16,2081.4574214732447
2016-06-17,2072.6679990352964
2016-06-20,2092.0423047438267
2016-06-21,2110.7997519093274
2016-06-22,2109.002253907607
2016-06-23,2124.7559028362703
2016-06-24,2066.0029344579734
2016-06-27,2047.9300290775534
2016-06-28,2068.9749502587238
2016-06-29,2104.584064173857
2016-06-30,2128.4356322357203
2016-07-01,2133.520518753761
2016-07-04,2134.6004072607166
2016-07-05,2119.6699039337386
2016-07-06,2118.600534161015
2016-07-07,2124.1792572370787
2016-07-08,2153.3134248434076
2016-07-11,2171.8636496090944
2016-07-12,2186.068917719322
2016-07-13,2184.3072915922953
2016-07-14,2196.932047491341
2016-07-15,2201.198617860419
2016-07-18,2206.918886575159
2016-07-19,2211.255610383695
2016-07-20,2222.323650395108
2016-07-21,2222.6929809628396
2016-07-22,2228.4242742096826
2016-07-25,2225.3646723962784
2016-07-26,2226.211814447717
2016-07-27,2226.6335934484396
2016-07-28,2209.7566661719716
2016-07-29,2205.7842545219764
2016-08-01,2205.8688386164254
2016-08-02,2181.412252915624
2016-08-03,2185.901312962997
2016-08-04,2199.983355471731
2016-08-05,2226.5864372619353
2016-08-08,2232.3666215549924
2016-08-09,2235.5049812969505
2016-08-10,2225.22288759702
2016-08-11,2233.6498788060044
2016-08-12,2234.8191137236895
2016-08-15,2236.680113829135
2016-08-16,2214.733101036697
2016-08-17,2211.5045745001476
2016-08-18,2208.9242368403134
2016-08-19,2202.6264275179437
2016-08-22,2200.9163814933304
2016-08-23,2209.7131062577255
2016-08-24,2213.043425764842
2016-08-25,2202.651702942998
2016-08-26,2202.3536319532777
2016-08-29,2223.146955573621
2016-08-30,2225.0220578328554
2016-08-31,2221.8975599887735
2016-09-01,2214.983292318504
2016-09-02,2236.121405723827
2016-09-05,2245.441853158167
2016-09-06,2240.2199464131972
2016-09-07,2242.153328226497
2016-09-08,2232.777051408117
2016-09-09,2198.7307741836316
2016-09-12,2200.860407037984
2016-09-13,2171.9205478440226
2016-09-14,2167.938569898417
2016-09-15,2183.952829443283
2016-09-16,2189.352204308078
2016-09-19,2196.4427866473025
2016-09-20,2199.518732125673
2016-09-21,2228.970525417771
2016-09-22,2234.4123261624736
2016-09-23,2225.4265841511397
2016-09-26,2195.928696636271
2016-09-27,2217.4406343262763
2016-09-28,2227.1061703474884
2016-09-29,2212.821021477465
2016-09-30,2215.2327094328525
2016-10-03,2218.1887047180376
2016-10-04,2225.396972363387
2016-10-05,2221.2442604180465
2016-10-06,2224.900618172801
2016-10-07,2215.894274549141
2016-10-10,2228.6352847496178
2016-10-11,2223.2376643564667
2016-10-12,2226.4746133126937
2016-10-13,2212.754076519556
2016-10-14,2224.5272359255646
2016-10-17,2219.4250707387296
2016-10-18,2242.3204695093923
2016-10-19,2251.86786298958
2016-10-20,2257.3238143510375
2016-10-21,2264.9226146569995
2016-10-24,2270.302557427189
2016-10-25,2269.6560531243495
2016-10-26,2253.8127521441243
2016-10-27,2246.320931855389
2016-10-28,2239.3260889035946
2016-10-31,2233.209286979862
2016-11-01,2207.930584117156
2016-11-02,2176.9354436125427
2016-11-03,2173.719081324166
2016-11-04,2159.186495834446
2016-11-07,2210.376028468333
2016-11-08,2217.5939544005055
2016-11-09,2237.088018060241
2016-11-10,2256.0017773941227
2016-11-11,2248.483445871575
2016-11-14,2268.2759141580686
2016-11-15,2279.4061868000977
2016-11-16,2288.857151109199
2016-11-17,2299.280511804407
2016-11-18,2308.532081417737
2016-11-21,2314.927980987081
2016-11-22,2328.1229347245767
2016-11-23,2336.572259639079
2016-11-24,2332.867521497272
2016-11-25,2334.100997417006
2016-11-28,2331.3982117539017
2016-11-29,2325.6088381093905
2016-11-30,2325.3958796708234
2016-12-01,2319.2784118423156
2016-12-02,2307.4749866029915
2016-12-05,2304.789989031136
2016-12-06,2316.72037487709
2016-12-07,2337.411383791602
2016-12-08,2379.2743556874643
2016-12-09,2404.4424700896398
2016-12-12,2386.748452757915
2016-12-13,2397.575456432566
2016-12-14,2381.286184635526
2016-12-15,2420.496503421923
2016-12-16,2421.475618914297
2016-12-19,2418.670922714344
2016-12-20,2436.0304432073053
2016-12-21,2421.3932494190803
2016-12-22,2410.8132417437323
2016-12-23,2411.072039535425
2016-12-26,2410.498561970184
2016-12-27,2414.564286302102
2016-12-28,2419.7214604479673
2016-12-29,2403.046143244795
2016-12-30,2388.777743783856
2017-01-02,2390.8391154822857
2017-01-03,2436.7092170132764
2017-01-04,2436.212986353873
2017-01-05,2420.802285353618
2017-01-06,2427.0633800253163
2017-01-09,2423.9785354220357
2017-01-10,2421.0162361864914
2017-01-11,2448.3432602005155
2017-01-12,2414.7571510110774
2017-01-13,2426.6595289503375
2017-01-16,2423.967757368742
2017-01-17,2404.484128223417
2017-01-18,2408.8080898345293
2017-01-19,2414.923084425448
2017-01-20,2407.1498669948437
2017-01-23,2393.0878392035547
2017-01-24,2403.895337808942
2017-01-25,2425.9106164097097
2017-01-26,2441.4202989313053
2017-01-27,2432.5368540050727
2017-01-30,2421.52432123432
2017-01-31,2394.5188465717915
2017-02-01,2407.5578836963364
2017-02-02,2399.6074476538656
2017-02-03,2417.218637099306
2017-02-06,2420.9663562020137
2017-02-07,2430.9518491342233
2017-02-08,2433.328126678536
2017-02-09,2450.905773716687
2017-02-10,2470.530994931735
