Date,ACWI ex AUSTRIA
2015-12-11,2098.7949072939177
2015-12-14,2086.060673581744
2015-12-15,2125.375265028642
2015-12-16,2149.59529349706
2015-12-17,2157.782219229178
2015-12-18,2128.121487801248
2015-12-21,2120.5490336181
2015-12-22,2125.068410330071
2015-12-23,2169.4094895110024
2015-12-24,2156.9523288990154
2015-12-25,2156.1979280083806
2015-12-28,2149.4197948659325
2015-12-29,2180.638723760291
2015-12-30,2166.318665017417
2015-12-31,2161.1118230150973
2016-01-01,2161.1312068211064
2016-01-04,2128.39953143125
2016-01-05,2144.8707904886783
2016-01-06,2112.772557860836
2016-01-07,2051.2442029761546
2016-01-08,2020.599861431757
2016-01-11,2021.2478758101815
2016-01-12,2031.298795857058
2016-01-13,2008.182428921903
2016-01-14,2014.0178795144143
2016-01-15,1957.034833833472
2016-01-18,1961.1638524393636
2016-01-19,1967.4228952454303
2016-01-20,1928.4714206923961
2016-01-21,1947.755943307889
2016-01-22,1999.3414816073905
2016-01-25,1980.8572647542553
2016-01-26,1993.0840178635583
2016-01-27,1986.0773726812959
2016-01-28,1976.9092984329116
2016-01-29,2038.796518961582
2016-02-01,2030.518795243349
2016-02-02,1993.2051012103987
2016-02-03,1967.004610566456
2016-02-04,1959.7385248457995
2016-02-05,1935.8124903468033
2016-02-08,1904.8142446560885
2016-02-09,1865.3176152199287
2016-02-10,1882.8706495242054
2016-02-11,1833.9066394540575
2016-02-12,1869.6686131432787
2016-02-15,1910.4246555698853
2016-02-16,1930.3054652621415
2016-02-17,1961.4092056310683
2016-02-18,1969.8175365773445
2016-02-19,1961.231088355921
2016-02-22,2000.5362891276761
2016-02-23,1979.9816534763788
2016-02-24,1971.3614326512052
2016-02-25,1991.9930433846955
2016-02-26,2013.4183089540454
2016-02-29,2016.3834943169065
2016-03-01,2053.9927235226373
2016-03-02,2079.565240359711
2016-03-03,2075.196681125448
2016-03-04,2075.210402248324
2016-03-07,2080.3821072299834
2016-03-08,2049.3704962376805
2016-03-09,2063.0189335857954
2016-03-10,2037.3138446199291
2016-03-11,2071.2418824772653
2016-03-14,2083.201519877349
2016-03-15,2069.4115760539444
2016-03-16,2079.3484179776397
2016-03-17,2066.018229817373
2016-03-18,2076.167118711037
2016-03-21,2080.7190952526553
2016-03-22,2087.2277617356654
2016-03-23,2080.6240391760434
2016-03-24,2070.54308473699
2016-03-25,2071.932297178316
2016-03-28,2067.09374288451
2016-03-29,2083.978219689528
2016-03-30,2076.994474403838
2016-03-31,2065.041622607729
2016-04-01,2062.7973852343325
2016-04-04,2057.2345154420163
2016-04-05,2029.8137165639498
2016-04-06,2046.1467200201637
2016-04-07,2032.0965990448594
2016-04-08,2041.3727295997198
2016-04-11,2037.0777201366775
2016-04-12,2064.58122346019
2016-04-13,2109.9423734495085
2016-04-14,2120.947821627921
2016-04-15,2113.157391182662
2016-04-18,2112.1974568067867
2016-04-19,2125.6399653243543
2016-04-20,2135.1593391648025
2016-04-21,2139.556523754816
2016-04-22,2141.9108638766993
2016-04-25,2131.197942364119
2016-04-26,2128.3156252394406
2016-04-27,2128.547246886534
2016-04-28,2118.603623767288
2016-04-29,2084.873087488666
2016-05-02,2078.5815263379677
2016-05-03,2055.4276712155015
2016-05-04,2041.9746522094758
2016-05-05,2055.0553543943106
2016-05-06,2052.3127182369667
2016-05-09,2055.5463204813514
2016-05-10,2079.700150524466
2016-05-11,2063.5638891432322
2016-05-12,2065.2541195451367
2016-05-13,2066.168914416989
2016-05-16,2075.116257616226
2016-05-17,2068.018639339479
2016-05-18,2076.159475835677
2016-05-19,2071.7549487349265
2016-05-20,2085.4024514931216
2016-05-23,2084.369339288959
2016-05-24,2113.1118705867366
2016-05-25,2136.090046532364
2016-05-26,2133.3014533106066
2016-05-27,2149.6888201064467
2016-05-30,2149.2446956240874
2016-05-31,2147.7903665160206
2016-06-01,2138.2320913564145
2016-06-02,2142.657045397727
2016-06-03,2117.3468612167894
2016-06-06,2121.85553443087
2016-06-07,2136.4345323655184
2016-06-08,2136.735574061845
2016-06-09,2136.438988140589
2016-06-10,2111.6811391466854
2016-06-13,2085.3419356202626
2016-06-14,2083.1411050582983
2016-06-15,2083.76887740664
2016-06-16,2091.8370766951402
2016-06-17,2083.361098574947
2016-06-20,2103.3320881118784
2016-06-21,2122.2054530881896
2016-06-22,2120.4270842033725
2016-06-23,2136.35862251707
2016-06-24,2077.701582268017
2016-06-27,2057.9861545897757
2016-06-28,2079.3224953605645
2016-06-29,2115.2759046506912
2016-06-30,2139.2898446638214
2016-07-01,2144.6572017254603
2016-07-04,2145.4849519526674
2016-07-05,2130.209426564118
2016-07-06,2128.838121338512
2016-07-07,2134.617407645604
2016-07-08,2163.9285688678137
2016-07-11,2182.792710226553
2016-07-12,2197.079614966336
2016-07-13,2195.385151102893
2016-07-14,2208.019390258973
2016-07-15,2212.3219600506914
2016-07-18,2217.9051371154706
2016-07-19,2222.276236522698
2016-07-20,2233.554497417193
2016-07-21,2233.8300825200004
2016-07-22,2239.364175290251
2016-07-25,2236.5128297492365
2016-07-26,2237.2752102315612
2016-07-27,2237.699501080238
2016-07-28,2220.6921556105276
2016-07-29,2216.874563021932
2016-08-01,2216.78287571378
2016-08-02,2192.187858283393
2016-08-03,2196.644491957265
2016-08-04,2210.951902350874
2016-08-05,2237.6071252435518
2016-08-08,2243.3721055165333
2016-08-09,2246.973071271235
2016-08-10,2236.7011345456203
2016-08-11,2245.312038822749
2016-08-12,2246.387119394743
2016-08-15,2248.272906734417
2016-08-16,2226.152181990838
2016-08-17,2222.7227359513518
2016-08-18,2220.3268719868024
2016-08-19,2213.864467779231
2016-08-22,2212.184533808813
2016-08-23,2221.17660117356
2016-08-24,2224.550466236875
2016-08-25,2214.056254878115
2016-08-26,2213.8768597455055
2016-08-29,2234.6227529602484
2016-08-30,2236.440996417777
2016-08-31,2233.29087038279
2016-09-01,2226.305971003808
2016-09-02,2247.615965367121
2016-09-05,2257.009804697471
2016-09-06,2251.7954155464736
2016-09-07,2253.8752334507644
2016-09-08,2244.471156596999
2016-09-09,2210.290926470599
2016-09-12,2212.3139231299383
2016-09-13,2183.344255636719
2016-09-14,2179.424692435327
2016-09-15,2195.5322329735636
2016-09-16,2200.692004567975
2016-09-19,2207.9715688477295
2016-09-20,2210.960122290497
2016-09-21,2240.340648791792
2016-09-22,2246.0807152560633
2016-09-23,2236.9984049364393
2016-09-26,2207.3290978192526
2016-09-27,2228.6865523120578
2016-09-28,2238.429316499391
2016-09-29,2224.3617804597575
2016-09-30,2226.822773608951
2016-10-03,2229.8682879879943
2016-10-04,2237.2267025841206
2016-10-05,2232.943159642113
2016-10-06,2236.669832417854
2016-10-07,2227.5644389899585
2016-10-10,2240.48568512845
2016-10-11,2234.6944468072056
2016-10-12,2237.7419821669246
2016-10-13,2223.887609517496
