Date,ACWI ex BRAZIL
2015-12-11,2099.7180064132453
2015-12-14,2087.097211706358
2015-12-15,2126.547075307596
2015-12-16,2151.0663916769086
2015-12-17,2158.950349421279
2015-12-18,2129.4991901172834
2015-12-21,2122.524993943551
2015-12-22,2127.004800415459
2015-12-23,2171.2422603046025
2015-12-24,2158.732388604433
2015-12-25,2157.9737830847976
2015-12-28,2151.0862312910253
2015-12-29,2182.360594483559
2015-12-30,2168.4682614322096
2015-12-31,2163.045460080871
2016-01-01,2163.064951990424
2016-01-04,2130.606429126387
2016-01-05,2146.957877427135
2016-01-06,2114.8619890949403
2016-01-07,2053.3505614655837
2016-01-08,2022.5941161924725
2016-01-11,2023.403998132337
2016-01-12,2033.5711006533834
2016-01-13,2010.3282316167004
2016-01-14,2016.0570950874674
2016-01-15,1959.1874159360605
2016-01-18,1963.3694977220994
2016-01-19,1969.7012306879208
2016-01-20,1930.7659015638403
2016-01-21,1950.2323975990475
2016-01-22,2001.9239365528597
2016-01-25,1983.310167653677
2016-01-26,1995.7025312442602
2016-01-27,1988.3862096663422
2016-01-28,1979.171319549123
2016-01-29,2040.7231228348282
2016-02-01,2032.3070095926212
2016-02-02,1995.375379073306
2016-02-03,1968.7175614213863
2016-02-04,1961.0575332150104
2016-02-05,1937.1766719338104
2016-02-08,1905.902599943399
2016-02-09,1866.3083645994063
2016-02-10,1884.0062994808857
2016-02-11,1835.210432112169
2016-02-12,1871.0653203323427
2016-02-15,1911.963716937819
2016-02-16,1931.9344124748898
2016-02-17,1962.8703637850474
2016-02-18,1971.362761753643
2016-02-19,1962.8320867884145
2016-02-22,2001.6242080493155
2016-02-23,1981.153964339596
2016-02-24,1972.6083424258302
2016-02-25,1993.3187757279181
2016-02-26,2014.934666318654
2016-02-29,2017.5501392324
2016-03-01,2055.0231723293446
2016-03-02,2080.2884088356277
2016-03-03,2075.2650887164386
2016-03-04,2074.4761857575213
2016-03-07,2079.7325656645785
2016-03-08,2048.7576005679175
2016-03-09,2062.22885222206
2016-03-10,2036.2337137457496
2016-03-11,2070.169074917663
2016-03-14,2082.3793182436643
2016-03-15,2069.3250971077036
2016-03-16,2079.374255843688
2016-03-17,2064.7991230293396
2016-03-18,2074.9519320133777
2016-03-21,2079.3652725432135
2016-03-22,2085.832591876625
2016-03-23,2079.7976114077355
2016-03-24,2069.724381064561
2016-03-25,2071.121297176285
2016-03-28,2065.775642350867
2016-03-29,2082.7173437084043
2016-03-30,2075.661356378444
2016-03-31,2063.810191931513
2016-04-01,2061.458081981049
2016-04-04,2056.4526761168136
2016-04-05,2029.0474037261422
2016-04-06,2045.7577585800436
2016-04-07,2031.5998508943983
2016-04-08,2040.2342334492992
2016-04-11,2035.6152542969987
2016-04-12,2062.666035952928
2016-04-13,2107.9861901694035
2016-04-14,2119.067431702596
2016-04-15,2111.1591009517633
2016-04-18,2110.539837708837
2016-04-19,2123.815046449938
2016-04-20,2133.319304365285
2016-04-21,2137.626567931569
2016-04-22,2140.403541178442
2016-04-25,2129.7307744199675
2016-04-26,2126.453794317228
2016-04-27,2126.3738873576194
2016-04-28,2116.2031431296064
2016-04-29,2082.4260527460156
2016-05-02,2076.5093739478657
2016-05-03,2053.8164858585656
2016-05-04,2040.029275376053
2016-05-05,2053.3116851634086
2016-05-06,2050.5538339720406
2016-05-09,2054.031216487549
2016-05-10,2077.407914040484
2016-05-11,2061.2445324084533
2016-05-12,2062.8845486720893
2016-05-13,2064.1829405807407
2016-05-16,2073.212527529622
2016-05-17,2066.311420856403
2016-05-18,2074.6641382927005
2016-05-19,2070.521314869055
2016-05-20,2084.1225401801075
2016-05-23,2083.2879002623467
2016-05-24,2112.0505158117253
2016-05-25,2135.306208399938
2016-05-26,2132.5170583827394
2016-05-27,2149.1584968201983
2016-05-30,2148.669485443648
2016-05-31,2147.365558887966
2016-06-01,2137.63885370239
2016-06-02,2141.797146254423
2016-06-03,2116.2001612758413
2016-06-06,2120.6826371422535
2016-06-07,2135.1564509792784
2016-06-08,2134.884428035688
2016-06-09,2134.581961561968
2016-06-10,2110.2950084436543
2016-06-13,2083.7867901268824
2016-06-14,2081.8719634568956
2016-06-15,2082.4432567168337
2016-06-16,2090.34308735631
2016-06-17,2081.686040226121
2016-06-20,2101.4626091606465
2016-06-21,2120.292744010043
2016-06-22,2118.687665455399
2016-06-23,2134.2721157070546
2016-06-24,2075.320327995922
2016-06-27,2055.64812058304
2016-06-28,2076.628754465548
2016-06-29,2112.1800344902763
2016-06-30,2136.032707346017
2016-07-01,2141.4284528758935
2016-07-04,2142.2147920631814
2016-07-05,2127.187368869268
2016-07-06,2125.951804373482
2016-07-07,2131.7655424867553
2016-07-08,2160.6583070981824
2016-07-11,2179.3967890902413
2016-07-12,2193.625428757326
2016-07-13,2191.942539466037
2016-07-14,2204.1052608750156
2016-07-15,2208.6004693522136
2016-07-18,2213.864953617422
2016-07-19,2218.198646635229
2016-07-20,2229.3854943488664
2016-07-21,2229.6943936094594
2016-07-22,2235.2749901547604
2016-07-25,2232.444443182659
2016-07-26,2233.2440486672017
2016-07-27,2233.6883667435836
2016-07-28,2216.73672610604
2016-07-29,2212.6234956574294
2016-08-01,2212.8179561172165
2016-08-02,2188.2822940393135
2016-08-03,2192.5175769168873
2016-08-04,2206.3916303846026
2016-08-05,2232.92764386357
2016-08-08,2238.7021521147344
2016-08-09,2242.164286629655
2016-08-10,2232.1203275494754
2016-08-11,2240.3377799321356
2016-08-12,2241.5544742096417
2016-08-15,2243.2502812923376
2016-08-16,2221.33737495437
2016-08-17,2217.9401858647493
2016-08-18,2215.7110547244547
2016-08-19,2209.259390132039
2016-08-22,2207.9297725787533
2016-08-23,2216.8609620009233
2016-08-24,2220.3911000506773
2016-08-25,2209.903021284386
2016-08-26,2209.560557745727
2016-08-29,2230.219843889629
2016-08-30,2232.0863319905393
2016-08-31,2228.937382668768
2016-09-01,2222.0191062222625
2016-09-02,2242.970661192402
2016-09-05,2252.5461144787373
2016-09-06,2247.047624130524
2016-09-07,2248.9056915372344
2016-09-08,2239.4285428788435
2016-09-09,2206.071326447235
2016-09-12,2208.0700759425204
2016-09-13,2179.573487644816
2016-09-14,2175.724615730474
2016-09-15,2191.6485410656196
2016-09-16,2196.8071600429166
2016-09-19,2203.8877664549336
2016-09-20,2206.6724063817032
2016-09-21,2235.9651623011587
2016-09-22,2241.5064608069624
2016-09-23,2232.5627084014845
2016-09-26,2203.0495944600384
2016-09-27,2224.3349443971038
2016-09-28,2233.8654628719805
2016-09-29,2219.9491040964667
2016-09-30,2222.592587893341
2016-10-03,2225.175306575869
2016-10-04,2232.49694888481
2016-10-05,2228.0586966692003
2016-10-06,2231.6348057780324
2016-10-07,2222.281676075982
2016-10-10,2235.040501044944
2016-10-11,2229.263546055755
2016-10-12,2232.117543284049
2016-10-13,2218.2854306589443
2016-10-14,2230.001252660068
2016-10-17,2224.4993967871624
2016-10-18,2247.277092455041
2016-10-19,2256.7525857370542
2016-10-20,2262.1883493581477
2016-10-21,2269.503715215229
2016-10-24,2274.6668949316904
2016-10-25,2273.8558025209877
2016-10-26,2258.068105401373
2016-10-27,2250.4320363201878
2016-10-28,2243.5511875930974
2016-10-31,2236.980412228009
2016-11-01,2212.5665467838585
2016-11-02,2181.439068524764
2016-11-03,2178.6726458279086
2016-11-04,2163.889885418798
2016-11-07,2214.386855184338
2016-11-08,2221.683433514255
2016-11-09,2241.8631550218633
2016-11-10,2262.3284209609337
2016-11-11,2255.869510069314
2016-11-14,2275.232204958572
2016-11-15,2286.4507879114785
2016-11-16,2295.3516736647575
2016-11-17,2306.2507302733975
2016-11-18,2315.350870252804
2016-11-21,2321.3121982211255
