Date,ACWI ex HONG KONG
2015-12-11,2085.3362915072303
2015-12-14,2072.7318904802855
2015-12-15,2112.155427426049
2015-12-16,2136.226950741277
2015-12-17,2144.0202226117135
2015-12-18,2114.3437089461704
2015-12-21,2106.8873849876704
2015-12-22,2111.433905753259
2015-12-23,2155.6304784385743
2015-12-24,2143.2270450669175
2015-12-25,2142.4698483243697
2015-12-28,2135.8920038934793
2015-12-29,2166.981385855546
2015-12-30,2152.619487212542
2015-12-31,2147.2776173380958
2016-01-01,2147.2970731464134
2016-01-04,2114.7554075956136
2016-01-05,2131.1259735326007
2016-01-06,2099.1949075962175
2016-01-07,2038.0758778138168
2016-01-08,2007.4863019576917
2016-01-11,2008.5574607114045
2016-01-12,2018.7078866024617
2016-01-13,1995.2859575741425
2016-01-14,2001.2790505268067
2016-01-15,1944.5286842032774
2016-01-18,1948.8170225959925
2016-01-19,1954.912195954925
2016-01-20,1916.6304269074312
2016-01-21,1936.248089421358
2016-01-22,1987.5322577609404
2016-01-25,1968.813989398374
2016-01-26,1981.4896471809416
2016-01-27,1974.263571792738
2016-01-28,1965.0547560481964
2016-01-29,2026.4609942527618
2016-02-01,2018.4029240827053
2016-02-02,1981.112125787271
2016-02-03,1955.5582718889887
2016-02-04,1948.2483198467962
2016-02-05,1924.1925722509075
2016-02-08,1893.0222559663973
2016-02-09,1853.662536028885
2016-02-10,1871.0688040067291
2016-02-11,1822.5755835344512
2016-02-12,1858.409595815423
2016-02-15,1898.7627983628013
2016-02-16,1918.6264958246193
2016-02-17,1949.9310410444998
2016-02-18,1957.9245164613858
2016-02-19,1949.2726861925453
2016-02-22,1988.2642181611964
2016-02-23,1967.6563977720457
2016-02-24,1959.1168766246662
2016-02-25,1980.1122173522765
2016-02-26,2000.953483565152
2016-02-29,2004.0599043367924
2016-03-01,2041.590728503435
2016-03-02,2066.606421743043
2016-03-03,2062.390436531324
2016-03-04,2062.341714780233
2016-03-07,2067.6279508889493
2016-03-08,2036.8121446861712
2016-03-09,2050.3945063680053
2016-03-10,2024.8090487212376
2016-03-11,2058.699915627306
2016-03-14,2070.4254172340434
2016-03-15,2056.605093359224
2016-03-16,2066.5079614243277
2016-03-17,2053.3863936917132
2016-03-18,2063.3298962173803
2016-03-21,2067.7377925454834
2016-03-22,2074.2030112858342
2016-03-23,2067.5303337688447
2016-03-24,2057.6017585313566
2016-03-25,2058.996777930528
2016-03-28,2054.2462989688734
2016-03-29,2071.024442951168
2016-03-30,2063.8436651627444
2016-03-31,2051.966996877188
2016-04-01,2049.91866628779
2016-04-04,2044.4072076706063
2016-04-05,2017.0859678145534
2016-04-06,2033.4024228551846
2016-04-07,2019.1945972137232
2016-04-08,2028.4631250263294
2016-04-11,2024.1485769005367
2016-04-12,2051.56697977972
2016-04-13,2096.4932058477566
2016-04-14,2107.3610571248837
2016-04-15,2099.6541588666787
2016-04-18,2098.902209804676
2016-04-19,2112.271677992258
2016-04-20,2121.867420346047
2016-04-21,2125.9155766481244
2016-04-22,2128.2564590627767
2016-04-25,2117.5617394068245
2016-04-26,2114.6811018821313
2016-04-27,2115.0892114217077
2016-04-28,2105.1386392651575
2016-04-29,2071.8341222282147
2016-05-02,2065.630444663227
2016-05-03,2042.733711553114
2016-05-04,2029.2181251114935
2016-05-05,2042.1021887343622
2016-05-06,2039.7714694964309
2016-05-09,2042.832273725393
2016-05-10,2066.9537538845507
2016-05-11,2051.0493942055787
2016-05-12,2052.828360459418
2016-05-13,2053.798135693706
2016-05-16,2062.7695840406595
2016-05-17,2055.4536901809674
2016-05-18,2063.7505519186498
2016-05-19,2059.3200896616795
2016-05-20,2072.8070941603933
2016-05-23,2071.8365947370876
2016-05-24,2100.616886608872
2016-05-25,2123.249120861636
2016-05-26,2120.490554199646
2016-05-27,2136.6974434704534
2016-05-30,2136.17861665648
2016-05-31,2134.5082460643143
2016-06-01,2125.0114860497724
2016-06-02,2129.312382623521
2016-06-03,2104.0849821434276
2016-06-06,2108.5580986935156
2016-06-07,2123.003453998707
2016-06-08,2123.4136977244566
2016-06-09,2122.9586938692905
2016-06-10,2098.11635923262
2016-06-13,2072.1894139734854
2016-06-14,2069.9495870955416
2016-06-15,2070.618044035772
2016-06-16,2078.863284878243
2016-06-17,2070.4719724260153
2016-06-20,2090.4293574164053
2016-06-21,2109.206493537095
2016-06-22,2107.3403425095667
2016-06-23,2123.374116639165
2016-06-24,2064.448823710514
2016-06-27,2044.3898041521804
2016-06-28,2066.0127670069264
2016-06-29,2101.8957840826893
2016-06-30,2125.6248081986932
2016-07-01,2131.0618892744296
2016-07-04,2131.611579313834
2016-07-05,2116.4569573477447
2016-07-06,2115.1774574133606
2016-07-07,2120.819381537757
2016-07-08,2150.3114229635507
2016-07-11,2169.030594804902
2016-07-12,2183.0778216475383
2016-07-13,2181.352434395655
2016-07-14,2193.9130105235135
2016-07-15,2198.0224494617423
2016-07-18,2203.378721232754
2016-07-19,2207.659169019024
2016-07-20,2218.7084715614365
2016-07-21,2218.8407030169765
2016-07-22,2224.416301133486
2016-07-25,2221.45397021102
2016-07-26,2221.921047324702
2016-07-27,2222.383886209226
2016-07-28,2205.4990858087094
2016-07-29,2202.1704536817097
2016-08-01,2201.864463002157
2016-08-02,2177.27254684938
2016-08-03,2182.133637547516
2016-08-04,2196.374279325073
