Date,ACWI ex TAIWAN
2015-12-11,154.54245518033213
2015-12-14,153.62231358757006
2015-12-15,156.52787394772025
2015-12-16,158.30603963245073
2015-12-17,158.86398949860097
2015-12-18,156.6857393983042
2015-12-21,156.12688949489743
2015-12-22,156.46811637052127
2015-12-23,159.74936434650377
2015-12-24,158.82979978780608
2015-12-25,158.76591020722225
2015-12-28,158.2639921266258
2015-12-29,160.59456890326186
2015-12-30,159.53700616561554
2015-12-31,159.12717462850298
2016-01-01,159.12861786044616
2016-01-04,156.74500005057592
2016-01-05,157.9693482278333
2016-01-06,155.61527953827326
2016-01-07,151.08060916752103
2016-01-08,148.79971659064958
2016-01-11,148.87035888408505
2016-01-12,149.61535834219453
2016-01-13,147.88411076587357
2016-01-14,148.33789844406985
2016-01-15,144.10539975487836
2016-01-18,144.39774435878059
2016-01-19,144.86196983334514
2016-01-20,141.99926695740004
2016-01-21,143.43855503305141
2016-01-22,147.24873347087578
2016-01-25,145.83823457134702
2016-01-26,146.77515664699442
2016-01-27,146.24634849160455
2016-01-28,145.56035696018623
2016-01-29,150.09017238922527
2016-02-01,149.47074750841423
2016-02-02,146.69928983877813
2016-02-03,144.7936346719135
2016-02-04,144.2625388081798
2016-02-05,142.47353639813988
2016-02-08,140.16172430798645
2016-02-09,137.2437362359331
2016-02-10,138.53393798623068
2016-02-11,134.90953614812312
2016-02-12,137.56157540400903
2016-02-15,140.57100212817826
2016-02-16,142.02331653375958
2016-02-17,144.347066322511
2016-02-18,144.93700584033468
2016-02-19,144.3008707367485
2016-02-22,147.21415871043234
2016-02-23,145.68697161028896
2016-02-24,145.05629242575515
2016-02-25,146.57349784715407
2016-02-26,148.14291571836242
2016-02-29,148.3538777230625
2016-03-01,151.13386986782263
2016-03-02,153.0157679184388
2016-03-03,152.6820351536654
2016-03-04,152.68699820467648
2016-03-07,153.06002399836373
2016-03-08,150.76529509783273
2016-03-09,151.78827481850195
2016-03-10,149.88968607390655
2016-03-11,152.4012146221954
2016-03-14,153.26929616656201
2016-03-15,152.27214728097337
2016-03-16,152.98835005911292
2016-03-17,152.01200971215647
2016-03-18,152.73382918017217
2016-03-21,153.06569249034197
2016-03-22,153.5549786118665
2016-03-23,153.06351767787675
2016-03-24,152.32084097372498
2016-03-25,152.43442730370947
2016-03-28,152.08602587075103
2016-03-29,153.3470711485834
2016-03-30,152.8129403609649
2016-03-31,151.91825278205832
2016-04-01,151.77535258143865
2016-04-04,151.36670902439647
2016-04-05,149.32286850737998
2016-04-06,150.59065492551244
2016-04-07,149.54527181893243
2016-04-08,150.23037937800856
2016-04-11,149.9037806389869
2016-04-12,151.94652068262178
2016-04-13,155.27693874770867
2016-04-14,156.09755735585264
2016-04-15,155.5137294122799
2016-04-18,155.46160543790037
2016-04-19,156.4755650857481
2016-04-20,157.20434648856332
2016-04-21,157.51072432455646
2016-04-22,157.6840817815373
2016-04-25,156.8845792799186
2016-04-26,156.67129071252495
2016-04-27,156.69570487885966
2016-04-28,155.97759543153694
2016-04-29,153.5117034729976
2016-05-02,153.05215277357283
2016-05-03,151.34668714192935
2016-05-04,150.37028315105073
2016-05-05,151.33752161316676
2016-05-06,151.14626798579215
2016-05-09,151.382554691693
2016-05-10,153.1805677828926
2016-05-11,151.98814331273869
2016-05-12,152.11408922943144
2016-05-13,152.1811246745964
2016-05-16,152.85322537973377
2016-05-17,152.30458566008141
2016-05-18,152.90111377987384
2016-05-19,152.57948214488414
2016-05-20,153.58453132342018
2016-05-23,153.4445157118083
2016-05-24,155.59873438661373
2016-05-25,157.2787016092481
2016-05-26,157.07282750960118
2016-05-27,158.26285109396667
2016-05-30,158.22033944170747
2016-05-31,158.10663362639116
2016-06-01,157.3822762667444
2016-06-02,157.71929829617181
2016-06-03,155.84883878838167
2016-06-06,156.177948911681
2016-06-07,157.2398202042579
2016-06-08,157.24453668844447
2016-06-09,157.2091947352385
2016-06-10,155.35801332341833
2016-06-13,153.45428245907868
2016-06-14,153.26023259670163
2016-06-15,153.30719559329452
2016-06-16,153.91760314727048
2016-06-17,153.2858438509709
2016-06-20,154.77069596178433
2016-06-21,156.15006238230288
2016-06-22,156.01073134067877
2016-06-23,157.21721431444905
2016-06-24,152.86465098831528
2016-06-27,151.36515482098906
2016-06-28,152.94981842163025
2016-06-29,155.61291040859945
2016-06-30,157.3738342483616
2016-07-01,157.75329253578116
2016-07-04,157.80821799571567
2016-07-05,156.68047117130968
2016-07-06,156.61633315981717
2016-07-07,157.02027846716072
2016-07-08,159.19738525183868
2016-07-11,160.55405631806914
2016-07-12,161.60918678363103
2016-07-13,161.4824076633045
2016-07-14,162.41795187348293
2016-07-15,162.7024909913622
2016-07-18,163.10349023392743
2016-07-19,163.40667615510918
2016-07-20,164.2590667425892
2016-07-21,164.26242060624094
2016-07-22,164.6838688578481
2016-07-25,164.4766721751318
2016-07-26,164.52163602094026
2016-07-27,164.53808707453805
2016-07-28,163.27631358553074
2016-07-29,163.03784308500025
2016-08-01,162.97811733882668
2016-08-02,161.1608150941362
2016-08-03,161.50774417643024
