Date,ACWI ex IRELAND
2015-12-11,2100.653679898987
2015-12-14,2087.8941122985493
2015-12-15,2127.301828928371
2015-12-16,2151.5901249685685
2015-12-17,2159.7235510340706
2015-12-18,2130.0465385878983
2015-12-21,2122.4683881630453
2015-12-22,2127.0070149847484
2015-12-23,2171.4008660206305
2015-12-24,2158.9271469529785
2015-12-25,2158.1714744083247
2015-12-28,2151.3795806263565
2015-12-29,2182.6045326595636
2015-12-30,2168.255039494542
2015-12-31,2163.066733400423
2016-01-01,2163.0861498934064
2016-01-04,2130.3251255997457
2016-01-05,2146.8271667446943
2016-01-06,2114.7080432491266
2016-01-07,2053.09367103935
2016-01-08,2022.3531753844286
2016-01-11,2023.0090260201641
2016-01-12,2033.0541722993635
2016-01-13,2009.8932840429452
2016-01-14,2015.7794380305588
2016-01-15,1958.7501809742423
2016-01-18,1962.8860444358563
2016-01-19,1969.143440557527
2016-01-20,1930.1924654639677
2016-01-21,1949.471758590318
2016-01-22,2001.1111787224875
2016-01-25,1982.6287091420813
2016-01-26,1994.868423229787
2016-01-27,1987.8409190403127
2016-01-28,1978.702610249494
2016-01-29,2040.6411955284575
2016-02-01,2032.3119941169464
2016-02-02,1994.9827774066084
2016-02-03,1968.7698748502535
2016-02-04,1961.5405276867295
2016-02-05,1937.613655297678
2016-02-08,1906.7009503282777
2016-02-09,1867.1178712734788
2016-02-10,1884.6448392643085
2016-02-11,1835.6605620539592
2016-02-12,1871.5050673448006
2016-02-15,1912.2984736290095
2016-02-16,1932.240840800771
2016-02-17,1963.3432666714527
2016-02-18,1971.743886125185
2016-02-19,1963.1556077431158
2016-02-22,2002.526035130324
2016-02-23,1981.9289077678254
2016-02-24,1973.2853593733312
2016-02-25,1993.9083225222032
2016-02-26,2015.3115274979405
2016-02-29,2018.2141299292243
2016-03-01,2055.918829783724
2016-03-02,2081.553744211891
2016-03-03,2077.1688715718115
2016-03-04,2077.213724122186
2016-03-07,2082.4306958318
2016-03-08,2051.3622417739043
2016-03-09,2065.0423034413684
2016-03-10,2039.3276724363395
2016-03-11,2073.241930922217
2016-03-14,2085.2528751090977
2016-03-15,2071.4866083873103
2016-03-16,2081.4677961249386
2016-03-17,2068.11892863421
2016-03-18,2078.274914210118
2016-03-21,2082.8332650016523
2016-03-22,2089.3525795355276
2016-03-23,2082.7078278216977
2016-03-24,2072.5740943883557
2016-03-25,2073.9661591169047
2016-03-28,2069.1176704558416
2016-03-29,2085.991958832011
2016-03-30,2079.005584590398
2016-03-31,2067.0561790534807
2016-04-01,2064.8123962544105
2016-04-04,2059.2195607619656
2016-04-05,2031.7643846106537
2016-04-06,2048.1282999770783
2016-04-07,2034.056364423533
2016-04-08,2043.3451678268539
2016-04-11,2039.0326889963087
2016-04-12,2066.6168372623474
2016-04-13,2112.0379803398364
2016-04-14,2123.0790620486787
2016-04-15,2115.301737254441
2016-04-18,2114.345814742389
2016-04-19,2127.81386767955
2016-04-20,2137.381768910303
2016-04-21,2141.8115553350694
2016-04-22,2144.222146698957
2016-04-25,2133.431663706563
2016-04-26,2130.4903084237358
2016-04-27,2130.712691962952
2016-04-28,2120.775839674011
2016-04-29,2087.0124793394375
2016-05-02,2080.6995643827036
2016-05-03,2057.54619072155
2016-05-04,2044.0670245813267
2016-05-05,2057.163234919806
2016-05-06,2054.4087596688037
2016-05-09,2057.592304404442
2016-05-10,2081.759878607816
2016-05-11,2065.5860627647257
2016-05-12,2067.273518457142
2016-05-13,2068.1990473135825
2016-05-16,2077.1489904159334
2016-05-17,2070.0454705853217
2016-05-18,2078.1917951591704
2016-05-19,2073.78407298182
2016-05-20,2087.415827368351
2016-05-23,2086.38693817457
2016-05-24,2115.1466952760156
2016-05-25,2138.1273189756325
2016-05-26,2135.3425639755174
2016-05-27,2151.736327872809
2016-05-30,2151.2945210752264
2016-05-31,2149.8217218215964
2016-06-01,2140.2628020621582
2016-06-02,2144.7101476274647
2016-06-03,2119.362844483001
2016-06-06,2123.8952123353047
2016-06-07,2138.454114783518
2016-06-08,2138.768282336483
2016-06-09,2138.5072538308737
2016-06-10,2113.7382702820214
2016-06-13,2087.3943881311884
2016-06-14,2085.229802412878
2016-06-15,2085.8599970049854
2016-06-16,2093.9858104327004
2016-06-17,2085.473345942489
2016-06-20,2105.342761568768
2016-06-21,2124.2718666726587
2016-06-22,2122.4718079180643
2016-06-23,2138.4149062409233
2016-06-24,2079.78165972009
2016-06-27,2060.301291664875
2016-06-28,2081.6108835512314
2016-06-29,2117.5612760379177
2016-06-30,2141.6254220286883
2016-07-01,2146.9746471176018
2016-07-04,2147.82956485638
2016-07-05,2132.5775335108083
2016-07-06,2131.2539608623324
2016-07-07,2137.0309189174905
2016-07-08,2166.3563496688153
2016-07-11,2185.1980774826015
2016-07-12,2199.5229390597333
2016-07-13,2197.7716433177425
2016-07-14,2210.4716796366442
2016-07-15,2214.8187467615135
2016-07-18,2220.404758211812
2016-07-19,2224.7764571368157
2016-07-20,2236.053941998633
2016-07-21,2236.345351540303
2016-07-22,2241.891101520554
2016-07-25,2239.0399128085023
2016-07-26,2239.842986529047
2016-07-27,2240.253775556515
2016-07-28,2223.2231589255434
2016-07-29,2219.347520612708
2016-08-01,2219.2818604668864
2016-08-02,2194.6815603891678
2016-08-03,2199.129507063903
2016-08-04,2213.433035702173
2016-08-05,2240.124069001281
2016-08-08,2245.8730112568546
2016-08-09,2249.4596891757283
2016-08-10,2239.1987066744146
2016-08-11,2247.778228993197
2016-08-12,2248.828665102554
2016-08-15,2250.7094707433366
2016-08-16,2228.541185047258
2016-08-17,2225.07330223597
2016-08-18,2222.6727466211773
2016-08-19,2216.227452960154
2016-08-22,2214.539414753684
2016-08-23,2223.532207760833
2016-08-24,2226.9384866657315
2016-08-25,2216.39799591711
2016-08-26,2216.2033839483256
2016-08-29,2236.9610851161874
2016-08-30,2238.807580864081
2016-08-31,2235.6351540649925
2016-09-01,2228.658079326301
2016-09-02,2249.9971897619207
2016-09-05,2259.3904456603836
2016-09-06,2254.2044504970427
2016-09-07,2256.297984871317
2016-09-08,2246.9000214863104
2016-09-09,2212.7293731512245
2016-09-12,2214.7347326070344
2016-09-13,2185.7154809270523
2016-09-14,2181.773796932905
2016-09-15,2197.913732101539
2016-09-16,2203.076522076523
2016-09-19,2210.387535130382
2016-09-20,2213.379083177999
2016-09-21,2242.8367077723847
2016-09-22,2248.5556708515214
2016-09-23,2239.479680807245
2016-09-26,2209.7974602632767
2016-09-27,2231.208913421405
2016-09-28,2240.942327793093
2016-09-29,2226.8891044607276
2016-09-30,2229.3167257085342
2016-10-03,2232.3729008961013
2016-10-04,2239.719142472672
2016-10-05,2235.4794218346237
2016-10-06,2239.2265042225135
2016-10-07,2230.1718254823095
2016-10-10,2243.112877572992
2016-10-11,2237.343420927443
2016-10-12,2240.4315658320265
2016-10-13,2226.5281580641686
2016-10-14,2238.521462965334
2016-10-17,2233.3362014607887
2016-10-18,2256.447956450945
