Date,GOLDEN DRAGON WITH CHINA ALL SHARES
2009-04-10,1259.9821687951767
2009-04-13,1260.8040494868703
2009-04-14,1299.0713174014684
2009-04-15,1312.4207400604437
2009-04-16,1312.0269664882444
2009-04-17,1311.477840412445
2009-04-20,1342.1902441628417
2009-04-21,1321.4537314162528
2009-04-22,1288.9877421820006
2009-04-23,1303.2194915916216
2009-04-24,1285.8479197570405
2009-04-27,1260.5473419266673
2009-04-28,1246.4533354263788
2009-04-29,1262.5234793530951
2009-04-30,1314.9659752279397
2009-05-01,1314.7771597691033
2009-05-04,1378.7951152246485
2009-05-05,1383.7066440171284
2009-05-06,1415.6014019184433
2009-05-07,1410.7517560992496
2009-05-08,1414.2190193383003
2009-05-11,1383.6950078902646
2009-05-12,1370.9145218778708
2009-05-13,1385.971890393411
2009-05-14,1354.2053964550016
2009-05-15,1371.8320212453873
2009-05-18,1401.5731999646957
2009-05-19,1417.6851002288959
2009-05-20,1398.1456910465733
2009-05-21,1386.2644214200427
2009-05-22,1357.0628809705165
2009-05-25,1361.5172447410914
2009-05-26,1355.7529940665322
2009-05-27,1414.4289564910168
2009-05-28,1413.1713013112008
2009-05-29,1409.2388234050345
2009-06-01,1460.165307094023
2009-06-02,1426.9017572421265
2009-06-03,1455.3354171519584
2009-06-04,1440.422433182463
2009-06-05,1468.575401859413
2009-06-08,1458.5378600664246
2009-06-09,1422.602274977973
2009-06-10,1461.3470901786857
2009-06-11,1455.3587082621318
2009-06-12,1449.0019308565616
2009-06-15,1440.3175910481316
2009-06-16,1416.1178969970586
2009-06-17,1419.102086329137
2009-06-18,1399.9148198621574
2009-06-19,1416.0720856165678
2009-06-22,1435.1411265554598
2009-06-23,1391.2108698092543
2009-06-24,1421.215330185066
2009-06-25,1454.8015142123847
2009-06-26,1458.177995541709
2009-06-29,1458.2633010665677
2009-06-30,1453.365684299242
2009-07-01,1456.672917377602
2009-07-02,1472.4342639549286
2009-07-03,1478.8429614557647
2009-07-06,1481.874747638844
2009-07-07,1466.3189179713488
2009-07-08,1465.6215577028875
2009-07-09,1470.8908640126867
2009-07-10,1472.5416108192496
2009-07-13,1434.7264366666639
2009-07-14,1476.793776935598
2009-07-15,1492.0171141319877
2009-07-16,1495.6078146727841
2009-07-17,1519.2706786969889
2009-07-20,1551.14739050549
2009-07-21,1545.6485496182802
2009-07-22,1546.1604000908603
2009-07-23,1569.1274585415338
2009-07-24,1585.0110095317032
2009-07-27,1610.4762985664254
2009-07-28,1640.8401433964984
2009-07-29,1605.444872443473
2009-07-30,1611.101934446327
2009-07-31,1624.8190505493087
2009-08-03,1616.829616251615
2009-08-04,1605.300634328095
2009-08-05,1582.5077163823323
2009-08-06,1589.0663872236712
2009-08-07,1570.9491592556665
2009-08-10,1595.7088528606535
2009-08-11,1607.060330271618
2009-08-12,1558.1068606528074
2009-08-13,1576.1474781122035
2009-08-14,1575.3379408629953
2009-08-17,1531.44721371184
2009-08-18,1528.4792018383748
2009-08-19,1489.297832862729
2009-08-20,1515.0108544094653
2009-08-21,1505.1392100358999
2009-08-24,1531.0734276014914
2009-08-25,1512.9199653229782
2009-08-26,1522.793462652038
2009-08-27,1509.0523262536547
2009-08-28,1484.5663978172995
2009-08-31,1450.8714933730118
2009-09-01,1476.1504540923488
2009-09-02,1473.733409929606
2009-09-03,1505.237303963545
2009-09-04,1537.2979825118612
2009-09-07,1546.341190138846
2009-09-08,1555.4980393264877
2009-09-09,1539.3151592518473
2009-09-10,1554.8114728958087
2009-09-11,1558.52327173098
2009-09-14,1546.4819811696518
2009-09-15,1550.589514278172
2009-09-16,1562.0942114433176
2009-09-17,1576.2183452853233
2009-09-18,1561.9086901786034
2009-09-21,1559.6486603736382
2009-09-22,1546.2687708609942
2009-09-23,1536.2683178246918
2009-09-24,1520.7507964570812
2009-09-25,1522.0371819837735
2009-09-28,1496.806802321283
2009-09-29,1532.6675269652465
2009-09-30,1532.3907199039702
2009-10-01,1541.7030464323097
2009-10-02,1505.9997752621064
2009-10-05,1507.2798154433956
2009-10-06,1520.7142687418916
2009-10-07,1549.6452413176828
2009-10-08,1543.4876364240918
2009-10-09,1561.8887176098938
2009-10-12,1547.0871628749526
2009-10-13,1556.4518717300825
2009-10-14,1574.0919885523904
2009-10-15,1575.8631581210955
2009-10-16,1577.255702786251
2009-10-19,1591.6416947746775
2009-10-20,1606.0905593061334
2009-10-21,1593.946062406772
2009-10-22,1580.872762940516
2009-10-23,1601.974300212704
2009-10-26,1611.49049487325
2009-10-27,1600.794590140303
2009-10-28,1582.9927466042548
2009-10-29,1538.0984170272566
2009-10-30,1568.383896401455
2009-11-02,1566.475196750179
2009-11-03,1568.5760943804037
2009-11-04,1578.0791943767035
2009-11-05,1567.4097638977892
2009-11-06,1586.9354046505923
2009-11-09,1592.481731255421
2009-11-10,1602.8944781143985
2009-11-11,1612.522872413785
2009-11-12,1618.7536899727324
2009-11-13,1624.7653872607043
2009-11-16,1645.1538203347905
2009-11-17,1657.6734924706452
2009-11-18,1641.351909888729
2009-11-19,1645.602671361332
2009-11-20,1631.0529631241714
2009-11-23,1631.6749544920438
2009-11-24,1616.5394596097328
2009-11-25,1622.4956809398832
2009-11-26,1605.4619344077894
2009-11-27,1545.39645510769
2009-11-30,1585.2012875099485
2009-12-01,1597.9271669464244
2009-12-02,1613.7919476347863
2009-12-03,1623.9323818311489
2009-12-04,1648.1828960974171
2009-12-07,1656.7790335168354
2009-12-08,1655.3024451244698
2009-12-09,1635.63181850647
2009-12-10,1630.466526674078
2009-12-11,1655.767600248264
2009-12-14,1662.9372409883717
2009-12-15,1660.7644564951115
2009-12-16,1640.6414589754
2009-12-17,1646.2683081182133
2009-12-18,1636.0256988514716
2009-12-21,1625.1783084070316
2009-12-22,1638.2878328513707
2009-12-23,1643.1421553782932
2009-12-24,1662.1756046202415
2009-12-25,1660.3088374356316
2009-12-28,1666.1448742916148
2009-12-29,1666.5129775541627
2009-12-30,1688.7743270829874
2009-12-31,1707.8898839294386
2010-01-01,1707.8898839294382
2010-01-04,1698.0634245679294
2010-01-05,1726.3045717272753
2010-01-06,1738.6696279511636
2010-01-07,1728.5027736250324
2010-01-08,1730.7123132369854
2010-01-11,1713.9690138204844
2010-01-12,1716.5249673127337
2010-01-13,1675.048976588671
2010-01-14,1688.4215653279778
2010-01-15,1702.968168924249
2010-01-18,1691.2519393098728
2010-01-19,1710.1137213197712
2010-01-20,1702.590876607209
2010-01-21,1681.5073035010123
2010-01-22,1650.8757798455256
2010-01-25,1637.5576774101985
2010-01-26,1600.7997585861626
2010-01-27,1589.421982444734
2010-01-28,1620.3761298695945
2010-01-29,1615.8727056385494
2010-02-01,1609.5523927214103
2010-02-02,1602.2908287255773
2010-02-03,1645.8579031673012
2010-02-04,1641.5280322149317
2010-02-05,1597.7978218537892
2010-02-08,1586.5410329241333
2010-02-09,1603.1266876841491
2010-02-10,1624.5632838249767
2010-02-11,1653.6620266985128
2010-02-12,1657.0578932338046
2010-02-15,1658.691685266681
2010-02-16,1645.9438741272156
2010-02-17,1662.7153322540184
2010-02-18,1660.3920011973814
2010-02-19,1649.8053462933217
2010-02-22,1665.71870976063
2010-02-23,1676.320564386588
2010-02-24,1665.1863312986568
2010-02-25,1667.3526278550562
2010-02-26,1661.632543573681
2010-03-01,1716.7245552106206
2010-03-02,1708.7596652554225
2010-03-03,1695.0362280339587
2010-03-04,1681.3324750911922
2010-03-05,1698.639554894858
2010-03-08,1723.2963781850071
2010-03-09,1736.546370850283
2010-03-10,1728.1245747631497
2010-03-11,1725.615591723919
2010-03-12,1710.6042316422893
2010-03-15,1703.0664600527748
2010-03-16,1692.2243280505938
2010-03-17,1729.1020904959603
2010-03-18,1745.1924930199796
2010-03-19,1761.2327660488536
2010-03-22,1736.907193280936
2010-03-23,1732.1017056022288
2010-03-24,1758.8061110450117
2010-03-25,1748.4388165701512
2010-03-26,1759.6965625453236
2010-03-29,1773.7249922121352
2010-03-30,1789.0172885403547
2010-03-31,1762.5521625028885
2010-04-01,1788.51699771387
2010-04-02,1790.3066997513997
2010-04-05,1794.5681408460166
2010-04-06,1816.8248378402477
2010-04-07,1844.9301269901694
2010-04-08,1828.1250621645427
2010-04-09,1834.1345620586033
2010-04-12,1803.0615111250931
2010-04-13,1803.406367891688
2010-04-14,1801.9190431575298
2010-04-15,1814.4437918780118
2010-04-16,1796.6422232341176
2010-04-19,1750.3021558405599
2010-04-20,1764.1232384952973
2010-04-21,1782.4965463844403
2010-04-22,1785.177997717188
2010-04-23,1770.519348163775
2010-04-26,1800.453737946003
2010-04-27,1780.2804130054901
2010-04-28,1775.266327474831
2010-04-29,1757.3815084536473
2010-04-30,1768.5334429343145
2010-05-03,1767.87136749238
2010-05-04,1777.2316228542086
2010-05-05,1760.4942164350593
2010-05-06,1743.3894704972
2010-05-07,1737.3600640428874
2010-05-10,1745.0324542089222
2010-05-11,1744.3937755622608
2010-05-12,1747.2314317014
2010-05-13,1796.2318572821068
2010-05-14,1801.6038782968903
2010-05-17,1758.9716618092439
2010-05-18,1769.425554905649
2010-05-19,1747.4655532407799
2010-05-20,1726.76219516476
2010-05-21,1690.2088215217723
2010-05-24,1743.4922888955555
2010-05-25,1699.750504846485
2010-05-26,1725.6015471692363
2010-05-27,1750.1820582415965
2010-05-28,1764.4050656559873
2010-05-31,1772.8945241037027
2010-06-01,1739.8934711329807
2010-06-02,1741.6002733191997
2010-06-03,1769.8768413708706
2010-06-04,1792.7831717549655
2010-06-07,1765.5737316716775
2010-06-08,1764.8099404584036
2010-06-09,1759.0057604397666
2010-06-10,1755.5944603432022
2010-06-11,1781.7558037128476
2010-06-14,1774.2808130443661
2010-06-15,1774.4404973078895
2010-06-16,1773.2763949971022
2010-06-17,1778.639920118875
2010-06-18,1778.1134996574742
2010-06-21,1840.6917348684412
2010-06-22,1844.5252689309161
2010-06-23,1842.3630836012542
2010-06-24,1825.565766395857
2010-06-25,1816.720490085018
2010-06-28,1809.3782004752272
2010-06-29,1789.7005062068768
2010-06-30,1770.0345813119548
2010-07-01,1729.8797140887868
2010-07-02,1701.704608308192
2010-07-05,1713.4026509652504
2010-07-06,1727.714091018313
2010-07-07,1721.551188128362
2010-07-08,1730.6588558404408
2010-07-09,1767.734336044673
2010-07-12,1781.5011647588856
2010-07-13,1758.530961844397
2010-07-14,1765.8776038690382
2010-07-15,1723.3597633109682
2010-07-16,1711.4265331909135
2010-07-19,1709.1649703816042
2010-07-20,1742.9862469008415
2010-07-21,1763.3376066760588
2010-07-22,1755.8100678755227
2010-07-23,1790.2049707055176
2010-07-26,1776.1622619822379
2010-07-27,1772.4852288052102
2010-07-28,1781.151885885163
2010-07-29,1776.0601914297458
2010-07-30,1779.0353277319743
2010-08-02,1794.5066433756617
2010-08-03,1787.7246780550352
2010-08-04,1801.7724756437874
2010-08-05,1794.336718864241
2010-08-06,1786.096564615407
2010-08-09,1805.7402353323776
2010-08-10,1796.9019953822922
2010-08-11,1809.2875446581884
2010-08-12,1799.4380918829972
2010-08-13,1820.1223970648834
2010-08-16,1818.4556754994344
2010-08-17,1817.966237711222
2010-08-18,1817.4445525080794
2010-08-19,1823.4122867664566
2010-08-20,1838.9459505552486
2010-08-23,1838.092330004893
2010-08-24,1823.3521759159412
2010-08-25,1810.1833102265289
2010-08-26,1791.4069910317048
2010-08-27,1796.1387809591256
2010-08-30,1815.3716693295366
2010-08-31,1797.0815414710519
2010-09-01,1788.7416295581256
2010-09-02,1808.4570158972167
2010-09-03,1817.6550837933958
2010-09-06,1845.5121217901526
2010-09-07,1867.8348695694667
2010-09-08,1847.8354110073944
2010-09-09,1850.5327116384394
2010-09-10,1860.139201964397
2010-09-13,1876.3445213452167
2010-09-14,1866.8975783977096
2010-09-15,1856.0532350976384
2010-09-16,1834.863740151713
2010-09-17,1861.7601917835384
2010-09-20,1860.1467627851803
2010-09-21,1858.8442668351288
2010-09-22,1823.579778949782
2010-09-23,1836.0024209961525
2010-09-24,1818.8318306618264
2010-09-27,1838.8185158497647
2010-09-28,1815.8310539421961
2010-09-29,1828.9374761792283
2010-09-30,1827.4420805633108
2010-10-01,1817.4560445011562
2010-10-04,1842.4501619526563
2010-10-05,1816.7088482437762
2010-10-06,1827.7959980796538
2010-10-07,1823.195177635604
2010-10-08,1832.304185371462
2010-10-11,1857.5246839767801
2010-10-12,1859.0455992170203
2010-10-13,1866.655877869291
2010-10-14,1877.0502136679743
2010-10-15,1896.0819240238568
2010-10-18,1877.183347081872
2010-10-19,1919.18669663222
2010-10-20,1887.639531753664
2010-10-21,1888.3096493665103
2010-10-22,1895.0038148358885
2010-10-25,1915.9947489918693
2010-10-26,1927.7948464459316
2010-10-27,1905.4317098917506
2010-10-28,1894.5699198623083
2010-10-29,1887.7571232606367
2010-11-01,1932.227949710048
2010-11-02,1912.6832551905873
2010-11-03,1931.2710001964729
2010-11-04,1926.0375205560654
2010-11-05,1975.990043885422
2010-11-08,2001.7964386800675
2010-11-09,1987.9631825009546
2010-11-10,2006.3163881930038
2010-11-11,2021.3188971660798
2010-11-12,1961.5715396963085
2010-11-15,1963.3375730992168
2010-11-16,1945.2098529011087
2010-11-17,1908.078068902493
2010-11-18,1929.6054508116974
2010-11-19,1926.117583292374
2010-11-22,1936.1372222776197
2010-11-23,1920.014730417177
2010-11-24,1932.902394550893
2010-11-25,1949.8382490671256
2010-11-26,1956.0516062491627
2010-11-29,1989.1640767334445
2010-11-30,1985.5615633954922
2010-12-01,2001.2036182640331
2010-12-02,2004.396861199252
2010-12-03,1972.07467742154
2010-12-06,1989.5321385406342
2010-12-07,1992.5535812471287
2010-12-08,1992.8418203304989
2010-12-09,1999.4495360055887
2010-12-10,1990.3865471251431
2010-12-13,1982.384279683294
2010-12-14,1992.8291044855466
2010-12-15,1980.5762600836442
2010-12-16,1982.9450897941324
2010-12-17,1996.0127937207264
2010-12-20,1987.347438801178
2010-12-21,2009.848663376877
2010-12-22,2016.9020039924144
2010-12-23,2014.6944796378498
2010-12-24,2001.5274801134246
2010-12-27,1995.426759765984
2010-12-28,1980.9318477757333
2010-12-29,2000.4149617078065
2010-12-30,1991.0813716710236
2010-12-31,1985.200801521608
2011-01-03,2019.3785052489136
2011-01-04,2043.0105468066693
2011-01-05,2058.8844509452874
2011-01-06,2076.088406678137
2011-01-07,2074.9167561363743
2011-01-10,2071.3137606211385
2011-01-11,2092.8472181823713
2011-01-12,2091.3544818638575
2011-01-13,2053.7563173605613
2011-01-14,2045.5175654964453
2011-01-17,2032.3236455985398
2011-01-18,2021.716019013762
2011-01-19,2032.2537333183584
2011-01-20,2007.8735890731803
2011-01-21,1972.2290548778742
2011-01-24,1950.6364064366815
2011-01-25,1953.2651548972983
2011-01-26,1962.6325334881656
2011-01-27,1964.4808328838271
2011-01-28,1974.8304177380855
2011-01-31,1958.2499043160476
2011-02-01,1946.7659126454382
2011-02-02,1963.1528825177825
2011-02-03,1988.9585443156016
2011-02-04,2000.101777941418
2011-02-07,1982.6109561812323
2011-02-08,1956.1843767510854
2011-02-09,1921.1003197166558
2011-02-10,1903.023483612031
2011-02-11,1901.0002243451859
2011-02-14,1947.16356780703
2011-02-15,1932.3641749041724
2011-02-16,1942.8418861391815
2011-02-17,1936.683849729153
2011-02-18,1947.4572873165455
2011-02-21,1941.5072511634191
2011-02-22,1891.4672334871977
2011-02-23,1865.6631844718265
2011-02-24,1844.4757961976406
2011-02-25,1873.97646132499
2011-02-28,1885.0746009737102
2011-03-01,1909.8808290724612
2011-03-02,1882.8402837457184
2011-03-03,1888.8339637023653
2011-03-04,1908.890696304512
2011-03-07,1903.4656492834456
2011-03-08,1934.2802609645898
2011-03-09,1937.0678019645359
2011-03-10,1930.067738282327
2011-03-11,1896.5763859704684
2011-03-14,1883.6950934320391
2011-03-15,1832.9638028482607
2011-03-16,1853.7327902807012
2011-03-17,1810.8357462547622
2011-03-18,1805.5265291445533
2011-03-21,1823.7628240324368
2011-03-22,1835.0266678266469
2011-03-23,1850.707923375219
2011-03-24,1846.5784995028368
2011-03-25,1871.3742933112417
2011-03-28,1866.4447459828905
2011-03-29,1873.3094536287033
2011-03-30,1891.1081417313949
2011-03-31,1886.287255903831
2011-04-01,1912.2925425025721
2011-04-04,1919.0321247594754
2011-04-05,1923.0637321769948
2011-04-06,1928.5579858122426
2011-04-07,1939.5564620053187
2011-04-08,1927.3232637030785
2011-04-11,1919.9106387667703
2011-04-12,1887.023566421176
2011-04-13,1903.6460186855836
2011-04-14,1906.5215061659908
2011-04-15,1909.4925184893968
2011-04-18,1931.9538643101064
2011-04-19,1893.1787973056682
2011-04-20,1896.5624104638894
2011-04-21,1913.7947774092197
2011-04-22,1913.2431726192362
2011-04-25,1907.1026990617681
2011-04-26,1889.2359858657828
2011-04-27,1887.4562291349114
2011-04-28,1858.6724082765422
2011-04-29,1856.047582147269
2011-05-02,1849.398128625763
2011-05-03,1850.234543213822
2011-05-04,1821.21012550521
2011-05-05,1855.6442988777858
2011-05-06,1865.316049085724
2011-05-09,1911.3876620100011
2011-05-10,1900.563726586387
2011-05-11,1912.587640894553
2011-05-12,1906.9879715411794
2011-05-13,1915.8445062455098
2011-05-16,1884.8843715078863
2011-05-17,1893.383043126088
2011-05-18,1897.4580885011826
2011-05-19,1899.9475444067177
2011-05-20,1912.0043321677072
2011-05-23,1886.6699314602633
2011-05-24,1881.9723836699684
2011-05-25,1878.645724819114
2011-05-26,1882.843382683187
2011-05-27,1873.9490492382427
2011-05-30,1879.5315838607542
2011-05-31,1902.3902316079211
2011-06-01,1901.3520779066096
2011-06-02,1873.5961223864158
2011-06-03,1851.6667293436415
2011-06-06,1846.868374547123
2011-06-07,1834.8486184090507
2011-06-08,1832.6208978490633
2011-06-09,1832.7228782147415
2011-06-10,1831.8055556418515
2011-06-13,1822.9588537308823
2011-06-14,1822.5296153901456
2011-06-15,1838.3717761638497
2011-06-16,1824.4264655055892
2011-06-17,1787.4937247364758
2011-06-20,1776.8377878431243
2011-06-21,1790.9653481478322
2011-06-22,1789.9069860941847
2011-06-23,1823.2548967516313
2011-06-24,1847.4318272483756
2011-06-27,1827.0232430030685
2011-06-28,1817.179956858624
2011-06-29,1818.2569197936377
2011-06-30,1832.3224796915893
2011-07-01,1838.810375427115
2011-07-04,1866.6802709828487
2011-07-05,1871.4181371481163
2011-07-06,1884.0087025540065
2011-07-07,1871.4554083107682
2011-07-08,1895.7447374343124
2011-07-11,1908.115839898036
2011-07-12,1856.0514915993074
2011-07-13,1856.1800783557717
2011-07-14,1861.8331632128973
2011-07-15,1865.321893459209
2011-07-18,1868.7892482220293
2011-07-19,1846.3606898828687
2011-07-20,1865.2546116980693
2011-07-21,1837.9978196816714
2011-07-22,1865.0587908561158
2011-07-25,1845.7972383645529
2011-07-26,1848.8242707299296
2011-07-27,1865.3736395835292
2011-07-28,1870.245314867935
2011-07-29,1844.7553889838405
2011-08-01,1884.5959228658178
2011-08-02,1858.5276409638839
2011-08-03,1820.0621874223234
2011-08-04,1823.8423906274447
2011-08-05,1741.226010765103
2011-08-08,1693.2107011067908
2011-08-09,1637.6809439419949
2011-08-10,1678.967246140493
2011-08-11,1668.7436858348767
2011-08-12,1671.7102942397826
2011-08-15,1689.983567387495
2011-08-16,1692.7528279230519
2011-08-17,1684.6167145026157
2011-08-18,1673.3082216717846
2011-08-19,1611.1047438146056
2011-08-22,1603.9258642143502
2011-08-23,1641.2891433372931
2011-08-24,1619.493665365891
2011-08-25,1645.8304397635036
2011-08-26,1638.723556778236
2011-08-29,1636.0990317085545
2011-08-30,1668.1261954590807
2011-08-31,1698.328030573965
2011-09-01,1721.3033378568025
2011-09-02,1702.7656640452449
2011-09-05,1666.6661355582853
2011-09-06,1664.7985446577218
2011-09-07,1697.458668362057
2011-09-08,1696.346510621763
2011-09-09,1731.00158950278
2011-09-12,1701.642424171069
2011-09-13,1672.1169278339837
2011-09-14,1658.010155505328
2011-09-15,1651.6397449705664
2011-09-16,1682.973947081732
2011-09-19,1661.684041998296
2011-09-20,1650.8603699943749
2011-09-21,1656.9203217513211
2011-09-22,1601.8527568746902
2011-09-23,1568.0612189029027
2011-09-26,1531.4789850037844
2011-09-27,1570.3968633603988
2011-09-28,1575.2443683573294
2011-09-29,1569.3774119364687
2011-09-30,1572.4945226133316
2011-10-03,1528.822454776237
2011-10-04,1499.1812808076804
2011-10-05,1493.4788665548026
2011-10-06,1540.8192906909676
2011-10-07,1567.4407020302442
2011-10-10,1546.082159722695
2011-10-11,1585.4429147984156
2011-10-12,1591.271986841127
2011-10-13,1633.229284549797
2011-10-14,1593.1489885238127
2011-10-17,1637.257804105773
2011-10-18,1585.7619353512878
2011-10-19,1581.276478205459
2011-10-20,1558.7944131286663
2011-10-21,1538.9692572235597
2011-10-24,1601.3981714646757
2011-10-25,1617.2503883581246
2011-10-26,1641.5517307548619
2011-10-27,1643.9382212081607
2011-10-28,1662.2860023619744
2011-10-31,1674.4529512497709
2011-11-01,1683.603253928273
2011-11-02,1690.9271709870613
2011-11-03,1670.2350551681054
2011-11-04,1710.587699876315
2011-11-07,1701.6738033085742
2011-11-08,1690.3122407157416
2011-11-09,1734.3252399686633
2011-11-10,1664.1694701693593
2011-11-11,1659.0737204783509
2011-11-14,1706.144834709363
2011-11-15,1711.099859636182
2011-11-16,1676.060903541653
2011-11-17,1670.9140229363882
2011-11-18,1634.961460505427
2011-11-21,1614.8988862820431
2011-11-22,1612.578421201597
2011-11-23,1595.297060088802
2011-11-24,1605.486219273985
2011-11-25,1592.354005895783
2011-11-28,1608.6122802847717
2011-11-29,1631.611243596162
2011-11-30,1593.5955517075106
2011-12-01,1672.2737849000587
2011-12-02,1670.7753069107525
2011-12-05,1664.1259361590544
2011-12-06,1651.456646840242
2011-12-07,1672.71462909224
2011-12-08,1673.681443354816
2011-12-09,1632.1718746507654
2011-12-12,1650.7410232008092
2011-12-13,1651.1714727027042
2011-12-14,1661.9703490076367
2011-12-15,1619.1375981811464
2011-12-16,1637.0167453296435
2011-12-19,1620.8367417104982
2011-12-20,1610.22548426161
2011-12-21,1652.3813335161237
2011-12-22,1649.9951037275919
2011-12-23,1679.0462997360582
2011-12-26,1674.9035835428324
2011-12-27,1668.391854296629
2011-12-28,1674.805457310677
2011-12-29,1676.7941761015027
2011-12-30,1674.9573540933861
2012-01-02,1668.0932325198169
2012-01-03,1685.9309837774229
2012-01-04,1694.5401472569245
2012-01-05,1712.9637640290841
2012-01-06,1712.644598856286
2012-01-09,1732.3227208973635
2012-01-10,1754.8124134655402
2012-01-11,1774.94072384793
2012-01-12,1759.6746724902923
2012-01-13,1780.046412070036
2012-01-16,1753.863173007442
2012-01-17,1800.627997781277
2012-01-18,1787.9978391974455
2012-01-19,1801.3407811719596
2012-01-20,1803.5982199434206
2012-01-23,1786.1220714788105
2012-01-24,1795.320244213362
2012-01-25,1795.9955443521385
2012-01-26,1792.0362068427178
2012-01-27,1797.6461106878103
2012-01-30,1786.8229769615205
2012-01-31,1811.7889939328054
2012-02-01,1789.835899240003
2012-02-02,1829.2381034308926
2012-02-03,1841.8112493608503
2012-02-06,1842.761429261358
2012-02-07,1813.9685958734706
2012-02-08,1851.4389187754593
2012-02-09,1850.5987001627248
2012-02-10,1846.8016054988475
2012-02-13,1847.146800122713
2012-02-14,1856.3315932199878
2012-02-15,1901.4406910792652
2012-02-16,1888.773423511306
2012-02-17,1884.870689503934
2012-02-20,1870.8252843618116
2012-02-21,1871.4656170717674
2012-02-22,1891.013662070977
2012-02-23,1867.9496303433064
2012-02-24,1856.9998477232714
2012-02-27,1858.466956954236
2012-02-28,1874.9084402458175
2012-02-29,1897.291305163516
2012-03-01,1881.9816244269302
2012-03-02,1915.9388265653072
2012-03-05,1883.63029205808
2012-03-06,1864.7038170169862
2012-03-07,1851.9153184362249
2012-03-08,1856.9891350782668
2012-03-09,1892.451767003307
2012-03-12,1882.9515483008302
2012-03-13,1908.8040776202347
2012-03-14,1915.3991635232267
2012-03-15,1903.8068686729594
2012-03-16,1888.0663798025469
2012-03-19,1865.3032726708875
2012-03-20,1845.6471042527292
2012-03-21,1845.1606817059119
2012-03-22,1851.928137782335
2012-03-23,1829.141499829786
2012-03-26,1812.2917253608057
2012-03-27,1837.6499053611954
2012-03-28,1827.0695346739803
2012-03-29,1804.481462997683
2012-03-30,1805.4303809279788
2012-04-02,1803.2259918515647
2012-04-03,1809.5277080413591
2012-04-04,1839.978879704643
2012-04-05,1838.8579628298585
2012-04-06,1842.5907470738293
2012-04-09,1832.153948717856
2012-04-10,1821.3899649026373
2012-04-11,1807.7295899255
2012-04-12,1818.4536706587937
2012-04-13,1859.277442061524
