Date,ACWI ex CHILE
2015-12-11,2096.3293892468246
2015-12-14,2083.5961237453776
2015-12-15,2122.864858942685
2015-12-16,2147.0461984211806
2015-12-17,2155.1552411738257
2015-12-18,2125.5170631954843
2015-12-21,2117.950697576507
2015-12-22,2122.501730851567
2015-12-23,2166.7770253554004
2015-12-24,2154.3591642179795
2015-12-25,2153.6052715037463
2015-12-28,2146.855986505238
2015-12-29,2178.0361562211106
2015-12-30,2163.7211974577376
2015-12-31,2158.504976158565
2016-01-01,2158.5243469158277
2016-01-04,2125.834944598223
2016-01-05,2142.274868825297
2016-01-06,2110.2213931550536
2016-01-07,2048.7872992115076
2016-01-08,2018.1329472323775
2016-01-11,2018.799957095705
2016-01-12,2028.8549191244156
2016-01-13,2005.736565201379
2016-01-14,2011.527283856216
2016-01-15,1954.636112785892
2016-01-18,1958.72709787912
2016-01-19,1964.9930505553277
2016-01-20,1926.0640369742714
2016-01-21,1945.3259534839422
2016-01-22,1996.8281136048683
2016-01-25,1978.38168395985
2016-01-26,1990.6136420546015
2016-01-27,1983.5892602228334
2016-01-28,1974.3806294422634
2016-01-29,2036.1205085058837
2016-02-01,2027.8479385750466
2016-02-02,1990.6168606313768
2016-02-03,1964.4500220410378
2016-02-04,1957.1371090426942
2016-02-05,1933.2596759539927
2016-02-08,1902.252872891162
2016-02-09,1862.8079762488846
2016-02-10,1880.3094079949208
2016-02-11,1831.412052947214
2016-02-12,1867.167761605967
2016-02-15,1907.8797293212435
2016-02-16,1927.7455745922364
2016-02-17,1958.8228537597156
2016-02-18,1967.1610229601224
2016-02-19,1958.595765472292
2016-02-22,1997.8544180525457
2016-02-23,1977.329269028081
2016-02-24,1968.7146925831348
2016-02-25,1989.3193841505167
2016-02-26,2010.6988874396989
2016-02-29,2013.670542351925
2016-03-01,2051.2466935987636
2016-03-02,2076.761047618161
2016-03-03,2072.3794426811683
2016-03-04,2072.391993750572
2016-03-07,2077.5579771027815
2016-03-08,2046.6202505523877
2016-03-09,2060.237297521002
2016-03-10,2034.5617853439787
2016-03-11,2068.509882220018
2016-03-14,2080.4473915367093
2016-03-15,2066.6702419003104
2016-03-16,2076.588510844131
2016-03-17,2063.250681399304
2016-03-18,2073.368436121712
2016-03-21,2077.8931412398883
2016-03-22,2084.405428999906
2016-03-23,2077.8243275516184
2016-03-24,2067.737747094502
2016-03-25,2069.1260234680544
2016-03-28,2064.2990049583946
2016-03-29,2081.147875010455
2016-03-30,2074.179787654606
2016-03-31,2062.240883854333
2016-04-01,2059.977143168118
2016-04-04,2054.4097956143273
2016-04-05,2027.042947734945
2016-04-06,2043.4056513319472
2016-04-07,2029.3527411469186
2016-04-08,2038.629312411002
2016-04-11,2034.3424854515713
2016-04-12,2061.7701364335485
2016-04-13,2107.0933925945114
2016-04-14,2118.099209376894
2016-04-15,2110.3096864057056
2016-04-18,2109.349353579512
2016-04-19,2122.7622474565655
2016-04-20,2132.28226981816
2016-04-21,2136.668174379389
2016-04-22,2139.08096784973
2016-04-25,2128.3550020166504
2016-04-26,2125.483349436033
2016-04-27,2125.709891830807
2016-04-28,2115.723948574217
2016-04-29,2082.054060508161
2016-05-02,2075.7784023801205
2016-05-03,2052.6446110732013
2016-05-04,2039.1670841522277
2016-05-05,2052.205303076214
2016-05-06,2049.47493569171
2016-05-09,2052.7121789304742
2016-05-10,2076.8603671841074
2016-05-11,2060.7321560244486
2016-05-12,2062.424328183379
2016-05-13,2063.3525428926946
2016-05-16,2072.318979875205
2016-05-17,2065.243617251669
2016-05-18,2073.3747377329596
2016-05-19,2068.992827805945
2016-05-20,2082.6176303001084
2016-05-23,2081.5844262083265
2016-05-24,2110.3053834574844
2016-05-25,2133.2922935498086
2016-05-26,2130.4962588927306
2016-05-27,2146.861880582932
2016-05-30,2146.428432618989
2016-05-31,2144.9859265858395
2016-06-01,2135.431883519109
2016-06-02,2139.8573310994757
2016-06-03,2114.5300461793836
2016-06-06,2119.018265305811
2016-06-07,2133.5946030697246
2016-06-08,2133.853443913436
2016-06-09,2133.569609340504
2016-06-10,2108.8296248304755
2016-06-13,2082.491740682032
2016-06-14,2080.2702636224244
2016-06-15,2080.9050547737993
2016-06-16,2088.945634661692
2016-06-17,2080.5016037624023
2016-06-20,2100.4802561079605
2016-06-21,2119.309006689553
2016-06-22,2117.525749647674
2016-06-23,2133.452999630306
2016-06-24,2074.754622412035
2016-06-27,2054.9791714273615
2016-06-28,2076.3296206933724
2016-06-29,2112.214478969151
2016-06-30,2136.2282855975413
2016-07-01,2141.5739943334847
2016-07-04,2142.3856650670427
2016-07-05,2127.096441179046
2016-07-06,2125.7578737895674
2016-07-07,2131.528138343082
2016-07-08,2160.810400563065
2016-07-11,2179.6515151624976
2016-07-12,2193.96112405292
2016-07-13,2192.2791585819973
2016-07-14,2204.9087777712393
2016-07-15,2209.1841939852648
2016-07-18,2214.7488482423364
2016-07-19,2219.0783793739
2016-07-20,2230.387245888834
2016-07-21,2230.636138197768
2016-07-22,2236.1629206667158
2016-07-25,2233.3182362013654
2016-07-26,2234.117724907552
2016-07-27,2234.563559789804
2016-07-28,2217.5940930723323
2016-07-29,2213.7835912843384
2016-08-01,2213.68104980504
2016-08-02,2189.101222503717
2016-08-03,2193.536199290879
2016-08-04,2207.826982409087
2016-08-05,2234.4701126548853
2016-08-08,2240.227843709833
2016-08-09,2243.8399084819666
2016-08-10,2233.5739984109196
2016-08-11,2242.1531929268635
2016-08-12,2243.249671402544
2016-08-15,2245.139409149088
2016-08-16,2223.044715014585
2016-08-17,2219.6764049472695
2016-08-18,2217.280180213485
2016-08-19,2210.8534943964337
2016-08-22,2209.1850905413917
2016-08-23,2218.181558030638
2016-08-24,2221.5735262649227
2016-08-25,2211.0612561481616
2016-08-26,2210.8893513672947
2016-08-29,2231.6166206967646
2016-08-30,2233.4631120526833
2016-08-31,2230.331430643757
2016-09-01,2223.3812366223756
2016-09-02,2244.660382941695
2016-09-05,2254.053454551217
2016-09-06,2248.821228936546
2016-09-07,2250.9073864042957
2016-09-08,2241.5461135505275
2016-09-09,2207.4069412101476
2016-09-12,2209.4492719667105
2016-09-13,2180.492337329061
2016-09-14,2176.570214133774
2016-09-15,2192.655015447992
2016-09-16,2197.8080553208574
2016-09-19,2205.0999213731016
2016-09-20,2208.0614422199646
2016-09-21,2237.404787741016
2016-09-22,2243.1336500907037
2016-09-23,2234.067917725435
2016-09-26,2204.417675971805
2016-09-27,2225.7715457741033
2016-09-28,2235.5010818539604
2016-09-29,2221.467866944728
2016-09-30,2223.9612506083527
2016-10-03,2226.980135536379
2016-10-04,2234.3333566190254
2016-10-05,2230.0656882310855
2016-10-06,2233.800846847323
2016-10-07,2224.6980177699297
2016-10-10,2237.626588228636
2016-10-11,2231.794538901006
2016-10-12,2234.8190538242898
2016-10-13,2220.9632628834806
2016-10-14,2232.973028374118
2016-10-17,2227.786682605982
2016-10-18,2250.828962092218
2016-10-19,2260.2066924061205
2016-10-20,2265.8266575574976
2016-10-21,2273.275183131891
2016-10-24,2278.4967805229494
2016-10-25,2277.689772871965
2016-10-26,2261.9702939981244
2016-10-27,2254.242053249329
2016-10-28,2247.3034129047837
2016-10-31,2240.9871910774086
2016-11-01,2215.6341982725894
2016-11-02,2184.5891000358556
2016-11-03,2181.3911265336596
2016-11-04,2166.672007796873
2016-11-07,2217.922944996315
2016-11-08,2225.167096625059
2016-11-09,2244.851472734523
2016-11-10,2263.9004781838416
2016-11-11,2256.4365445889416
2016-11-14,2276.1506900277436
2016-11-15,2287.3973312945195
2016-11-16,2296.739409600797
