Date,AC ASIA ex JAPAN+CHINA A ONSHORE
2013-09-27,2356.156803750743
2013-09-30,2335.2963194161307
2013-10-01,2344.9256106852026
2013-10-30,2383.323458898391
2013-10-31,2395.1878191614796
2013-11-01,2413.519403300761
2013-11-27,2398.968300508474
2013-11-28,2406.2606678280727
2013-11-29,2412.5223135341766
2013-12-02,2422.312016753601
2013-12-30,2325.7065815068863
2013-12-31,2344.294707642946
2014-01-01,2344.2221112893385
2014-01-02,2348.8775703289352
2014-01-03,2321.7768613003927
2014-01-06,2293.0542757581165
2014-01-07,2296.7259899215837
2014-01-08,2311.26262441627
2014-01-09,2297.2150070416064
2014-01-10,2281.160450698574
2014-01-13,2296.7477148458147
2014-01-14,2291.6721263186614
2014-01-15,2310.6600112011392
2014-01-16,2311.180163316453
2014-01-17,2312.679312109694
2014-01-20,2302.348916496555
2014-01-21,2314.0202375320923
2014-01-22,2329.6125062781043
2014-01-23,2289.5936314883
2014-01-24,2275.247805789443
2014-01-27,2233.4385954826057
2014-01-28,2240.674251144634
2014-01-29,2262.443272991012
2014-01-30,2264.32391189268
2014-01-31,2278.2094389997096
2014-02-03,2261.1069143361224
2014-02-04,2233.548393165223
2014-02-05,2223.452567235362
2014-02-06,2226.8699296522086
2014-02-07,2245.2969546351806
2014-02-10,2252.7649993365417
2014-02-11,2269.073475471214
2014-02-12,2304.514138365113
2014-02-13,2276.861539970672
2014-02-14,2291.1405909035543
2014-02-17,2307.628098345061
2014-02-18,2291.945955271908
2014-02-19,2298.986259744552
2014-02-20,2282.8054132856896
2014-02-21,2287.3456771661527
2014-02-24,2268.8282737543936
2014-02-25,2255.4416553830956
2014-02-26,2277.7266179441262
2014-02-27,2286.604157003867
2014-02-28,2273.634616673667
2014-03-03,2267.550119190243
2014-03-04,2271.7053087357467
2014-03-05,2276.03594475574
2014-03-06,2278.35491254924
2014-03-07,2275.7433317007576
2014-03-10,2234.659949732068
2014-03-11,2243.768921183413
2014-03-12,2215.8505108048907
2014-03-13,2218.170266307305
2014-03-14,2201.691554402065
2014-03-17,2208.807656401555
2014-03-18,2215.754994322069
2014-03-19,2208.5879577949786
2014-03-20,2189.0463978837465
2014-03-21,2215.5665401370643
2014-03-24,2242.69452487121
2014-03-25,2239.6679234694675
2014-03-26,2254.5449560564725
2014-03-27,2263.457447378431
2014-03-28,2275.962604813748
2014-03-31,2281.8284611392137
2014-04-01,2302.4809650949037
2014-04-02,2317.6147676202054
2014-04-03,2322.3629256829345
2014-04-04,2327.8374399204254
2014-04-07,2319.3560513494554
2014-04-08,2333.8203167823494
2014-04-09,2345.480586788316
2014-04-10,2354.4562481971666
2014-04-11,2343.24134457124
2014-04-14,2352.010498797213
2014-04-15,2331.7692502287896
2014-04-16,2334.8940991844534
2014-04-17,2334.5265027203113
2014-04-18,2339.153253184552
2014-04-21,2334.1059832715073
2014-04-22,2334.5563068304696
2014-04-23,2319.9564894259715
2014-04-24,2322.405829523659
2014-04-25,2291.1773428097345
2014-04-28,2277.603071333255
2014-04-29,2297.2311082720516
2014-04-30,2278.132720308478
2014-05-01,2278.39170015247
2014-05-02,2287.859256583398
2014-05-05,2281.8572024706377
2014-05-06,2276.7083357991273
2014-05-07,2260.6859618812737
2014-05-08,2275.8918027477985
2014-05-09,2296.717189753682
2014-05-12,2319.7212306872807
2014-05-13,2340.526200044569
2014-05-14,2359.576378945216
2014-05-15,2357.6131284483845
2014-05-16,2362.962074006035
2014-05-19,2360.157980932777
2014-05-20,2359.9197385658354
2014-05-21,2370.5687794816854
2014-05-22,2386.6616734753447
2014-05-23,2399.2330980005313
2014-05-26,2394.6786008318722
2014-05-27,2392.909242658183
2014-05-28,2413.8332697087544
2014-05-29,2404.5261068636414
2014-05-30,2391.7285679911715
2014-06-02,2402.0024619923465
2014-06-03,2413.3539344894025
2014-06-04,2400.955518788413
2014-06-05,2411.1002300505133
2014-06-06,2405.2010204453327
2014-06-09,2420.4395597154125
2014-06-10,2451.4743144004938
2014-06-11,2452.1702974906234
2014-06-12,2444.3368146947946
2014-06-13,2448.348257598667
2014-06-16,2441.07986217567
2014-06-17,2441.3197924410915
2014-06-18,2426.206685832187
2014-06-19,2412.349476883471
2014-06-20,2417.3274202074053
2014-06-23,2406.691606977684
2014-06-24,2419.9424734885247
2014-06-25,2406.081214603518
2014-06-26,2437.637838731971
2014-06-27,2431.033327843145
2014-06-30,2438.601045500176
2014-07-01,2441.5675261398883
2014-07-02,2473.7877636700255
2014-07-03,2487.113601767707
2014-07-04,2493.59048482187
2014-07-07,2496.6736223085213
2014-07-08,2493.7873594869657
2014-07-09,2467.0334892415403
2014-07-10,2480.180363367255
2014-07-11,2472.1851729177606
2014-07-14,2478.0157831676884
2014-07-15,2497.9457022227016
2014-07-16,2503.446967260355
2014-07-17,2503.289484871116
2014-07-18,2503.6944337097525
2014-07-21,2504.088099925154
2014-07-22,2539.7408376287913
2014-07-23,2553.528758505811
2014-07-24,2566.5210830697097
2014-07-25,2577.1410023500616
2014-07-28,2596.7911819042524
2014-07-29,2615.574287842191
2014-07-30,2629.506634711694
2014-07-31,2621.3285424226
2014-08-01,2583.8051263011025
2014-08-04,2611.85607115899
2014-08-05,2614.926416770079
2014-08-06,2608.6656693505024
2014-08-07,2591.1198507230006
2014-08-08,2567.3124823264607
2014-08-11,2604.6081276872155
2014-08-12,2616.0134561625673
2014-08-13,2627.889204195536
2014-08-14,2625.9484562442335
2014-08-15,2635.4999296344477
2014-08-18,2641.019250817733
2014-08-19,2664.858400025458
2014-08-20,2673.401541869322
2014-08-21,2656.035890880314
2014-08-22,2683.564275488267
2014-08-25,2682.137901492814
2014-08-26,2675.383691820811
2014-08-27,2683.4776334808785
2014-08-28,2676.78057677126
2014-08-29,2680.0889609997303
2014-09-01,2699.2704062542907
2014-09-02,2698.8437506053483
2014-09-03,2725.3966246630685
2014-09-04,2767.4299814346487
2014-09-05,2766.0635895413357
2014-09-08,2772.2095925308204
2014-09-09,2777.0193259162693
2014-09-10,2750.254030833807
2014-09-11,2732.2611664966284
2014-09-12,2733.203727291456
2014-09-15,2714.2255653056563
2014-09-16,2683.4525854038925
2014-09-17,2703.6194646417966
2014-09-18,2703.6487892103737
2014-09-19,2727.5982688400513
2014-09-22,2700.646261616718
2014-09-23,2685.5931487568946
2014-09-24,2714.7062743994125
2014-09-25,2711.1409346770847
2014-09-26,2718.322366303528
2014-09-29,2697.1651539369955
2014-09-30,2698.773902649182
2014-10-01,2698.4029565060905
2014-10-02,2677.005599009198
2014-10-03,2718.1155283729427
2014-10-06,2711.224873078545
2014-10-07,2701.877098092321
2014-10-08,2676.2244786203914
2014-10-09,2693.025089863905
2014-10-10,2681.821159904464
2014-10-13,2655.171736113278
2014-10-14,2656.515727564947
2014-10-15,2641.3203725746084
2014-10-16,2613.3518265614857
2014-10-17,2613.461369469842
2014-10-20,2638.8328235097506
2014-10-21,2642.694478426947
2014-10-22,2675.1411638020377
2014-10-23,2668.994997760234
2014-10-24,2659.0766277396656
2014-10-27,2642.3367937227185
2014-10-28,2664.878966687775
2014-10-29,2702.1463520168895
