Date,ACWI ex NEW ZEALAND
2015-12-11,2096.041047181444
2015-12-14,2083.301766982928
2015-12-15,2122.604206376768
2015-12-16,2146.7940370872525
2015-12-17,2154.9493238044192
2015-12-18,2125.327999706147
2015-12-21,2117.7727924287137
2015-12-22,2122.2867445670104
2015-12-23,2166.5643469468882
2015-12-24,2154.1211566762827
2015-12-25,2153.367815660318
2015-12-28,2146.595151510597
2015-12-29,2177.7451001350187
2015-12-30,2163.447831828124
2015-12-31,2158.236000566064
2016-01-01,2158.2553571379253
2016-01-04,2125.5478551914975
2016-01-05,2142.009045126953
2016-01-06,2109.9693932397113
2016-01-07,2048.5104872621023
2016-01-08,2017.883292712179
2016-01-11,2018.5360315279243
2016-01-12,2028.583202141084
2016-01-13,2005.4841624047092
2016-01-14,2011.312676648869
2016-01-15,1954.377856486469
2016-01-18,1958.4763552189404
2016-01-19,1964.747901787457
2016-01-20,1925.8447471778723
2016-01-21,1945.1196099168678
2016-01-22,1996.6485647953
2016-01-25,1978.1995444957604
2016-01-26,1990.4334340370942
2016-01-27,1983.42350405092
2016-01-28,1974.2682995328469
2016-01-29,2036.0626835895382
2016-02-01,2027.7762277422485
2016-02-02,1990.5069852251129
2016-02-03,1964.3048321476883
2016-02-04,1957.0619383427797
2016-02-05,1933.1918257555774
2016-02-08,1902.1801340526933
2016-02-09,1862.7276343052977
2016-02-10,1880.2698543068839
2016-02-11,1831.3723513671723
2016-02-12,1867.141720338481
2016-02-15,1907.8544013256226
2016-02-16,1927.7153073660595
2016-02-17,1958.812527206288
2016-02-18,1967.1598408553477
2016-02-19,1958.5864389198246
2016-02-22,1997.8372256425316
2016-02-23,1977.280511880359
2016-02-24,1968.6343563162366
2016-02-25,1989.2382257782824
2016-02-26,2010.6251528538469
2016-02-29,2013.606051361672
2016-03-01,2051.168492066051
2016-03-02,2076.712093420107
2016-03-03,2072.3179906721534
2016-03-04,2072.3357437045574
2016-03-07,2077.4963761411764
2016-03-08,2046.5429703693703
2016-03-09,2060.1790635715174
2016-03-10,2034.5306203256555
2016-03-11,2068.4230423912986
2016-03-14,2080.375604671993
2016-03-15,2066.605628507601
2016-03-16,2076.529846843071
2016-03-17,2063.2184379229175
2016-03-18,2073.3511179475627
2016-03-21,2077.8794723590117
2016-03-22,2084.3706237351953
2016-03-23,2077.756799363763
2016-03-24,2067.663605838279
2016-03-25,2069.0508508917437
2016-03-28,2064.217982165233
2016-03-29,2081.055000638517
2016-03-30,2074.1017952793404
2016-03-31,2062.1581165780135
