Date,ACWI ex CZECH REPUBLIC
2015-12-11,2095.539879050365
2015-12-14,2082.8087329503696
2015-12-15,2122.0900982635912
2015-12-16,2146.2746075814002
2015-12-17,2154.430895361149
2015-12-18,2124.8346701792757
2015-12-21,2117.2778840849705
2015-12-22,2121.800814103444
2015-12-23,2166.062410373054
2015-12-24,2153.6299192158986
2015-12-25,2152.8770118436223
2015-12-28,2146.1049914474024
2015-12-29,2177.2549692079156
2015-12-30,2162.963710249624
2015-12-31,2157.767207719518
2016-01-01,2157.7865531435227
2016-01-04,2125.092714636585
2016-01-05,2141.544120199479
2016-01-06,2109.511828878226
2016-01-07,2048.0782405705904
2016-01-08,2017.4279590407375
2016-01-11,2018.0727821308603
2016-01-12,2028.1163473311458
2016-01-13,2005.0449383854448
2016-01-14,2010.8536247310835
2016-01-15,1953.9538921205744
2016-01-18,1958.0568265805532
2016-01-19,1964.3286322817573
2016-01-20,1925.4258468569772
2016-01-21,1944.703999992919
2016-01-22,1996.2087667381124
2016-01-25,1977.7695379227887
2016-01-26,1989.9864357877402
2016-01-27,1982.9718093283154
2016-01-28,1973.8012706905984
2016-01-29,2035.5728665132724
2016-02-01,2027.297944631053
2016-02-02,1990.0617160798433
2016-02-03,1963.8838594531292
2016-02-04,1956.638197692406
2016-02-05,1932.7688496463354
2016-02-08,1901.782155390461
2016-02-09,1862.3442193359522
2016-02-10,1879.8736037357328
2016-02-11,1830.9970730308185
2016-02-12,1866.7488456545755
2016-02-15,1907.456958362464
2016-02-16,1927.302221487957
2016-02-17,1958.3854914706583
2016-02-18,1966.7339917945499
2016-02-19,1958.1768323975189
2016-02-22,1997.4310416794958
2016-02-23,1976.8889860714623
2016-02-24,1968.2661737765516
2016-02-25,1988.8649550676523
2016-02-26,2010.2567175312456
2016-02-29,2013.226013837762
2016-03-01,2050.771200681922
2016-03-02,2076.307084881857
2016-03-03,2071.9424972404713
2016-03-04,2071.969334666895
2016-03-07,2077.129160641935
2016-03-08,2046.1859158973289
2016-03-09,2059.8199000251725
2016-03-10,2034.146155559944
2016-03-11,2068.033325176714
2016-03-14,2079.9795614834766
2016-03-15,2066.202468765473
2016-03-16,2076.1134826178695
2016-03-17,2062.819122200317
2016-03-18,2072.947565942963
2016-03-21,2077.4713022526444
2016-03-22,2083.982621316778
2016-03-23,2077.376574941762
2016-03-24,2067.28278855737
2016-03-25,2068.669246331949
2016-03-28,2063.840343894779
2016-03-29,2080.6912914421896
2016-03-30,2073.7465705765476
2016-03-31,2061.8178600198903
2016-04-01,2059.5749502685326
2016-04-04,2054.014949831331
2016-04-05,2026.6400520752081
2016-04-06,2042.9572934431994
2016-04-07,2028.9053702150957
2016-04-08,2038.1784509000267
2016-04-11,2033.8907743854031
2016-04-12,2061.3557840442963
2016-04-13,2106.6589601861288
2016-04-14,2117.658387334055
2016-04-15,2109.871549027483
2016-04-18,2108.9145879252183
2016-04-19,2122.3454462766367
2016-04-20,2131.841257475763
2016-04-21,2136.2230277729345
2016-04-22,2138.601336531281
2016-04-25,2127.8753198969735
2016-04-26,2124.9922834785934
2016-04-27,2125.2366049300363
2016-04-28,2115.3299638224644
2016-04-29,2081.651896559645
2016-05-02,2075.367686647891
2016-05-03,2052.2388984659037
2016-05-04,2038.784056488079
2016-05-05,2051.8405167245087
2016-05-06,2049.1093531388624
2016-05-09,2052.3204996517884
2016-05-10,2076.4268891388065
2016-05-11,2060.3133489979045
2016-05-12,2061.9879540009993
2016-05-13,2062.9007350799097
2016-05-16,2071.8267810055345
2016-05-17,2064.7514340810994
2016-05-18,2072.877868827254
2016-05-19,2068.4646234126135
2016-05-20,2082.092686752254
2016-05-23,2081.0649030694804
2016-05-24,2109.777394736904
2016-05-25,2132.730116124659
2016-05-26,2129.9489777000476
2016-05-27,2146.299895156206
2016-05-30,2145.8587835776743
2016-05-31,2144.4049046567543
2016-06-01,2134.8381378095687
2016-06-02,2139.2599386086026
2016-06-03,2113.983573860195
2016-06-06,2118.490314870927
2016-06-07,2133.064010035757
2016-06-08,2133.3440489851505
2016-06-09,2133.0351835302545
2016-06-10,2108.3059537134677
2016-06-13,2082.00291332114
2016-06-14,2079.7980370719492
2016-06-15,2080.4378178834836
2016-06-16,2088.475261157648
2016-06-17,2080.0358967936822
2016-06-20,2099.994317082887
2016-06-21,2118.8349880931214
2016-06-22,2117.067309740106
2016-06-23,2132.985965969493
2016-06-24,2074.3593602476703
2016-06-27,2054.6434776999986
2016-06-28,2075.9528639799223
2016-06-29,2111.8618995176503
2016-06-30,2135.8380687042354
2016-07-01,2141.194572992877
2016-07-04,2142.0073832536395
2016-07-05,2126.725754717397
2016-07-06,2125.3542820793746
2016-07-07,2131.138183852468
2016-07-08,2160.4111324540904
2016-07-11,2179.248948855836
2016-07-12,2193.5491198264926
2016-07-13,2191.8349483109955
2016-07-14,2204.505017845089
2016-07-15,2208.792805421
2016-07-18,2214.3567442315552
2016-07-19,2218.7080072603794
