Date,ACFM ASIA
2002-05-31,754.0880892978336
2002-06-03,759.6514070701636
2002-06-04,746.1939708847804
2002-06-05,747.4652451695771
2002-06-06,739.7273986484058
2002-06-07,731.8771536685723
2002-06-10,730.4192697555055
2002-06-11,730.2597763795072
2002-06-12,723.1060422916267
2002-06-13,717.5686025446813
2002-06-14,707.2907448188416
2002-06-17,694.4710778408194
2002-06-18,698.4537108063001
2002-06-19,676.6069554591543
2002-06-20,678.7370489068538
2002-06-21,672.1854090648791
2002-06-24,671.5792108981208
2002-06-25,674.7862547257004
2002-06-26,650.2272302114935
2002-06-27,659.1827466471052
2002-06-28,676.4269877387596
2002-07-01,674.5326703965993
2002-07-02,675.4113887988292
2002-07-03,688.7373463884543
2002-07-04,686.3405248517466
2002-07-05,698.0615254271685
2002-07-08,692.3336882134564
2002-07-09,700.0120562215466
2002-07-10,695.3205803861213
2002-07-11,685.4288762748841
2002-07-12,691.4802052709482
2002-07-15,672.6999717045268
2002-07-16,660.373057020097
2002-07-17,661.2233580572783
2002-07-18,669.6779798503621
2002-07-19,655.9530563475223
2002-07-22,654.3390433258301
2002-07-23,664.2583016137888
2002-07-24,652.9885762850583
2002-07-25,641.4575499682437
2002-07-26,622.3284306835221
2002-07-29,629.1317364666835
2002-07-30,639.4338707984994
2002-07-31,639.4094041798393
2002-08-01,635.2470657618435
2002-08-02,630.82857356283
2002-08-05,624.9567898429992
2002-08-06,621.2389514413095
2002-08-07,636.3529325903731
2002-08-08,635.3951998161201
2002-08-09,646.5037893674702
2002-08-12,637.902338064054
2002-08-13,637.2218512860102
2002-08-14,640.5604941338457
2002-08-15,647.7737060782546
2002-08-16,645.5954949718928
2002-08-19,637.2584619239714
2002-08-20,639.2047592527664
2002-08-21,639.8437779947176
2002-08-22,648.3988549691402
2002-08-23,649.0394497398748
2002-08-26,656.7058521530399
2002-08-27,646.5851652547052
2002-08-28,638.6726026460104
2002-08-29,629.2353960945766
2002-08-30,631.4289993055578
2002-09-02,624.8738785411538
2002-09-03,606.0405090044386
2002-09-04,595.0350922105326
2002-09-05,603.0791574695088
2002-09-06,600.3365149729572
2002-09-09,608.0091967450572
2002-09-10,614.2877410087191
2002-09-11,616.2615900916616
2002-09-12,616.9321776455304
2002-09-13,603.0691444237436
2002-09-16,599.2887913747144
2002-09-17,615.7243728807995
2002-09-18,608.1995907429584
2002-09-19,614.242724624786
2002-09-20,595.2708461961964
2002-09-23,589.9541148684833
2002-09-24,585.1426147094513
2002-09-25,579.3597469448848
2002-09-26,590.7513683281461
2002-09-27,600.8795575821676
2002-09-30,587.9985783366659
2002-10-01,578.3875282133513
2002-10-02,571.7575742788894
2002-10-03,564.0370541140823
2002-10-04,571.4545856923409
2002-10-07,549.3587778675226
2002-10-08,553.1590499675576
2002-10-09,541.172663051768
2002-10-10,534.4138476981171
2002-10-11,538.6442228488221
2002-10-14,539.7268934170021
2002-10-15,558.591507924419
2002-10-16,565.553291239572
2002-10-17,573.3496140726741
2002-10-18,580.1881124786797
2002-10-21,575.5389860786424
2002-10-22,558.3336027753578
