Date,ACWI WITH USA GROSS
2001-09-28,1000.0
2001-10-01,990.213462004963
2001-10-02,999.9842128908842
2001-10-03,1005.6936586501383
2001-10-04,1023.361651117775
2001-10-05,1018.6637272199827
2001-10-08,1013.5647967944906
2001-10-09,1008.7313175937226
2001-10-10,1032.7968793574717
2001-10-11,1057.1482110285058
2001-10-12,1051.2874494632606
2001-10-15,1042.012115816888
2001-10-16,1048.155564407374
2001-10-17,1048.1374253813644
2001-10-18,1039.4332905526435
2001-10-19,1041.8996121973144
2001-10-22,1059.5234925512348
2001-10-23,1069.4141452246863
2001-10-24,1067.9756701150263
2001-10-25,1065.910683370412
2001-10-26,1077.8165050439793
2001-10-29,1045.40234281635
2001-10-30,1022.8256901097503
2001-10-31,1032.3953417618868
2001-11-01,1042.8449494278948
2001-11-02,1047.3737254343566
2001-11-05,1069.8615820911443
2001-11-06,1080.3814874709144
2001-11-07,1075.7346167861995
2001-11-08,1092.6445267509584
2001-11-09,1088.8923851773545
2001-11-12,1078.6351709552612
2001-11-13,1109.21067378922
2001-11-14,1110.7553029521252
2001-11-15,1118.0354993437509
2001-11-16,1114.9188008067806
2001-11-19,1133.2517799434495
2001-11-20,1120.6643573258023
2001-11-21,1123.2860405801896
2001-11-22,1123.275839306766
2001-11-23,1131.1288825690076
2001-11-26,1135.318463735729
2001-11-27,1124.6241481958905
2001-11-28,1102.8292674508293
2001-11-29,1107.3788871919828
2001-11-30,1102.3100682329434
2001-12-03,1097.45380481057
2001-12-04,1108.9941834532688
2001-12-05,1138.9511283598645
2001-12-06,1137.36814532921
2001-12-07,1128.4310502864287
2001-12-10,1112.4692668096477
2001-12-11,1109.6021146334103
2001-12-12,1104.204219849063
2001-12-13,1083.6780210263107
2001-12-14,1076.9963081209548
2001-12-17,1086.673533517697
2001-12-18,1094.9872896738918
2001-12-19,1099.1225199795572
2001-12-20,1093.7228388772899
2001-12-21,1109.1143629471333
2001-12-24,1117.9475723417293
2001-12-25,1117.8554047493167
2001-12-26,1119.3418694122197
