Date,ACWI VOTING RIGHTS-ADJUSTED
2021-05-31,1390.6369296556643
2021-06-01,1392.5212951365097
2021-06-02,1398.577606567752
2021-06-03,1401.1659646034143
2021-06-04,1407.6967727779643
2021-06-07,1405.795405624206
2021-06-08,1405.9276567150596
2021-06-09,1403.4481258642672
2021-06-10,1410.089107650359
2021-06-11,1419.6981721965515
2021-06-14,1421.0568172432838
2021-06-15,1419.4961779273065
2021-06-16,1415.708421294433
2021-06-17,1430.0880165700437
2021-06-18,1422.2687946381052
2021-06-21,1425.840374755621
2021-06-22,1434.8327494376258
2021-06-23,1429.267329520351
2021-06-24,1439.0302141580723
2021-06-25,1442.1312357925242
2021-06-28,1444.8619572947905
2021-06-29,1446.7047220878446
2021-06-30,1449.5295399555944
2021-07-01,1452.254734560075
2021-07-02,1461.2434022613588
2021-07-05,1460.7384290565083
2021-07-06,1460.490213376978
2021-07-07,1466.97374557599
2021-07-08,1445.7289930526372
2021-07-09,1457.495875013146
2021-07-12,1464.676345171171
2021-07-13,1468.1042827681588
2021-07-14,1468.8797794430918
2021-07-15,1464.107353477701
2021-07-16,1456.0150749957531
2021-07-19,1432.4529078966282
2021-07-20,1449.2718303046436
2021-07-21,1458.890873363321
2021-07-22,1464.59277140797
2021-07-23,1476.253304187527
2021-07-26,1469.973564479725
2021-07-27,1460.2247621236259
2021-07-28,1464.5889165245655
2021-07-29,1467.235840333106
2021-07-30,1459.6447610797604
2021-08-02,1462.2265212066575
2021-08-03,1471.9989859738073
2021-08-04,1471.544860702808
2021-08-05,1478.5679476896346
2021-08-06,1486.1836105512555
2021-08-09,1487.5166889031123
2021-08-10,1492.7272482330866
2021-08-11,1494.8520190366055
2021-08-12,1498.1558099612828
2021-08-13,1492.9810710509453
2021-08-16,1491.4871031805073
2021-08-17,1489.6537378652663
2021-08-18,1481.7413264996949
2021-08-19,1475.6240654716416
2021-08-20,1481.1675771898822
2021-08-23,1489.3582496464649
2021-08-24,1494.4909365190335
2021-08-25,1497.9690131582208
2021-08-26,1489.9379594834236
2021-08-27,1496.3727667462383
2021-08-30,1501.9501432550544
2021-08-31,1502.3733022939923
2021-09-01,1500.7132006710058
2021-09-02,1504.2295021824993
2021-09-03,1504.283255644309
2021-09-06,1510.4967635387418
2021-09-07,1507.8407320384274
2021-09-08,1506.222388957593
2021-09-09,1498.946880740593
2021-09-10,1492.4989114838652
2021-09-13,1496.6542267504012
2021-09-14,1490.5280874301195
2021-09-15,1494.716781679545
2021-09-16,1497.9020601676564
2021-09-17,1490.8602302528896
2021-09-20,1468.7472225745973
2021-09-21,1470.2623547512221
2021-09-22,1480.0947085700243
2021-09-23,1493.255593927416
2021-09-24,1495.8823778418434
2021-09-27,1494.7238738818548
2021-09-28,1471.7036638002905
2021-09-29,1477.0870121918736
2021-09-30,1470.733483914525
2021-10-01,1475.3850596720442
2021-10-04,1458.8292324441863
2021-10-05,1472.238112743098
2021-10-06,1476.993347720524
2021-10-07,1491.172366840281
2021-10-08,1488.7237101940457
2021-10-11,1485.1737114252571
2021-10-12,1483.5330406321816
2021-10-13,1486.5486217415253
2021-10-14,1505.236287242062
2021-10-15,1516.6156243484218
2021-10-18,1518.2340176816501
2021-10-19,1523.782043831374
2021-10-20,1529.5469969188987
2021-10-21,1530.1748057509192
2021-10-22,1531.294525161867
2021-10-25,1539.9585633183374
2021-10-26,1546.143980804856
2021-10-27,1537.0430862289122
2021-10-28,1537.0719624228523
2021-10-29,1547.0799095693658
2021-11-01,1551.7342524201522
2021-11-02,1554.9644678230686
2021-11-03,1560.8391695773562
2021-11-04,1572.3194817788863
2021-11-05,1574.1236355331905
2021-11-08,1572.6244885945894
2021-11-09,1569.3985864783679
2021-11-10,1568.1890053965783
2021-11-11,1575.555480255168
2021-11-12,1588.2369521112744
2021-11-15,1592.9395349057854
2021-11-16,1605.7598579901005
2021-11-17,1606.8233227897742
2021-11-18,1602.098974638803
2021-11-19,1602.9792842478691
2021-11-22,1605.1542073994544
2021-11-23,1600.5525897238676
2021-11-24,1609.9133844496241
2021-11-25,1610.1599170233594
2021-11-26,1559.352323542329
2021-11-29,1575.7410211847575
2021-11-30,1553.5221013958908
2021-12-01,1539.9232964210557
2021-12-02,1553.8737687390153
2021-12-03,1547.1707082347962
2021-12-06,1560.251892342257
2021-12-07,1596.0899638984865
2021-12-08,1589.7677742361984
2021-12-09,1587.2631504269573
2021-12-10,1590.6365022452792
2021-12-13,1582.090337504994
2021-12-14,1571.077428064834
2021-12-15,1589.6117236169075
2021-12-16,1580.4918285123197
2021-12-17,1571.4971319644203
2021-12-20,1548.9047118904155
2021-12-21,1576.9232004738537
2021-12-22,1583.3440795992806
2021-12-23,1596.8231387952724
2021-12-24,1594.4113406927213
2021-12-27,1609.6066709638685
2021-12-28,1614.91946689076
2021-12-29,1608.6677338732272
2021-12-30,1608.5907193370651
2021-12-31,1602.3159892900671
2022-01-03,1618.8070163867205
2022-01-04,1620.4674490682914
2022-01-05,1596.6433328106768
2022-01-06,1592.7397259399752
2022-01-07,1583.8814141950504
2022-01-10,1584.1659273552445
2022-01-11,1594.1710780222381
2022-01-12,1595.6795826777359
2022-01-13,1576.4336263613638
2022-01-14,1575.311066222604
2022-01-17,1580.4056102059812
2022-01-18,1564.7151084226757
2022-01-19,1552.5421932330755
2022-01-20,1547.2440853087655
2022-01-21,1521.134414218664
2022-01-24,1514.0948062566886
