Date,ZHONG HUA
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,97.7597144388234
2001-01-03,95.67476977136214
2001-01-04,100.3615352176677
2001-01-05,100.79836597012796
2001-01-08,100.84688719287438
2001-01-09,101.99950642230823
2001-01-10,102.14021729123864
2001-01-11,98.56571622339659
2001-01-12,100.24161187215597
2001-01-15,101.00001045813644
2001-01-16,101.28664977668899
2001-01-17,101.70746915821833
2001-01-18,101.92847155733173
2001-01-19,106.65596890485213
2001-01-22,108.03245941113968
2001-01-23,106.65485168978478
2001-01-24,108.55091429741381
2001-01-25,108.87013321451407
2001-01-26,108.6561846625417
2001-01-29,108.27278808685521
2001-01-30,105.80459221832584
2001-01-31,106.89353870783236
2001-02-01,106.6868059801918
2001-02-02,106.60261549508267
2001-02-05,103.91168927779053
2001-02-06,104.94287585958577
2001-02-07,105.66590536221732
2001-02-08,106.09546476322956
2001-02-09,105.63786736309603
2001-02-12,104.14081811981568
2001-02-13,106.12353847819453
2001-02-14,106.53753048103674
2001-02-15,107.39528992967774
2001-02-16,105.39141493338097
2001-02-19,104.70641598228812
2001-02-20,106.39172367995438
2001-02-21,105.06637602498587
2001-02-22,104.2750908111573
2001-02-23,105.23092174910171
2001-02-26,105.14887400603445
2001-02-27,103.58454069585818
2001-02-28,103.58159579358018
2001-03-01,99.19261783348504
2001-03-02,96.44677324019557
2001-03-05,98.66931651486308
2001-03-06,100.23199607011826
2001-03-07,99.41132541371259
2001-03-08,98.57500584249414
2001-03-09,97.9719842412518
2001-03-12,94.94003868171265
2001-03-13,94.31915348070412
2001-03-14,94.28713165488215
2001-03-15,96.93174406780784
2001-03-16,97.84084057226008
2001-03-19,98.36695383391803
2001-03-20,95.72009727196463
2001-03-21,95.16464960375649
2001-03-22,92.88692272618091
2001-03-23,92.73571955177574
2001-03-26,95.13337493504422
2001-03-27,93.21676808554669
2001-03-28,94.7143306855822
2001-03-29,94.34100598712688
2001-03-30,94.79131915766436
2001-04-02,94.83476025349748
2001-04-03,93.20341251221801
2001-04-04,87.80007217019902
2001-04-05,88.41357859783481
2001-04-06,89.53818368954985
2001-04-09,87.66925362758666
2001-04-10,88.84867015166661
2001-04-11,92.89566696068049
2001-04-12,93.89519237335716
2001-04-13,93.89551501371564
2001-04-16,94.87130405076861
2001-04-17,92.67883213216255
2001-04-18,96.64495070980858
2001-04-19,98.56604405736554
2001-04-20,96.26830033236267
2001-04-23,96.03087404046525
2001-04-24,95.66780568619139
2001-04-25,94.93605415595707
2001-04-26,94.67185165106058
2001-04-27,96.24643591821554
2001-04-30,96.90497265445666
2001-05-01,96.39517963210531
2001-05-02,99.25528017424301
2001-05-03,99.22165580790643
2001-05-04,96.79033982798768
2001-05-07,98.38025994837945
