Date,ACWI ex NETHERLANDS
2015-12-11,2105.6273795107113
2015-12-14,2093.06629108406
2015-12-15,2132.306681110552
2015-12-16,2156.783817306293
2015-12-17,2164.775839041034
2015-12-18,2135.0550823275553
2015-12-21,2127.6222658614442
2015-12-22,2132.148371973638
2015-12-23,2176.5443242327283
2015-12-24,2163.9238098486558
2015-12-25,2163.159812444134
2015-12-28,2156.3951338580264
2015-12-29,2187.655623463964
2015-12-30,2173.2213801119146
2015-12-31,2168.186895493518
2016-01-01,2168.206526031645
2016-01-04,2135.5221491623697
2016-01-05,2152.092290079727
2016-01-06,2119.871069555567
2016-01-07,2057.886198930327
2016-01-08,2027.1696607455806
2016-01-11,2027.7519997284319
2016-01-12,2037.609690641851
2016-01-13,2014.144849976775
2016-01-14,2020.3777874420407
2016-01-15,1963.1069064664548
2016-01-18,1967.3208575919223
2016-01-19,1973.4146930246523
2016-01-20,1934.3750860360876
2016-01-21,1953.4505692451146
2016-01-22,2005.1869120746255
2016-01-25,1986.5837189146025
2016-01-26,1998.8470990737412
2016-01-27,1991.6463909401632
2016-01-28,1982.6929843195976
2016-01-29,2044.7160967264906
2016-02-01,2036.3435178001475
2016-02-02,1998.9477161986242
2016-02-03,1972.7278721156429
2016-02-04,1965.3972328346774
2016-02-05,1941.4346861250333
2016-02-08,1910.739983572505
2016-02-09,1870.976555792772
2016-02-10,1888.6554960999051
2016-02-11,1839.6375389526504
2016-02-12,1875.5601341064275
2016-02-15,1916.2607470044493
2016-02-16,1936.4179784735018
2016-02-17,1967.4872032601163
2016-02-18,1975.9553939185864
2016-02-19,1967.3492284556435
2016-02-22,2006.7651782052906
2016-02-23,1986.1126472729843
2016-02-24,1977.6766200404725
2016-02-25,1998.1947885830575
2016-02-26,2019.5822494466465
2016-02-29,2022.4057657860294
2016-03-01,2059.9700294812337
2016-03-02,2085.9652899192056
2016-03-03,2081.7206846607532
2016-03-04,2081.5580754850807
2016-03-07,2086.9048204579617
2016-03-08,2055.622044433071
2016-03-09,2069.334090967498
2016-03-10,2043.5172954555048
2016-03-11,2077.3607470948036
2016-03-14,2089.377926535581
2016-03-15,2075.4726866538513
2016-03-16,2085.520454484983
2016-03-17,2072.1254723367438
2016-03-18,2082.294039304185
2016-03-21,2086.919729667866
2016-03-22,2093.523931353628
2016-03-23,2086.7232525373506
2016-03-24,2076.7671818051676
2016-03-25,2078.17415260968
2016-03-28,2073.277965306355
2016-03-29,2090.1901590251155
2016-03-30,2082.9420232915727
2016-03-31,2071.1454838617083
2016-04-01,2069.084331846851
2016-04-04,2063.3994697322587
2016-04-05,2035.9119706674044
2016-04-06,2052.352202579392
2016-04-07,2038.2254362790545
2016-04-08,2047.492990279488
2016-04-11,2043.074858581969
2016-04-12,2070.8403936606164
2016-04-13,2116.348794385005
2016-04-14,2127.445125289452
2016-04-15,2119.5745979842613
2016-04-18,2118.5834998880273
2016-04-19,2131.914498399874
2016-04-20,2141.617204816326
2016-04-21,2146.2031394449195
2016-04-22,2148.6948369730476
2016-04-25,2137.9689018296176
2016-04-26,2135.0020721968745
2016-04-27,2135.157283754923
2016-04-28,2125.0378269799
2016-04-29,2091.3803932052647
2016-05-02,2084.9199878425493
2016-05-03,2061.762605672513
2016-05-04,2048.270262475523
2016-05-05,2061.428637024999
2016-05-06,2058.662811044198
2016-05-09,2061.761656326578
2016-05-10,2086.0013009512727
2016-05-11,2069.7643398706205
2016-05-12,2071.6822189905033
2016-05-13,2072.471116684612
2016-05-16,2081.5166950560615
2016-05-17,2074.461640668264
2016-05-18,2082.5467729029483
2016-05-19,2078.2414346275614
2016-05-20,2091.7564102471206
2016-05-23,2090.7585277235125
2016-05-24,2119.3939681604534
2016-05-25,2142.4488338423994
2016-05-26,2139.5336184324588
2016-05-27,2155.99261566676
2016-05-30,2155.505616582449
2016-05-31,2154.168192760627
2016-06-01,2144.471088641214
2016-06-02,2148.9234328144826
2016-06-03,2123.475441879375
2016-06-06,2128.0687438675727
2016-06-07,2142.7075023183666
2016-06-08,2143.189676464262
2016-06-09,2143.0682035927334
2016-06-10,2118.5521439325476
2016-06-13,2092.2560048237997
2016-06-14,2090.3652474153228
2016-06-15,2091.0359914979026
2016-06-16,2099.2514697455404
2016-06-17,2090.6702609051977
2016-06-20,2110.2487677531058
2016-06-21,2129.1660887164376
2016-06-22,2127.328997055659
2016-06-23,2143.1182392730025
2016-06-24,2084.914991921578
2016-06-27,2065.691591783214
2016-06-28,2087.008301780242
2016-06-29,2122.906183517337
2016-06-30,2146.910660954711
2016-07-01,2152.2781588372973
2016-07-04,2153.2609142910305
2016-07-05,2138.0271463607737
2016-07-06,2137.0136726743403
2016-07-07,2142.6728087925085
2016-07-08,2171.9686821562163
2016-07-11,2190.741630592978
2016-07-12,2205.0875138802267
2016-07-13,2203.332030450428
2016-07-14,2216.04661712931
2016-07-15,2220.4242066393044
2016-07-18,2225.992141232089
2016-07-19,2230.450323082808
2016-07-20,2241.5857486861123
2016-07-21,2241.909039603569
2016-07-22,2247.451579867185
2016-07-25,2244.490885293254
2016-07-26,2245.187228383908
2016-07-27,2245.704997491192
2016-07-28,2228.694351490447
2016-07-29,2224.6997470386764
2016-08-01,2224.732612481573
2016-08-02,2200.1159140781238
2016-08-03,2204.4756993685746
2016-08-04,2218.804750412522
2016-08-05,2245.572646152869
2016-08-08,2251.401450685003
2016-08-09,2254.7446317784133
2016-08-10,2244.394676728252
2016-08-11,2252.888996357658
2016-08-12,2254.0587242351357
2016-08-15,2255.904667610135
2016-08-16,2233.7255738331883
2016-08-17,2230.4224951184788
2016-08-18,2227.838640912598
2016-08-19,2221.3923092964014
2016-08-22,2219.6929213496587
2016-08-23,2228.563196377074
2016-08-24,2231.9936379261603
2016-08-25,2221.4393180463358
2016-08-26,2221.1182966104743
2016-08-29,2242.127506360079
2016-08-30,2243.7749507112653
2016-08-31,2240.5809311837884
2016-09-01,2233.5065290335574
2016-09-02,2254.618518300861
2016-09-05,2264.1790484095186
2016-09-06,2259.061451793631
2016-09-07,2261.1259246326267
2016-09-08,2251.8563819956057
2016-09-09,2217.579131176211
2016-09-12,2219.8350881755937
2016-09-13,2190.630476856853
2016-09-14,2186.683101036442
2016-09-15,2202.8559557653116
2016-09-16,2208.2969728494945
2016-09-19,2215.465758221374
2016-09-20,2218.4874369216373
2016-09-21,2248.1017779193294
2016-09-22,2253.552259602231
2016-09-23,2244.4445315453104
2016-09-26,2214.7208613588805
2016-09-27,2236.297144435406
2016-09-28,2246.0350403575967
2016-09-29,2231.719439144242
2016-09-30,2234.0174985777808
2016-10-03,2237.075227839585
2016-10-04,2244.2787323434077
2016-10-05,2240.086394962034
2016-10-06,2243.8594316487747
2016-10-07,2234.9416849775835
2016-10-10,2247.8612914068744
2016-10-11,2242.1587764978503
2016-10-12,2245.2526555734576
2016-10-13,2231.548974648772
2016-10-14,2243.476638851926
2016-10-17,2238.31266689614
2016-10-18,2261.4807213501917
2016-10-19,2271.016447381531
2016-10-20,2276.552435655142
2016-10-21,2284.133726190707
2016-10-24,2289.3420712330567
2016-10-25,2288.638025430877
2016-10-26,2272.8140600575516
2016-10-27,2264.9490626106267
2016-10-28,2257.8751184675416
2016-10-31,2251.5597343288036
2016-11-01,2226.1246540728926
2016-11-02,2194.879223003388
2016-11-03,2191.7440846213326
2016-11-04,2176.816200639082
2016-11-07,2228.4940598089543
2016-11-08,2235.772245632227
2016-11-09,2255.6394160173363
2016-11-10,2275.143867757865
2016-11-11,2267.5723000158237
2016-11-14,2287.4530648664645
2016-11-15,2298.7627176534797
2016-11-16,2308.3003672231025
2016-11-17,2318.989774184514
2016-11-18,2328.4538113549816
2016-11-21,2334.89033887805
2016-11-22,2348.187053738335
2016-11-23,2356.72468559748
2016-11-24,2353.0255994955187
2016-11-25,2354.2532532023556
2016-11-28,2351.6105274585675
2016-11-29,2345.626140266776
2016-11-30,2345.450429372105
2016-12-01,2339.5695953754557
2016-12-02,2327.7505140673943
2016-12-05,2324.9666736489144
2016-12-06,2336.9017273426816
