Date,ACWI FM ex USA
2002-05-31,644.5470137715203
2002-06-03,642.2327694552476
2002-06-04,631.1886939671415
2002-06-05,628.7966839754283
2002-06-06,624.5301781349233
2002-06-07,617.4386221658574
2002-06-10,617.551306683438
2002-06-11,620.8479599603147
2002-06-12,610.3240069674846
2002-06-13,603.9839116774835
2002-06-14,590.7730793871646
2002-06-17,601.2804927187078
2002-06-18,599.9466899116755
2002-06-19,587.875122400965
2002-06-20,579.5132188881909
2002-06-21,576.0791487782502
2002-06-24,565.931550269214
2002-06-25,575.9093430602578
2002-06-26,560.1526864757212
2002-06-27,567.8483845435765
2002-06-28,582.9109030067773
2002-07-01,583.7776204160115
2002-07-02,572.2583536650319
2002-07-03,565.6586164985823
2002-07-04,572.459755409476
2002-07-05,590.242637838009
2002-07-08,586.4577313525186
2002-07-09,583.9458791606389
2002-07-10,571.515095461044
2002-07-11,555.0619289641717
2002-07-12,557.0526447427552
2002-07-15,532.9311342804382
2002-07-16,529.4507061600972
2002-07-17,540.4087293478947
2002-07-18,547.3110150920918
2002-07-19,526.9763832949318
2002-07-22,510.1115039219199
2002-07-23,506.13818369457056
2002-07-24,499.61647947828
2002-07-25,507.268667307359
2002-07-26,506.97875856333815
2002-07-29,528.5318041516683
2002-07-30,528.8114852270173
2002-07-31,531.0797883324443
2002-08-01,516.0489797425336
2002-08-02,514.8161174851599
2002-08-05,502.77764577805203
2002-08-06,516.502296470736
2002-08-07,516.8825771262643
2002-08-08,529.8640145051303
2002-08-09,536.8845743477569
2002-08-12,527.0094193782174
2002-08-13,530.1804025600421
2002-08-14,522.8499332880651
2002-08-15,535.6544305286268
2002-08-16,536.2400827121496
2002-08-19,544.8099027971977
2002-08-20,540.1309525002861
2002-08-21,543.0642628455529
2002-08-22,552.8463313917365
2002-08-23,547.8365693774871
2002-08-26,547.378178949256
2002-08-27,551.0342857626489
2002-08-28,535.494706882753
2002-08-29,527.6066310246721
2002-08-30,531.818364469658
2002-09-02,524.3386270967169
2002-09-03,505.14693926602536
2002-09-04,504.2496683808275
2002-09-05,504.520802548504
2002-09-06,514.0652128505169
2002-09-09,512.6848620593646
2002-09-10,522.9232801486705
2002-09-11,530.3740386879252
2002-09-12,517.9877215458403
2002-09-13,508.27788168846564
2002-09-16,507.29966078408074
2002-09-17,508.23940509413694
2002-09-18,493.8440515233644
2002-09-19,488.8219182891058
2002-09-20,485.1237090194795
2002-09-23,473.21182934362287
2002-09-24,468.22018265936646
2002-09-25,471.3464729927563
2002-09-26,487.47443560367896
2002-09-27,489.3511252518095
2002-09-30,471.7212236784635
2002-10-01,474.8705349769416
2002-10-02,481.59532465849765
2002-10-03,475.3325381671376
2002-10-04,471.0270193248945
2002-10-07,461.7041172272757
2002-10-08,458.36918040154177
2002-10-09,452.0103876828657
2002-10-10,457.28120760701245
2002-10-11,473.0394321769891
2002-10-14,470.6252925054561
2002-10-15,493.8469073396004
2002-10-16,490.1982317296608
2002-10-17,503.6732672539325
2002-10-18,503.88456688467016
2002-10-21,503.3909138848071
2002-10-22,496.1872316748837
2002-10-23,489.6120946595803
2002-10-24,497.21708562911124
2002-10-25,496.52933875328984
2002-10-28,499.8391676701756
2002-10-29,485.48552964592756
2002-10-30,493.5279718948404
2002-10-31,496.3946349360585
2002-11-01,492.00541164683733
2002-11-04,504.53208503833486
2002-11-05,506.8778400206552
2002-11-06,504.7849113940478
2002-11-07,497.1468783335995
2002-11-08,491.28693051240856
2002-11-11,486.0890922299596
2002-11-12,490.2531453589419
2002-11-13,487.11214269263405
2002-11-14,493.0799718212373
2002-11-15,497.7656031344892
2002-11-18,498.0666028857371
2002-11-19,494.45627589037304
2002-11-20,496.6867509182588
2002-11-21,510.19415299757344
