Date,ACWI ex AUSTRALIA
2000-12-29,100.0
2001-01-01,99.99500483526353
2001-01-02,97.55449457295333
2001-01-03,99.75975568095625
2001-01-04,100.00534169822348
2001-01-05,98.04838127744013
2001-01-08,97.90230237990734
2001-01-09,98.42236337401442
2001-01-10,98.55080562635156
2001-01-11,98.46007958749472
2001-01-12,98.52372603558585
2001-01-15,99.15252856304832
2001-01-16,99.42558278758187
2001-01-17,101.17506883300139
2001-01-18,100.83486286801856
2001-01-19,101.59715103340558
2001-01-22,101.58956108883082
2001-01-23,101.87399069678764
2001-01-24,103.55130715448865
2001-01-25,103.64539614611162
2001-01-26,103.265336721901
2001-01-29,104.01343000203184
2001-01-30,103.94864385037013
2001-01-31,103.47690693645612
2001-02-01,102.69545136765717
2001-02-02,101.92610528196491
2001-02-05,101.33707167802127
2001-02-06,102.08640066932813
2001-02-07,101.02481596240341
2001-02-08,101.69319237064336
2001-02-09,100.03290545290382
2001-02-12,100.50320134466166
2001-02-13,100.72564122014913
2001-02-14,100.43282605936264
2001-02-15,102.56735511031181
2001-02-16,99.84899655201544
2001-02-19,99.2195209309435
2001-02-20,99.13414087873524
2001-02-21,97.36388421122628
2001-02-22,97.42795392460488
2001-02-23,96.68658980602686
2001-02-26,97.83369947708519
2001-02-27,96.77108083960283
2001-02-28,95.76707350888556
2001-03-01,94.63198905631131
2001-03-02,93.44379475694652
2001-03-05,94.56965603844615
2001-03-06,95.56588881016239
2001-03-07,96.14994033333521
2001-03-08,95.77224201818284
2001-03-09,94.1964763826858
2001-03-12,91.06788392709376
2001-03-13,92.07275008996227
2001-03-14,90.61092160539968
2001-03-15,91.87693374269257
2001-03-16,90.8138685685264
2001-03-19,91.36687693028922
2001-03-20,90.25995689098082
2001-03-21,89.78220711506916
2001-03-22,89.00211872108697
2001-03-23,90.18231178464922
2001-03-26,92.00866509962603
2001-03-27,93.5975983901551
2001-03-28,92.79942294306073
2001-03-29,92.6169254064612
2001-03-30,92.93040496701637
2001-04-02,92.15629699455101
2001-04-03,89.38244899836015
2001-04-04,88.28746567169337
2001-04-05,91.54855700663552
2001-04-06,90.32437830305679
2001-04-09,90.64908952572532
2001-04-10,93.33720759413384
2001-04-11,93.97964241855243
2001-04-12,94.17042684104337
2001-04-13,94.13404371601763
2001-04-16,94.57570009609805
2001-04-17,95.13142635458345
2001-04-18,99.12747115372763
2001-04-19,98.71189879946152
2001-04-20,96.91054348555907
2001-04-23,96.22243263388357
2001-04-24,95.92666812014772
2001-04-25,96.53136805812072
2001-04-26,96.75322443744857
2001-04-27,98.58262594187491
2001-04-30,99.32109946843225
2001-05-01,100.03499878278514
2001-05-02,100.12346078036589
2001-05-03,98.68687585260272
2001-05-04,99.47035872380924
2001-05-07,99.92110171989636
2001-05-08,100.02514806150124
2001-05-09,99.53011486176096
2001-05-10,100.04247212728957
2001-05-11,100.08285111147012
2001-05-14,99.63404849471381
2001-05-15,99.63019783481236
2001-05-16,100.47209735043512
2001-05-17,101.50680533444849
2001-05-18,102.09272618745564
2001-05-21,103.38761291658393
2001-05-22,104.27645649869258
2001-05-23,103.9035448326962
2001-05-24,104.3489172121934
2001-05-25,103.49371793259797
2001-05-28,103.11705161643853
2001-05-29,103.18841918247155
2001-05-30,101.40938235996185
2001-05-31,102.64226005017623
2001-06-01,102.8958146035472
2001-06-04,103.2052636357849
2001-06-05,104.03165952020662
2001-06-06,103.37341399547996
2001-06-07,103.31592801363598
2001-06-08,102.96708318644002
2001-06-11,102.65908159649756
2001-06-12,101.16674386726052
2001-06-13,100.63430372662205
2001-06-14,98.74668199423166
2001-06-15,97.74828725917627
2001-06-18,97.14923207061776
2001-06-19,97.71356018882555
2001-06-20,98.54703094429166
2001-06-21,99.16359466081063
