Date,ACWI ex HUNGARY
2015-12-11,2096.30070899199
2015-12-14,2083.564842911996
2015-12-15,2122.8548659491225
2015-12-16,2147.0361024405133
2015-12-17,2155.1924541086587
2015-12-18,2125.577143618405
2015-12-21,2118.013135086802
2015-12-22,2122.5480671555006
2015-12-23,2166.8388371977644
2015-12-24,2154.403723677042
2015-12-25,2153.6504931502955
2015-12-28,2146.8757710270347
2015-12-29,2178.03095994685
2015-12-30,2163.7356181808104
2015-12-31,2158.541140320905
2016-01-01,2158.5604940492926
2016-01-04,2125.85031050729
2016-01-05,2142.301557979696
2016-01-06,2110.2524009610433
2016-01-07,2048.797690127109
2016-01-08,2018.1346002342907
2016-01-11,2018.782569586915
2016-01-12,2028.8155308256257
2016-01-13,2005.7250898160487
2016-01-14,2011.5305972845467
2016-01-15,1954.6105821430197
2016-01-18,1958.7268350059503
2016-01-19,1965.0022072521194
2016-01-20,1926.0879065133606
2016-01-21,1945.3699419309112
2016-01-22,1996.8923996147832
2016-01-25,1978.4500828593107
2016-01-26,1990.66817199776
2016-01-27,1983.6528907767363
2016-01-28,1974.4893948491729
2016-01-29,2036.2798542604335
2016-02-01,2027.9919195424413
2016-02-02,1990.7454680800608
2016-02-03,1964.5574039715996
2016-02-04,1957.3109139862988
2016-02-05,1933.4292960774483
2016-02-08,1902.43405542616
2016-02-09,1862.9895610183275
2016-02-10,1880.5194026786253
2016-02-11,1831.6185629220104
2016-02-12,1867.3781895942757
2016-02-15,1908.1022435742832
2016-02-16,1927.9506054369467
2016-02-17,1959.0529285247035
2016-02-18,1967.4004618376566
2016-02-19,1958.8350061642946
2016-02-22,1998.1012404724215
2016-02-23,1977.5569835992173
2016-02-24,1968.9333774289344
2016-02-25,1989.5359194425857
2016-02-26,2010.9281846674635
2016-02-29,2013.903401700364
2016-03-01,2051.4645407635703
2016-03-02,2077.0046809769096
2016-03-03,2072.6334044452647
2016-03-04,2072.649187002479
2016-03-07,2077.812142709404
2016-03-08,2046.8447661816235
2016-03-09,2060.4776923465006
2016-03-10,2034.8051277784878
2016-03-11,2068.6981743926135
2016-03-14,2080.6542551060093
2016-03-15,2066.8707698770945
2016-03-16,2076.794487316815
2016-03-17,2063.492778840096
2016-03-18,2073.629524218964
2016-03-21,2078.158535697229
2016-03-22,2084.666286804858
2016-03-23,2078.0618200188205
2016-03-24,2067.9696054606757
2016-03-25,2069.356671486806
2016-03-28,2064.525212224824
2016-03-29,2081.3795537245096
2016-03-30,2074.422121834585
2016-03-31,2062.484602589026
2016-04-01,2060.2392675420742
2016-04-04,2054.6726251918335
2016-04-05,2027.2875353380182
2016-04-06,2043.6018038614138
2016-04-07,2029.5403733335763
2016-04-08,2038.8206112453252
2016-04-11,2034.5340645650094
2016-04-12,2062.011958973382
2016-04-13,2107.323409802711
2016-04-14,2118.314167087652
2016-04-15,2110.524538041111
2016-04-18,2109.5723149650485
2016-04-19,2123.0086848220158
2016-04-20,2132.514165672624
2016-04-21,2136.9045740147476
2016-04-22,2139.2893896978603
2016-04-25,2128.5555606808225
2016-04-26,2125.6770285813373
2016-04-27,2125.917287494297
2016-04-28,2116.003354112644
2016-04-29,2082.3190318743286
2016-05-02,2076.0285675778755
2016-05-03,2052.8916459075635
2016-05-04,2039.4402752207216
2016-05-05,2052.5006872879108
2016-05-06,2049.767367806622
2016-05-09,2052.9659345548857
2016-05-10,2077.0760695987474
2016-05-11,2060.956579778982
2016-05-12,2062.6384715540653
2016-05-13,2063.564890539081
2016-05-16,2072.4960505418976
2016-05-17,2065.4237586002296
2016-05-18,2073.561095796118
2016-05-19,2069.1555962626107
2016-05-20,2082.7722213306324
2016-05-23,2081.746309051528
2016-05-24,2110.4567861680425
2016-05-25,2133.420575571072
2016-05-26,2130.638149882559
2016-05-27,2146.9898193060535
2016-05-30,2146.543585910117
2016-05-31,2145.101896376115
2016-06-01,2135.5217453360374
2016-06-02,2139.938837532177
2016-06-03,2114.652979886138
2016-06-06,2119.167823112688
2016-06-07,2133.7382399524367
2016-06-08,2134.0168833566822
2016-06-09,2133.7165292351683
2016-06-10,2108.9777204568486
2016-06-13,2082.671239500607
