Date,ACWI ex COLOMBIA
1998-12-31,1000.0
1999-01-01,1000.0002002866415
1999-01-04,1005.6167767267655
1999-01-05,1017.178202683769
1999-01-06,1042.1881436316237
1999-01-07,1043.8411700917165
1999-01-08,1053.4344045451376
1999-01-11,1045.7811968411124
1999-01-12,1027.0549222100744
1999-01-13,997.7427162584953
1999-01-14,990.7504783254251
1999-01-15,1016.1500319572231
1999-01-18,1024.501814332765
1999-01-19,1026.0863448032253
1999-01-20,1035.6856376083724
1999-01-21,1022.1508040125932
1999-01-22,1006.3991653106452
1999-01-25,1012.3495651033862
1999-01-26,1021.8307510023448
1999-01-27,1024.3506367601403
1999-01-28,1041.0391896394729
1999-01-29,1054.4735129973024
1999-02-01,1061.2903507292988
1999-02-02,1052.413877171377
1999-02-03,1051.859368474559
1999-02-04,1045.026975273026
1999-02-05,1037.9726023312826
1999-02-08,1039.7294878888001
1999-02-09,1015.9948509449141
1999-02-10,1015.0260340478869
1999-02-11,1034.6972687721816
1999-02-12,1031.3834122757542
1999-02-15,1035.1893844087278
1999-02-16,1043.5334143874281
1999-02-17,1029.2907677859714
1999-02-18,1034.7749284848294
1999-02-19,1045.3411787733455
1999-02-22,1068.9415646120747
1999-02-23,1076.891634109122
1999-02-24,1074.3782215007602
1999-02-25,1060.6062347523564
1999-02-26,1062.88222460506
1999-03-01,1059.6336512151904
1999-03-02,1054.849241693043
1999-03-03,1053.4964233119306
1999-03-04,1069.5779170303415
1999-03-05,1093.6636021516986
1999-03-08,1094.7040403499266
1999-03-09,1097.380459094679
1999-03-10,1099.5392971704837
1999-03-11,1119.229462360894
1999-03-12,1111.4734123771352
1999-03-15,1119.199853480972
1999-03-16,1125.6681320751713
1999-03-17,1113.3698565627774
1999-03-18,1119.270942680148
1999-03-19,1125.5968417229722
1999-03-22,1123.513839497201
1999-03-23,1101.8063640644878
1999-03-24,1096.306492783084
1999-03-25,1117.3089603064313
1999-03-26,1123.210645337095
1999-03-29,1141.6984925211873
1999-03-30,1134.0617763129806
1999-03-31,1129.9439285608564
1999-04-01,1135.2358846896063
1999-04-02,1136.9214564519214
1999-04-05,1153.7884475956373
1999-04-06,1156.656361080153
1999-04-07,1161.1742333501186
1999-04-08,1170.3251617989565
1999-04-09,1177.928639500514
1999-04-12,1174.785246197862
1999-04-13,1181.506175166239
1999-04-14,1172.4495559940713
1999-04-15,1173.6197299598862
1999-04-16,1175.7677955532258
1999-04-19,1176.091710432417
1999-04-20,1169.857350000537
1999-04-21,1186.6744518922771
1999-04-22,1201.6329278376559
1999-04-23,1199.0049934731321
1999-04-26,1208.2521800540276
1999-04-27,1211.0845501688245
1999-04-28,1206.8188389165505
1999-04-29,1204.0755622752492
1999-04-30,1202.3974796300934
1999-05-03,1213.6647898199844
1999-05-04,1200.571058615162
1999-05-05,1196.7981325067071
1999-05-06,1186.98525098022
1999-05-07,1186.8089819805034
1999-05-10,1185.3864846446081
1999-05-11,1196.306660369357
1999-05-12,1201.5848940202204
1999-05-13,1208.725425963249
1999-05-14,1181.2349583322323
1999-05-17,1173.922931106039
1999-05-18,1176.8884200926848
1999-05-19,1182.3315319961412
1999-05-20,1186.2420702900233
1999-05-21,1187.6890851776902
1999-05-24,1173.9894766618552
1999-05-25,1155.5040062850483
1999-05-26,1176.5680699455017
1999-05-27,1163.1807989438962
1999-05-28,1173.4016327633972
1999-05-31,1177.1628829476208
1999-06-01,1173.5880322274834
1999-06-02,1187.806979512935
1999-06-03,1192.212916843139
1999-06-04,1213.6660831193753
1999-06-07,1223.4939574714922
1999-06-08,1207.1995270159266
1999-06-09,1209.760840002569
1999-06-10,1196.5895083025996
1999-06-11,1198.1341465286337
1999-06-14,1197.7505970916002
1999-06-15,1203.421628101246
1999-06-16,1230.9168935247858
1999-06-17,1240.0106318104545
1999-06-18,1235.3758396288504
1999-06-21,1249.9851731977526
1999-06-22,1245.0725231500783
1999-06-23,1235.6945142325128
1999-06-24,1220.4206334442856
1999-06-25,1208.7371633216098
1999-06-28,1226.9564717257138
