Date,ACWI ex GERMANY
2015-12-11,2103.9612670079196
2015-12-14,2092.046477096949
2015-12-15,2130.7558196044715
2015-12-16,2155.65224005623
2015-12-17,2162.4285019560693
2015-12-18,2132.5843406200875
2015-12-21,2125.497942601186
2015-12-22,2130.198054107126
2015-12-23,2174.5636818255107
2015-12-24,2161.682127258968
2015-12-25,2160.9020246677355
2015-12-28,2154.3676967634756
2015-12-29,2185.320354498479
2015-12-30,2171.282257179172
2015-12-31,2165.8978822514937
2016-01-01,2165.9179269810816
2016-01-04,2134.9003549602066
2016-01-05,2151.845248528543
2016-01-06,2119.308575850634
2016-01-07,2057.186375479169
2016-01-08,2026.2368888720284
2016-01-11,2027.1032503932352
2016-01-12,2036.416489188159
2016-01-13,2012.639326871327
2016-01-14,2019.754746163793
2016-01-15,1962.4276867500357
2016-01-18,1966.8708231672204
2016-01-19,1972.4167518176223
2016-01-20,1933.917204332101
2016-01-21,1952.7216684552498
2016-01-22,2004.749137538175
2016-01-25,1985.7887266297535
2016-01-26,1997.9200154705643
2016-01-27,1990.3407643877617
2016-01-28,1982.3648346919276
2016-01-29,2045.3025139271665
2016-02-01,2036.9852110354998
2016-02-02,1999.5230495032636
2016-02-03,1973.3191121626187
2016-02-04,1966.05045887917
2016-02-05,1942.0122814528804
2016-02-08,1911.9559564857009
2016-02-09,1871.7211267720165
2016-02-10,1888.9677696230883
2016-02-11,1840.0468711461244
2016-02-12,1875.7431948058238
2016-02-15,1916.303499390521
2016-02-16,1937.3057768793688
2016-02-17,1967.9286791960876
2016-02-18,1976.0401218920092
2016-02-19,1967.6371176311793
2016-02-22,2007.1165786625804
2016-02-23,1986.8690557702844
2016-02-24,1979.5840496020844
2016-02-25,1999.8654018912719
2016-02-26,2020.9051839631798
2016-02-29,2024.0185685798117
2016-03-01,2061.487382540873
2016-03-02,2087.6323104944154
2016-03-03,2083.2944481569866
2016-03-04,2082.8741163991367
2016-03-07,2088.5438308682988
2016-03-08,2057.0736955155776
2016-03-09,2070.994209403284
2016-03-10,2045.824007875254
2016-03-11,2078.7812514850525
2016-03-14,2090.151592539196
2016-03-15,2076.2767993491525
2016-03-16,2086.195427235858
2016-03-17,2072.975359142249
2016-03-18,2083.125834822875
2016-03-21,2087.7996927145628
2016-03-22,2094.2630854419176
2016-03-23,2087.200593334237
2016-03-24,2077.863773499703
2016-03-25,2079.3005610734767
2016-03-28,2074.2963050809685
2016-03-29,2091.5039729456525
2016-03-30,2083.2561252271867
2016-03-31,2071.430558657768
2016-04-01,2070.176943635534
2016-04-04,2064.2325308832674
2016-04-05,2037.473725363413
2016-04-06,2053.9660575726643
2016-04-07,2040.054150950483
2016-04-08,2049.0445193994155
2016-04-11,2044.2498989567673
2016-04-12,2072.2456648415896
2016-04-13,2117.519491542337
2016-04-14,2128.515847428921
2016-04-15,2120.7306746650834
2016-04-18,2119.3184673045876
2016-04-19,2131.8015155296225
2016-04-20,2141.178426151522
2016-04-21,2145.699999545888
2016-04-22,2148.5385117114433
2016-04-25,2137.9169823668244
2016-04-26,2135.1090615751327
2016-04-27,2135.085498572616
2016-04-28,2124.7355083985003
2016-04-29,2091.613589273697
2016-05-02,2084.672266429593
2016-05-03,2061.8891412081716
2016-05-04,2048.580348343557
2016-05-05,2062.010783094865
2016-05-06,2059.0581688919397
2016-05-09,2061.7155804055255
2016-05-10,2086.249781110201
2016-05-11,2069.964867551295
2016-05-12,2072.410892662661
2016-05-13,2072.8424562502328
2016-05-16,2082.092667008277
2016-05-17,2075.1368709808175
2016-05-18,2083.2085779060603
2016-05-19,2079.5486142879204
2016-05-20,2092.905381004517
2016-05-23,2092.3078767118154
2016-05-24,2120.7499674373767
2016-05-25,2143.656548498537
2016-05-26,2140.3402034406386
2016-05-27,2157.1881754208175
2016-05-30,2156.4559454566997
2016-05-31,2155.375688215048
2016-06-01,2145.8359121709923
2016-06-02,2150.3685560071867
2016-06-03,2124.841552433967
2016-06-06,2129.3770083255604
2016-06-07,2143.4215910509583
2016-06-08,2144.153003170762
2016-06-09,2144.6421281835505
2016-06-10,2120.627206202308
2016-06-13,2094.5158557012323
2016-06-14,2093.0894934342746
2016-06-15,2093.2287142092755
2016-06-16,2101.9465092065157
2016-06-17,2092.7016203455983
2016-06-20,2111.258016767298
2016-06-21,2130.4696118966335
2016-06-22,2128.3076236248467
2016-06-23,2143.6252476855866
2016-06-24,2087.1569328788164
2016-06-27,2068.6648963825814
2016-06-28,2089.6094146701394
2016-06-29,2125.746160146744
2016-06-30,2150.1326714093548
2016-07-01,2155.015709383923
2016-07-04,2156.327824665739
2016-07-05,2141.6425641344003
2016-07-06,2141.2180131508185
2016-07-07,2146.892208611511
2016-07-08,2175.8784910917043
2016-07-11,2194.103221245528
2016-07-12,2208.141102822061
2016-07-13,2206.548630056094
2016-07-14,2218.840999248417
2016-07-15,2223.2820750605565
2016-07-18,2229.024886437805
2016-07-19,2233.996030632752
2016-07-20,2244.6859526775634
2016-07-21,2244.9033346536585
2016-07-22,2250.654762997766
2016-07-25,2247.3711277324423
2016-07-26,2247.8584283838068
2016-07-27,2247.843405995407
2016-07-28,2230.6025011403976
2016-07-29,2226.209509054519
2016-08-01,2226.1248377434426
2016-08-02,2201.8494938024483
2016-08-03,2206.308686975217
2016-08-04,2220.773453423755
2016-08-05,2247.440695521835
2016-08-08,2253.023729655575
2016-08-09,2255.154639884686
2016-08-10,2244.7451411647153
2016-08-11,2252.9922164679583
2016-08-12,2254.332327135981
2016-08-15,2256.1113478758325
2016-08-16,2233.665043849164
2016-08-17,2230.9933780885826
2016-08-18,2228.0790519482716
2016-08-19,2221.774927276464
2016-08-22,2220.3426412148383
2016-08-23,2229.030742168132
2016-08-24,2232.359175235476
2016-08-25,2222.089736895904
2016-08-26,2221.546577153741
2016-08-29,2243.258768831421
2016-08-30,2244.4603942621093
2016-08-31,2241.5970492202086
2016-09-01,2234.7105666424045
2016-09-02,2255.8247526817545
2016-09-05,2265.6072732112457
2016-09-06,2260.164434562083
2016-09-07,2261.9165973852487
2016-09-08,2252.736657391834
2016-09-09,2218.108403063812
2016-09-12,2221.027401585404
2016-09-13,2191.3253341800414
2016-09-14,2187.279164536765
2016-09-15,2203.607964295681
2016-09-16,2209.821718496984
2016-09-19,2216.7575911285894
2016-09-20,2219.699423122749
2016-09-21,2249.8384740907877
2016-09-22,2254.2884579716333
2016-09-23,2245.209810963235
2016-09-26,2215.922311271142
2016-09-27,2238.1844561993703
2016-09-28,2247.742846089245
2016-09-29,2233.434184804722
2016-09-30,2235.316659280932
2016-10-03,2238.46505494
2016-10-04,2245.392173927049
2016-10-05,2241.2253264947763
2016-10-06,2245.156255541748
2016-10-07,2236.3250657132153
2016-10-10,2248.8486248965933
2016-10-11,2243.165488905697
2016-10-12,2246.677507883722
2016-10-13,2232.9982813226015
2016-10-14,2244.387748662557
2016-10-17,2239.536142009462
2016-10-18,2262.638167447053
2016-10-19,2272.2906525463422
2016-10-20,2277.881700066821
2016-10-21,2285.59856898284
2016-10-24,2290.761907493722
2016-10-25,2290.0478052398744
2016-10-26,2274.058843773922
2016-10-27,2266.004043399753
2016-10-28,2258.9604219325315
2016-10-31,2252.5724429000775
2016-11-01,2227.2250042419437
2016-11-02,2196.0354672879125
2016-11-03,2192.996562204886
2016-11-04,2178.1331306799243
2016-11-07,2230.0340255669876
2016-11-08,2237.448047549912
2016-11-09,2256.9269690697515
2016-11-10,2276.801136958965
2016-11-11,2268.781448712806
2016-11-14,2289.0913857193286
2016-11-15,2300.4433535071585
2016-11-16,2310.532129617347
2016-11-17,2321.351985057981
2016-11-18,2331.1741421655624
2016-11-21,2337.6580604673577
2016-11-22,2351.1970938276163
2016-11-23,2360.166749369999
2016-11-24,2356.220042563308
2016-11-25,2357.414778971014
2016-11-28,2355.1451362852813
2016-11-29,2348.8533523300525
2016-11-30,2348.657057465651
2016-12-01,2342.9891445854
2016-12-02,2330.8434323494635
2016-12-05,2327.222047166575
2016-12-06,2339.101789360999
2016-12-07,2359.361740718097
2016-12-08,2401.7010021714323
2016-12-09,2427.6368276432167
2016-12-12,2409.4585087823316
2016-12-13,2420.258569811157
2016-12-14,2403.497173261465
2016-12-15,2443.3218912362436
2016-12-16,2444.0424459579226
2016-12-19,2440.9217688665503
2016-12-20,2458.5447441482374
2016-12-21,2443.4707769526467
2016-12-22,2432.5771266805764
2016-12-23,2432.960732450782
2016-12-26,2432.369715712456
2016-12-27,2436.4382279837732
2016-12-28,2441.8463621717783
2016-12-29,2424.699412519353
2016-12-30,2409.7847178334205
2017-01-02,2411.2552563244585
2017-01-03,2458.8784645135765
2017-01-04,2458.3673350859526
2017-01-05,2442.294929243702
2017-01-06,2448.661529103142
2017-01-09,2445.484424052648
2017-01-10,2442.331464982292
2017-01-11,2470.1228029763042
2017-01-12,2436.307327235007
2017-01-13,2448.200426660406
2017-01-16,2445.679399917633
2017-01-17,2425.546904035121
2017-01-18,2429.7457158414772
2017-01-19,2435.981840929483
2017-01-20,2428.068730584141
2017-01-23,2413.8148048386493
2017-01-24,2424.8932864329945
2017-01-25,2446.703780366195
2017-01-26,2462.627898243853
2017-01-27,2453.4214735451224
2017-01-30,2442.7910536241116
2017-01-31,2415.9458140873753
2017-02-01,2428.9172428722554
2017-02-02,2421.0813665585056
2017-02-03,2439.0999350073134
2017-02-06,2443.675954010988
2017-02-07,2453.7288163927474
2017-02-08,2456.168651665193
2017-02-09,2473.6869768043175
2017-02-10,2493.8223322083927
2017-02-13,2510.333318767193
2017-02-14,2520.7337404087093
2017-02-15,2533.3503233955817
2017-02-16,2515.3099093036367
2017-02-17,2523.4138950723714
2017-02-20,2526.8918273744775
2017-02-21,2555.6189816282044
2017-02-22,2554.740376458876
2017-02-23,2547.7276183743706
2017-02-24,2546.4371461539054
2017-02-27,2535.7798574497856
2017-02-28,2527.680747423325
2017-03-01,2566.9408119313293
2017-03-02,2564.6852948132114
2017-03-03,2554.521631041881
2017-03-06,2543.0303053768544
2017-03-07,2541.559279931206
2017-03-08,2540.117637992337
2017-03-09,2532.019320561721
2017-03-10,2527.1693798722263
2017-03-13,2533.2149913538656
2017-03-14,2530.7346458478405
2017-03-15,2549.479239302962
2017-03-16,2541.9557180464553
2017-03-17,2540.2079728500134
2017-03-20,2536.546514784956
2017-03-21,2506.2059377472024
2017-03-22,2502.252361774505
2017-03-23,2508.152688848998
2017-03-24,2505.0418015597706
2017-03-27,2484.974040576631
2017-03-28,2506.40122589352
2017-03-29,2534.07893840206
2017-03-30,2541.1575633250127
2017-03-31,2539.5080531094063
2017-04-03,2546.5794295672727
2017-04-04,2545.333110863524
2017-04-05,2542.0261187984656
2017-04-06,2542.9394877170457
2017-04-07,2551.1028246446735
2017-04-10,2556.6745997056532
2017-04-11,2550.2673207509506
2017-04-12,2547.1973845245366
2017-04-13,2535.129956140828
2017-04-14,2533.3294584719783
2017-04-17,2542.098642303926
2017-04-18,2521.957534344533
2017-04-19,2513.88094496427
2017-04-20,2517.614870178177
2017-04-21,2531.929444995579
2017-04-24,2527.301553676888
2017-04-25,2528.203653302593
2017-04-26,2540.622832716173
2017-04-27,2541.329661207975
2017-04-28,2531.9951141281936
2017-05-01,2531.047049641066
2017-05-02,2541.9364431470317
2017-05-03,2536.1003607085604
2017-05-04,2529.162770192975
2017-05-05,2531.1589684738437
2017-05-08,2547.967721374511
2017-05-09,2554.4971766806116
2017-05-10,2564.7763891368386
2017-05-11,2562.056326278199
2017-05-12,2551.339198500345
2017-05-15,2551.303977376874
2017-05-16,2534.094057674845
2017-05-17,2490.33984114648
2017-05-18,2488.006190683817
2017-05-19,2490.764489109662
2017-05-22,2493.4392472250793
2017-05-23,2500.011000020335
2017-05-24,2512.273064117946
2017-05-25,2516.7756918895584
2017-05-26,2521.692015026739
2017-05-29,2522.090313764587
2017-05-30,2519.3520628162314
2017-05-31,2504.3532661424865
2017-06-01,2523.5209435515812
2017-06-02,2527.64700807478
2017-06-05,2529.5720652740843
2017-06-06,2520.1743742950603
2017-06-07,2522.425182109983
2017-06-08,2529.501006040545
2017-06-09,2535.7893098023433
2017-06-12,2524.923489861195
2017-06-13,2536.174402409791
2017-06-14,2522.625060327074
2017-06-15,2533.7458576349327
2017-06-16,2529.9710426569536
2017-06-19,2555.2372084739873
2017-06-20,2547.4162715231028
2017-06-21,2540.2045720900255
2017-06-22,2539.5872682254935
2017-06-23,2535.095342074149
2017-06-26,2539.9568831991655
2017-06-27,2508.515187045785
2017-06-28,2507.3243121543087
2017-06-29,2480.8875335195853
2017-06-30,2481.547664308248
2017-07-03,2495.315555951895
2017-07-04,2495.213351066563
2017-07-05,2502.941594676176
2017-07-06,2472.2674904908995
2017-07-07,2479.4519391720983
2017-07-10,2486.295144245132
2017-07-11,2480.419920174942
2017-07-12,2502.967541015585
2017-07-13,2514.4929630413026
2017-07-14,2519.662669108857
2017-07-17,2516.550147639751
2017-07-18,2494.556384562424
2017-07-19,2521.0701214462097
2017-07-20,2500.685728252243
2017-07-21,2491.893897856985
2017-07-24,2491.7814714884294
2017-07-25,2493.365514043607
2017-07-26,2501.739199973635
2017-07-27,2498.390647426306
2017-07-28,2475.685614560421
2017-07-31,2468.4599187535164
2017-08-01,2474.772578018353
2017-08-02,2465.465532601426
2017-08-03,2457.953199076049
2017-08-04,2484.4427790113864
2017-08-07,2481.997325762635
2017-08-08,2489.8527234227136
2017-08-09,2481.42712243931
2017-08-10,2453.524766307115
2017-08-11,2438.0768668394503
2017-08-14,2459.008273742349
2017-08-15,2469.117072454037
2017-08-16,2479.97081962941
2017-08-17,2452.60818846967
2017-08-18,2443.382943591685
2017-08-21,2432.981224177287
2017-08-22,2460.814012738762
2017-08-23,2447.815494579706
2017-08-24,2449.091253252461
2017-08-25,2441.458281736449
2017-08-28,2426.0775089402696
2017-08-29,2410.3075845891594
2017-08-30,2437.9709128929285
2017-08-31,2457.3948627995715
2017-09-01,2467.04987970225
2017-09-04,2455.3339008973203
2017-09-05,2443.581127554216
2017-09-06,2444.520496173049
2017-09-07,2437.949346995553
2017-09-08,2435.4396623182615
2017-09-11,2464.1177348030305
2017-09-12,2478.279148576075
2017-09-13,2483.643461393313
2017-09-14,2489.919013659518
2017-09-15,2476.1438225610655
2017-09-18,2484.1231470076605
2017-09-19,2484.2361823094257
2017-09-20,2484.247677679422
2017-09-21,2489.365861096325
2017-09-22,2482.64848022253
2017-09-25,2494.264684070676
2017-09-26,2507.5930490195487
2017-09-27,2521.488501294414
2017-09-28,2512.903401802609
2017-09-29,2516.1823926083175
2017-10-02,2539.961418416448
2017-10-03,2545.5377422151732
2017-10-04,2546.5276781064986
2017-10-05,2563.6686511829203
2017-10-06,2557.6812531063333
2017-10-09,2554.666095089804
2017-10-10,2550.2765944760813
2017-10-11,2548.8805983195743
2017-10-12,2548.572223852859
2017-10-13,2557.1019484456347
2017-10-16,2569.3618859990665
2017-10-17,2575.0898603350006
2017-10-18,2573.183458319882
2017-10-19,2556.9508324359986
2017-10-20,2575.3726502618997
2017-10-23,2577.5286279219963
2017-10-24,2574.558856852282
2017-10-25,2554.992899683982
2017-10-26,2578.868089892129
2017-10-27,2617.2297160856015
2017-10-30,2608.2732429620887
2017-10-31,2606.9298949492104
2017-11-01,2621.0720826027186
2017-11-02,2610.1046940149085
2017-11-03,2625.2483404942855
2017-11-06,2635.730965531996
2017-11-07,2639.543975250337
2017-11-08,2642.0152012080907
2017-11-09,2624.529205109287
2017-11-10,2612.5649271981815
2017-11-13,2606.0859649409676
2017-11-14,2580.1670905801
2017-11-15,2555.826707316553
2017-11-16,2583.348494404192
2017-11-17,2581.618492237893
2017-11-20,2591.740633217967
2017-11-21,2613.7719195954132
2017-11-22,2605.8271065231393
2017-11-23,2595.8038067204884
2017-11-24,2581.955203421636
2017-11-27,2579.5580682740083
2017-11-28,2603.629480729848
2017-11-29,2605.8016864921574
2017-11-30,2596.955927168605
2017-12-01,2600.4644081919746
2017-12-04,2605.38138693957
2017-12-05,2601.2158569369603
2017-12-06,2600.3498776596734
2017-12-07,2606.0876822146543
2017-12-08,2628.707953855614
2017-12-11,2630.386823584376
2017-12-12,2645.7718085902375
2017-12-13,2642.543945397757
2017-12-14,2631.737186927266
2017-12-15,2642.410205565292
2017-12-18,2654.9503382546427
2017-12-19,2647.772839423423
2017-12-20,2631.4435501503435
2017-12-21,2643.0035570182445
2017-12-22,2649.802373730544
2017-12-25,2650.211743355802
2017-12-26,2641.7472787934084
2017-12-27,2641.988177051791
2017-12-28,2639.634476114767
2017-12-29,2621.635833492191
2018-01-01,2621.4100074310713
2018-01-02,2633.326613109756
2018-01-03,2650.0858319361814
2018-01-04,2658.861092757475
2018-01-05,2684.7597802282908
2018-01-08,2701.5357120203153
2018-01-09,2716.4631473119407
2018-01-10,2703.658196786764
2018-01-11,2699.8939202823512
2018-01-12,2694.7605881308396
2018-01-15,2676.607539374516
2018-01-16,2681.6092858203024
2018-01-17,2693.4156269608375
2018-01-18,2691.3524758642475
2018-01-19,2707.1256271893685
2018-01-22,2717.637718213594
2018-01-23,2721.492269589444
2018-01-24,2706.4886324625736
2018-01-25,2683.7467231175915
2018-01-26,2717.52255417416
2018-01-29,2717.6336774997667
2018-01-30,2678.599710027983
2018-01-31,2669.3662721413098
2018-02-01,2665.7740379710353
2018-02-02,2625.0227688257537
2018-02-05,2549.144102213021
2018-02-06,2553.11050996612
2018-02-07,2564.3378891832285
2018-02-08,2509.3019539281404
2018-02-09,2513.506083819495
2018-02-12,2537.27206346195
2018-02-13,2529.232295201281
2018-02-14,2551.358806344744
2018-02-15,2568.601604866663
2018-02-16,2581.509440692132
2018-02-19,2591.3765045211667
2018-02-20,2590.295352653609
2018-02-21,2590.5604225508646
2018-02-22,2587.3361730860393
2018-02-23,2622.7862516437494
2018-02-26,2647.11101594714
2018-02-27,2634.712420343891
2018-02-28,2614.750454194208
2018-03-01,2588.610605768644
2018-03-02,2559.0246840500695
2018-03-05,2571.294258608569
2018-03-06,2572.939110304926
2018-03-07,2568.497654782182
2018-03-08,2596.158795743527
2018-03-09,2628.071219537272
2018-03-12,2637.429516666081
2018-03-13,2611.36896055119
2018-03-14,2607.3706650179192
2018-03-15,2613.6525106529166
2018-03-16,2622.5837128245544
2018-03-19,2583.9226343977684
2018-03-20,2598.382298297294
2018-03-21,2597.453822963718
2018-03-22,2546.492068511068
2018-03-23,2490.0591967595947
2018-03-26,2512.3511533540645
2018-03-27,2506.934245147085
2018-03-28,2503.51241736654
2018-03-29,2535.4339770732918
2018-03-30,2537.338261285231
2018-04-02,2503.188807453526
2018-04-03,2523.0435988599106
2018-04-04,2528.235707507062
2018-04-05,2565.9984606826747
2018-04-06,2527.448894589932
2018-04-09,2526.8053167722105
2018-04-10,2553.1803010127983
2018-04-11,2538.3411591406802
2018-04-12,2561.7191672723943
2018-04-13,2555.671978744026
2018-04-16,2558.1614793679173
2018-04-17,2580.435403179904
2018-04-18,2584.703721714044
2018-04-19,2581.385564759036
2018-04-20,2577.9823786152124
2018-04-23,2585.0267431448824
2018-04-24,2567.988940429271
2018-04-25,2569.250843669743
2018-04-26,2600.950143004385
2018-04-27,2610.7596569130255
2018-04-30,2606.6306992388318
2018-05-01,2623.785800680048
2018-05-02,2618.93229347824
2018-05-03,2611.129819661008
2018-05-04,2636.0868696140956
2018-05-07,2648.840052961302
2018-05-08,2661.6557330404207
2018-05-09,2679.0636195498614
2018-05-10,2693.543062592476
2018-05-11,2691.2523334537277
2018-05-14,2692.010803568853
2018-05-15,2693.342557942038
2018-05-16,2716.188979428591
2018-05-17,2714.708514787159
2018-05-18,2713.3294959025066
2018-05-21,2729.59548358918
2018-05-22,2723.128295729799
2018-05-23,2731.6961755509587
2018-05-24,2722.417682089619
2018-05-25,2731.139454053384
2018-05-28,2735.7643381934427
2018-05-29,2719.687519782681
2018-05-30,2724.117171680115
2018-05-31,2704.541612434059
2018-06-01,2728.3536874037895
2018-06-04,2739.8253698456715
2018-06-05,2742.9006051089905
2018-06-06,2737.6939633774373
2018-06-07,2728.784198889825
2018-06-08,2739.2267861092228
2018-06-11,2737.887025803854
2018-06-12,2744.50469457673
2018-06-13,2739.975843569189
2018-06-14,2768.0735748234483
2018-06-15,2764.151685372683
2018-06-18,2754.065368056477
2018-06-19,2744.0392636770302
2018-06-20,2750.35374326242
2018-06-21,2726.895864509676
2018-06-22,2731.926376276444
2018-06-25,2683.425305671435
2018-06-26,2690.8459899996983
2018-06-27,2688.2037499258704
2018-06-28,2696.577842200632
2018-06-29,2690.8858938155327
2018-07-02,2696.3210635221785
2018-07-03,2684.865197750582
2018-07-04,2686.0761603560777
2018-07-05,2687.779928205545
2018-07-06,2696.9294586602723
2018-07-09,2721.7945038412
2018-07-10,2736.457508690583
2018-07-11,2712.450386307383
2018-07-12,2738.4419596585285
2018-07-13,2748.3114202811253
2018-07-16,2734.852040405085
2018-07-17,2746.654148113251
2018-07-18,2760.062754482197
2018-07-19,2756.913995934921
2018-07-20,2742.548456438482
2018-07-23,2743.569691267732
2018-07-24,2759.3815239130113
2018-07-25,2783.0601747068467
2018-07-26,2785.557728903504
2018-07-27,2781.117151242981
2018-07-30,2757.37248577154
2018-07-31,2765.0357984772922
2018-08-01,2767.7241208144333
2018-08-02,2776.0158712825637
