Date,AC PACIFIC ex JAPAN ex HK
2000-12-29,100.0
2001-01-01,99.94346901069225
2001-01-02,100.54141745276937
2001-01-03,99.81412604906293
2001-01-04,103.85578748110275
2001-01-05,105.57734814033888
2001-01-08,105.22764676097424
2001-01-09,107.02837648054708
2001-01-10,105.85995841954337
2001-01-11,103.64539095923021
2001-01-12,105.1288259557072
2001-01-15,106.61408113176476
2001-01-16,107.85925320404212
2001-01-17,109.08604452931209
2001-01-18,108.71704049745854
2001-01-19,111.51091417290007
2001-01-22,112.25294365837286
2001-01-23,111.21894922762267
2001-01-24,112.6251970712019
2001-01-25,113.4234559361254
2001-01-26,111.88128048293515
2001-01-29,111.99998713531505
2001-01-30,112.1660735443081
2001-01-31,114.12981483367103
2001-02-01,113.0250440776573
2001-02-02,114.14957446958621
2001-02-05,110.44073423555136
2001-02-06,111.5634604006087
2001-02-07,110.08337969227323
2001-02-08,112.12148551028758
2001-02-09,111.46849429938811
2001-02-12,111.38311895566747
2001-02-13,113.03263301303126
2001-02-14,112.37372700764827
2001-02-15,114.51756867225001
2001-02-16,113.39625835013625
2001-02-19,111.26518133639222
2001-02-20,113.30944769970291
2001-02-21,112.23806638901677
2001-02-22,110.80594581697994
2001-02-23,110.62399089053397
2001-02-26,110.61525929008799
2001-02-27,109.26941170353874
2001-02-28,109.15772068849331
2001-03-01,106.67216589414208
2001-03-02,104.74820665247391
2001-03-05,105.87187005294801
2001-03-06,105.8757954762023
2001-03-07,106.41539023374885
2001-03-08,105.5887970540159
2001-03-09,104.79304228755804
2001-03-12,102.98008571316042
2001-03-13,102.32819799245553
2001-03-14,103.24249905467883
2001-03-15,103.55866483590589
2001-03-16,104.37419551168311
2001-03-19,103.16741516380836
2001-03-20,102.1773492054072
2001-03-21,102.31358909237866
2001-03-22,102.55596727908953
2001-03-23,102.33413784297298
2001-03-26,103.46686498878061
2001-03-27,102.05275389974115
2001-03-28,102.64136409520324
2001-03-29,102.29187828915855
2001-03-30,101.58240690448555
2001-04-02,100.52932278964578
2001-04-03,98.48470320012365
2001-04-04,94.9956518196165
2001-04-05,96.28058221809869
2001-04-06,97.60071207684939
2001-04-09,95.40668483054057
2001-04-10,97.11279592445955
2001-04-11,100.4666427731037
2001-04-12,100.65437546419132
2001-04-13,100.75227938330049
2001-04-16,101.24292126113863
2001-04-17,100.57874175445541
2001-04-18,103.16687009760233
2001-04-19,105.0484628008203
2001-04-20,103.2699457990731
2001-04-23,103.1997859302842
2001-04-24,103.123906610667
2001-04-25,102.87458957188645
2001-04-26,102.66336043726922
2001-04-27,103.27462999119298
2001-04-30,105.52230493524412
2001-05-01,105.45747306149428
2001-05-02,107.1010554007572
2001-05-03,107.66168055044965
2001-05-04,105.47383512911823
2001-05-07,106.4395875780136
2001-05-08,106.45520542548111
2001-05-09,106.78903112950675
2001-05-10,107.30361925816473
2001-05-11,108.37073182746735
2001-05-14,107.43856801535334
2001-05-15,106.47205186877945
2001-05-16,105.22395487632593
2001-05-17,108.00364800444206
2001-05-18,108.01593045608033
2001-05-21,109.06555928689485
2001-05-22,110.33381515276585
2001-05-23,111.93614791338277
2001-05-24,112.12008077163608
2001-05-25,112.08782381231212
2001-05-28,111.26201057839783
2001-05-29,111.80837230479217
2001-05-30,110.4011621804569
2001-05-31,110.1780494886753
2001-06-01,110.1380326641971
2001-06-04,110.66743908316778
2001-06-05,110.72589332189895
2001-06-06,111.88659334435876
2001-06-07,112.27751977951678
2001-06-08,114.48420278745915
2001-06-11,114.97486462558157
2001-06-12,113.48674415571593
2001-06-13,113.30592354012957
2001-06-14,111.86843749506534
2001-06-15,111.64923766466015
2001-06-18,109.76517145716717
2001-06-19,109.89418899631205
2001-06-20,110.13142773206309
2001-06-21,109.9317391294061
2001-06-22,110.1187272451771
2001-06-25,108.74809664793389
2001-06-26,108.41507810092847
2001-06-27,108.36628837643407
2001-06-28,108.73317760270953
2001-06-29,110.8681794208087
2001-07-02,110.43421794605221
2001-07-03,111.17555379947277
2001-07-04,110.93878400738436
2001-07-05,110.99929098386106
2001-07-06,108.32412807007813
2001-07-09,106.48335788322417
2001-07-10,105.90550710321676
2001-07-11,104.07838194936998
2001-07-12,105.88303225793352
2001-07-13,105.29322017572996
2001-07-16,104.92483928257752
2001-07-17,104.43960200314491
2001-07-18,101.84550078216088
2001-07-19,102.00843804266238
2001-07-20,101.01431455183489
2001-07-23,100.77361249811706
2001-07-24,99.58534737425367
2001-07-25,99.28931539409133
2001-07-26,99.91143956296266
2001-07-27,100.74786038461167
2001-07-30,100.85694435353815
2001-07-31,101.8805860254236
2001-08-01,103.52752762559157
2001-08-02,104.56334368341449
2001-08-03,103.83431240885382
2001-08-06,103.79545032982305
2001-08-07,103.68777300675156
2001-08-08,104.28312525335802
2001-08-09,101.58953930062393
2001-08-10,101.33746152347032
2001-08-13,101.3677535629153
2001-08-14,102.6155712317031
2001-08-15,101.90575573816861
2001-08-16,101.16645521801294
2001-08-17,100.65281510906487
2001-08-20,99.32049537955935
2001-08-21,99.77002801865487
2001-08-22,98.70306740762851
2001-08-23,99.35942998885433
2001-08-24,98.93024474159152
2001-08-27,100.72241459451455
2001-08-28,100.28589738252572
2001-08-29,100.28842224316806
2001-08-30,99.90774280510463
2001-08-31,98.58723418733734
2001-09-03,98.2688475600996
2001-09-04,100.75106389876824
2001-09-05,100.35259570409875
2001-09-06,99.2305168058315
2001-09-07,96.97365651983637
2001-09-10,96.61119195999312
2001-09-11,95.65767914410823
2001-09-12,91.27504967703481
2001-09-13,90.53462642005479
2001-09-14,87.42660452883865
2001-09-17,83.76172628097885
2001-09-18,83.80146078876906
2001-09-19,83.98311315282992
2001-09-20,82.75848166570884
2001-09-21,81.16665894670429
2001-09-24,81.75002804600062
2001-09-25,80.79902160327927
2001-09-26,81.20884408477875
2001-09-27,81.30910156930977
2001-09-28,83.70953334262987
2001-10-01,83.62319875446917
2001-10-02,83.5636214189413
2001-10-03,83.0226316868547
2001-10-04,85.13597887611931
2001-10-05,86.03961918301802
2001-10-08,84.40841381870105
2001-10-09,85.92851490082887
2001-10-10,85.99491504954767
2001-10-11,88.8180467857461
2001-10-12,88.95481484964375
2001-10-15,88.96155304594463
2001-10-16,89.53702252872083
2001-10-17,90.60583633680521
2001-10-18,89.65437082293641
2001-10-19,89.67698338005518
2001-10-22,90.32050712086865
2001-10-23,91.67915235332917
2001-10-24,92.93716737525355
2001-10-25,92.37683803696366
