Date,AC PACIFIC ex JAPAN
2000-12-29,100.0
2001-01-01,99.95545089703639
2001-01-02,99.92631436795364
2001-01-03,98.95059040731691
2001-01-04,103.11939165186928
2001-01-05,104.58356954272166
2001-01-08,104.11315612367166
2001-01-09,105.74040432050826
2001-01-10,104.75160110518559
2001-01-11,102.31429201095965
2001-01-12,103.770620581735
2001-01-15,104.90675991152729
2001-01-16,105.92823185159745
2001-01-17,107.06454220988088
2001-01-18,106.77166805234447
2001-01-19,109.97046104472967
2001-01-22,110.85997796202253
2001-01-23,109.70096185564375
2001-01-24,111.20153598798537
2001-01-25,111.89637086750827
2001-01-26,110.6374859567005
2001-01-29,110.57707142231838
2001-01-30,110.17837964442838
2001-01-31,111.95931331695607
2001-02-01,111.08033690456077
2001-02-02,111.90266837206528
2001-02-05,108.49579918211987
2001-02-06,109.57083216658467
2001-02-07,108.54570807378835
2001-02-08,110.2301271711213
2001-02-09,109.5912796833677
2001-02-12,109.23957169793509
2001-02-13,111.02356729835682
2001-02-14,110.63543553106521
2001-02-15,112.47058624391602
2001-02-16,111.21935005807981
2001-02-19,109.50419391161928
2001-02-20,111.38798257921306
2001-02-21,110.44723760594323
2001-02-22,109.24150546259419
2001-02-23,109.21704911236564
2001-02-26,109.2946219386044
2001-02-27,107.82900708857218
2001-02-28,107.78211816206148
2001-03-01,105.04073296599
2001-03-02,103.30316964579205
2001-03-05,104.52306570967366
2001-03-06,104.85572623097438
2001-03-07,105.19383058953584
2001-03-08,104.3376750606437
2001-03-09,103.58092566545353
2001-03-12,101.45142271729864
2001-03-13,100.74521620880773
2001-03-14,101.43636741641541
2001-03-15,102.24027524889141
2001-03-16,102.97672962459282
2001-03-19,102.22462140357423
2001-03-20,100.93396003867205
2001-03-21,100.81941458832203
2001-03-22,100.64085410425689
2001-03-23,100.56793747175529
2001-03-26,101.83747870056378
2001-03-27,100.43260211429927
2001-03-28,101.12878485265469
2001-03-29,100.77686489931845
2001-03-30,100.30407060325214
2001-04-02,99.47524078986197
2001-04-03,97.64454627862035
2001-04-04,93.93358000511982
2001-04-05,95.0773358191654
2001-04-06,96.11067087626431
2001-04-09,93.950832133376
2001-04-10,95.40844498302833
2001-04-11,98.775693375409
2001-04-12,99.14185381903097
2001-04-13,99.2190275191694
2001-04-16,99.81003609750142
2001-04-17,98.92809141228639
2001-04-18,101.60723896272677
2001-04-19,103.48649185225413
2001-04-20,101.69945337806215
2001-04-23,101.54547915983038
2001-04-24,101.40296696114662
2001-04-25,100.96316082694634
2001-04-26,100.68023308704787
2001-04-27,101.43624359931832
2001-04-30,103.34407164026756
2001-05-01,103.18688620134296
2001-05-02,104.8087389824057
2001-05-03,105.21695721161946
2001-05-04,103.10188110433243
2001-05-07,104.23833513683448
2001-05-08,104.3903725541142
2001-05-09,104.66533502752736
2001-05-10,105.22986315352497
2001-05-11,106.36205574339603
2001-05-14,105.19701467371289
2001-05-15,104.41927080155405
2001-05-16,103.4787329352841
2001-05-17,105.97378767978323
2001-05-18,105.7899967039445
2001-05-21,106.95687599240156
2001-05-22,108.3655788643728
2001-05-23,109.78253080412844
2001-05-24,109.84061243111077
2001-05-25,109.67306164836053
2001-05-28,108.94291479872727
2001-05-29,109.43490878364537
2001-05-30,108.01439399440525
2001-05-31,107.70333960318072
2001-06-01,107.67787020629451
2001-06-04,108.24822311184444
2001-06-05,108.62557850846224
2001-06-06,109.6815538612125
2001-06-07,110.04795445233361
2001-06-08,111.87473741579494
2001-06-11,112.07323035282165
2001-06-12,110.43731957646064
2001-06-13,110.06042771626609
2001-06-14,108.32849699200857
2001-06-15,107.75494239040609
2001-06-18,106.30129993115216
2001-06-19,106.65705598386039
2001-06-20,106.69957441761962
2001-06-21,106.64486717090475
2001-06-22,106.56013226094731
2001-06-25,105.32143668117942
2001-06-26,104.8574604814942
2001-06-27,104.85925898029316
2001-06-28,105.20167872569496
2001-06-29,107.1600703987986
2001-07-02,106.82510160138916
2001-07-03,107.52411066814881
2001-07-04,107.6698576214369
2001-07-05,107.674938726017
2001-07-06,105.38410522779995
2001-07-09,103.36542749437602
2001-07-10,102.97391731672596
2001-07-11,101.37316019393644
2001-07-12,103.14032615737322
2001-07-13,102.58688409486905
2001-07-16,102.25023280184442
2001-07-17,101.89733902971871
2001-07-18,99.42543059216813
2001-07-19,99.4455525488422
2001-07-20,98.67868937525112
2001-07-23,98.56813960116847
2001-07-24,97.25986896435828
2001-07-25,96.9247410048905
2001-07-26,97.19264356576412
2001-07-27,98.08307005554519
2001-07-30,98.04996713312127
2001-07-31,99.39102462485188
2001-08-01,100.79667730047335
2001-08-02,101.39599383084901
2001-08-03,100.41442812160216
2001-08-06,100.37084518152012
2001-08-07,100.19620788899967
2001-08-08,100.40052977596325
2001-08-09,97.58225787332697
2001-08-10,97.4668238065821
2001-08-13,97.17725033720856
2001-08-14,98.49895055105578
2001-08-15,97.7846712245616
2001-08-16,97.10924741163416
2001-08-17,96.88708980409994
2001-08-20,95.73097566458195
2001-08-21,95.89758365802471
2001-08-22,94.85434056385826
2001-08-23,95.67324059617654
2001-08-24,95.23322891379733
2001-08-27,96.86202392439569
2001-08-28,96.45079079142083
2001-08-29,96.38858464432558
2001-08-30,96.08476623945941
2001-08-31,94.82784906566494
2001-09-03,94.58261016612619
2001-09-04,96.94484879168928
2001-09-05,96.45750553946192
2001-09-06,95.00960245957145
2001-09-07,92.57317592056756
2001-09-10,92.35075077751088
2001-09-11,91.50731638427557
2001-09-12,86.60054229648254
2001-09-13,86.19505109650817
2001-09-14,83.43548552890138
2001-09-17,79.94359435950717
2001-09-18,79.72684720322664
2001-09-19,79.9992311927135
2001-09-20,78.74258171801328
2001-09-21,77.09124200805653
2001-09-24,77.9163800472815
2001-09-25,77.2166644643982
2001-09-26,77.53978897343485
2001-09-27,78.13564361776983
2001-09-28,80.42234098181936
2001-10-01,80.27715212112442
2001-10-02,80.2234519365942
2001-10-03,79.82638871207365
2001-10-04,82.085690826351
