Date,ACWI ex USA
2000-12-29,100.0
2001-01-01,99.99050703226796
2001-01-02,98.64979264464844
2001-01-03,98.22162927155841
2001-01-04,99.71295112072191
2001-01-05,99.14986111731504
2001-01-08,98.87146734794828
2001-01-09,98.45308477223737
2001-01-10,97.81541701080066
2001-01-11,97.60290139131646
2001-01-12,98.13300163655184
2001-01-15,98.68471662362971
2001-01-16,98.4066511787093
2001-01-17,100.60465655995472
2001-01-18,100.12473247285355
2001-01-19,100.98478580010307
2001-01-22,101.05459936266254
2001-01-23,100.79326439771866
2001-01-24,101.87177925117972
2001-01-25,102.31886007884891
2001-01-26,101.96389007853661
2001-01-29,102.43757859816414
2001-01-30,102.23491834172454
2001-01-31,102.46565873649526
2001-02-01,101.54067024084996
2001-02-02,101.15762803351458
2001-02-05,100.25152890035886
2001-02-06,100.9115781631026
2001-02-07,99.7731170321237
2001-02-08,100.25533130761282
2001-02-09,99.10751665011537
2001-02-12,99.38348098888493
2001-02-13,99.81870273312781
2001-02-14,99.22117597455966
2001-02-15,100.91854830987887
2001-02-16,98.52620927804237
2001-02-19,97.78698534696143
2001-02-20,98.03006041784249
2001-02-21,96.71363515521
2001-02-22,96.61135110073342
2001-02-23,95.75102235287454
2001-02-26,96.35723491135302
2001-02-27,95.90822480133617
2001-02-28,95.41085003025293
2001-03-01,94.14964201109586
2001-03-02,93.03857560562513
2001-03-05,94.06675169422272
2001-03-06,95.29804006884466
2001-03-07,95.55491959209407
2001-03-08,95.04546901916481
2001-03-09,94.21211837474138
2001-03-12,91.92131803386124
2001-03-13,91.25571992988642
2001-03-14,90.22470058443834
2001-03-15,91.66983731801217
2001-03-16,90.51038129393591
2001-03-19,90.18483621394677
2001-03-20,90.62018984739461
2001-03-21,90.76259865474964
2001-03-22,88.4115248714386
2001-03-23,89.80516999329491
2001-03-26,92.43840123516705
2001-03-27,93.37410040719833
2001-03-28,93.11690726976673
2001-03-29,92.39188958090868
2001-03-30,92.19268858976622
2001-04-02,91.62598970282315
2001-04-03,89.83781881634442
2001-04-04,89.44368240683905
2001-04-05,91.48502738761766
2001-04-06,91.26269920658079
2001-04-09,91.21081255550388
2001-04-10,93.05058500030425
2001-04-11,94.05798711616397
2001-04-12,94.07538331742451
2001-04-13,94.00590913155172
2001-04-16,94.17135728926841
2001-04-17,94.00053407970745
2001-04-18,97.1872892508484
2001-04-19,96.9056303899997
2001-04-20,95.48005587065472
2001-04-23,95.12715202317673
2001-04-24,95.35863628471584
2001-04-25,95.31778743273897
2001-04-26,95.75754606720115
2001-04-27,97.04504694085098
2001-04-30,98.12754422752383
2001-05-01,98.65924441714361
2001-05-02,98.76832953907241
2001-05-03,97.68387959399954
2001-05-04,97.90172273533211
2001-05-07,98.60167242090408
2001-05-08,98.35874067745688
2001-05-09,97.78151720903993
2001-05-10,98.74143548950032
2001-05-11,98.7743112683691
2001-05-14,97.35546395638598
2001-05-15,97.875920461492
2001-05-16,97.38650300933494
2001-05-17,98.89343984279627
2001-05-18,99.34676245481955
2001-05-21,100.26221234847665
2001-05-22,101.21306625437211
2001-05-23,101.34777932792377
2001-05-24,101.42915729187023
2001-05-25,100.89289445642886
2001-05-28,100.54383052750757
2001-05-29,100.75627612911808
2001-05-30,99.1365001659067
2001-05-31,99.72724052313868
2001-06-01,99.69345707974661
2001-06-04,99.89659285489198
2001-06-05,100.30508656601725
2001-06-06,99.99347893461241
2001-06-07,99.83560352533664
2001-06-08,99.90227400555361
2001-06-11,99.28609505686094
2001-06-12,97.12796307339286
2001-06-13,97.43732253163994
2001-06-14,96.28778809608224
2001-06-15,95.26911306599271
2001-06-18,94.36308114151181
2001-06-19,94.66739978471355
2001-06-20,94.62987414169773
2001-06-21,94.94525836599962
2001-06-22,95.34176952076724
2001-06-25,94.7585257975401
2001-06-26,93.87052000804414
2001-06-27,93.7859459252967
2001-06-28,94.7599441473561
2001-06-29,95.98331916217137
2001-07-02,96.74003090897868
2001-07-03,96.04548811698201
2001-07-04,95.45261712402764
2001-07-05,95.12363247530442
2001-07-06,92.80041087233181
2001-07-09,92.36671778587909
2001-07-10,91.83020734530697
2001-07-11,90.47623150328877
2001-07-12,92.11174005740995
2001-07-13,92.27412399859911
2001-07-16,91.64443624547165
2001-07-17,91.08747779613304
2001-07-18,89.18228046751922
2001-07-19,90.15333778070723
2001-07-20,89.58944607072235
2001-07-23,89.37244919088216
2001-07-24,88.48109473728212
2001-07-25,87.79565767477482
2001-07-26,88.3596205425277
2001-07-27,89.50927041952981
2001-07-30,89.65324857960347
2001-07-31,90.79029188509737
2001-08-01,91.09985902508072
2001-08-02,91.68147319211587
2001-08-03,90.75804538029584
2001-08-06,90.90279451312405
2001-08-07,91.2341935242582
2001-08-08,90.47953649168012
2001-08-09,88.31848649047879
2001-08-10,87.75412195471915
2001-08-13,87.61616540222496
2001-08-14,88.9650194714532
2001-08-15,88.29217748572508
2001-08-16,87.30266841476764
2001-08-17,86.09691281012164
2001-08-20,85.89861538119928
2001-08-21,86.62309701989655
2001-08-22,86.3807558645491
2001-08-23,86.57146123246275
2001-08-24,87.390860106195
2001-08-27,87.87593967720946
2001-08-28,87.05677546011961
2001-08-29,86.67109922996043
2001-08-30,85.30354090938276
2001-08-31,85.26074305741038
2001-09-03,84.29054668800659
2001-09-04,86.12828858222855
2001-09-05,85.04020992100811
2001-09-06,83.56060056446317
2001-09-07,81.71342211201873
2001-09-10,80.82570161609787
2001-09-11,77.5346552374225
2001-09-12,76.78666020192517
2001-09-13,77.30534308080509
2001-09-14,74.81724905174842
2001-09-17,74.93060155929469
2001-09-18,74.5491828395468
2001-09-19,73.71021299777445
2001-09-20,71.62534476052346
2001-09-21,70.04956212560234
2001-09-24,72.33894128487289
2001-09-25,72.75388788396414
2001-09-26,73.1842926787489
2001-09-27,73.68120108851069
2001-09-28,75.99968437604862
2001-10-01,75.03442060689906
2001-10-02,75.65736906699019
2001-10-03,75.38447300747607
2001-10-04,77.74933099620125
2001-10-05,77.39215418056544
2001-10-08,77.26518350602132
2001-10-09,76.92319965913138
2001-10-10,78.19676950752311
2001-10-11,79.87019982812924
2001-10-12,79.74778686531607
2001-10-15,78.54359182833387
2001-10-16,79.07093406726285
2001-10-17,80.41958337514502
2001-10-18,79.30363447914651
2001-10-19,78.78693790507377
2001-10-22,79.68500004446514
2001-10-23,81.32596278649807
2001-10-24,81.4759879149964
2001-10-25,80.51639221070305
2001-10-26,81.68939758382238
2001-10-29,79.84300516224312
2001-10-30,78.14504976728722
2001-10-31,78.99815785630474
2001-11-01,79.27930794799997
2001-11-02,79.60105754587391
2001-11-05,81.27766694661985
2001-11-06,81.63238487960821
2001-11-07,81.42503170463652
2001-11-08,83.02312167180952
2001-11-09,82.40498915741887
2001-11-12,81.12056476173487
2001-11-13,83.01155368463925
2001-11-14,83.13990841713449
2001-11-15,83.82723088746731
2001-11-16,84.06012775647073
2001-11-19,85.30778976459668
2001-11-20,84.39917355411824
2001-11-21,84.58005740343556
2001-11-22,84.87577587604457
2001-11-23,84.79444587447416
2001-11-26,85.17839697656122
2001-11-27,84.43553247933636
2001-11-28,83.08583939108368
2001-11-29,82.975010751506
2001-11-30,83.09853297109537
2001-12-03,82.6278758443468
2001-12-04,83.35069796158587
2001-12-05,85.71718072035762
2001-12-06,86.02127842307112
2001-12-07,85.30401403132859
2001-12-10,84.04388740006361
2001-12-11,83.88502594673321
2001-12-12,83.65720198510508
2001-12-13,82.05793457684656
2001-12-14,81.22081590766297
2001-12-17,82.03945780824596
2001-12-18,82.33837022005127
2001-12-19,82.01730568855692
2001-12-20,81.81529929378495
2001-12-21,82.84943470625444
2001-12-24,83.37427485436265
2001-12-25,83.35924374064535
2001-12-26,83.27728295355426
2001-12-27,84.01924264757287
2001-12-28,85.00513638834711
2001-12-31,84.63333375066838
2002-01-01,84.6346404233142
2002-01-02,83.40292768424194
2002-01-03,84.75312027707446
2002-01-04,85.80389969085192
2002-01-07,85.56182128094842
2002-01-08,84.62401582445214
2002-01-09,84.60657811951005
2002-01-10,83.49797040826432
2002-01-11,83.75292626207832
2002-01-14,82.45909285206609
2002-01-15,82.6571142154816
2002-01-16,82.28963988797813
2002-01-17,82.98867058008392
2002-01-18,82.83983246615446
2002-01-21,82.65780029786708
2002-01-22,82.25440865460385
2002-01-23,82.4315189717834
2002-01-24,83.5495208795681
