Date,ACFM EUROPE + CIS (E+C)
2002-05-31,662.5123167922783
2002-06-03,657.0395435918266
2002-06-04,644.5537151752334
2002-06-05,640.7869879617057
2002-06-06,637.9401056691908
2002-06-07,629.4664145732091
2002-06-10,630.6210264269836
2002-06-11,637.0143725989825
2002-06-12,623.1312561317502
2002-06-13,615.6470870578984
2002-06-14,599.8000722223189
2002-06-17,620.4000688283855
2002-06-18,616.5527624169224
2002-06-19,606.4317899864479
2002-06-20,593.060741279449
2002-06-21,591.5179028432093
2002-06-24,576.1252579248672
2002-06-25,590.7877106474699
2002-06-26,578.2627979692871
2002-06-27,585.4907275357242
2002-06-28,604.1137188364853
2002-07-01,605.9857999415473
2002-07-02,587.8772157480537
2002-07-03,572.3843725777722
2002-07-04,584.2356300277773
2002-07-05,607.3319061705358
2002-07-08,603.9814611815775
2002-07-09,597.3746897477234
2002-07-10,579.6816511163983
2002-07-11,557.9462870756239
2002-07-12,559.0772263144731
2002-07-15,529.0739720709413
2002-07-16,528.7535614299371
2002-07-17,547.1395141689417
2002-07-18,554.6673030389219
2002-07-19,528.2058715018862
2002-07-22,502.9943053242792
2002-07-23,494.4172114432072
2002-07-24,487.9860680632053
2002-07-25,505.92450821177283
2002-07-26,512.7687828316779
2002-07-29,542.9389820329529
2002-07-30,539.2868041314235
2002-07-31,542.8710995865105
2002-08-01,520.5175188886051
2002-08-02,520.6038555817577
2002-08-05,504.67839160385887
2002-08-06,527.1692123293591
2002-08-07,520.4841657792724
2002-08-08,540.273055770153
2002-08-09,547.6716356485756
2002-08-12,535.6010169434193
2002-08-13,541.7885991984359
2002-08-14,528.784429650226
2002-08-15,545.8282544537392
2002-08-16,547.7178049913521
2002-08-19,563.7556138572374
2002-08-20,554.9805924850373
2002-08-21,559.7770318058805
2002-08-22,571.0194187353538
2002-08-23,563.3381279172629
2002-08-26,558.967049574613
2002-08-27,569.1406645640774
2002-08-28,547.7123313083163
2002-08-29,538.7382393845054
2002-08-30,544.1635071316264
2002-09-02,534.1979266721933
2002-09-03,512.3941457714985
2002-09-04,515.326448877584
2002-09-05,513.0460262419693
2002-09-06,529.0051273780876
2002-09-09,522.1106732553452
2002-09-10,535.8092651071487
2002-09-11,546.1968721685743
2002-09-12,526.6112369667562
2002-09-13,516.4681893717593
2002-09-16,515.8089386314954
2002-09-17,511.4455478955931
2002-09-18,492.9396273391103
2002-09-19,483.951662977055
2002-09-20,485.36750206615733
2002-09-23,469.4854101742706
2002-09-24,462.9641367358593
2002-09-25,469.94196844125315
2002-09-26,491.7185108730812
2002-09-27,491.66713454679797
2002-09-30,469.00734332056123
2002-10-01,476.44894676131725
2002-10-02,490.6618021585089
2002-10-03,483.87942180036566
2002-10-04,474.00979906045757
2002-10-07,468.33012080037213
2002-10-08,460.97546065912246
2002-10-09,457.2647556422913
2002-10-10,467.9705263696738
2002-10-11,490.67208815900193
2002-10-14,485.90507680710454
2002-10-15,514.4278905833829
2002-10-16,506.3320108977045
2002-10-17,523.2576401763264
2002-10-18,520.2965984221097
2002-10-21,520.908066856328
2002-10-22,516.0667637381229
2002-10-23,500.64248275807506
2002-10-24,513.4795432004366
2002-10-25,510.71063352889877
2002-10-28,515.8111337532571
2002-10-29,495.27112467380573
2002-10-30,507.62641152274324
2002-10-31,514.7253808398492
2002-11-01,508.2920849594673
2002-11-04,525.7165285679952
2002-11-05,527.5685889635143
2002-11-06,522.077100100114
2002-11-07,512.4131893170206
2002-11-08,506.357957585878
2002-11-11,503.6058260969509
2002-11-12,510.7740183361786
2002-11-13,506.68946453505436
