Date,EM EASTERN EUROPE ESG LEADERS
2007-09-28,1000.0
2007-10-01,1008.7100621051216
2007-10-02,1018.5276114395849
2007-10-03,1012.3875164606192
2007-10-04,1015.6196886998023
2007-10-05,1027.8884522663475
2007-10-08,1037.0308149541552
2007-10-09,1043.4546680861974
2007-10-10,1036.7969634801668
2007-10-11,1062.9713348283715
2007-10-12,1059.03266582775
2007-10-15,1065.0444426546662
2007-10-16,1044.5487607103767
2007-10-17,1049.0997929810937
2007-10-18,1039.1866088859256
2007-10-19,1041.8854747667913
2007-10-22,1037.0356415214026
2007-10-23,1055.3819224178492
2007-10-24,1049.3507738921362
2007-10-25,1065.3757528342392
2007-10-26,1078.1801683962226
2007-10-29,1094.4587378069054
2007-10-30,1085.7950919105192
2007-10-31,1081.6876709318315
2007-11-01,1080.5712378267026
2007-11-02,1074.8858204549492
2007-11-05,1070.4298192608967
2007-11-06,1081.031618221201
2007-11-07,1067.0660633855107
2007-11-08,1063.2957634072895
2007-11-09,1048.9574737008588
2007-11-12,1025.517060101447
2007-11-13,1030.2657793017104
2007-11-14,1028.7336932173462
2007-11-15,1018.5393020452883
2007-11-16,1013.9014402726598
2007-11-19,1006.7282693304186
2007-11-20,1013.9682777310196
2007-11-21,997.4066632626647
2007-11-22,999.4151269929401
2007-11-23,1003.1852674125975
2007-11-26,999.3053622789532
2007-11-27,975.0567894773882
2007-11-28,1000.4966220378891
2007-11-29,1012.3441267253197
2007-11-30,1024.620428333943
2007-12-03,1008.3429320227566
2007-12-04,1010.5594045537548
2007-12-05,1048.0567667628413
2007-12-06,1063.1754674332153
2007-12-07,1077.6887079484904
2007-12-10,1095.1701299241934
2007-12-11,1082.8205286198793
2007-12-12,1090.498954627812
2007-12-13,1068.2741902766763
2007-12-14,1053.339648744712
2007-12-17,1028.1563351104878
2007-12-18,1029.6050754065936
2007-12-19,1023.8824301713847
2007-12-20,1025.0350735377724
2007-12-21,1021.2627815797673
2007-12-24,1021.2410510516146
2007-12-25,1021.2410510516146
2007-12-26,1019.0880900155768
2007-12-27,1037.8437548204665
2007-12-28,1026.0592809134373
2007-12-31,1029.4401087268595
2008-01-01,1029.4401087268595
2008-01-02,1028.227679098973
2008-01-03,1035.5629144272457
2008-01-04,1019.0344616711163
2008-01-07,1008.4206340647934
2008-01-08,1033.6546580229306
2008-01-09,1013.2344589590191
2008-01-10,994.215918310829
2008-01-11,988.027210304116
2008-01-14,986.2279116513564
2008-01-15,958.119675307878
2008-01-16,912.5235128820608
2008-01-17,907.5775091342385
2008-01-18,915.7240032564061
2008-01-21,856.4706845251953
2008-01-22,860.0029756859886
2008-01-23,840.0832311911157
2008-01-24,895.9753971304451
2008-01-25,901.9587232832105
2008-01-28,874.2609545079903
2008-01-29,884.0972019131761
2008-01-30,888.6909384733183
2008-01-31,862.8728548152474
2008-02-01,887.8960286346293
2008-02-04,905.2226865463673
2008-02-05,880.8746557189024
2008-02-06,879.5466127632715
2008-02-07,853.0333714777041
2008-02-08,854.6636483375704
2008-02-11,868.2130671142779
2008-02-12,901.0751355474557
2008-02-13,918.3222694360418
2008-02-14,922.9805500810785
2008-02-15,902.6895134875147
2008-02-18,922.6821718741296
2008-02-19,920.0183834961022
2008-02-20,918.5659712454519
2008-02-21,922.698355254019
2008-02-22,911.8150782642497
2008-02-25,929.0608951415376
2008-02-26,927.5553830251159
2008-02-27,925.7759701921984
2008-02-28,918.8008747726424
2008-02-29,898.4430136696942
2008-03-03,883.6285586039027
2008-03-04,863.7481549290793
2008-03-05,885.69076268552
2008-03-06,866.8116758852498
2008-03-07,848.8707704170105
2008-03-10,852.0383726916754
2008-03-11,890.6898849605234
2008-03-12,901.9621843193357
2008-03-13,876.5017851583979
2008-03-14,874.9312359118194
2008-03-17,843.1869982223325
2008-03-18,871.828318676614
2008-03-19,881.8740076262586
2008-03-20,861.2838964088301
2008-03-21,867.5310404357149
2008-03-24,869.7699170040382
2008-03-25,894.6738219761827
2008-03-26,895.3919079571045
2008-03-27,911.0147267875898
2008-03-28,912.7128614258176
2008-03-31,898.738493333609
2008-04-01,920.8248327626079
2008-04-02,921.1865281012946
2008-04-03,920.679695247984
2008-04-04,920.0507667727313
2008-04-07,938.7415172033334
2008-04-08,928.2401689613221
2008-04-09,931.4813286323941
2008-04-10,922.8905132935436
2008-04-11,901.3671738105991
2008-04-14,900.0656780309847
2008-04-15,905.9171038638716
2008-04-16,907.8754994186725
2008-04-17,912.3699765407864
2008-04-18,928.7153815403595
2008-04-21,919.7242862624146
2008-04-22,916.0404947043567
2008-04-23,906.3979533456771
2008-04-24,910.1136999923791
2008-04-25,909.6154846417853
2008-04-28,919.0110552167902
2008-04-29,898.511793687796
2008-04-30,904.5508219488032
2008-05-01,902.2499769183024
2008-05-02,912.1306375654849
2008-05-05,927.162584175527
2008-05-06,932.9390024164587
2008-05-07,959.431193555713
2008-05-08,957.1960559549835
2008-05-09,953.0609538020243
2008-05-12,957.5453238785432
2008-05-13,970.7509545690507
2008-05-14,982.2886650935179
2008-05-15,980.2048276710269
2008-05-16,1002.6177641307604
2008-05-19,1006.9478590637774
2008-05-20,991.3272550444951
2008-05-21,981.0534051888342
2008-05-22,977.072835766003
2008-05-23,965.9793720199528
2008-05-26,968.1761444669287
2008-05-27,963.5815420463393
2008-05-28,971.8995329078568
2008-05-29,979.0550439574397
2008-05-30,983.4700859883995
2008-06-02,981.5923203929991
2008-06-03,982.0227378897773
2008-06-04,969.2939417405507
2008-06-05,976.6368622915389
2008-06-06,965.9153589031041
2008-06-09,960.460858554602
2008-06-10,946.0518407619564
2008-06-11,947.2346660751342
2008-06-12,955.0906527588253
2008-06-13,963.5534115444826
2008-06-16,960.3198984277939
2008-06-17,979.8375574909534
2008-06-18,975.5923396617254
2008-06-19,986.6335437117011
2008-06-20,968.5525527456596
2008-06-23,958.249092074605
2008-06-24,943.7291227879484
2008-06-25,954.0196010902924
2008-06-26,944.4370697468725
2008-06-27,942.183828821133
2008-06-30,949.651574122565
2008-07-01,950.4380412761013
2008-07-02,951.8656131071435
2008-07-03,932.5406128476125
2008-07-04,914.0623953771114
2008-07-07,930.3490851475316
2008-07-08,934.926168489603
2008-07-09,961.8594918835212
2008-07-10,960.5915610605081
2008-07-11,954.1617529836923
2008-07-14,966.1701336981894
2008-07-15,945.5495759571734
2008-07-16,948.1543079271794
2008-07-17,972.1338930624551
2008-07-18,962.8598264589626
2008-07-21,970.9212697970171
2008-07-22,970.3797504368875
2008-07-23,964.3209775312353
2008-07-24,940.8977696548577
2008-07-25,925.5633359458864
2008-07-28,933.8634889418938
2008-07-29,931.7813042885338
2008-07-30,956.3074802165797
2008-07-31,968.8356842327014
2008-08-01,955.5079953647723
2008-08-04,938.9142011143948
2008-08-05,932.2723969811315
2008-08-06,927.4673494451655
2008-08-07,920.3441870929905
2008-08-08,891.6557489886999
2008-08-11,902.1936692313132
2008-08-12,918.7977653719479
2008-08-13,908.2245446584975
2008-08-14,911.9093550533181
2008-08-15,908.34016300526
2008-08-18,912.8826271882151
2008-08-19,885.0393872896217
2008-08-20,900.8609908404571
2008-08-21,894.128579751561
2008-08-22,906.3490086443801
2008-08-25,900.0966646443869
2008-08-26,875.7697097230272
2008-08-27,871.9716252309385
2008-08-28,887.8246093458556
2008-08-29,900.2028702447086
2008-09-01,894.9753586195227
2008-09-02,902.197770774663
2008-09-03,880.5996688852808
2008-09-04,868.57199903315
2008-09-05,816.3722482015315
2008-09-08,845.224328640746
2008-09-09,827.2013969003773
2008-09-10,807.4721004119347
2008-09-11,790.2652122106181
2008-09-12,810.6510987432024
2008-09-15,772.9894084176154
2008-09-16,723.1152443872145
2008-09-17,714.1415821453361
2008-09-18,720.7057981165101
2008-09-19,824.1026874579004
2008-09-22,829.3253269137462
2008-09-23,795.9076942586651
2008-09-24,789.8957449836555
2008-09-25,808.2932513396473
2008-09-26,803.0597342975611
2008-09-29,746.850468269713
2008-09-30,758.1128421527744
2008-10-01,776.7205428420524
2008-10-02,743.4435496375904
2008-10-03,728.7559923668272
2008-10-06,645.7715520586391
2008-10-07,647.2262038092512
2008-10-08,605.915330303975
2008-10-09,603.7873148034414
2008-10-10,540.4528682170281
2008-10-13,571.5538429717972
2008-10-14,630.4402606109927
2008-10-15,567.4593350537871
2008-10-16,526.760869220057
2008-10-17,489.3132920840731
2008-10-20,488.65763533432363
2008-10-21,493.8440032527703
2008-10-22,455.17988765940675
2008-10-23,451.10021199655796
2008-10-24,414.1402530922417
2008-10-27,405.4722205689727
2008-10-28,432.6099326391687
2008-10-29,509.4306366361503
2008-10-30,527.4886557310289
2008-10-31,543.8467982446796
2008-11-03,541.637965242593
2008-11-04,579.1395891755307
2008-11-05,552.8734515680165
2008-11-06,508.5942438416227
2008-11-07,512.6260427888711
2008-11-10,506.6981954557509
2008-11-11,472.39072456461054
2008-11-12,445.9852027230452
2008-11-13,428.69571818251586
2008-11-14,448.0440206262453
2008-11-17,435.99624538655127
2008-11-18,410.3521387168049
2008-11-19,407.349804041842
2008-11-20,373.0020849641635
2008-11-21,377.88247181851
2008-11-24,422.0924914553494
2008-11-25,436.1907076844677
2008-11-26,431.34675167202073
2008-11-27,437.3705780289454
2008-11-28,444.02698543869093
2008-12-01,429.0699293378377
2008-12-02,435.30001287218204
2008-12-03,427.2297667347469
2008-12-04,440.19331752793113
2008-12-05,425.44101056406936
2008-12-08,448.5788006052877
2008-12-09,446.87507539960586
2008-12-10,448.3846423309809
2008-12-11,442.3102978899821
2008-12-12,414.99948952390974
2008-12-15,424.7996133132569
2008-12-16,425.9619061364549
2008-12-17,422.5571516822768
2008-12-18,419.48202805543923
2008-12-19,422.8227383503669
2008-12-22,417.448251828315
2008-12-23,423.1692100975763
2008-12-24,421.6590502683704
2008-12-25,421.30499833040244
2008-12-26,415.7367937790657
2008-12-29,420.52711291637235
2008-12-30,419.8815938853849
2008-12-31,418.70336966812874
2009-01-01,418.70336966812874
2009-01-02,421.1396564608253
2009-01-05,443.0693684690577
2009-01-06,469.94471664428886
2009-01-07,452.1980115578813
2009-01-08,442.91652193679033
2009-01-09,437.3634574948051
2009-01-12,427.9463951531578
2009-01-13,423.4631720100674
2009-01-14,402.2222802306459
2009-01-15,389.99591087679795
2009-01-16,390.38635608533093
2009-01-19,373.8447335369959
2009-01-20,369.06311598020415
2009-01-21,372.5032746709167
2009-01-22,356.6408740456506
2009-01-23,348.97414264355103
2009-01-26,369.1563168493958
2009-01-27,359.0955450209485
2009-01-28,370.18320865185416
2009-01-29,364.68780205821
2009-01-30,357.0606470467261
2009-02-02,343.69959709070037
2009-02-03,327.5139654395814
2009-02-04,332.6400403441308
2009-02-05,328.2453827608932
2009-02-06,338.982899106048
2009-02-09,359.7696455948547
2009-02-10,356.8347392965803
2009-02-11,345.047942082543
2009-02-12,331.12276786235395
2009-02-13,335.5162661904075
2009-02-16,315.4601680946889
2009-02-17,283.35868795910346
2009-02-18,286.21508649581995
2009-02-19,303.2118162165763
2009-02-20,297.3547859150191
2009-02-23,300.59546268194293
2009-02-24,295.92991936319993
2009-02-25,292.6167380001015
2009-02-26,301.38525149734875
2009-02-27,299.5938598659809
2009-03-02,292.66234921930425
2009-03-03,294.4362436049343
2009-03-04,305.3099469658613
2009-03-05,293.7982854742466
2009-03-06,303.29508407820725
2009-03-09,304.5776194491908
2009-03-10,322.0129137400895
2009-03-11,324.7760268230287
2009-03-12,325.0696952089293
2009-03-13,332.18361852820306
2009-03-16,336.76400811086376
2009-03-17,329.9227408953587
2009-03-18,325.7729218338722
2009-03-19,334.93918292610454
2009-03-20,343.21969067950346
