Date,EM FAR EAST ESG LEADERS
2007-09-28,1000.0
2007-10-01,1006.4853406994797
2007-10-02,1042.2785391264892
2007-10-03,1035.4973472606775
2007-10-04,1025.3269300274414
2007-10-05,1034.7026241382152
2007-10-08,1047.0342164958402
2007-10-09,1046.1285677283877
2007-10-10,1054.519710652886
2007-10-11,1064.8791119076427
2007-10-12,1051.0668818318466
2007-10-15,1061.428782459801
2007-10-16,1063.2003638339645
2007-10-17,1062.7064949054395
2007-10-18,1064.235483481989
2007-10-19,1058.4987328861012
2007-10-22,1032.4426805920439
2007-10-23,1052.1246936692642
2007-10-24,1048.3705466490649
2007-10-25,1065.918922626503
2007-10-26,1076.0851016467461
2007-10-29,1102.749775762722
2007-10-30,1100.557432253085
2007-10-31,1097.0807408648518
2007-11-01,1098.3619421644785
2007-11-02,1068.0299338988993
2007-11-05,1044.0812630634348
2007-11-06,1047.5444419202122
2007-11-07,1044.6292254309828
2007-11-08,1013.8146284019018
2007-11-09,1018.0470963361106
2007-11-12,990.1402675714527
2007-11-13,983.5182249646102
2007-11-14,1013.3631512622508
2007-11-15,1004.5397674392024
2007-11-16,981.9635249402896
2007-11-19,971.0164045821621
2007-11-20,959.7525637387624
2007-11-21,925.4800237046496
2007-11-22,917.3098261536996
2007-11-23,922.6807951666772
2007-11-26,951.1833605540685
2007-11-27,940.4376146415693
2007-11-28,944.2707546912401
2007-11-29,970.8770219858696
2007-11-30,984.2839244441772
2007-12-03,985.8275752913642
2007-12-04,987.1093137565575
2007-12-05,1003.7922800081724
2007-12-06,1012.4836247008428
2007-12-07,1005.2442297334707
2007-12-10,987.3322309318934
2007-12-11,1006.0232719328216
2007-12-12,993.067962624668
2007-12-13,981.3756237887628
2007-12-14,979.2125376240829
2007-12-17,954.8534048564698
2007-12-18,953.0738450995025
2007-12-19,962.4908897228304
2007-12-20,960.6890410240819
2007-12-21,974.5116966200752
2007-12-24,990.5051727511549
2007-12-25,992.2617167018591
2007-12-26,984.7955718108017
2007-12-27,980.8337068462282
2007-12-28,965.796507374355
2007-12-31,979.7868563662242
2008-01-01,979.7868563662242
2008-01-02,955.592630814089
2008-01-03,942.6138822673254
2008-01-04,947.5349794094991
2008-01-07,930.3413268986106
2008-01-08,936.753844136096
2008-01-09,950.9341935978682
2008-01-10,936.4644624781113
2008-01-11,926.9255451034826
2008-01-14,914.2385121494809
2008-01-15,908.7072567560773
2008-01-16,884.8089957917232
2008-01-17,891.6597769131516
2008-01-18,899.4699692656096
2008-01-21,878.0480791406734
2008-01-22,815.2998221669519
2008-01-23,848.283265347527
2008-01-24,846.6358612329622
2008-01-25,877.9898593973458
2008-01-28,842.1362001429536
2008-01-29,856.9872191294371
2008-01-30,840.8549025729126
2008-01-31,849.0573014467234
2008-02-01,863.9681834246732
2008-02-04,889.6703776057483
2008-02-05,903.1902150589538
2008-02-06,884.7560483414367
2008-02-07,894.143535500728
2008-02-08,895.4358320640845
2008-02-11,872.3662212992624
2008-02-12,868.3978324625331
2008-02-13,872.9448501450065
2008-02-14,897.5616943097995
2008-02-15,894.2163607008092
2008-02-18,889.9659645747311
2008-02-19,897.3349437125116
2008-02-20,886.6262781026535
2008-02-21,885.650057273039
2008-02-22,878.1837993118601
2008-02-25,884.6465431799518
2008-02-26,886.9984267480739
2008-02-27,891.3928661972038
2008-02-28,891.4821498216305
2008-02-29,882.6468743101749
2008-03-03,856.9237754857846
2008-03-04,853.0297948560313
2008-03-05,847.4838534859099
2008-03-06,855.5790507037552
2008-03-07,834.1599371426041
2008-03-10,809.7108563682629
2008-03-11,818.9271844387196
2008-03-12,822.6722490586028
2008-03-13,789.5999951170372
2008-03-14,780.9173878116234
2008-03-17,742.3854269806886
2008-03-18,749.0365695917588
2008-03-19,772.0445754630621
2008-03-20,778.3231766222161
2008-03-21,788.7227152784936
2008-03-24,807.4336872751709
2008-03-25,823.6791286243799
2008-03-26,818.3596553340354
2008-03-27,810.6224669551957
2008-03-28,820.282546950388
2008-03-31,811.3548480763485
2008-04-01,826.9702788066462
2008-04-02,849.1999804536292
2008-04-03,850.90011707729
2008-04-04,844.9730773979771
2008-04-07,856.6357934803449
2008-04-08,847.5138140336293
2008-04-09,838.6752671498426
2008-04-10,852.6913515699558
2008-04-11,860.3393311902101
2008-04-14,843.1063691136625
2008-04-15,846.906113318057
2008-04-16,848.8869754142227
2008-04-17,860.3853819484169
2008-04-18,867.6480859597184
2008-04-21,867.2479927925469
2008-04-22,855.1327717804597
2008-04-23,865.351738365292
2008-04-24,878.3194424345002
2008-04-25,879.2647264802852
2008-04-28,885.4118172534886
2008-04-29,881.1747257308048
2008-04-30,884.8164489184029
2008-05-01,891.6474011012207
2008-05-02,904.9511191441026
2008-05-05,896.0902805648703
2008-05-06,891.9382807118412
2008-05-07,888.5889501399121
2008-05-08,870.3601471920081
2008-05-09,863.4904665031714
2008-05-12,860.0482343684453
2008-05-13,874.5685181326488
2008-05-14,873.8913324420747
2008-05-15,881.2729977351481
2008-05-16,885.0693650786528
2008-05-19,895.4417965204163
2008-05-20,872.7567297567481
2008-05-21,864.3782226147601
2008-05-22,860.3028174305443
2008-05-23,843.4561092855711
2008-05-26,822.6187502646161
2008-05-27,832.8680775279759
2008-05-28,832.2530300712262
2008-05-29,844.342360461614
2008-05-30,847.3177233939815
2008-06-02,854.9544400284541
2008-06-03,845.6783634507784
2008-06-04,844.8211664581144
2008-06-05,840.2074375903186
2008-06-06,833.0481084765927
2008-06-09,820.6972414499296
2008-06-10,813.947092801881
2008-06-11,810.6562589807027
2008-06-12,802.3792256653375
2008-06-13,802.1586789508067
2008-06-16,809.0207641839434
2008-06-17,807.4755917726789
2008-06-18,809.9261055721894
2008-06-19,796.8400831189654
2008-06-20,784.5888754057166
2008-06-23,787.5383311012184
2008-06-24,779.3645918238134
2008-06-25,789.0701432105543
2008-06-26,776.2613315295999
2008-06-27,759.1044677904663
2008-06-30,760.4155079551978
2008-07-01,757.552265689483
2008-07-02,740.5917600396416
2008-07-03,734.5869018367147
2008-07-04,730.4804880642446
2008-07-07,741.123651766848
2008-07-08,723.718775631498
2008-07-09,736.987632579873
2008-07-10,737.7524696467776
2008-07-11,747.3183858209995
2008-07-14,740.013167391815
2008-07-15,710.7890329571021
2008-07-16,712.2144293401833
2008-07-17,723.7520480768468
2008-07-18,720.0842738945522
2008-07-21,740.5803352888813
