Date,ACWI IMI VALUE WEIGHTED
2003-10-02,492.5863201487
2003-10-03,498.6682848629
2003-10-06,500.5932422623
2003-10-07,502.9612508049
2003-10-08,501.4053601026
2003-10-09,505.5415558865
2003-10-10,507.8813998061
2003-10-13,510.8110934775
2003-10-14,512.2352734184
2003-10-15,511.8166502749
2003-10-16,514.3210275397
2003-10-17,510.8029869244
2003-10-20,512.4960151272
2003-10-21,512.6809731858
2003-10-22,506.8959039146
2003-10-23,501.048006985
2003-10-24,501.2898744548
2003-10-27,504.3608953442
2003-10-28,509.6320570993
2003-10-29,512.4445552612
2003-10-30,513.5081506555
2003-10-31,511.7014421303
2003-11-03,514.0509739922
2003-11-04,516.1151660605
2003-11-05,514.2745820517
2003-11-06,512.9480372842
2003-11-07,515.6440059672
2003-11-10,513.4907832921
2003-11-11,509.5420899217
2003-11-12,514.3374645101
2003-11-13,517.4730378146
2003-11-14,516.3178382637
2003-11-17,507.6457822953
2003-11-18,507.5321303993
2003-11-19,506.3893489798
2003-11-20,505.4887693731
2003-11-21,507.0167627699
2003-11-24,510.791597271
2003-11-25,513.7237443834
2003-11-26,518.0587744927
2003-11-27,518.9055672407
2003-11-28,519.5375698578
2003-12-01,526.0108233982
2003-12-02,527.2902987718
2003-12-03,528.4759719001
2003-12-04,529.1332830835
2003-12-05,527.6926147975
2003-12-08,529.0124250778
2003-12-09,528.5355313791
2003-12-10,525.7659574098
2003-12-11,528.8095043435
2003-12-12,532.5199681414
2003-12-15,533.1455778936
2003-12-16,533.4098020286
2003-12-17,534.0388097282
2003-12-18,538.6614875316
2003-12-19,539.808399823
2003-12-22,542.4811504622
2003-12-23,544.0513641872
2003-12-24,544.7104464058
2003-12-25,544.759330045
2003-12-26,545.7418281304
2003-12-29,550.8484538665
2003-12-30,553.9008713452
2003-12-31,555.5308987127
2004-01-01,555.5500341019
2004-01-02,557.4231305519
2004-01-05,565.1547658804
2004-01-06,566.1717496951
2004-01-07,564.7914192767
2004-01-08,568.2088608326
2004-01-09,568.1088500394
2004-01-12,568.5076241183
2004-01-13,567.6509931116
2004-01-14,570.0054424845
2004-01-15,568.1658286291
2004-01-16,568.9472620918
2004-01-19,569.8390979775
2004-01-20,573.6405444306
2004-01-21,577.629907687
2004-01-22,578.8957371794
2004-01-23,578.2514787326
2004-01-26,578.238521558
2004-01-27,577.0485221002
2004-01-28,573.1933257716
2004-01-29,567.2610567743
2004-01-30,566.7355410793
2004-02-02,568.5813862992
2004-02-03,569.5202937404
2004-02-04,564.4142045361
2004-02-05,565.9437476212
2004-02-06,572.6008568429
2004-02-09,574.6949268149
2004-02-10,576.8916556504
2004-02-11,580.391283939
2004-02-12,582.6720125546
2004-02-13,581.3867806169
2004-02-16,582.2290581596
2004-02-17,587.8935625017
2004-02-18,586.1455269419
2004-02-19,584.3970961621
2004-02-20,579.3681582517
2004-02-23,579.5597689997
2004-02-24,577.8355135822
2004-02-25,577.9035350946
2004-02-26,577.2681630259
2004-02-27,580.0104190296
2004-03-01,587.6200725436
2004-03-02,585.0974514497
2004-03-03,581.891558333
2004-03-04,584.5149922926
2004-03-05,589.7831205939
2004-03-08,587.2292753419
2004-03-09,584.9471441476
2004-03-10,575.7800219131
2004-03-11,566.2793953347
2004-03-12,568.1559035456
2004-03-15,562.6355306762
2004-03-16,567.5224041006
2004-03-17,573.7404021259
2004-03-18,575.2809327616
2004-03-19,572.448383235
2004-03-22,565.0171316451
2004-03-23,564.3647001419
2004-03-24,562.5232997846
2004-03-25,568.8176104724
2004-03-26,569.883714639
2004-03-29,576.7424651973
2004-03-30,579.1285709067
2004-03-31,582.5013362843
2004-04-01,587.5415304434
2004-04-02,589.0261681252
2004-04-05,590.4991220638
2004-04-06,590.3253820891
2004-04-07,590.6852598702
2004-04-08,589.8825157316
2004-04-09,588.7339509831
2004-04-12,590.9326298077
2004-04-13,585.3174467314
2004-04-14,579.7495904982
2004-04-15,578.4182730709
2004-04-16,583.1800036416
2004-04-19,582.6121254505
2004-04-20,579.8796828649
2004-04-21,577.7112230648
2004-04-22,582.1230709597
2004-04-23,583.1537655516
2004-04-26,583.5314547574
2004-04-27,583.9902969915
2004-04-28,576.132711689
2004-04-29,571.8363932707
2004-04-30,567.8084767511
2004-05-03,570.7419602236
2004-05-04,575.2204653706
2004-05-05,577.6202885054
2004-05-06,569.6803289993
2004-05-07,559.1636743643
2004-05-10,543.2005209917
2004-05-11,547.1004386369
2004-05-12,550.387092615
2004-05-13,548.1400909564
2004-05-14,546.9377511767
2004-05-17,540.4525720029
2004-05-18,544.4532380688
2004-05-19,552.1390016115
2004-05-20,548.7523489875
2004-05-21,553.925906834
2004-05-24,555.6453531284
2004-05-25,560.5572833214
2004-05-26,563.8919014605
2004-05-27,569.6057133961
2004-05-28,569.542967973
2004-05-31,569.802207252
2004-06-01,569.5251644934
2004-06-02,571.4411569603
2004-06-03,567.0256387759
2004-06-04,570.230379839
2004-06-07,580.4887090252
2004-06-08,580.7648580722
2004-06-09,575.3930894847
2004-06-10,577.4925248514
2004-06-11,574.9109868639
2004-06-14,569.4231893755
2004-06-15,572.9807955221
2004-06-16,575.4117137729
2004-06-17,576.8515250656
2004-06-18,578.5544557808
2004-06-21,578.4740267494
2004-06-22,577.1890232587
2004-06-23,580.4941208402
2004-06-24,584.2015039028
2004-06-25,582.5507958091
2004-06-28,584.7927614041
2004-06-29,583.1025456732
2004-06-30,584.3960003187
2004-07-01,581.8472669837
2004-07-02,581.1951905529
2004-07-05,579.319190281
2004-07-06,576.3421018317
2004-07-07,578.2554712062
2004-07-08,576.0303484869
2004-07-09,577.7488629141
2004-07-12,578.8758618584
2004-07-13,578.0585070153
2004-07-14,576.6711753808
2004-07-15,573.5246350371
2004-07-16,575.5608280343
2004-07-19,575.3838081061
2004-07-20,575.1862116565
2004-07-21,570.5903157975
2004-07-22,568.0021264633
2004-07-23,563.0136708474
2004-07-26,560.5532620424
2004-07-27,561.9625068032
2004-07-28,563.0405970623
2004-07-29,566.6063164422
2004-07-30,568.4174719977
2004-08-02,569.4735695528
2004-08-03,568.8197964315
2004-08-04,565.7105744905
2004-08-05,561.8749114195
2004-08-06,557.8809059633
2004-08-09,556.0526659488
2004-08-10,561.0879140552
2004-08-11,558.316662625
2004-08-12,555.149692194
2004-08-13,556.0428387895
2004-08-16,560.7777399743
2004-08-17,562.0836607723
2004-08-18,565.4780065514
2004-08-19,567.4321412059
2004-08-20,569.0197300564
2004-08-23,568.5284418437
2004-08-24,567.6556183019
2004-08-25,570.4023545275
2004-08-26,572.2665316282
2004-08-27,573.9714393878
2004-08-30,571.489036836
2004-08-31,573.2353060193
2004-09-01,576.2153697059
2004-09-02,580.0638379329
2004-09-03,577.6761303743
2004-09-06,580.1856763894
2004-09-07,583.1302264496
2004-09-08,582.3020383096
2004-09-09,581.5275955227
2004-09-10,585.3803229303
2004-09-13,587.279965384
2004-09-14,588.4376990529
2004-09-15,583.1246707159
2004-09-16,585.8806845778
2004-09-17,587.5185032296
2004-09-20,585.5355199571
2004-09-21,590.2004621037
2004-09-22,584.6922586587
2004-09-23,583.1820472938
2004-09-24,582.9533265049
2004-09-27,580.0762079327
2004-09-28,582.8290809911
2004-09-29,584.8383540966
2004-09-30,587.3346731652
2004-10-01,595.3488771504
2004-10-04,597.6366108915
2004-10-05,598.7176803108
2004-10-06,601.1421570193
2004-10-07,598.2643298399
2004-10-08,598.9858921496
2004-10-11,599.0307960964
2004-10-12,594.1832172726
2004-10-13,590.6775304859
2004-10-14,588.1895873164
2004-10-15,590.8994678673
2004-10-18,591.2645738876
2004-10-19,591.102551707
2004-10-20,589.7268723178
2004-10-21,591.8124947749
2004-10-22,590.7544030506
2004-10-25,589.3459705457
2004-10-26,594.1045952679
2004-10-27,599.7296544346
2004-10-28,602.2097504156
2004-10-29,602.2912526694
2004-11-01,604.4138635717
2004-11-02,606.2785198291
2004-11-03,612.5926534079
2004-11-04,618.6775192585
2004-11-05,622.6161708593
2004-11-08,621.9119673141
2004-11-09,621.4191359426
2004-11-10,621.7828882728
2004-11-11,625.5219929343
2004-11-12,631.4677520367
2004-11-15,632.4167048989
2004-11-16,629.6136561935
2004-11-17,635.0906793855
2004-11-18,634.051116772
2004-11-19,631.9261740921
2004-11-22,631.2431905541
2004-11-23,632.9289618297
2004-11-24,636.4756538476
2004-11-25,640.0696199282
2004-11-26,640.5387625596
2004-11-29,640.8730000813
2004-11-30,639.1532854093
2004-12-01,644.9001694714
2004-12-02,645.7873555916
2004-12-03,647.8946094472
2004-12-06,646.9606415211
2004-12-07,643.0066171494
2004-12-08,639.5440029316
2004-12-09,638.0832318565
2004-12-10,637.4766018478
2004-12-13,643.8066243857
2004-12-14,646.0412677161
2004-12-15,651.6809953546
2004-12-16,649.459136752
2004-12-17,646.63663325
2004-12-20,650.8778863024
2004-12-21,652.9797993059
2004-12-22,656.1667238434
2004-12-23,658.6207640371
2004-12-24,660.7197623431
2004-12-27,660.7446196383
2004-12-28,663.3344345084
2004-12-29,662.4461087517
2004-12-30,665.5950951451
2004-12-31,665.7926649865
2005-01-03,661.5393790661
2005-01-04,654.4568613078
2005-01-05,650.0618899257
2005-01-06,649.6439690441
2005-01-07,648.2973588799
2005-01-10,650.7205098526
2005-01-11,649.9740674588
2005-01-12,652.6386511977
2005-01-13,649.7245708052
2005-01-14,650.9908719713
2005-01-17,652.7007924604
2005-01-18,653.8837095175
2005-01-19,652.2257204658
2005-01-20,646.4452641444
2005-01-21,645.5280675504
2005-01-24,646.1776202038
2005-01-25,645.8569198213
2005-01-26,651.6437020578
2005-01-27,651.6167915605
2005-01-28,649.4002193658
2005-01-31,655.2384932629
2005-02-01,658.2067173654
2005-02-02,661.3568098876
2005-02-03,659.1912186814
2005-02-04,665.2779194608
2005-02-07,664.4886026489
2005-02-08,662.7677010151
2005-02-09,660.8441115965
2005-02-10,664.3336283802
2005-02-11,668.3610337829
2005-02-14,672.1450935142
2005-02-15,674.1291890131
2005-02-16,672.8990543775
2005-02-17,672.3993880497
2005-02-18,673.4144891069
2005-02-21,673.4810376243
2005-02-22,670.4420507295
2005-02-23,669.1249443342
2005-02-24,672.2375091101
2005-02-25,679.1435424962
2005-02-28,680.6711633355
2005-03-01,682.3812758098
2005-03-02,680.7272618305
2005-03-03,681.5936999159
2005-03-04,689.3215440976
2005-03-07,689.0412583693
2005-03-08,689.5373767261
2005-03-09,686.0933032438
2005-03-10,684.2250822781
2005-03-11,684.8274740658
2005-03-14,683.5701244821
2005-03-15,681.5306007229
2005-03-16,678.6320091123
2005-03-17,677.3594716791
2005-03-18,676.3296927529
2005-03-21,672.2812284493
2005-03-22,670.0359270408
2005-03-23,662.8385690629
2005-03-24,662.2604975746
2005-03-25,662.8347587337
2005-03-28,661.7799829278
2005-03-29,657.9334543009
2005-03-30,661.8171196311
2005-03-31,665.4203998673
2005-04-01,665.055110415
2005-04-04,661.2452830005
2005-04-05,664.5610669119
2005-04-06,667.0692546761
2005-04-07,670.5917500433
2005-04-08,667.5341906049
2005-04-11,668.5749122916
2005-04-12,667.0992050902
2005-04-13,665.4436725978
2005-04-14,657.3987795159
2005-04-15,649.1026601409
2005-04-18,643.8805491073
2005-04-19,650.130828537
2005-04-20,646.1901851021
2005-04-21,651.0801926074
2005-04-22,652.1859311198
2005-04-25,654.8000922997
2005-04-26,650.7675842188
2005-04-27,648.736083632
2005-04-28,643.56891677
2005-04-29,648.078275402
2005-05-02,649.4154847159
2005-05-03,650.4135629702
2005-05-04,658.3110171806
2005-05-05,658.9222534558
2005-05-06,659.3649929591
2005-05-09,659.9765199941
2005-05-10,655.8982975762
2005-05-11,654.6617880578
2005-05-12,649.3495685022
2005-05-13,645.1173594642
2005-05-16,645.8660954342
2005-05-17,647.7249772789
2005-05-18,654.1854703464
2005-05-19,658.3413495423
2005-05-20,656.342431095
2005-05-23,660.2490101037
2005-05-24,660.2929347353
2005-05-25,657.966242085
2005-05-26,660.1285464597
2005-05-27,662.6161361135
2005-05-30,663.6724849245
2005-05-31,660.0411091923
2005-06-01,664.0980840303
2005-06-02,665.4004364687
2005-06-03,664.1526769198
2005-06-06,664.8919028829
2005-06-07,666.8345359778
2005-06-08,667.9025092805
2005-06-09,665.5032759895
2005-06-10,666.2542714132
2005-06-13,665.8078499697
2005-06-14,668.0426478626
2005-06-15,670.6686542979
2005-06-16,673.7575269504
2005-06-17,679.4780916581
2005-06-20,677.1090193853
2005-06-21,677.8252610225
2005-06-22,678.8477896315
2005-06-23,675.0790211452
2005-06-24,671.0470993305
2005-06-27,669.2864235738
2005-06-28,673.1017325769
2005-06-29,673.2890499932
2005-06-30,671.1790357512
2005-07-01,671.1488875245
2005-07-04,670.7681288736
2005-07-05,672.578587037
2005-07-06,672.2164448062
2005-07-07,668.8099598408
2005-07-08,674.8786580743
2005-07-11,682.5599973282
2005-07-12,686.390360842
2005-07-13,684.9605723634
2005-07-14,687.3590700836
2005-07-15,685.862171744
2005-07-18,684.550666063
2005-07-19,685.6058658063
2005-07-20,687.4423805905
2005-07-21,689.9274041187
2005-07-22,692.1458823717
2005-07-25,690.3469925682
2005-07-26,689.4468454747
2005-07-27,692.4410937148
2005-07-28,697.1054062283
2005-07-29,696.7037089388
2005-08-01,699.2290193737
2005-08-02,704.3873787105
2005-08-03,706.5641165934
2005-08-04,702.9775020322
2005-08-05,696.4150911646
2005-08-08,697.9968347558
2005-08-09,701.5118806739
2005-08-10,707.3791050996
2005-08-11,711.819448416
2005-08-12,709.9340312979
2005-08-15,709.6160266024
2005-08-16,704.9540418503
2005-08-17,703.1975190711
2005-08-18,697.8185338987
2005-08-19,699.1886678051
2005-08-22,704.8450421198
2005-08-23,701.9551588742
2005-08-24,699.637397326
2005-08-25,699.6729653915
2005-08-26,697.3774815725
2005-08-29,696.31148862
2005-08-30,694.5224254479
2005-08-31,702.4173461128
2005-09-01,710.1384251292
2005-09-02,711.4454551072
2005-09-05,713.3114605781
2005-09-06,717.5812198536
2005-09-07,718.743503101
2005-09-08,715.7163069474
2005-09-09,721.7472552272
2005-09-12,720.2228231097
2005-09-13,715.4720310726
2005-09-14,716.8263773341
2005-09-15,716.2116007315
2005-09-16,719.9205958805
2005-09-19,717.6585136979
2005-09-20,717.9050410455
2005-09-21,714.4200820088
2005-09-22,712.0359931244
2005-09-23,711.1114137911
2005-09-26,716.2857007484
2005-09-27,714.3568104939
2005-09-28,718.5990635618
2005-09-29,723.7664396599
2005-09-30,724.8620712422
2005-10-03,722.8623990465
2005-10-04,721.3899324742
2005-10-05,711.6694215495
2005-10-06,706.167068036
2005-10-07,706.2401241567
2005-10-10,703.0905265394
2005-10-11,704.2207772028
2005-10-12,700.1955396652
2005-10-13,693.5378051845
2005-10-14,698.9370301355
2005-10-17,698.792404353
2005-10-18,691.4415880964
2005-10-19,691.101515584
2005-10-20,687.6491819879
2005-10-21,688.1220740167
2005-10-24,695.5791231838
2005-10-25,698.4230575455
2005-10-26,698.1624672217
2005-10-27,693.6454919836
2005-10-28,696.8572227183
2005-10-31,704.5711198976
2005-11-01,706.2712528906
2005-11-02,712.7979751906
2005-11-03,716.2229518884
2005-11-04,712.3364773235
2005-11-07,714.0138389189
2005-11-08,712.4833078751
2005-11-09,712.2733957357
2005-11-10,714.0474515242
2005-11-11,717.8580703035
2005-11-14,716.0974045208
2005-11-15,712.1702642555
2005-11-16,711.8086371072
2005-11-17,720.0333413303
2005-11-18,723.7077677696
2005-11-21,727.6649240816
2005-11-22,728.1549287648
2005-11-23,733.6977429058
2005-11-24,733.276240811
2005-11-25,733.1092266683
2005-11-28,731.5484198554
2005-11-29,731.5435129284
2005-11-30,728.9679852771
2005-12-01,736.0034390778
2005-12-02,739.1445938734
2005-12-05,739.7887168137
2005-12-06,741.7492196478
2005-12-07,739.6786351103
2005-12-08,739.7005140204
2005-12-09,741.9230062533
2005-12-12,746.8370144717
2005-12-13,748.9322650239
2005-12-14,752.8849190411
2005-12-15,748.9835746472
2005-12-16,751.2716565669
2005-12-19,749.0211414366
2005-12-20,748.1113346948
2005-12-21,750.2668809253
2005-12-22,753.2194894948
2005-12-23,754.2983698152
2005-12-26,754.624629127
2005-12-27,750.8084748323
2005-12-28,752.8910047264
2005-12-29,752.7622676076
2005-12-30,748.0577218512
2006-01-02,748.9995336028
2006-01-03,761.9238262885
2006-01-04,770.9353543446
2006-01-05,772.2244367394
2006-01-06,779.8092077018
2006-01-09,781.4563957155
2006-01-10,778.4852799017
2006-01-11,782.8915270994
2006-01-12,781.4365318428
2006-01-13,780.4805485949
2006-01-16,781.149215704
2006-01-17,772.9954456128
2006-01-18,766.3342881178
2006-01-19,774.1330054866
2006-01-20,766.8912202338
2006-01-23,769.5693412234
2006-01-24,772.2272900896
2006-01-25,774.7856728858
2006-01-26,781.1514900222
2006-01-27,787.0638707106
2006-01-30,787.0147493828
2006-01-31,788.4736848571
2006-02-01,789.5881352023
2006-02-02,783.8191432159
2006-02-03,778.3511751079
2006-02-06,780.9162794902
2006-02-07,776.4842606006
2006-02-08,774.3129659739
2006-02-09,778.1697566715
2006-02-10,776.941275795
2006-02-13,773.7413251038
2006-02-14,777.7390394434
2006-02-15,778.9796229675
2006-02-16,783.187633515
2006-02-17,783.768703968
2006-02-20,784.385797668
2006-02-21,784.2555891781
2006-02-22,787.6440711875
2006-02-23,790.6011104302
2006-02-24,791.6994529497
2006-02-27,795.1486011218
2006-02-28,789.9627434209
2006-03-01,793.889978235
2006-03-02,792.3798905885
2006-03-03,790.2771733261
2006-03-06,789.0344541569
2006-03-07,781.1706343255
2006-03-08,778.7557882307
2006-03-09,781.6448802624
2006-03-10,784.381988755
2006-03-13,790.4315329201
2006-03-14,797.6040523323
2006-03-15,801.5312856898
2006-03-16,805.0107004227
2006-03-17,807.5164477799
2006-03-20,808.7778573965
2006-03-21,804.0863448274
2006-03-22,807.0892354177
2006-03-23,803.4371716335
2006-03-24,806.6542402759
2006-03-27,806.7596386677
2006-03-28,803.8873160901
2006-03-29,805.3446943284
2006-03-30,812.0000524738
2006-03-31,808.2392533811
2006-04-03,813.7215550616
2006-04-04,818.7938865356
2006-04-05,822.0984393809
2006-04-06,823.8210950993
2006-04-07,816.819749309
2006-04-10,817.1230245715
2006-04-11,811.0454907182
2006-04-12,809.0399255739
2006-04-13,810.2370883416
2006-04-14,810.8029050257
2006-04-17,814.3862203928
2006-04-18,823.3253299459
2006-04-19,829.9052039023
2006-04-20,830.7561411728
2006-04-21,835.034504699
2006-04-24,831.9488220323
2006-04-25,831.6168724888
2006-04-26,835.8139148179
2006-04-27,838.2956010552
2006-04-28,838.3078990535
2006-05-01,840.0721848862
2006-05-02,847.3018788002
2006-05-03,843.5130860654
2006-05-04,847.7145551066
2006-05-05,857.6285382437
2006-05-08,860.3030038039
2006-05-09,863.0557893987
2006-05-10,861.7130627905
2006-05-11,855.3141418015
2006-05-12,843.4615568513
2006-05-15,834.7415682567
2006-05-16,832.27221849
2006-05-17,818.6449894078
2006-05-18,810.6106246374
2006-05-19,808.3867919517
2006-05-22,797.2777081284
2006-05-23,802.4897295525
2006-05-24,796.6509162992
2006-05-25,804.3303687976
2006-05-26,813.1159047252
2006-05-29,814.8692260503
2006-05-30,805.5584290422
2006-05-31,807.3323564491
2006-06-01,812.6596126323
2006-06-02,820.050657574
2006-06-05,810.0207490017
2006-06-06,796.7245598485
2006-06-07,791.5552625599
2006-06-08,775.9536409064
2006-06-09,781.7455545556
2006-06-12,773.4873364879
2006-06-13,756.1101773628
2006-06-14,759.9749971233
2006-06-15,775.7040327185
2006-06-16,777.7973404769
2006-06-19,772.9369404053
2006-06-20,772.7480646628
2006-06-21,777.947255263
2006-06-22,778.6970131223
2006-06-23,776.6244548416
2006-06-26,779.1544209341
2006-06-27,776.1554783174
2006-06-28,775.5968159726
2006-06-29,790.706252091
2006-06-30,805.3778744208
2006-07-03,810.4749286125
2006-07-04,812.3008345281
2006-07-05,801.6839301526
2006-07-06,805.4449286781
2006-07-07,806.0084806074
2006-07-10,807.1731646118
2006-07-11,805.3645028129
2006-07-12,798.3087694661
2006-07-13,788.0461132306
2006-07-14,778.3406250294
2006-07-17,772.2569577014
2006-07-18,769.0592989217
2006-07-19,783.8346856773
2006-07-20,787.1688544139
2006-07-21,782.503709176
2006-07-24,791.3931589317
2006-07-25,796.4647653962
2006-07-26,796.883054661
2006-07-27,804.1908141658
2006-07-28,812.3203209492
2006-07-31,811.7411766799
2006-08-01,806.3812687407
2006-08-02,814.1320158564
2006-08-03,812.3684146242
2006-08-04,818.5648670033
2006-08-07,811.6211801107
2006-08-08,812.0961361054
2006-08-09,814.3758947011
2006-08-10,811.1231424403
2006-08-11,809.0079769848
2006-08-14,811.753897792
2006-08-15,820.3366581634
2006-08-16,828.5054899821
2006-08-17,830.4414029093
2006-08-18,830.0703373489
2006-08-21,829.0038163655
2006-08-22,829.0820270022
2006-08-23,825.3768020372
2006-08-24,825.0765865871
2006-08-25,823.1722648508
2006-08-28,826.2073543081
2006-08-29,828.3858281307
2006-08-30,831.8036479878
2006-08-31,831.982575624
2006-09-01,835.7193388604
2006-09-04,841.3546046906
2006-09-05,839.9701093965
2006-09-06,831.4014317048
2006-09-07,823.3023484525
2006-09-08,824.3545619625
2006-09-11,819.5793720232
2006-09-12,826.7662068091
2006-09-13,829.8316557297
2006-09-14,832.2862764711
2006-09-15,830.8555219449
2006-09-18,832.6016732353
2006-09-19,831.3135825162
2006-09-20,833.9208059517
2006-09-21,834.4084846951
2006-09-22,830.3352248578
2006-09-25,831.9730093025
2006-09-26,836.6277132615
2006-09-27,842.341090903
2006-09-28,843.7887721568
2006-09-29,842.1756966542
2006-10-02,844.3734298198
2006-10-03,843.0241688973
2006-10-04,847.1675002431
2006-10-05,853.0823489458
2006-10-06,848.7441019356
2006-10-09,849.2985655188
2006-10-10,850.938638915
2006-10-11,849.8109229847
2006-10-12,855.9528014665
2006-10-13,858.8668312141
2006-10-16,863.2863013273
2006-10-17,858.5000845016
2006-10-18,861.0922284017
2006-10-19,863.8065783358
2006-10-20,865.325697672
2006-10-23,867.4379495028
2006-10-24,868.5611522505
2006-10-25,872.410559529
2006-10-26,878.2311854541
2006-10-27,875.6915083991
2006-10-30,872.6343792977
2006-10-31,874.7036270083
2006-11-01,874.0172958998
2006-11-02,872.4799896294
2006-11-03,871.3527160851
2006-11-06,879.1504424736
2006-11-07,884.6587698295
2006-11-08,883.599689478
2006-11-09,881.8594879544
2006-11-10,884.7069443631
2006-11-13,883.7261388739
2006-11-14,888.106968348
2006-11-15,890.411757904
2006-11-16,891.214377847
2006-11-17,889.0426509995
2006-11-20,886.0408156451
2006-11-21,888.1567082241
2006-11-22,894.5264556817
2006-11-23,894.9804873832
2006-11-24,894.4388653362
2006-11-27,886.1452478926
2006-11-28,885.9650804942
2006-11-29,896.6884776735
2006-11-30,900.3703747269
2006-12-01,899.8478356831
2006-12-04,905.1511432149
2006-12-05,909.1141378792
2006-12-06,911.0192799299
2006-12-07,910.928761198
2006-12-08,910.553886366
2006-12-11,910.2546897023
2006-12-12,911.0486509272
2006-12-13,913.1369606408
2006-12-14,918.9611230142
2006-12-15,919.2704212971
2006-12-18,917.3869717882
2006-12-19,916.234630481
2006-12-20,920.3171483803
2006-12-21,918.0122958253
2006-12-22,914.7133411796
2006-12-25,914.0629515075
2006-12-26,916.093197017
2006-12-27,923.7675036413
2006-12-28,924.2223787589
2006-12-29,922.4472028868
2007-01-01,922.4627157077
2007-01-02,929.8396268816
2007-01-03,925.879582823
2007-01-04,922.0094316629
2007-01-05,912.3391427892
2007-01-08,913.127043658
2007-01-09,913.1175463648
2007-01-10,906.8931528114
2007-01-11,912.3389620905
2007-01-12,920.4728387909
2007-01-15,924.8853227041
2007-01-16,922.610575634
2007-01-17,922.8927922537
2007-01-18,922.1066490272
2007-01-19,925.906007923
2007-01-22,925.1373493004
2007-01-23,929.3927111321
2007-01-24,935.6032876777
2007-01-25,929.4506110827
2007-01-26,924.6914992689
2007-01-29,925.6261628997
2007-01-30,930.2823210986
2007-01-31,932.2533117393
2007-02-01,942.2089976804
2007-02-02,943.8273473327
2007-02-05,942.1702980066
2007-02-06,946.443179377
2007-02-07,949.1804203399
2007-02-08,945.1688328947
2007-02-09,944.498096897
2007-02-12,939.6786534141
2007-02-13,946.9007775376
2007-02-14,957.2684747846
2007-02-15,960.947810677
2007-02-16,960.0315482756
2007-02-19,961.9262391289
2007-02-20,962.693215067
2007-02-21,959.7258127098
2007-02-22,961.3388805251
2007-02-23,963.2069445286
2007-02-26,965.5766193063
2007-02-27,942.5744790409
2007-02-28,932.8822883514
2007-03-01,927.0711917375
2007-03-02,919.935266264
2007-03-05,902.8675094944
2007-03-06,916.6092107801
2007-03-07,919.1152545919
2007-03-08,928.5987864683
2007-03-09,930.2036516822
2007-03-12,933.6921199842
2007-03-13,921.1200167502
2007-03-14,911.1762462909
2007-03-15,921.3756720706
2007-03-16,920.0290484719
2007-03-19,930.2439294549
2007-03-20,936.8768242555
2007-03-21,946.0497343859
2007-03-22,955.2372417466
2007-03-23,957.4550613822
2007-03-26,956.2759396749
2007-03-27,953.1188957124
2007-03-28,948.4907717609
2007-03-29,952.4709528401
2007-03-30,951.7805542292
2007-04-02,953.6606939372
2007-04-03,962.0384925028
2007-04-04,966.0139571318
2007-04-05,968.7378682976
2007-04-06,968.4662938607
2007-04-09,968.4753718245
2007-04-10,974.07909831
2007-04-11,971.7073616122
2007-04-12,974.3535101323
2007-04-13,976.7633953951
2007-04-16,988.3677680803
2007-04-17,989.3230026648
2007-04-18,990.8482324648
2007-04-19,985.8889260092
2007-04-20,994.7459140875
2007-04-23,993.0649148947
2007-04-24,991.4613329647
2007-04-25,998.0189367154
2007-04-26,997.4104535516
2007-04-27,995.7266589174
2007-04-30,992.182678897
2007-05-01,990.9149998754
2007-05-02,997.4672496841
2007-05-03,1000.4479706385
2007-05-04,1005.7691365862
2007-05-07,1011.0893381162
2007-05-08,1005.2619672047
2007-05-09,1010.0042015368
2007-05-10,999.9456552321
2007-05-11,1004.9335016121
2007-05-14,1005.3317686088
2007-05-15,1005.8391714808
2007-05-16,1008.7928116242
2007-05-17,1007.4135394356
2007-05-18,1012.8257336344
2007-05-21,1015.1328238024
2007-05-22,1017.3080442275
2007-05-23,1020.6520178655
2007-05-24,1010.8202480213
2007-05-25,1012.0217614985
2007-05-28,1013.808748628
2007-05-29,1016.5438238875
2007-05-30,1017.0445640777
2007-05-31,1023.4067867161
2007-06-01,1030.4036021394
2007-06-04,1033.5565244847
2007-06-05,1030.6771800219
2007-06-06,1020.6325314311
2007-06-07,1007.7022114991
2007-06-08,1006.808171215
2007-06-11,1010.7690117389
2007-06-12,1002.8573544008
2007-06-13,1008.7311296501
2007-06-14,1018.4404133008
2007-06-15,1029.1069030873
2007-06-18,1030.3656668026
2007-06-19,1030.4259351608
2007-06-20,1026.3374657072
2007-06-21,1025.7265034345
2007-06-22,1018.6310682505
2007-06-25,1015.4974110105
2007-06-26,1011.8183437028
2007-06-27,1011.1342408206
2007-06-28,1017.2503235358
2007-06-29,1021.0214190908
2007-07-02,1030.6888022198
2007-07-03,1036.4720959118
2007-07-04,1038.6614383781
2007-07-05,1036.159351916
2007-07-06,1041.2132150815
2007-07-09,1045.0969218475
2007-07-10,1037.7701651944
2007-07-11,1038.2969769581
2007-07-12,1051.233385717
2007-07-13,1057.7965238927
2007-07-16,1056.3718975424
2007-07-17,1054.8012719055
2007-07-18,1049.1347820635
2007-07-19,1055.5135212855
2007-07-20,1048.7499497186
2007-07-23,1050.7980999366
2007-07-24,1036.5626697323
2007-07-25,1030.7763299611
2007-07-26,1007.5593714392
2007-07-27,991.0090248323
2007-07-30,996.7813581365
2007-07-31,1000.3619215528
2007-08-01,990.4472510801
