Date,KUKJE (ACWI ex KOREA) IMI VALUE WEIGHTED
2002-05-31,1000.0
2002-06-03,987.6644272299958
2002-06-04,981.0059370525194
2002-06-05,979.2637863729783
2002-06-06,970.3604213413876
2002-06-07,965.7593137471158
2002-06-10,966.0987257321384
2002-06-11,959.9823540638265
2002-06-12,956.0881871770756
2002-06-13,946.6439944620776
2002-06-14,935.8058193211151
2002-06-17,952.3179452241544
2002-06-18,954.8643013378862
2002-06-19,941.3412908288642
2002-06-20,932.0694588362107
2002-06-21,925.7209301011397
2002-06-24,921.3847051156635
2002-06-25,917.9097803250773
2002-06-26,910.570775876605
2002-06-27,920.5593508029929
2002-06-28,936.163473627137
2002-07-01,925.3166732177624
2002-07-02,906.0212542239609
2002-07-03,900.3379213837223
2002-07-04,904.15306675201
2002-07-05,929.0856262685838
2002-07-08,927.6997872828804
2002-07-09,919.1059282189785
2002-07-10,894.979735901051
2002-07-11,885.8698018057283
2002-07-12,883.2907315705602
2002-07-15,870.8930283538809
2002-07-16,863.1882707674911
2002-07-17,871.0742609804004
2002-07-18,867.1350594204599
2002-07-19,841.8462492924546
2002-07-22,811.9632800767463
2002-07-23,788.9279593441582
2002-07-24,802.6873619620876
2002-07-25,808.7514534048378
2002-07-26,807.6704012628701
2002-07-29,840.0597766618405
2002-07-30,846.6114033475794
2002-07-31,847.6162534312895
2002-08-01,827.5543760502605
2002-08-02,816.6300958416864
2002-08-05,794.8489564869498
2002-08-06,805.8393380315423
2002-08-07,815.30623425704
2002-08-08,835.2863934534811
2002-08-09,843.6052607635897
2002-08-12,836.6689676948649
2002-08-13,829.6115249829388
2002-08-14,842.8227278180333
2002-08-15,853.3927363028961
2002-08-16,855.9153841223197
2002-08-19,868.8722604714425
2002-08-20,860.376851082281
2002-08-21,871.4482535014967
2002-08-22,881.4141979302677
2002-08-23,868.8038845525364
2002-08-26,873.883808579394
2002-08-27,874.2354917176278
2002-08-28,855.5562989512126
2002-08-29,851.1082731544622
2002-08-30,851.7644223513769
2002-09-02,847.4274168549669
2002-09-03,821.0136149498612
2002-09-04,825.692617851605
2002-09-05,818.05006339845
2002-09-06,828.7727453478403
2002-09-09,830.1619642981589
2002-09-10,836.4795868992928
2002-09-11,841.2032728378638
2002-09-12,824.2627933774656
2002-09-13,818.9196918800744
2002-09-16,814.8976029170569
2002-09-17,806.2885511907676
2002-09-18,796.2932692686801
2002-09-19,782.6256058458805
2002-09-20,780.0240160226831
2002-09-23,765.2044580722434
2002-09-24,752.1888708126144
2002-09-25,762.4311708734779
2002-09-26,780.6099159353723
2002-09-27,769.5634346226163
2002-09-30,756.6828956420738
2002-10-01,769.8416939527392
2002-10-02,763.2853152105362
2002-10-03,754.5491919767595
2002-10-04,739.7245883293256
2002-10-07,723.3792301246157
2002-10-08,722.9984430334677
2002-10-09,708.81184437532
2002-10-10,725.5095754903662
2002-10-11,752.0065785308997
2002-10-14,751.0822737724422
2002-10-15,785.5794316669298
2002-10-16,773.191403352151
2002-10-17,789.0196429907866
2002-10-18,790.6606843090674
2002-10-21,800.0961705479434
2002-10-22,791.6921611722461
2002-10-23,790.297030860412
2002-10-24,789.852725775603
2002-10-25,796.5478695387145
2002-10-28,799.3705851893155
2002-10-29,785.6308837945502
2002-10-30,795.4949981797198
2002-10-31,798.5971950332303
2002-11-01,805.5568414353273
2002-11-04,818.1857835676001
2002-11-05,824.5175121323604
2002-11-06,826.3449661256387
2002-11-07,814.7547025250947
2002-11-08,808.1299894667314
2002-11-11,794.3298569525318
2002-11-12,800.4084248971318
2002-11-13,796.0877992056862
2002-11-14,808.1804878837962
2002-11-15,814.5483841331396
2002-11-18,812.0012979885508
2002-11-19,808.3813617748107
2002-11-20,815.2068146528305
2002-11-21,835.1975799259096
2002-11-22,836.8387239726125
2002-11-25,837.6900482100987
2002-11-26,823.5423180774712
2002-11-27,840.6687064930751
2002-11-28,846.7721971044908
2002-11-29,846.2417888194597
2002-12-02,845.8421056286854
2002-12-03,834.1433411099672
2002-12-04,828.7471451322405
2002-12-05,820.3160916937535
2002-12-06,823.2684870781181
2002-12-09,808.2083972004242
2002-12-10,815.5706244645402
2002-12-11,817.8448654233943
2002-12-12,815.7413038595837
2002-12-13,809.4991785031714
2002-12-16,823.5447465080196
2002-12-17,820.1692112848315
2002-12-18,807.1191517122666
2002-12-19,804.1803160979622
2002-12-20,812.4419649541063
2002-12-23,813.6777086449724
2002-12-24,812.9751828600357
2002-12-25,812.7668519584644
2002-12-26,815.001578614313
2002-12-27,803.906594439204
2002-12-30,809.1581058145936
2002-12-31,812.648834546709
2003-01-01,812.6414833587407
2003-01-02,830.755196176121
2003-01-03,833.2761159598006
2003-01-06,848.7695364116099
2003-01-07,840.4118745697643
2003-01-08,829.2114328554561
2003-01-09,840.9257584834196
2003-01-10,843.5095537779791
2003-01-13,844.5571507560201
