Date,BELGIUM VALUE
1995-12-29,3043.71582
1996-01-31,3148.70177
1996-02-29,3129.14904
1996-03-29,3067.82707
1996-04-30,3150.18509
1996-05-31,3206.02838
1996-06-28,3278.32114
1996-07-31,3265.06481
1996-08-30,3342.52084
1996-09-30,3357.73546
1996-10-31,3376.41942
1996-11-29,3435.74464
1996-12-31,3392.55003
1997-01-31,3490.265498129333
1997-02-28,3602.2782202330004
1997-03-31,3698.798000435542
1997-04-30,3770.5077772711415
1997-05-30,3837.5955448815803
1997-06-30,3843.341629286012
1997-07-31,3888.590629318458
1997-08-29,3594.7374466846645
1997-09-30,3834.9919740871255
1997-10-31,3893.2413792921407
1997-11-28,3891.539100205516
1997-12-31,3996.002725358967
1998-01-30,4118.91920801685
1998-02-27,4313.080343950117
1998-03-31,4642.2075432933925
1998-04-30,4985.260917443498
1998-05-29,5311.648003726355
1998-06-30,5595.394189257967
1998-07-31,5936.454157495168
1998-08-31,5608.607273078947
1998-09-30,5669.370875877826
1998-10-30,6012.321110416185
1998-11-30,6348.072533437753
1998-12-31,7091.835766888333
1999-01-29,6896.003213245599
1999-02-26,6602.462181804084
1999-03-31,6489.742439073975
1999-04-30,6377.810191060917
1999-05-31,5962.089845307938
1999-06-30,6025.500041785164
1999-07-30,6212.098873855489
1999-08-31,6454.089320204548
1999-09-30,6364.930817742744
1999-10-29,6347.2661840367655
1999-11-30,6040.7583714122575
1999-12-31,6578.245497632386
2000-01-31,5467.675550470435
2000-02-29,5422.171728735138
2000-03-31,5340.743696622173
2000-04-28,5259.478711715893
2000-05-31,5430.231213360826
2000-06-30,5708.045372749854
2000-07-31,5682.354001879218
2000-08-31,5525.361388116643
2000-09-29,5285.098765440268
2000-10-31,5137.893854121363
2000-11-30,5015.3860511750445
2000-12-29,5397.799496194951
2001-01-01,5397.799496194951
2001-01-02,5437.522664830819
2001-01-03,5372.820013491809
2001-01-04,5417.98503307923
2001-01-05,5458.670917542374
2001-01-08,5388.348958861192
2001-01-09,5304.43005117207
2001-01-10,5263.871701821905
2001-01-11,5370.643207316133
2001-01-12,5410.576658090211
2001-01-15,5354.963243648287
2001-01-16,5326.255652310481
2001-01-17,5278.298377468029
2001-01-18,5380.378956329553
2001-01-19,5339.1798343923365
2001-01-22,5352.683074790534
2001-01-23,5334.413207814434
2001-01-24,5247.13580484236
2001-01-25,5211.374374343851
2001-01-26,5216.791129269964
2001-01-29,5173.655739069321
2001-01-30,5182.502757663721
2001-01-31,5226.0804382415545
2001-02-01,5314.878557446708
2001-02-02,5301.919889701309
2001-02-05,5439.579981687572
2001-02-06,5450.983869690735
2001-02-07,5406.233842403131
2001-02-08,5268.238246797891
2001-02-09,5339.331848097755
2001-02-12,5385.370288109038
2001-02-13,5430.246467048015
2001-02-14,5418.889870034852
2001-02-15,5372.560156007842
2001-02-16,5439.739426269286
2001-02-19,5439.25424490554
2001-02-20,5379.2098856744615
2001-02-21,5366.795880222275
2001-02-22,5342.05107585683
2001-02-23,5319.297476289357
2001-02-26,5382.343869030678
2001-02-27,5475.58057143897
2001-02-28,5542.945429834416
2001-03-01,5566.5522533151325
2001-03-02,5623.428650177019
2001-03-05,5649.291052987342
2001-03-06,5667.289064340575
2001-03-07,5638.435011636561
2001-03-08,5662.145775860307
2001-03-09,5638.0105251198775
2001-03-12,5634.997743988432
2001-03-13,5432.102749649948
2001-03-14,5307.441371199999
2001-03-15,5209.24318966602
2001-03-16,5001.969519116146
2001-03-19,4993.3213580950505
2001-03-20,5051.978881205371
2001-03-21,4905.055714349857
2001-03-22,4689.442232843579
2001-03-23,4789.2643165942745
2001-03-26,4951.589594846225
2001-03-27,5062.992648446984
2001-03-28,5043.2965305358375
2001-03-29,5038.573183132784
2001-03-30,5170.664666849425
2001-04-02,5205.385343435548
2001-04-03,5211.2568690274065
2001-04-04,5277.708845640942
2001-04-05,5305.997009409748
2001-04-06,5336.918183786011
2001-04-09,5381.964472250497
2001-04-10,5371.072098367016
2001-04-11,5389.571460839047
2001-04-12,5356.77458159169
2001-04-13,5356.77458159169
2001-04-16,5301.914782586079
2001-04-17,5278.785208535546
2001-04-18,5240.335688598506
2001-04-19,5300.721316976671
2001-04-20,5293.2490643912215
2001-04-23,5190.363606200237
2001-04-24,5151.495514347602
2001-04-25,5154.203841544103
2001-04-26,5194.863473960746
2001-04-27,5149.276377704021
2001-04-30,5168.404175221677
2001-05-01,5195.804208636084
2001-05-02,5249.807196878208
2001-05-03,5191.941683639269
2001-05-04,5121.467968400908
2001-05-07,5114.326732670485
2001-05-08,5078.35519077045
2001-05-09,5044.788994814197
2001-05-10,5079.8550125310085
2001-05-11,5080.717426835208
2001-05-14,5024.57873853065
2001-05-15,5040.811829125004
2001-05-16,5017.601170796626
2001-05-17,4986.187406981005
2001-05-18,4983.168669257255
2001-05-21,4954.291331957985
2001-05-22,4967.806904773903
2001-05-23,4968.007830274046
2001-05-24,4944.557861022196
2001-05-25,4933.710366947941
2001-05-28,4968.259472331967
2001-05-29,4945.657051541367
2001-05-30,4991.620719215003
2001-05-31,4985.6499772227635
2001-06-01,4950.703886906017
2001-06-04,4957.429989416433
2001-06-05,5098.292778514649
2001-06-06,5219.408729776845
2001-06-07,5222.01991040493
2001-06-08,5209.04202238816
2001-06-11,5148.885825157493
2001-06-12,5160.425352298539
2001-06-13,5182.7540479817835
2001-06-14,5213.192292729741
2001-06-15,5183.543002586
2001-06-18,5184.302136290384
2001-06-19,5161.058261418618
2001-06-20,5127.050640319467
2001-06-21,5120.205765460293
2001-06-22,5164.588769773261
2001-06-25,5169.279019352394
2001-06-26,5158.878472491448
2001-06-27,5152.280084669822
2001-06-28,5096.21579555646
2001-06-29,5095.158446806628
2001-07-02,5072.937721596099
2001-07-03,5092.166456815817
2001-07-04,5013.702579269904
2001-07-05,5012.650339999541
2001-07-06,5028.8490622349045
2001-07-09,5067.351203885389
2001-07-10,5102.605677741749
2001-07-11,5099.999089369229
2001-07-12,5040.1929032683
2001-07-13,5094.413257962982
2001-07-16,5130.427997201462
2001-07-17,5107.4073536567175
2001-07-18,5263.490424296504
2001-07-19,5259.434873577415
2001-07-20,5304.890203985967
2001-07-23,5301.542586063989
2001-07-24,5330.6780448113395
2001-07-25,5294.17658591219
2001-07-26,5274.283512665946
2001-07-27,5292.114467522485
2001-07-30,5314.939328940129
2001-07-31,5341.785415607236
2001-08-01,5362.776948598706
2001-08-02,5362.230605099316
2001-08-03,5373.814320162567
2001-08-06,5382.784597785857
2001-08-07,5356.07296492505
2001-08-08,5368.7464684134875
2001-08-09,5411.118455871766
2001-08-10,5487.719500151795
2001-08-13,5489.329303249622
2001-08-14,5473.350744671227
2001-08-15,5544.135492389624
2001-08-16,5505.135051060504
2001-08-17,5471.144194610743
2001-08-20,5420.56145228254
2001-08-21,5444.897368538704
2001-08-22,5500.505724641595
2001-08-23,5500.886118249683
2001-08-24,5526.429169846131
2001-08-27,5488.76961795504
2001-08-28,5441.396597570162
2001-08-29,5431.2910331246485
2001-08-30,5392.152681275566
2001-08-31,5411.677618970592
2001-09-03,5396.735236276971
2001-09-04,5258.97561046243
2001-09-05,5237.549242767803
2001-09-06,5256.107119656127
2001-09-07,5177.135256455208
2001-09-10,5037.464161336174
2001-09-11,4988.359394992742
2001-09-12,4912.544585640325
2001-09-13,4909.207607947442
2001-09-14,4832.5666705096155
2001-09-17,4806.775173137263
2001-09-18,4824.3239117500325
2001-09-19,4805.462207821424
2001-09-20,4665.329799587768
2001-09-21,4429.877157239025
2001-09-24,4625.263070426629
2001-09-25,4666.294226104242
2001-09-26,4761.431368249703
2001-09-27,4846.763134853857
2001-09-28,4919.160290595196
2001-10-01,4962.295284499249
2001-10-02,5009.58333715222
2001-10-03,4969.686955605068
2001-10-04,5054.4274988420075
2001-10-05,5099.265004831948
2001-10-08,5027.7037922252875
2001-10-09,5031.90223104262
2001-10-10,5038.364344726721
2001-10-11,5074.568826083579
2001-10-12,5063.865647131234
2001-10-15,4940.455436153757
2001-10-16,4957.623943460721
2001-10-17,4941.9459186346385
2001-10-18,4923.822242075396
2001-10-19,4880.817624916639
2001-10-22,4894.112008879612
2001-10-23,4911.009021681763
2001-10-24,4897.421349459145
2001-10-25,4862.333334035292
2001-10-26,4862.614692223197
2001-10-29,4880.63125701579
2001-10-30,4881.330819808735
2001-10-31,4864.573831809549
2001-11-01,4899.8743055301275
2001-11-02,4899.633695894761
2001-11-05,4881.236020701807
2001-11-06,4923.237864557785
2001-11-07,4970.553064710773
2001-11-08,4972.280390015671
2001-11-09,4907.188387831243
2001-11-12,4856.297670326454
2001-11-13,4818.436963175755
2001-11-14,4864.4966413278025
2001-11-15,4815.355183587569
2001-11-16,4806.259434597496
2001-11-19,4839.143412770885
2001-11-20,4812.941862516281
2001-11-21,4764.982326117811
2001-11-22,4814.171396307465
2001-11-23,4796.502564522365
2001-11-26,4756.422247091923
2001-11-27,4793.005267083283
2001-11-28,4791.664913424819
2001-11-29,4847.199506304887
2001-11-30,5033.863382461622
2001-12-03,4944.299800967606
2001-12-04,4955.7692768338675
2001-12-05,5021.82350742996
2001-12-06,5095.304298154608
2001-12-07,5099.828941687635
2001-12-10,5048.580667953193
2001-12-11,5036.613510938305
2001-12-12,5029.959309395055
2001-12-13,5034.0281573365055
2001-12-14,5117.617083832843
2001-12-17,5120.625771971409
2001-12-18,5193.36196065158
2001-12-19,5264.521270298724
2001-12-20,5177.414048292707
2001-12-21,5234.506500116335
2001-12-24,5200.2061537162335
2001-12-25,5200.2061537162335
2001-12-26,5204.647737380153
2001-12-27,5374.30440327821
2001-12-28,5394.822017934017
2001-12-31,5447.436521624459
2002-01-01,5447.436521624459
2002-01-02,5434.948815695254
2002-01-03,5373.8054181260295
2002-01-04,5236.356059501349
2002-01-07,5151.978525203485
2002-01-08,5156.393144920759
2002-01-09,5183.308365061365
2002-01-10,5134.897608524429
2002-01-11,5108.5976112079
2002-01-14,5040.9328357593695
2002-01-15,5084.864756796464
2002-01-16,5002.966488803064
2002-01-17,5109.0964825611245
2002-01-18,5136.062566676274
2002-01-21,5124.678742812691
2002-01-22,5119.585089083461
2002-01-23,5171.7376940200265
2002-01-24,5213.257738688878
2002-01-25,5107.440859512067
2002-01-28,5158.207610953541
2002-01-29,5132.637325455539
2002-01-30,4988.569553042818
2002-01-31,5022.7537338438
2002-02-01,5022.974275682643
2002-02-04,5059.124997129795
2002-02-05,4975.245736797708
2002-02-06,4968.934547960966
2002-02-07,5011.593572218649
2002-02-08,5042.070215024764
2002-02-11,5150.225792471894
2002-02-12,5131.363652782067
2002-02-13,5111.528653490544
2002-02-14,5162.310730543889
2002-02-15,5146.78974974947
2002-02-18,5079.515700455524
2002-02-19,4854.048250536929
2002-02-20,4814.590740457015
2002-02-21,4809.298563065562
2002-02-22,4784.7070984101365
2002-02-25,4824.088044686926
2002-02-26,4809.941394175257
2002-02-27,4832.115086785674
2002-02-28,4894.645473258239
2002-03-01,4973.8428416811485
2002-03-04,5036.474957909141
2002-03-05,5054.121873727854
2002-03-06,5071.4349024021985
2002-03-07,5072.325075182595
2002-03-08,5044.769671921424
2002-03-11,5061.186612350747
2002-03-12,5014.221508538936
2002-03-13,5005.056423707095
2002-03-14,5002.814072405257
2002-03-15,4968.153096114134
2002-03-18,5017.410324923689
2002-03-19,5074.038801925821
2002-03-20,5034.814404579137
2002-03-21,5019.220959063272
2002-03-22,5026.124266393869
2002-03-25,5030.17367586516
2002-03-26,5056.307484751416
2002-03-27,5032.815249390015
2002-03-28,5034.607207706182
2002-03-29,5034.607207706182
2002-04-01,5075.86974958502
2002-04-02,5044.778930876791
2002-04-03,5085.47494323404
2002-04-04,5152.890226559226
2002-04-05,5120.0484372828105
2002-04-08,5054.173218326606
2002-04-09,5041.102704103268
2002-04-10,5110.477693603093
2002-04-11,5123.334964536898
2002-04-12,5151.588044521291
2002-04-15,5206.634301167452
2002-04-16,5304.652416463728
2002-04-17,5366.769833760278
2002-04-18,5383.601898638445
2002-04-19,5405.783292410716
2002-04-22,5430.175860141811
2002-04-23,5457.9911732153205
2002-04-24,5445.347283891145
2002-04-25,5368.706551578067
2002-04-26,5263.73909353748
2002-04-29,5181.081637956923
2002-04-30,5280.64696257757
2002-05-01,5310.534099975358
2002-05-02,5211.340922663358
2002-05-03,5288.366854002771
2002-05-06,5330.174881639602
2002-05-07,5220.681544410649
2002-05-08,5326.502439734223
2002-05-09,5364.979970462593
2002-05-10,5361.666089702372
2002-05-13,5378.039875986774
2002-05-14,5370.047219917249
2002-05-15,5400.479807745928
2002-05-16,5393.388872960117
2002-05-17,5391.593347247988
2002-05-20,5378.651076070619
2002-05-21,5399.704106229598
2002-05-22,5387.296561157998
2002-05-23,5414.879820129667
2002-05-24,5385.330816943275
2002-05-27,5354.3017097126185
2002-05-28,5393.021061916925
2002-05-29,5530.204085033457
2002-05-30,5488.587023745535
2002-05-31,5470.3854126625665
2002-06-03,5427.648661576987
2002-06-04,5291.650189451981
2002-06-05,5188.561793228002
2002-06-06,5302.34229631088
2002-06-07,5307.22882013347
2002-06-10,5285.78424105678
2002-06-11,5309.800588379045
2002-06-12,5133.753933377121
2002-06-13,4987.327528010969
2002-06-14,4905.568516414459
2002-06-17,5120.708566799591
2002-06-18,5115.110484669378
2002-06-19,5090.0598863311325
2002-06-20,4990.878437906987
2002-06-21,5062.725606876612
2002-06-24,4895.693441611406
2002-06-25,5017.755131259235
2002-06-26,5010.00318967689
2002-06-27,5008.3317027383555
2002-06-28,5286.616750618457
2002-07-01,5270.609069447364
2002-07-02,5044.028577431062
2002-07-03,4846.500590691157
2002-07-04,4979.82891487507
2002-07-05,5184.658140203
2002-07-08,5295.439776457945
2002-07-09,5260.239362790669
2002-07-10,4968.727624268957
2002-07-11,4681.977540769771
2002-07-12,4738.904561332485
2002-07-15,4620.809008119505
2002-07-16,4552.709790256694
2002-07-17,4672.307891938794
2002-07-18,4796.07174434805
2002-07-19,4525.677111359152
2002-07-22,4197.037723408595
2002-07-23,3865.157361337383
2002-07-24,3840.197047680372
2002-07-25,4097.077080828925
2002-07-26,4044.556489790865
2002-07-29,4317.812238548017
2002-07-30,4382.09638442103
2002-07-31,4389.696951331822
2002-08-01,4085.889623135878
2002-08-02,4030.146261894387
2002-08-05,3939.3877686327605
2002-08-06,3938.206454789106
2002-08-07,3988.6070890407577
2002-08-08,4128.750160186944
2002-08-09,4204.266359751368
2002-08-12,4151.497427382153
2002-08-13,4140.505858400432
2002-08-14,4071.7805679670955
2002-08-15,4238.3621098783
2002-08-16,4290.161983176033
2002-08-19,4437.179784677589
2002-08-20,4317.120945596125
2002-08-21,4360.306815397077
2002-08-22,4586.400508349433
2002-08-23,4587.737334481414
2002-08-26,4515.292651471325
2002-08-27,4743.1925050217715
2002-08-28,4534.1238471437855
2002-08-29,4401.139401087694
2002-08-30,4466.26018659657
2002-09-02,4413.332482375566
2002-09-03,4331.237049810871
2002-09-04,4368.896974869374
2002-09-05,4294.733329499987
2002-09-06,4384.098422482828
2002-09-09,4296.345781060835
2002-09-10,4442.050353778151
2002-09-11,4562.115716399116
2002-09-12,4458.488138835139
2002-09-13,4315.910504857469
2002-09-16,4225.691002442916
2002-09-17,4183.199342137808
2002-09-18,3915.177566415679
2002-09-19,3873.685849223223
2002-09-20,3840.107466674548
2002-09-23,3665.555781011948
2002-09-24,3540.8207072312475
2002-09-25,3635.0506574553942
2002-09-26,3851.64129449137
2002-09-27,3795.024858142168
2002-09-30,3594.1492414753484
2002-10-01,3677.3618793382816
2002-10-02,3787.7294693127724
2002-10-03,3759.705795030934
2002-10-04,3578.750824138096
2002-10-07,3597.1451405115904
2002-10-08,3431.0732949369253
2002-10-09,3397.5579271420715
2002-10-10,3548.745753103133
2002-10-11,3809.3632421674656
2002-10-14,3825.7149759799154
2002-10-15,4095.7463345320502
2002-10-16,4071.492462739082
2002-10-17,4094.0263900297778
2002-10-18,4142.960871513524
2002-10-21,4126.916959791222
2002-10-22,4215.897224823034
2002-10-23,4047.5249363772537
2002-10-24,4060.76416154178
2002-10-25,4041.861523050602
2002-10-28,4162.801145444391
2002-10-29,4006.115878905197
2002-10-30,4100.805440395284
2002-10-31,4225.014311022433
2002-11-01,4217.842307506648
2002-11-04,4336.49855555473
2002-11-05,4418.263115838525
2002-11-06,4372.166565035178
2002-11-07,4296.791032451107
2002-11-08,4231.718364446439
2002-11-11,4197.246364519718
2002-11-12,4173.965299437203
2002-11-13,4178.283271957118
2002-11-14,4330.285533894575
2002-11-15,4382.685985363376
2002-11-18,4448.174930056877
2002-11-19,4458.983305711605
2002-11-20,4391.597704854784
2002-11-21,4504.038610400918
2002-11-22,4377.951004960486
2002-11-25,4316.544197278077
2002-11-26,4106.8328196569255
2002-11-27,4206.298745869989
2002-11-28,4245.23288006713
2002-11-29,4279.7915699892765
2002-12-02,4265.905734369915
2002-12-03,4148.408377767678
2002-12-04,4055.0171978077524
2002-12-05,3976.0217345196925
2002-12-06,4095.7209995844364
2002-12-09,3943.075517227056
2002-12-10,4030.402152152437
2002-12-11,4109.194458328508
2002-12-12,4056.5024156474597
2002-12-13,3985.8720394830434
2002-12-16,4167.311946711704
2002-12-17,4223.197646047188
2002-12-18,4138.802378139292
2002-12-19,4083.048062268113
2002-12-20,4126.8272441590625
2002-12-23,4225.179673569266
2002-12-24,4232.6435979074895
2002-12-25,4232.6435979074895
2002-12-26,4243.317060256123
2002-12-27,4148.978704495257
2002-12-30,4182.314667839656
2002-12-31,4293.023101126653
2003-01-01,4293.023101126653
2003-01-02,4409.7140604372025
2003-01-03,4346.011127804542
2003-01-06,4399.411298527436
2003-01-07,4336.487016000247
2003-01-08,4181.177045509663
2003-01-09,4255.417330829671
2003-01-10,4206.720720299054
2003-01-13,4292.552359933375
2003-01-14,4292.608136639995
2003-01-15,4304.8223361287955
2003-01-16,4258.60813377664
2003-01-17,4158.056755590434
2003-01-20,4102.167342211111
2003-01-21,4024.8018995410594
2003-01-22,3931.5364068594354
2003-01-23,3956.0495482457145
2003-01-24,3961.6440355058407
2003-01-27,3811.520093717049
2003-01-28,3810.280339423223
2003-01-29,3759.3774381754047
2003-01-30,3838.681116603647
2003-01-31,3951.751273983911
2003-02-03,3992.670767226735
2003-02-04,3884.4840530637207
2003-02-05,3898.3144936817025
2003-02-06,3780.9619571903113
2003-02-07,3727.9983414348508
2003-02-10,3661.1552216271207
2003-02-11,3785.536804904714
2003-02-12,3692.3434842012584
2003-02-13,3706.1248466248003
2003-02-14,3787.360656716554
2003-02-17,3864.7650318523624
2003-02-18,3919.3710664218383
2003-02-19,3833.217263322133
2003-02-20,3794.6179523708897
2003-02-21,3798.572092780042
2003-02-24,3620.658148914689
2003-02-25,3484.8239492893517
2003-02-26,3350.8526551830587
2003-02-27,3347.8926513034353
2003-02-28,3441.413941780619
2003-03-03,3507.0634160249315
2003-03-04,3399.0673654621273
2003-03-05,3360.378041154
2003-03-06,3295.526942964217
2003-03-07,3170.7360076417517
2003-03-10,3027.814163193428
2003-03-11,2921.4002144098904
2003-03-12,2844.949840015668
2003-03-13,3231.865692447574
2003-03-14,3526.421046984479
2003-03-17,3689.2622622058425
2003-03-18,3472.38669598785
2003-03-19,3509.948112238907
2003-03-20,3529.255837961727
2003-03-21,3654.552661863056
2003-03-24,3462.3536539601027
2003-03-25,3536.3094778116024
2003-03-26,3574.882079393763
2003-03-27,3479.518474372187
2003-03-28,3467.096037100647
2003-03-31,3378.7464764072806
2003-04-01,3401.8727921306063
2003-04-02,3545.1492643659603
2003-04-03,3631.3483927013217
2003-04-04,3704.5927088547205
2003-04-07,3916.390220787521
2003-04-08,3847.412804387651
2003-04-09,3896.7566146063546
2003-04-10,3852.5877690021334
2003-04-11,3890.363140699788
2003-04-14,3996.799356564748
2003-04-15,4146.768233896835
2003-04-16,4163.644176793465
2003-04-17,4174.26421540093
2003-04-18,4174.26421540093
2003-04-21,4156.270872151162
2003-04-22,4195.0808617597
2003-04-23,4275.905234458656
2003-04-24,4106.475369263293
2003-04-25,4080.0784117904736
2003-04-28,4158.95493535558
2003-04-29,4134.900548938947
2003-04-30,4207.328017971196
2003-05-01,4245.970591612955
2003-05-02,4229.54888805952
2003-05-05,4324.119778121651
2003-05-06,4415.903283961381
2003-05-07,4430.224008496285
2003-05-08,4375.343616011989
2003-05-09,4475.956961517356
2003-05-12,4516.259381494225
2003-05-13,4472.85041946088
2003-05-14,4495.8099455068805
2003-05-15,4502.47463772607
2003-05-16,4586.417294206462
2003-05-19,4393.963196880826
2003-05-20,4446.749253819027
2003-05-21,4376.922190200396
2003-05-22,4443.859940798514
2003-05-23,4487.235833428574
2003-05-26,4536.3206835292995
2003-05-27,4538.321341611948
2003-05-28,4509.291434171038
2003-05-29,4571.372577117238
2003-05-30,4652.562818724198
2003-06-02,4671.190836420251
2003-06-03,4660.701509710469
2003-06-04,4697.727903781015
2003-06-05,4724.43026485795
2003-06-06,4789.974344660358
2003-06-09,4732.32915415304
2003-06-10,4794.848116189149
2003-06-11,4974.60383719971
2003-06-12,4964.405396529405
2003-06-13,4888.119571800424
2003-06-16,5014.985092559423
2003-06-17,5004.760939697854
2003-06-18,4994.253997741901
2003-06-19,4834.853708191013
2003-06-20,4908.81991593649
2003-06-23,4796.266123191855
2003-06-24,4767.734527902443
2003-06-25,4801.72945200054
2003-06-26,4715.255086165666
2003-06-27,4741.271558801108
2003-06-30,4711.9686616627105
2003-07-01,4611.89342848989
2003-07-02,4718.536156785615
2003-07-03,4726.144855799172
2003-07-04,4647.7759013459645
2003-07-07,4784.833955918238
2003-07-08,4827.871590518591
