Date,GERMANY VALUE
1974-12-31,100.0
1975-01-31,115.38601
1975-02-28,131.6919
1975-03-31,128.46839
1975-04-30,129.52895
1975-05-30,120.76559
1975-06-30,120.28445
1975-07-31,121.40496
1975-08-29,115.51827
1975-09-30,109.81831
1975-10-31,124.87478
1975-11-28,129.45773
1975-12-31,133.5142
1976-01-30,140.17766
1976-02-27,144.24773
1976-03-31,149.6503
1976-04-30,140.90318
1976-05-31,136.6518
1976-06-30,138.72048
1976-07-30,137.85964
1976-08-31,137.80905
1976-09-30,145.23266
1976-10-29,135.38378
1976-11-30,145.97701
1976-12-31,149.59779
1977-01-31,148.22528
1977-02-28,146.94469
1977-03-31,153.41204
1977-04-29,167.19468
1977-05-31,164.38377
1977-06-30,159.87696
1977-07-29,166.38279
1977-08-31,165.34512
1977-09-30,167.69004
1977-10-31,175.04863
1977-11-30,179.28827
1977-12-30,187.03002
1978-01-31,191.55475
1978-02-28,200.17468
1978-03-31,201.58596
1978-04-28,190.87822
1978-05-31,193.71728
1978-06-30,195.8741
1978-07-31,205.76184
1978-08-31,216.93097
1978-09-29,228.45567
1978-10-31,250.68034
1978-11-30,222.66809
1978-12-29,235.53143
1979-01-31,230.29802
1979-02-28,226.1738
1979-03-30,223.22894
1979-04-30,220.23482
1979-05-31,209.4262
1979-06-29,212.03752
1979-07-31,221.91396
1979-08-31,226.61626
1979-09-28,236.30113
1979-10-31,217.64922
1979-11-30,229.97577
1979-12-31,229.57158
1980-01-31,229.96754
1980-02-29,229.92714
1980-03-31,192.48804
1980-04-30,214.63252
1980-05-30,222.44839
1980-06-30,229.78022
1980-07-31,230.23612
1980-08-29,222.58627
1980-09-30,217.14609
1980-10-31,198.50009
1980-11-28,198.98476
1980-12-31,191.13388
1981-01-30,172.54356
1981-02-27,172.53041
1981-03-31,181.29852
1981-04-30,179.34143
1981-05-29,164.13871
1981-06-30,169.34938
1981-07-31,163.9836
1981-08-31,160.93483
1981-09-30,158.56833
1981-10-30,160.83914
1981-11-30,171.43825
1981-12-31,164.50999
1982-01-29,163.56409
1982-02-26,161.52594
1982-03-31,167.17992
1982-04-30,173.79893
1982-05-31,169.90343
1982-06-30,155.35384
1982-07-30,155.44914
1982-08-31,150.6756
1982-09-30,156.39295
1982-10-29,150.49138
1982-11-30,156.31094
1982-12-31,176.29334
1983-01-31,171.11697
1983-02-28,186.74747
1983-03-31,212.20489
1983-04-29,220.33518
1983-05-31,199.85094
1983-06-30,207.76864
1983-07-29,206.8041
1983-08-31,189.34684
1983-09-30,198.92126
1983-10-31,206.79545
1983-11-30,202.82175
1983-12-30,207.91507
1984-01-31,213.00561
1984-02-29,217.57992
1984-03-30,219.63543
1984-04-30,211.2226
1984-05-31,199.40304
1984-06-29,197.72031
1984-07-31,177.5101
1984-08-31,183.81929
1984-09-28,185.41459
1984-10-31,191.73708
1984-11-30,192.11211
1984-12-31,193.02341
1985-01-31,193.19307
1985-02-28,185.99042
1985-03-29,206.19376
1985-04-30,213.86958
1985-05-31,236.97198
1985-06-28,255.51297
1985-07-31,270.30039
1985-08-30,292.98233
1985-09-30,331.15935
1985-10-31,376.94767
1985-11-29,383.24632
1985-12-31,449.36818
1986-01-31,444.71543
1986-02-28,486.13334
1986-03-31,498.19697
1986-04-30,540.67688
1986-05-30,454.99703
1986-06-30,470.03766
1986-07-31,463.65722
1986-08-29,547.05744
1986-09-30,523.36682
1986-10-31,523.93372
1986-11-28,564.78375
1986-12-31,570.81439
1987-01-30,543.62937
1987-02-27,535.19464
1987-03-31,561.94109
1987-04-30,562.86427
1987-05-29,547.94318
1987-06-30,582.53156
1987-07-31,605.35574
1987-08-31,646.64912
1987-09-30,624.43315
1987-10-30,534.67455
1987-11-30,500.26
1987-12-31,509.41008
1988-01-29,447.6506
1988-02-29,502.39214
1988-03-31,498.19
1988-04-29,494.79558
1988-05-31,497.57247
1988-06-30,502.21773
1988-07-29,502.06861
1988-08-31,502.53412
1988-09-30,534.43983
1988-10-31,591.4612
1988-11-30,591.91244
1988-12-30,614.30654
1989-01-31,592.65954
1989-02-28,599.05552
1989-03-31,594.73732
1989-04-28,621.93767
1989-05-31,607.04098
1989-06-30,644.07016
1989-07-31,682.94371
1989-08-31,673.9012
1989-09-29,694.19707
1989-10-31,663.6386
1989-11-30,735.94042
1989-12-29,899.73104
1990-01-31,925.51046
1990-02-28,905.6379
1990-03-30,967.69047
1990-04-30,908.30776
1990-05-31,912.37416
1990-06-29,937.98926
1990-07-31,989.78466
1990-08-31,847.07186
1990-09-28,700.41
1990-10-31,774.32521
1990-11-30,787.54539
1990-12-31,772.91793
1991-01-31,805.57951
1991-02-28,859.0544
1991-03-29,745.5334
1991-04-30,768.69932
1991-05-31,812.81121
1991-06-28,737.11717
1991-07-31,774.76137
1991-08-30,795.40786
1991-09-30,821.80275
1991-10-31,803.47124
1991-11-29,804.58079
1991-12-31,867.28236
1992-01-31,876.08197
1992-02-28,894.08461
1992-03-31,876.05174
1992-04-30,876.46796
1992-05-29,930.73171
1992-06-30,943.54992
1992-07-31,912.23081
1992-08-31,924.42799
1992-09-30,881.61494
1992-10-30,807.06112
1992-11-30,793.05327
1992-12-31,779.78973
1993-01-29,804.50335
1993-02-26,840.07119
1993-03-31,874.87803
1993-04-30,856.19755
1993-05-31,843.50441
1993-06-30,835.39311
1993-07-30,868.31497
1993-08-31,967.77573
1993-09-30,983.64889
1993-10-29,1026.33815
1993-11-30,1007.25407
1993-12-31,1093.30911
1994-01-31,1062.01217
1994-02-28,1058.02706
1994-03-31,1102.83176
1994-04-29,1158.05419
1994-05-31,1087.61568
1994-06-30,1094.36966
1994-07-29,1144.3366
1994-08-31,1186.0027
1994-09-30,1104.0102
1994-10-31,1180.87539
1994-11-30,1116.98704
1994-12-30,1148.2505
1995-01-31,1116.5104
1995-02-28,1188.64701
1995-03-31,1154.34137
1995-04-28,1186.73034
1995-05-31,1194.41968
1995-06-30,1205.73559
1995-07-31,1266.81043
1995-08-31,1203.62498
1995-09-29,1224.73811
1995-10-31,1203.54037
1995-11-30,1212.64303
1995-12-29,1248.55821
1996-01-31,1321.37095
1996-02-29,1338.25333
1996-03-29,1354.88059
1996-04-30,1324.46962
1996-05-31,1348.82883
1996-06-28,1368.52133
1996-07-31,1370.09901
1996-08-30,1412.08224
1996-09-30,1425.54118
1996-10-31,1429.15587
1996-11-29,1475.97005
1996-12-31,1486.42493
1997-01-31,1514.0622340991397
1997-02-28,1576.503158038161
1997-03-31,1716.9225793053654
1997-04-30,1670.476822352643
1997-05-30,1717.4068522929704
1997-06-30,1806.34087653986
1997-07-31,1962.0225715859092
1997-08-29,1763.3587495927768
1997-09-30,1893.0538568633785
1997-10-31,1788.3983477878587
