Date,UNITED KINGDOM VALUE
2001-01-25,8369.919587005199
2001-01-26,8395.456780309843
2001-01-29,8464.086795477788
2001-01-30,8566.000009679572
2001-01-31,8466.945639290396
2001-02-01,8492.790643675524
2001-02-02,8445.927849816595
2001-02-05,8478.005714834364
2001-02-06,8426.431435199944
2001-02-07,8335.627465357573
2001-02-08,8239.181902148535
2001-02-09,8134.490965316567
2001-02-12,8311.654508086507
2001-02-13,8260.982423601814
2001-02-14,8241.913268151155
2001-02-15,8247.182221941512
2001-02-16,8105.7521306208655
2001-02-19,8037.769723581204
2001-02-20,7873.862010832003
2001-02-21,7805.901887411656
2001-02-22,7888.888240891813
2001-02-23,7822.9878833706425
2001-02-26,7696.532171759536
2001-02-27,7702.706838088578
2001-02-28,7667.674188944098
2001-03-01,7741.306592822004
2001-03-02,7778.027395751179
2001-03-05,7895.891441495409
2001-03-06,8052.689718799453
2001-03-07,8024.571145500521
2001-03-08,8076.191013104139
2001-03-09,7930.1460149595005
2001-03-12,7837.825390293078
2001-03-13,7653.709249174979
2001-03-14,7551.777110973226
2001-03-15,7668.835561358787
2001-03-16,7399.541593031809
2001-03-19,7383.2571324621085
2001-03-20,7527.094739079645
2001-03-21,7384.880793089078
2001-03-22,7081.223093868004
2001-03-23,7161.336686948901
2001-03-26,7429.03240999295
2001-03-27,7678.498866039876
2001-03-28,7525.704405859904
2001-03-29,7527.095229153242
2001-03-30,7496.23175646404
2001-04-02,7474.280133192505
2001-04-03,7315.577044084025
2001-04-04,7493.861601575975
2001-04-05,7565.84134362138
2001-04-06,7654.227676314194
2001-04-09,7830.070111095386
2001-04-10,7949.632765197814
2001-04-11,7917.085567661799
2001-04-12,7918.944089005248
2001-04-13,7918.944089005248
2001-04-16,7885.681609928298
2001-04-17,7828.546398453978
2001-04-18,7928.910453167126
2001-04-19,8065.372804173144
2001-04-20,8079.036287695448
2001-04-23,8067.188110581793
2001-04-24,8000.708129967593
2001-04-25,7979.067057748148
2001-04-26,8011.678029181613
2001-04-27,8057.9345701999255
2001-04-30,8010.927471122537
2001-05-01,7975.890191949203
2001-05-02,7899.047479212706
2001-05-03,7690.165918013034
2001-05-04,7882.007236984738
2001-05-07,7897.086908545686
2001-05-08,7840.254097210051
2001-05-09,7850.782129942382
2001-05-10,7924.753403796117
2001-05-11,7858.033804011594
2001-05-14,7564.208318081325
2001-05-15,7772.368661744719
2001-05-16,7851.963082404789
2001-05-17,7898.0382450491525
2001-05-18,7895.290701946474
2001-05-21,7962.260281733776
2001-05-22,7941.223699462026
2001-05-23,7812.983048661188
2001-05-24,7756.692271637516
2001-05-25,7819.309999143236
2001-05-28,7817.933989922253
2001-05-29,7749.927760093042
2001-05-30,7676.256691094538
2001-05-31,7661.101178467301
2001-06-01,7618.546497495328
2001-06-04,7663.085409927059
2001-06-05,7735.089281847241
2001-06-06,7607.849269105413
2001-06-07,7637.810507675229
2001-06-08,7610.669318651226
2001-06-11,7462.0020933922615
2001-06-12,7423.286586803011
2001-06-13,7504.956771772861
2001-06-14,7479.070609121549
2001-06-15,7450.543050629305
2001-06-18,7386.744720980735
2001-06-19,7408.726451962138
2001-06-20,7382.19610783688
2001-06-21,7365.874941075595
2001-06-22,7381.174872102567
2001-06-25,7388.205891827596
2001-06-26,7292.207628627668
2001-06-27,7336.122962846837
2001-06-28,7352.2764673533175
2001-06-29,7316.773010566582
2001-07-02,7483.3186380167
2001-07-03,7365.483369057455
2001-07-04,7327.096226438033
2001-07-05,7266.639742629464
2001-07-06,7177.252989727042
2001-07-09,7186.92157378429
2001-07-10,7195.352543861671
2001-07-11,7098.00746349282
2001-07-12,7198.5604857471735
2001-07-13,7246.719254303658
2001-07-16,7223.806759021542
2001-07-17,7085.59531500767
2001-07-18,7116.175964173071
2001-07-19,7192.494329622819
2001-07-20,7173.727504859809
2001-07-23,7209.031186066366
2001-07-24,7081.174175422844
2001-07-25,7018.230203843706
2001-07-26,7005.9742434218415
2001-07-27,7151.488958645507
2001-07-30,7244.553662480401
2001-07-31,7355.660623047524
2001-08-01,7391.209730147258
2001-08-02,7473.318218354639
2001-08-03,7462.384681231651
2001-08-06,7351.438297608962
2001-08-07,7370.333170588296
2001-08-08,7288.201978534353
2001-08-09,7224.413571295231
2001-08-10,7260.039059542066
2001-08-13,7271.046388625769
2001-08-14,7379.070007734439
2001-08-15,7441.820436928523
2001-08-16,7380.424678133921
2001-08-17,7327.461970041077
2001-08-20,7346.70394648479
2001-08-21,7460.312599759314
2001-08-22,7480.037801149699
2001-08-23,7415.878427287294
2001-08-24,7508.789556863698
2001-08-27,7490.619781249053
2001-08-28,7470.1397272040485
2001-08-29,7475.9081861662335
2001-08-30,7353.748339735556
2001-08-31,7383.511627352663
2001-09-03,7346.907213449164
2001-09-04,7433.225460580806
2001-09-05,7407.942378515201
2001-09-06,7235.0097545847375
2001-09-07,7078.807178297869
2001-09-10,6996.15446709225
2001-09-11,6748.259003764873
2001-09-12,6823.066990861696
2001-09-13,6924.431936106428
2001-09-14,6686.129997047256
2001-09-17,6889.08010805179
2001-09-18,6880.105137548236
2001-09-19,6729.448807318641
2001-09-20,6501.465687424737
2001-09-21,6327.098247090086
2001-09-24,6543.546028252101
2001-09-25,6623.275232170845
2001-09-26,6747.289537683414
2001-09-27,6788.44843397458
2001-09-28,6970.149125417336
2001-10-01,6837.012196512665
2001-10-02,6874.728403341267
2001-10-03,6965.3278924792185
2001-10-04,7194.237569146965
2001-10-05,7242.440950013004
2001-10-08,7209.182622204851
2001-10-09,7156.764597635265
2001-10-10,7273.437403455017
2001-10-11,7227.728495016356
2001-10-12,7208.373443084662
2001-10-15,7090.485004828835
2001-10-16,7129.247165214806
2001-10-17,7333.054465145938
2001-10-18,7177.111036385759
2001-10-19,6972.781000189864
2001-10-22,6985.433783071345
2001-10-23,7133.92668578221
2001-10-24,7089.415624011257
2001-10-25,7002.131663567268
2001-10-26,7191.676575136591
2001-10-29,7145.153631653419
2001-10-30,7029.953203180417
2001-10-31,7069.862815063635
2001-11-01,7112.557673630954
2001-11-02,7174.356043410016
2001-11-05,7262.469528203983
2001-11-06,7278.174626263556
2001-11-07,7358.23414878583
2001-11-08,7401.923377512826
2001-11-09,7367.043056440797
2001-11-12,7218.84418234434
2001-11-13,7340.607905127969
2001-11-14,7266.551371272073
2001-11-15,7177.445822589485
2001-11-16,7222.819040112088
2001-11-19,7267.930563624289
2001-11-20,7239.068621703766
2001-11-21,7219.352894881991
2001-11-22,7264.345774143237
2001-11-23,7172.041913580331
2001-11-26,7207.6047929101815
2001-11-27,7196.499134310577
2001-11-28,7149.980325600048
2001-11-29,7162.419902211004
2001-11-30,7196.872389351923
2001-12-03,7097.263647249902
2001-12-04,7160.878965323168
2001-12-05,7355.1622060451145
2001-12-06,7475.531753241763
2001-12-07,7381.5564630885865
2001-12-10,7241.141877806518
2001-12-11,7194.681929583377
2001-12-12,7193.667464940713
2001-12-13,7112.641052410499
2001-12-14,7135.855516487906
2001-12-17,7308.172574014992
2001-12-18,7326.700097840575
2001-12-19,7217.271171330707
2001-12-20,7135.391730512253
2001-12-21,7178.696291410761
2001-12-24,7243.985198373496
2001-12-25,7243.985198373496
2001-12-26,7286.259392945079
2001-12-27,7366.841016582979
2001-12-28,7378.40949197746
2001-12-31,7392.9829210816915
2002-01-01,7392.9829210816915
2002-01-02,7331.759418286353
2002-01-03,7460.582563428153
2002-01-04,7507.220369613107
2002-01-07,7444.742406945841
2002-01-08,7377.573085910006
2002-01-09,7285.45604816767
2002-01-10,7233.246734881266
2002-01-11,7251.026070663483
2002-01-14,7147.023497126232
2002-01-15,7207.119525636705
2002-01-16,7115.6744411899635
2002-01-17,7148.295138634779
2002-01-18,7096.934078939396
2002-01-21,7108.65885271639
2002-01-22,7060.943317043676
2002-01-23,7071.886842846505
2002-01-24,7158.74844836157
2002-01-25,7061.037478440066
2002-01-28,7106.968098330216
2002-01-29,6965.156362025714
2002-01-30,6909.260468187554
2002-01-31,7000.832877386964
2002-02-01,7046.514847652223
2002-02-04,6989.704834353708
2002-02-05,6857.918502303039
2002-02-06,6784.277858087289
2002-02-07,6873.295258423682
2002-02-08,6920.8362941207915
2002-02-11,6973.497332534977
2002-02-12,6938.539684212156
2002-02-13,6966.292409017894
2002-02-14,7026.8315773039685
2002-02-15,7007.821699066283
2002-02-18,6962.682912028667
2002-02-19,6864.001973957107
2002-02-20,6751.126838542466
2002-02-21,6831.206599465457
2002-02-22,6809.533825433144
2002-02-25,6887.147296402376
2002-02-26,6958.527101705299
2002-02-27,7024.878784896042
2002-02-28,6900.41660135696
2002-03-01,7003.784168378368
2002-03-04,7200.303663833304
2002-03-05,7165.645733374388
2002-03-06,7261.935229780761
2002-03-07,7359.34544909694
2002-03-08,7319.984356114444
2002-03-11,7282.105015372056
2002-03-12,7199.7732741006885
2002-03-13,7245.315374687835
2002-03-14,7273.877988547073
2002-03-15,7351.314165502154
2002-03-18,7368.9500080131975
2002-03-19,7371.353145350065
2002-03-20,7332.99441909634
2002-03-21,7344.617884401875
2002-03-22,7307.575420511235
2002-03-25,7224.715366430151
2002-03-26,7233.598487122738
2002-03-27,7234.203109821265
2002-03-28,7314.355680817258
2002-03-29,7314.355680817258
2002-04-01,7388.3210753423755
2002-04-02,7364.150255561873
2002-04-03,7360.42729242065
2002-04-04,7321.076760076693
2002-04-05,7325.209817181221
2002-04-08,7225.6725342932805
2002-04-09,7187.680939813416
2002-04-10,7258.499471027738
2002-04-11,7118.261756731397
2002-04-12,7119.772112723295
2002-04-15,7212.231244306351
2002-04-16,7345.77040433282
2002-04-17,7370.130377899024
2002-04-18,7336.744190956201
2002-04-19,7350.447324806613
2002-04-22,7319.521375670436
2002-04-23,7237.32691464429
2002-04-24,7264.137635196619
2002-04-25,7291.293667607959
2002-04-26,7210.373447287332
2002-04-29,7237.578036435486
2002-04-30,7270.76675767796
2002-05-01,7230.432873624444
2002-05-02,7293.175959499949
2002-05-03,7332.0052038101785
2002-05-06,7328.009832811579
2002-05-07,7188.900566425928
2002-05-08,7333.372476900083
2002-05-09,7336.993658308361
2002-05-10,7306.915284821041
2002-05-13,7357.6846624337495
2002-05-14,7384.610357631351
2002-05-15,7435.161754038689
2002-05-16,7438.922056938143
2002-05-17,7426.37945093823
2002-05-20,7392.300038255539
2002-05-21,7363.799373552391
2002-05-22,7292.008483789825
2002-05-23,7322.128095887213
2002-05-24,7403.965940672543
2002-05-27,7322.663234363515
2002-05-28,7234.03183336055
2002-05-29,7257.829920453283
2002-05-30,7209.597712011126
2002-05-31,7297.020417014684
2002-06-03,7289.290258352639
2002-06-04,7297.519136928364
2002-06-05,7124.349205109433
2002-06-06,7092.759786819041
2002-06-07,7032.677067057218
2002-06-10,7022.622154770656
2002-06-11,7089.870807545523
2002-06-12,7002.384894345618
2002-06-13,6878.717773863201
2002-06-14,6672.002817081029
2002-06-17,6847.1129221513775
2002-06-18,6810.59633889642
2002-06-19,6751.4938084663045
2002-06-20,6692.39691632053
2002-06-21,6721.078054765455
2002-06-24,6667.20380798817
2002-06-25,6783.236169462657
2002-06-26,6725.727089670331
2002-06-27,6719.58138202859
2002-06-28,6885.991912437257
2002-07-01,6962.289198294402
2002-07-02,6771.8288984354995
2002-07-03,6527.268524487204
2002-07-04,6632.960904681507
2002-07-05,6854.864173289123
2002-07-08,6906.351822535923
2002-07-09,6857.826345633229
2002-07-10,6706.428255728645
2002-07-11,6442.85428754603
2002-07-12,6427.663364810281
2002-07-15,6131.857477312252
2002-07-16,6241.197432800634
2002-07-17,6479.084867705346
2002-07-18,6659.327080723492
2002-07-19,6397.3671966546935
2002-07-22,6058.878978030031
2002-07-23,5959.94108350451
2002-07-24,5883.610305790053
2002-07-25,6170.186976436203
2002-07-26,6184.852721667156
2002-07-29,6427.827684644975
2002-07-30,6460.115667471759
2002-07-31,6543.399576285494
2002-08-01,6221.894262892908
2002-08-02,6286.715927639379
2002-08-05,6160.818771201764
2002-08-06,6280.639821525541
2002-08-07,6191.4026678042765
2002-08-08,6392.180315455748
2002-08-09,6464.932029187
2002-08-12,6330.92216975943
2002-08-13,6429.368652693571
2002-08-14,6371.882050377263
2002-08-15,6580.951739191858
2002-08-16,6608.2821558449305
2002-08-19,6760.402802485679
2002-08-20,6686.585660178196
2002-08-21,6710.062597730516
2002-08-22,6802.364831549244
2002-08-23,6714.3984571589435
2002-08-26,6726.759766699378
2002-08-27,6855.6004708708715
2002-08-28,6596.299502976411
2002-08-29,6558.741017852165
2002-08-30,6564.142794125477
2002-09-02,6490.125226738808
2002-09-03,6283.239563049904
2002-09-04,6254.341720316031
2002-09-05,6230.04024756869
2002-09-06,6360.993425762669
2002-09-09,6261.028921105954
2002-09-10,6408.685698783082
2002-09-11,6427.6903281969435
2002-09-12,6252.734519754069
2002-09-13,6148.636836033547
2002-09-16,6157.675629019369
2002-09-17,6067.189163057148
2002-09-18,5871.101287279716
2002-09-19,5809.9649079232895
2002-09-20,5888.924055309534
2002-09-23,5732.132819102968
2002-09-24,5605.82667087019
2002-09-25,5609.012156905015
2002-09-26,5818.4968869806735
2002-09-27,5865.678133154258
2002-09-30,5629.662238139699
2002-10-01,5713.813098922247
2002-10-02,5843.88074736579
2002-10-03,5820.253104395184
2002-10-04,5718.431928532372
2002-10-07,5663.829781273458
2002-10-08,5574.456246715995
2002-10-09,5609.849637470939
2002-10-10,5684.412243899065
2002-10-11,5977.336770312454
2002-10-14,5866.041061584038
2002-10-15,6194.834266506796
2002-10-16,6080.999596759349
2002-10-17,6238.623392059606
2002-10-18,6208.922937418019
2002-10-21,6200.226566451573
2002-10-22,6145.971265461336
2002-10-23,6023.641909476755
2002-10-24,6221.0024129073245
2002-10-25,6154.7801359143405
2002-10-28,6225.825003186575
2002-10-29,5978.941117647533
2002-10-30,6072.5274387107775
2002-10-31,6156.664744918403
2002-11-01,6101.254441547187
2002-11-04,6285.732683505435
2002-11-05,6317.850049916423
2002-11-06,6205.997544284238
2002-11-07,6263.237257164986
2002-11-08,6211.91550355461
2002-11-11,6182.596738442778
2002-11-12,6329.223164137799
2002-11-13,6255.165827045322
2002-11-14,6258.2082726202825
2002-11-15,6354.104588217894
2002-11-18,6438.076775939902
2002-11-19,6425.859031731276
2002-11-20,6373.486000790829
2002-11-21,6547.355899388298
2002-11-22,6544.588855655132
2002-11-25,6401.971879893042
2002-11-26,6295.413328497634
2002-11-27,6353.07769468422
2002-11-28,6505.318900019213
2002-11-29,6483.419622567514
2002-12-02,6469.870656372272
2002-12-03,6371.408802594227
2002-12-04,6327.343064698741
2002-12-05,6296.406466942716
2002-12-06,6281.038241357391
2002-12-09,6150.008727028299
2002-12-10,6116.723254331884
2002-12-11,6208.317809124983
2002-12-12,6127.931578742091
2002-12-13,6067.873782781558
2002-12-16,6260.721719956844
2002-12-17,6200.961260948734
2002-12-18,6092.958745343776
2002-12-19,6096.068948701847
2002-12-20,6170.752830252305
2002-12-23,6200.699856392496
2002-12-24,6218.404044518672
2002-12-25,6218.404044518672
2002-12-26,6217.235684016793
2002-12-27,6066.170924216147
2002-12-30,6184.408336448695
2002-12-31,6258.3045580617145
2003-01-01,6258.3045580617145
2003-01-02,6332.268420050354
2003-01-03,6380.195221978023
2003-01-06,6419.195005456355
2003-01-07,6330.1352428026075
2003-01-08,6235.384245008266
2003-01-09,6275.78155346294
2003-01-10,6372.1669891937245
2003-01-13,6330.034120869333
2003-01-14,6341.373715544257
2003-01-15,6228.934297720643
2003-01-16,6240.047432820764
2003-01-17,6167.777477033036
2003-01-20,6051.6960423634955
2003-01-21,6005.488944092811
2003-01-22,5937.7803075084685
2003-01-23,5884.090980478
2003-01-24,5901.321823108888
2003-01-27,5727.3862707157905
2003-01-28,5756.008306005199
2003-01-29,5741.485089805475
2003-01-30,5879.687282439085
2003-01-31,5841.1140378982345
2003-02-03,6030.449013791986
2003-02-04,5902.992287137337
2003-02-05,6059.4619234155225
2003-02-06,5896.668081980393
2003-02-07,5894.957713421479
2003-02-10,5844.215273757208
2003-02-11,5948.291647464313
2003-02-12,5888.338706574325
2003-02-13,5916.1365913044065
2003-02-14,5881.856296534878
2003-02-17,5964.788745202489
2003-02-18,5980.922108810555
2003-02-19,5888.640070992465
2003-02-20,5928.798278912808
2003-02-21,5968.417267727096
2003-02-24,5923.790407509595
2003-02-25,5762.816263362745
2003-02-26,5768.235623545274
2003-02-27,5730.239863171678
2003-02-28,5853.4366854409955
2003-03-03,5926.378527686656
2003-03-04,5836.700248161471
2003-03-05,5828.051868118808
2003-03-06,5827.496116832471
2003-03-07,5721.58556008918
2003-03-10,5588.222060913107
2003-03-11,5641.066952494084
2003-03-12,5411.496299024502
2003-03-13,5695.8095207617125
2003-03-14,5812.242851940789
2003-03-17,5971.419314995292
2003-03-18,5964.864732721519
2003-03-19,6011.572022457274
2003-03-20,6023.916518726894
2003-03-21,6162.507160442855
2003-03-24,6027.122978330727
2003-03-25,6010.0849679186995
2003-03-26,6064.651417624322
2003-03-27,5942.590115242902
2003-03-28,5907.693875371981
2003-03-31,5810.64729358857
2003-04-01,5905.037253544433
2003-04-02,5997.275517991703
2003-04-03,6044.9429829612145
2003-04-04,6072.305008069583
2003-04-07,6199.685171590033
2003-04-08,6086.041321041829
2003-04-09,6090.859474598501
2003-04-10,6087.951036853264
2003-04-11,6083.25192968866
2003-04-14,6159.175120621142
2003-04-15,6266.6574678500165
2003-04-16,6207.226480443437
2003-04-17,6250.83141449471
2003-04-18,6250.83141449471
2003-04-21,6191.642809087801
2003-04-22,6297.6580975445095
2003-04-23,6388.3996366643305
2003-04-24,6347.026063529959
2003-04-25,6255.539470064802
2003-04-28,6391.045534089254
2003-04-29,6395.044395630376
2003-04-30,6384.867296267523
2003-05-01,6324.057121728397
2003-05-02,6423.811619405165
2003-05-05,6435.831475238896
2003-05-06,6558.366960660806
2003-05-07,6452.008938481046
2003-05-08,6378.419730256979
2003-05-09,6460.563866670263
2003-05-12,6505.780125102322
2003-05-13,6519.887116476556
2003-05-14,6541.380655950165
2003-05-15,6651.982486972056
2003-05-16,6695.336994137778
2003-05-19,6592.687735624709
2003-05-20,6647.432150600883
2003-05-21,6629.732603912658
2003-05-22,6672.82770967665
2003-05-23,6698.511721200999
2003-05-26,6701.5795544880675
2003-05-27,6733.513510693442
2003-05-28,6855.215608462173
2003-05-29,6966.382124082879
2003-05-30,6878.291556049161
2003-06-02,7011.8798528213765
2003-06-03,6967.402106955936
2003-06-04,6988.475183406077
2003-06-05,7053.278036855106
2003-06-06,7181.8451870694535
2003-06-09,7078.475426860085
2003-06-10,7058.504324450026
2003-06-11,7211.376063729704
2003-06-12,7258.053022791296
2003-06-13,7223.30058399977
2003-06-16,7308.742643568192
2003-06-17,7408.56391456318
2003-06-18,7382.287783957341
2003-06-19,7253.862533728202
2003-06-20,7266.9875702672625
2003-06-23,7176.160197272175
2003-06-24,7096.908146735158
2003-06-25,7146.721810163365
2003-06-26,7073.896440721692
2003-06-27,7058.961280585242
2003-06-30,7021.404509557533
2003-07-01,6954.155050168054
2003-07-02,7032.026424560945
2003-07-03,7083.528618063271
2003-07-04,7066.482477907586
2003-07-07,7135.063233217464
2003-07-08,7093.894526405367
2003-07-09,7037.0820187446
