Date,FRANCE VALUE
1983-11-30,209.06147
1983-12-30,213.71205
1984-01-31,233.81023
1984-02-29,242.63307
1984-03-30,245.65674
1984-04-30,260.77566
1984-05-31,258.02917
1984-06-29,246.38532
1984-07-31,212.45885
1984-08-31,236.43872
1984-09-28,231.2911
1984-10-31,231.92213
1984-11-30,228.24194
1984-12-31,224.02264
1985-01-31,238.08632
1985-02-28,230.46925
1985-03-29,257.75526
1985-04-30,262.59931
1985-05-31,284.94587
1985-06-28,278.0761
1985-07-31,284.0593
1985-08-30,299.97611
1985-09-30,295.2719
1985-10-31,322.4165
1985-11-29,381.9607
1985-12-31,413.14629
1986-01-31,468.82902
1986-02-28,563.1539
1986-03-31,636.22208
1986-04-30,717.62631
1986-05-30,618.02013
1986-06-30,659.11302
1986-07-31,722.17366
1986-08-29,819.11784
1986-09-30,746.4965
1986-10-31,743.62157
1986-11-28,786.09356
1986-12-31,803.33123
1987-01-30,914.92871
1987-02-27,938.27566
1987-03-31,999.65516
1987-04-30,1006.97608
1987-05-29,956.95458
1987-06-30,888.26466
1987-07-31,901.51564
1987-08-31,945.18992
1987-09-30,887.3916
1987-10-30,738.09768
1987-11-30,715.90794
1987-12-31,716.92779
1988-01-29,614.68023
1988-02-29,744.03231
1988-03-31,699.18494
1988-04-29,766.35284
1988-05-31,812.25517
1988-06-30,823.17514
1988-07-29,798.6174
1988-08-31,766.13045
1988-09-30,837.89365
1988-10-31,942.05006
1988-11-30,965.89276
1988-12-30,997.76898
1989-01-31,999.28967
1989-02-28,984.91922
1989-03-31,1001.83507
1989-04-28,1034.91875
1989-05-31,1000.01326
1989-06-30,1030.9235
1989-07-31,1135.50327
1989-08-31,1136.24184
1989-09-29,1194.7867
1989-10-31,1148.51234
1989-11-30,1200.5086
1989-12-29,1347.24724
1990-01-31,1312.29997
1990-02-28,1291.37754
1990-03-30,1378.85511
1990-04-30,1445.58181
1990-05-31,1459.85898
1990-06-29,1437.31811
1990-07-31,1441.5758
1990-08-31,1247.51606
1990-09-28,1126.22499
1990-10-31,1202.82755
1990-11-30,1218.516
1990-12-31,1139.32316
1991-01-31,1187.52442
1991-02-28,1307.81173
1991-03-29,1224.332
1991-04-30,1190.30813
1991-05-31,1237.84205
1991-06-28,1123.0974
1991-07-31,1169.89264
1991-08-30,1250.46335
1991-09-30,1322.45134
1991-10-31,1297.72254
1991-11-29,1266.01775
1991-12-31,1347.85461
1992-01-31,1374.91337
1992-02-28,1430.29528
1992-03-31,1387.54374
1992-04-30,1490.94581
1992-05-29,1557.53552
1992-06-30,1499.02787
1992-07-31,1423.35914
1992-08-31,1388.76681
1992-09-30,1448.32341
1992-10-30,1341.70892
1992-11-30,1317.04824
1992-12-31,1363.3705
1993-01-29,1355.45799
1993-02-26,1489.80343
1993-03-31,1546.25909
1993-04-30,1530.47328
1993-05-31,1497.21823
1993-06-30,1489.40054
1993-07-30,1540.37736
1993-08-31,1653.21134
1993-09-30,1620.79244
1993-10-29,1638.45752
1993-11-30,1570.70679
1993-12-31,1703.23121
1994-01-31,1800.71591
1994-02-28,1782.72115
1994-03-31,1670.55646
1994-04-29,1759.73383
1994-05-31,1696.35264
1994-06-30,1623.14674
1994-07-29,1762.88888
1994-08-31,1767.41806
1994-09-30,1633.70339
1994-10-31,1705.62868
1994-11-30,1690.72753
1994-12-30,1622.11599
1995-01-31,1582.31479
1995-02-28,1576.80043
1995-03-31,1741.24515
1995-04-28,1772.12093
1995-05-31,1808.05913
1995-06-30,1763.31657
1995-07-31,1829.68212
1995-08-31,1686.44412
1995-09-29,1613.96593
1995-10-31,1660.70455
1995-11-30,1684.21737
1995-12-29,1747.13772
1996-01-31,1770.00897
1996-02-29,1770.83957
1996-03-29,1767.43868
1996-04-30,1779.01187
1996-05-31,1747.99475
1996-06-28,1752.75327
1996-07-31,1706.41251
1996-08-30,1692.24448
1996-09-30,1780.35248
1996-10-31,1797.56982
1996-11-29,1903.28938
1996-12-31,1889.5827
1997-01-31,2003.7048097930399
1997-02-28,2025.0493382279094
1997-03-31,2089.4343490158167
1997-04-30,1969.2441870416965
1997-05-30,1976.3897289337913
1997-06-30,2100.046566021579
1997-07-31,2191.2920984504194
1997-08-29,2070.411755351773
1997-09-30,2354.0209134456722
1997-10-31,2249.922370638035
1997-11-28,2250.10539753606
1997-12-31,2347.6855840844314
1998-01-30,2425.7139405350154
1998-02-27,2635.6281809689535
1998-03-31,2985.440794705376
1998-04-30,3114.489982950795
1998-05-29,3249.97471309095
1998-06-30,3249.977224503799
1998-07-31,3310.6716916566043
1998-08-31,2750.2535745982013
1998-09-30,2718.1875336335847
1998-10-30,2903.0132991077357
1998-11-30,3125.928579399016
1998-12-31,3072.179052204415
1999-01-29,3137.16425398331
1999-02-26,2947.437634420323
1999-03-31,3185.6803121562925
1999-04-30,3357.1215255515804
1999-05-31,3278.0353729523413
1999-06-30,3377.607706863366
1999-07-30,3504.8619895609318
1999-08-31,3550.1495624845465
1999-09-30,3542.7932596011624
1999-10-29,3704.39149956255
1999-11-30,3702.2708593189636
1999-12-31,3919.8766263222988
2000-01-31,3589.514677732758
2000-02-29,3669.3790274213575
2000-03-31,3848.467737149423
2000-04-28,3864.656531559454
2000-05-31,4088.483820690322
2000-06-30,4348.73909286327
2000-07-31,4412.527227374656
2000-08-31,4343.180672722841
2000-09-29,4127.224714522636
2000-10-31,4081.7221043683435
2000-11-30,4101.23175308556
2000-12-29,4439.537354205455
2001-01-01,4439.537354205455
2001-01-02,4429.948390765764
2001-01-03,4351.484687006802
2001-01-04,4372.493608053216
2001-01-05,4402.089593876659
2001-01-08,4394.878394852447
2001-01-09,4305.252400011662
2001-01-10,4281.694058981947
2001-01-11,4366.51844035556
2001-01-12,4395.811269244433
2001-01-15,4406.045062696544
2001-01-16,4360.852999572233
2001-01-17,4355.007703580865
2001-01-18,4367.839583759871
2001-01-19,4308.883493480824
2001-01-22,4350.708453013081
2001-01-23,4356.376892669566
2001-01-24,4333.1660397816195
2001-01-25,4380.446238641721
2001-01-26,4384.756313069753
2001-01-29,4355.359326309064
2001-01-30,4388.376493086522
2001-01-31,4438.904900641776
2001-02-01,4427.307891106371
2001-02-02,4383.037746317096
2001-02-05,4424.987327488018
2001-02-06,4416.459487001151
2001-02-07,4384.569303954741
2001-02-08,4343.539613792001
2001-02-09,4346.019484175924
2001-02-12,4391.26154542261
2001-02-13,4354.883092474941
2001-02-14,4321.77149520945
2001-02-15,4245.8916549240175
2001-02-16,4260.186569475055
2001-02-19,4305.156735514471
2001-02-20,4231.49895797229
2001-02-21,4212.655576541857
2001-02-22,4151.744142045478
2001-02-23,4101.394671505216
2001-02-26,4158.537684886514
2001-02-27,4215.991746059644
2001-02-28,4213.188226038113
2001-03-01,4271.438128537477
2001-03-02,4246.217816227662
2001-03-05,4236.865770679221
2001-03-06,4265.435838176886
2001-03-07,4288.221982923157
2001-03-08,4315.127828552163
2001-03-09,4310.659956384554
2001-03-12,4229.838944464069
2001-03-13,4105.355391512879
2001-03-14,4017.025987894721
2001-03-15,4039.3106559945113
2001-03-16,3960.431014269146
2001-03-19,3946.6557993788233
2001-03-20,4009.6896663429934
2001-03-21,3916.1473357084074
2001-03-22,3687.557769377202
2001-03-23,3770.497898976009
2001-03-26,3886.1422071154743
2001-03-27,3984.298831358684
2001-03-28,3914.2460963106023
2001-03-29,3907.4344279379416
2001-03-30,3966.2518981459334
2001-04-02,3978.6266978420176
2001-04-03,3865.21845356595
2001-04-04,3958.0041645969527
2001-04-05,3972.4994845640817
2001-04-06,4000.6513994219654
2001-04-09,4032.4470811642077
2001-04-10,4057.937666595516
2001-04-11,4060.106110178757
2001-04-12,4124.849519498039
2001-04-13,4124.849519498039
2001-04-16,4082.6061112453026
2001-04-17,4070.1012944030945
2001-04-18,4088.2595505509885
2001-04-19,4166.7824848858545
2001-04-20,4207.751783015442
2001-04-23,4172.5629006369745
2001-04-24,4203.175275343054
2001-04-25,4217.685195458431
2001-04-26,4269.0528409242825
2001-04-27,4304.24573362827
2001-04-30,4280.34494436446
2001-05-01,4303.036976667789
2001-05-02,4268.26851939883
2001-05-03,4214.833608176976
2001-05-04,4231.405211830128
2001-05-07,4251.048967295471
2001-05-08,4240.7080632892375
2001-05-09,4219.463671275646
2001-05-10,4294.025832821472
2001-05-11,4246.68275145977
2001-05-14,4209.952299462707
2001-05-15,4272.023817618348
2001-05-16,4306.270339062984
2001-05-17,4337.410577880551
2001-05-18,4375.681433002566
2001-05-21,4381.790393566153
2001-05-22,4338.674958620724
2001-05-23,4286.209731670427
2001-05-24,4298.491948020029
2001-05-25,4254.922554665099
2001-05-28,4288.831597251833
2001-05-29,4238.975352295908
2001-05-30,4206.169744501556
2001-05-31,4160.246388012961
2001-06-01,4157.645528658186
2001-06-04,4163.294169874982
2001-06-05,4229.837519411257
2001-06-06,4209.5074116622545
2001-06-07,4190.082178584809
2001-06-08,4177.442301832766
2001-06-11,4138.851769454231
2001-06-12,4117.641026066613
2001-06-13,4160.564489963163
2001-06-14,4157.603514321114
2001-06-15,4151.082067911485
2001-06-18,4070.970665460918
2001-06-19,4093.2752435249304
2001-06-20,4042.4919028752834
2001-06-21,4027.2977239533916
2001-06-22,4062.3673250742904
2001-06-25,4138.247041977248
2001-06-26,4045.236597497566
2001-06-27,4016.8449945296343
2001-06-28,3980.225411648
2001-06-29,4051.9267003791647
2001-07-02,4090.411200989251
2001-07-03,4048.3780972730287
2001-07-04,4057.943486790615
2001-07-05,3995.0834170681114
2001-07-06,3944.044320175334
2001-07-09,3977.48610989425
2001-07-10,3965.8398803948794
2001-07-11,3937.3074470754405
2001-07-12,3913.3712265398212
2001-07-13,3974.061106101641
2001-07-16,3985.8045130625287
2001-07-17,3936.4613333800794
2001-07-18,3935.7577262369464
2001-07-19,3952.013123939298
2001-07-20,3948.7921614197976
2001-07-23,3965.1606899184517
2001-07-24,3948.101157810533
2001-07-25,3905.576266598946
2001-07-26,3957.4008381898866
2001-07-27,4015.1999961087845
2001-07-30,4072.054683853607
2001-07-31,4099.805424724489
2001-08-01,4128.0132560021975
2001-08-02,4127.08796234068
2001-08-03,4118.947543298613
2001-08-06,4111.764750376254
2001-08-07,4100.329301537797
2001-08-08,4075.465601312233
2001-08-09,4074.157957010807
2001-08-10,4069.3931729900173
2001-08-13,4159.781385365663
2001-08-14,4194.035141139356
2001-08-15,4246.65640789576
2001-08-16,4232.563433456385
2001-08-17,4181.7308594911865
2001-08-20,4166.082177340056
2001-08-21,4192.829751970914
2001-08-22,4223.909819290673
2001-08-23,4188.911696361688
2001-08-24,4254.9244033113055
2001-08-27,4237.253737053347
2001-08-28,4178.281491772387
2001-08-29,4202.792708461244
2001-08-30,4111.453534080655
2001-08-31,4116.746011941637
2001-09-03,4052.162697313945
2001-09-04,4013.51542330331
2001-09-05,3934.3170623922365
2001-09-06,3881.5135662795874
2001-09-07,3867.064286609188
2001-09-10,3811.623204350486
2001-09-11,3612.1193020729033
2001-09-12,3609.4530109986235
2001-09-13,3624.261872983224
2001-09-14,3487.8363343220094
2001-09-17,3577.9212396537246
2001-09-18,3557.0565871629633
2001-09-19,3490.438430339323
2001-09-20,3332.7684197645813
2001-09-21,3209.3402797490435
2001-09-24,3374.142831877706
2001-09-25,3436.6820506256026
2001-09-26,3499.5898015621297
2001-09-27,3550.7340797867364
2001-09-28,3558.2529612223466
2001-10-01,3520.306707327247
2001-10-02,3566.199245991848
2001-10-03,3544.26775135296
2001-10-04,3648.3930285100673
2001-10-05,3663.119787576376
2001-10-08,3647.6311645313845
2001-10-09,3648.078705874048
2001-10-10,3725.620006778263
2001-10-11,3710.3608101720197
2001-10-12,3743.7281747721986
2001-10-15,3648.735543571134
2001-10-16,3711.0910748259375
2001-10-17,3758.485865372162
2001-10-18,3671.080105822806
2001-10-19,3590.3025035089727
2001-10-22,3621.691605256497
2001-10-23,3677.430069664005
2001-10-24,3692.9044970774935
2001-10-25,3652.268353914157
2001-10-26,3722.2703526049827
2001-10-29,3714.8447876788923
2001-10-30,3638.211949469662
2001-10-31,3669.22717428692
2001-11-01,3702.506211120753
2001-11-02,3691.5659825913167
2001-11-05,3724.954824729905
2001-11-06,3706.145562332981
2001-11-07,3735.81159997118
2001-11-08,3774.63812475567
2001-11-09,3749.395140573594
2001-11-12,3655.4416181947854
2001-11-13,3736.6505278443324
2001-11-14,3721.1515314333046
2001-11-15,3692.1670463479027
2001-11-16,3722.7189506967775
2001-11-19,3739.7375917061154
2001-11-20,3732.5407254972824
2001-11-21,3704.7887143799935
2001-11-22,3743.177397843234
2001-11-23,3721.63789572192
2001-11-26,3711.220896337393
2001-11-27,3665.6783187218566
2001-11-28,3660.571100671126
2001-11-29,3666.5421676474443
2001-11-30,3715.542060662158
2001-12-03,3672.6762172188546
2001-12-04,3712.9653639367625
2001-12-05,3839.4118384715334
2001-12-06,3853.1849722060942
2001-12-07,3842.8400111465908
2001-12-10,3766.0230958995135
2001-12-11,3755.8599194230183
2001-12-12,3758.963624039642
2001-12-13,3669.8008383286533
2001-12-14,3631.6268636144505
2001-12-17,3765.018820312992
2001-12-18,3735.7004464970705
2001-12-19,3712.4329091005243
2001-12-20,3662.7881551926553
2001-12-21,3672.5235453118353
2001-12-24,3633.9950487072083
2001-12-25,3633.9950487072083
2001-12-26,3637.098905086356
2001-12-27,3732.8479332168795
2001-12-28,3735.27348400127
2001-12-31,3771.702778583275
2002-01-01,3771.702778583275
2002-01-02,3819.3673336502893
2002-01-03,3904.529116205246
2002-01-04,3897.837140804584
2002-01-07,3812.837691909165
2002-01-08,3770.615754420517
2002-01-09,3756.547088174387
2002-01-10,3719.520164534033
2002-01-11,3729.3781309731016
2002-01-14,3656.569423937665
2002-01-15,3689.344966739829
2002-01-16,3572.8292780301085
2002-01-17,3600.0698816133036
2002-01-18,3587.8987881070766
2002-01-21,3560.6375262773045
2002-01-22,3572.8496146696657
2002-01-23,3581.331635750959
2002-01-24,3612.7940126970693
2002-01-25,3536.022465798293
2002-01-28,3571.6188960395043
2002-01-29,3520.67844488111
2002-01-30,3448.3688013934493
2002-01-31,3476.505265672252
2002-02-01,3473.457968216843
2002-02-04,3443.0827321394486
2002-02-05,3366.6142499801417
2002-02-06,3327.192193561897
2002-02-07,3370.1765004200806
2002-02-08,3395.9621617884236
2002-02-11,3468.7674459031155
2002-02-12,3444.3895883193554
2002-02-13,3434.993594888028
2002-02-14,3486.343384865175
2002-02-15,3440.2900634136163
2002-02-18,3402.9567753297065
2002-02-19,3322.163360554054
2002-02-20,3301.032107919938
2002-02-21,3353.4970070876666
2002-02-22,3345.473191206223
2002-02-25,3376.21550350701
2002-02-26,3413.5690058960913
2002-02-27,3450.083368407842
2002-02-28,3475.272991076794
2002-03-01,3492.392218749943
2002-03-04,3628.9590896245195
2002-03-05,3623.039661641727
2002-03-06,3666.307366262771
2002-03-07,3712.1769295728686
2002-03-08,3701.910240026468
2002-03-11,3657.135238301393
2002-03-12,3598.088262451175
2002-03-13,3590.750114434051
2002-03-14,3635.3193159262178
2002-03-15,3672.6420052970834
2002-03-18,3709.171328927385
2002-03-19,3740.588141674936
2002-03-20,3700.7330095430907
2002-03-21,3673.6769290052152
2002-03-22,3685.1625338947774
2002-03-25,3668.4012499010532
2002-03-26,3675.994487330313
2002-03-27,3655.8434039728468
2002-03-28,3711.375054263416
2002-03-29,3711.375054263416
2002-04-01,3741.792674206085
2002-04-02,3688.2682432647152
2002-04-03,3689.4130476610326
2002-04-04,3639.37464090819
2002-04-05,3601.3152324475927
2002-04-08,3506.6832327508405
2002-04-09,3536.021007669235
2002-04-10,3598.4335045745534
2002-04-11,3544.799876811535
2002-04-12,3564.433364521876
2002-04-15,3607.393003028074
2002-04-16,3691.793968139166
2002-04-17,3721.740163937009
2002-04-18,3740.3453446337594
2002-04-19,3761.1100527295207
2002-04-22,3712.092166577836
2002-04-23,3709.303402534782
2002-04-24,3679.312359770836
2002-04-25,3639.859830887321
2002-04-26,3645.339396086765
2002-04-29,3637.4781195214405
2002-04-30,3652.54027252771
2002-05-01,3673.2127343964144
2002-05-02,3625.571041988172
2002-05-03,3619.6152722798456
2002-05-06,3629.995683919798
2002-05-07,3562.1439587731347
2002-05-08,3634.8708104591647
2002-05-09,3628.3348499350645
2002-05-10,3604.7613182653963
2002-05-13,3626.8862706829927
2002-05-14,3648.85264245181
2002-05-15,3704.3364478150493
2002-05-16,3704.802651195072
2002-05-17,3765.7886097329247
2002-05-20,3731.7694479665633
2002-05-21,3722.16824422191
2002-05-22,3700.6291302413397
2002-05-23,3694.83914381726
2002-05-24,3710.796543524125
2002-05-27,3712.477851700657
2002-05-28,3734.0340083411693
2002-05-29,3742.2155496705614
2002-05-30,3686.0420690745736
2002-05-31,3682.0237232988334
2002-06-03,3664.1646734058695
2002-06-04,3563.869938055898
2002-06-05,3544.872603995372
2002-06-06,3584.747225696302
2002-06-07,3496.4976660724724
2002-06-10,3505.2511311007706
2002-06-11,3565.014156376057
2002-06-12,3488.640721591875
2002-06-13,3430.9523480331095
2002-06-14,3326.078977784951
2002-06-17,3443.306743440768
2002-06-18,3457.290265268124
2002-06-19,3411.4218815136305
2002-06-20,3337.6536243733194
2002-06-21,3318.215971251747
2002-06-24,3188.6709868396274
2002-06-25,3246.0057993792475
2002-06-26,3238.578533859241
2002-06-27,3228.8116343689235
2002-06-28,3377.660655880122
2002-07-01,3403.1269420721396
2002-07-02,3182.348691192323
2002-07-03,3039.9749334054213
2002-07-04,3088.514707728342
2002-07-05,3217.631510072796
2002-07-08,3260.7208362557926
2002-07-09,3244.242756301453
2002-07-10,3105.5329260549343
2002-07-11,2983.419011470021
2002-07-12,2978.8029329482983
2002-07-15,2863.727573808826
2002-07-16,2885.537751207354
2002-07-17,2991.535187203976
2002-07-18,3061.6623654653486
2002-07-19,2919.3081419745868
2002-07-22,2746.949315370644
2002-07-23,2628.070799963558
2002-07-24,2565.8432501736147
2002-07-25,2713.6925025118826
2002-07-26,2673.659129604247
2002-07-29,2816.630488259829
2002-07-30,2816.053046060341
2002-07-31,2836.138851043512
2002-08-01,2717.63441165077
2002-08-02,2702.2191653516093
2002-08-05,2592.1478717276796
2002-08-06,2660.763927003945
2002-08-07,2669.210092414611
2002-08-08,2764.442757679942
2002-08-09,2824.6424226353706
2002-08-12,2785.7547438883885
2002-08-13,2792.5725558174777
2002-08-14,2664.6785169864497
2002-08-15,2725.054734652236
2002-08-16,2721.036002124407
2002-08-19,2831.838255617556
2002-08-20,2824.2780334310214
2002-08-21,2912.1245339164584
2002-08-22,3002.786063613138
2002-08-23,2939.8359805915666
2002-08-26,2891.259115131325
2002-08-27,3012.3707627641465
2002-08-28,2876.358650519218
2002-08-29,2801.186369522493
2002-08-30,2796.2932841837996
2002-09-02,2741.8217956471435
2002-09-03,2656.4043392135027
2002-09-04,2650.855401182151
2002-09-05,2581.5428873297924
2002-09-06,2657.243935604187
2002-09-09,2608.264331639969
2002-09-10,2669.898508645152
2002-09-11,2750.8856666471484
2002-09-12,2645.391217803091
2002-09-13,2566.7885243023866
2002-09-16,2529.8073030594137
2002-09-17,2503.066619620839
2002-09-18,2412.943107947112
2002-09-19,2360.922302350003
2002-09-20,2328.3204533748285
2002-09-23,2210.500745295472
2002-09-24,2141.7364875137796
2002-09-25,2179.4586288733726
2002-09-26,2316.571354710296
2002-09-27,2297.8684359405715
2002-09-30,2161.1006582376326
2002-10-01,2160.627147390148
2002-10-02,2237.574130170499
2002-10-03,2178.9536465024457
2002-10-04,2072.2642561285948
2002-10-07,2044.690414513613
2002-10-08,2010.4372784334012
2002-10-09,1984.7410899392664
2002-10-10,2080.1845300696523
2002-10-11,2225.2253196701326
2002-10-14,2204.108301373163
2002-10-15,2388.456944928978
2002-10-16,2406.687632532969
2002-10-17,2493.492541672545
2002-10-18,2488.6982973567838
2002-10-21,2496.529135242044
2002-10-22,2453.822365457531
2002-10-23,2323.5060175031763
2002-10-24,2390.607104086193
2002-10-25,2384.7131333140364
2002-10-28,2479.9935450098174
2002-10-29,2344.0790405688927
2002-10-30,2454.9456307179794
2002-10-31,2541.871897095059
2002-11-01,2520.5207669405486
2002-11-04,2635.5677101821066
2002-11-05,2682.8813986832456
2002-11-06,2653.3800045476173
2002-11-07,2583.2171798695194
2002-11-08,2540.612841880773
2002-11-11,2520.2422742779077
2002-11-12,2520.4774524632444
2002-11-13,2492.2804187413117
2002-11-14,2580.56763251709
2002-11-15,2615.410095556971
2002-11-18,2670.6853272715925
2002-11-19,2635.915066972783
2002-11-20,2601.4640994187544
2002-11-21,2743.326478469828
2002-11-22,2808.1213669549106
2002-11-25,2759.1461926090074
2002-11-26,2690.6412761038714
2002-11-27,2746.6317961136556
2002-11-28,2799.2530938324753
2002-11-29,2813.55600300072
2002-12-02,2813.8139172874553
2002-12-03,2746.6783028925884
2002-12-04,2698.4679097005555
2002-12-05,2654.796026861819
2002-12-06,2677.6841691362642
2002-12-09,2600.869965121715
2002-12-10,2625.918075751235
2002-12-11,2671.0818999536978
2002-12-12,2643.8941029154203
2002-12-13,2605.553570662897
2002-12-16,2706.2396420214186
2002-12-17,2691.0038011841198
2002-12-18,2610.482743895483
2002-12-19,2573.681686847671
2002-12-20,2601.648822391172
2002-12-23,2585.5288118921326
2002-12-24,2590.828628944559
2002-12-25,2590.828628944559
2002-12-26,2597.361924551228
2002-12-27,2558.208285956011
2002-12-30,2564.8736327907855
2002-12-31,2612.831031551052
2003-01-01,2612.831031551052
2003-01-02,2712.5097484300677
2003-01-03,2740.1590807128428
2003-01-06,2782.3639769926294
2003-01-07,2731.978869252903
2003-01-08,2668.7163858493554
2003-01-09,2745.3444703896
2003-01-10,2776.3774912440285
2003-01-13,2801.553656682521
2003-01-14,2831.8881532915225
2003-01-15,2798.0345612122437
2003-01-16,2801.10083638653
2003-01-17,2731.056988870073
2003-01-20,2703.972925243649
2003-01-21,2674.648579002155
2003-01-22,2626.655573379022
2003-01-23,2641.3609528643883
2003-01-24,2634.9548796971244
2003-01-27,2542.1223787033473
2003-01-28,2536.367608879822
2003-01-29,2539.1927847059765
2003-01-30,2607.823403104266
2003-01-31,2625.96235964739
2003-02-03,2659.5524555875245
2003-02-04,2596.8563543567075
2003-02-05,2620.58272192092
2003-02-06,2582.190289737875
2003-02-07,2541.3533230675316
2003-02-10,2501.631807066879
2003-02-11,2564.8071534741007
2003-02-12,2507.4224951185374
2003-02-13,2520.3773659595245
2003-02-14,2579.281021042444
2003-02-17,2622.0647027327827
2003-02-18,2649.423562775846
2003-02-19,2588.3781285204186
2003-02-20,2553.9096181450636
2003-02-21,2556.1806900157053
2003-02-24,2488.8424575493814
2003-02-25,2369.6865880121404
2003-02-26,2347.9719966506445
2003-02-27,2418.349853220395
2003-02-28,2476.959971670359
2003-03-03,2480.2193290053474
2003-03-04,2400.1923255191296
2003-03-05,2404.019186124052
2003-03-06,2374.8903852992125
2003-03-07,2331.2971079524777
2003-03-10,2273.4171261744896
2003-03-11,2259.60325363624
2003-03-12,2163.575736068479
2003-03-13,2277.1226337129724
2003-03-14,2442.6523478360696
2003-03-17,2496.7625108480493
2003-03-18,2483.761609533272
2003-03-19,2509.059056750988
2003-03-20,2466.9211439827463
2003-03-21,2559.3095415771745
2003-03-24,2429.241759254703
2003-03-25,2481.587232018654
2003-03-26,2473.7402863273965
2003-03-27,2431.8082927124537
2003-03-28,2446.514375980523
2003-03-31,2370.4561645879967
2003-04-01,2374.416172753259
2003-04-02,2455.696964059884
2003-04-03,2485.682887241676
2003-04-04,2509.6421057554617
2003-04-07,2612.377406236103
2003-04-08,2578.642912093322
2003-04-09,2565.969525649538
2003-04-10,2517.9685693122324
2003-04-11,2532.1431905537347
2003-04-14,2577.5358838316347
2003-04-15,2634.8403686570296
2003-04-16,2645.251279040217
2003-04-17,2660.5769292814466
2003-04-18,2660.5769292814466
2003-04-21,2649.108399389557
2003-04-22,2703.356136142278
2003-04-23,2757.999093352971
2003-04-24,2720.6679856823757
2003-04-25,2684.4684703089597
2003-04-28,2755.2331491389027
2003-04-29,2784.426903468089
2003-04-30,2828.2339834989148
2003-05-01,2854.2101468778246
2003-05-02,2834.1320942086236
2003-05-05,2898.7596756350176
2003-05-06,2976.6578187316873
2003-05-07,2949.9751197415244
2003-05-08,2875.635190726256
2003-05-09,2902.7754272723632
2003-05-12,2911.0041937028245
2003-05-13,2908.6381414968937
2003-05-14,2911.880445573834
2003-05-15,2927.831732406125
2003-05-16,2952.2964848180927
2003-05-19,2856.7721679878023
2003-05-20,2849.488731377121
2003-05-21,2847.0942026094326
2003-05-22,2880.7126598379714
2003-05-23,2897.465781711347
2003-05-26,2908.3802288435295
2003-05-27,2919.062535310266
2003-05-28,2948.012301167362
2003-05-29,2997.8755107877914
2003-05-30,3003.988599995941
2003-06-02,3048.2868358276287
2003-06-03,3045.3023306454616
2003-06-04,3069.302059070701
2003-06-05,3098.788955617311
2003-06-06,3133.1202380018335
2003-06-09,3110.2491793957615
2003-06-10,3119.197810054121
2003-06-11,3181.1058760351316
2003-06-12,3213.986306899436
2003-06-13,3179.401894300391
2003-06-16,3268.7741445579027
2003-06-17,3281.01663193697
2003-06-18,3249.9443611631623
2003-06-19,3193.5632084242384
