Date,AUSTRIA VALUE
2001-07-09,796.9471544192072
2001-07-10,808.2201193286004
2001-07-11,809.7215664831931
2001-07-12,799.5440686412749
2001-07-13,804.3131661419246
2001-07-16,808.6251888438585
2001-07-17,797.916770140735
2001-07-18,816.6384826781999
2001-07-19,828.7796839507482
2001-07-20,844.3696045405065
2001-07-23,847.5044993332492
2001-07-24,851.1997013445591
2001-07-25,847.0863065755785
2001-07-26,841.5740444864888
2001-07-27,843.4344110771909
2001-07-30,843.5349662562235
2001-07-31,833.3995387358291
2001-08-01,842.1578979504519
2001-08-02,833.65859754342
2001-08-03,826.2710103163664
2001-08-06,823.17747137403
2001-08-07,825.2319954906086
2001-08-08,820.8665501329177
2001-08-09,821.2611847899688
2001-08-10,838.6565216670452
2001-08-13,853.5577762717185
2001-08-14,840.4608587439823
2001-08-15,853.2916073118367
2001-08-16,851.9440451104788
2001-08-17,851.5271999850067
2001-08-20,833.1005656924444
2001-08-21,841.5264626360831
2001-08-22,855.2702077066804
2001-08-23,851.4788731201573
2001-08-24,848.0740484799564
2001-08-27,836.2255105703234
2001-08-28,838.0479509583195
2001-08-29,846.1483392466647
2001-08-30,837.4443833424875
2001-08-31,837.52816905436
2001-09-03,832.5112164812122
2001-09-04,821.0537527587313
2001-09-05,811.6822296145257
2001-09-06,812.3374114654105
2001-09-07,811.6677771026483
2001-09-10,792.2933489822436
2001-09-11,784.8694596360676
2001-09-12,780.7950459064018
2001-09-13,778.4873389787887
2001-09-14,764.8563103802005
2001-09-17,761.5933015704057
2001-09-18,752.5275556503453
2001-09-19,757.3339397516834
2001-09-20,736.1598696583021
2001-09-21,717.1084401692914
2001-09-24,714.0420652308372
2001-09-25,709.5193810387741
2001-09-26,725.963039252773
2001-09-27,733.0289355848996
2001-09-28,724.8654222459154
2001-10-01,738.5393849863775
2001-10-02,742.467467978883
2001-10-03,744.1784664397907
2001-10-04,742.7992267174936
2001-10-05,723.9155811851678
2001-10-08,725.6470802118424
2001-10-09,722.6020347546681
2001-10-10,711.158373614077
2001-10-11,718.8115952233301
2001-10-12,734.0122077504584
2001-10-15,721.9842929748008
2001-10-16,733.7720013502817
2001-10-17,735.0181738481919
2001-10-18,727.9160532146266
2001-10-19,700.0883970735771
2001-10-22,690.6019169426967
2001-10-23,699.5812966767589
2001-10-24,704.4607892485134
2001-10-25,700.4953467729257
2001-10-26,697.4079147044665
2001-10-29,697.8194078632299
2001-10-30,705.1741369933746
2001-10-31,709.3226975761792
2001-11-01,713.8509594958672
2001-11-02,704.4455744546239
2001-11-05,697.6791110114232
2001-11-06,705.752002471114
2001-11-07,703.8828361712553
2001-11-08,707.9679376006598
2001-11-09,707.6182630365328
2001-11-12,702.9511340044078
2001-11-13,686.1123345706986
2001-11-14,695.0005225335906
2001-11-15,694.4629657790634
2001-11-16,704.2787274896579
2001-11-19,693.4790205372366
2001-11-20,712.0642719006157
2001-11-21,707.726136550612
2001-11-22,708.8805556330788
2001-11-23,707.5019910086875
2001-11-26,706.285450182584
2001-11-27,710.361291307876
2001-11-28,710.7611096080374
2001-11-29,717.0097410725888
2001-11-30,741.2364713116355
2001-12-03,719.8065422805926
2001-12-04,731.3908793373715
2001-12-05,734.1152580112209
2001-12-06,734.4136558032815
2001-12-07,731.5905420812877
2001-12-10,733.0167305842326
2001-12-11,737.2443194696965
2001-12-12,745.6336957680909
2001-12-13,748.3149885093536
2001-12-14,750.9935122903904
2001-12-17,754.0009570194825
2001-12-18,749.1566295870344
2001-12-19,741.004984943328
2001-12-20,733.8815559361682
2001-12-21,731.9510736749841
2001-12-24,724.6476552161943
2001-12-25,724.6476552161943
2001-12-26,725.2665889838884
2001-12-27,740.7539195873112
2001-12-28,735.2183552268472
2001-12-31,742.3887769267234
2002-01-01,742.3887769267234
2002-01-02,748.47292312412
2002-01-03,755.6817181288894
2002-01-04,755.444873991731
2002-01-07,745.4933569354546
2002-01-08,737.1179682132746
2002-01-09,739.8694788064473
2002-01-10,751.7961660260509
2002-01-11,753.3911079343617
2002-01-14,757.1198416518595
2002-01-15,756.0803282074786
2002-01-16,746.7984553899317
2002-01-17,753.0933398846508
2002-01-18,755.2344155522811
2002-01-21,758.5248201985935
2002-01-22,755.640734555543
2002-01-23,759.1049723658249
2002-01-24,765.1062908072955
2002-01-25,754.4016321325083
2002-01-28,750.5971826340028
2002-01-29,752.5078692829337
2002-01-30,753.9954201921979
2002-01-31,751.4531399809127
2002-02-01,759.9754405355627
2002-02-04,765.7334021803069
2002-02-05,769.8139414785348
2002-02-06,774.4636809488053
2002-02-07,783.3666337541754
2002-02-08,787.5455691072301
2002-02-11,795.2700535816524
2002-02-12,797.0083083759783
2002-02-13,792.4962368720319
2002-02-14,784.0627433809598
2002-02-15,781.7418411026177
2002-02-18,785.3205115975776
2002-02-19,801.9518025579512
2002-02-20,792.2880098954711
2002-02-21,798.994199026635
2002-02-22,800.5839955725353
2002-02-25,796.9982653706481
2002-02-26,789.866179668909
2002-02-27,793.3993156691633
2002-02-28,780.575355860934
2002-03-01,781.4804536182617
2002-03-04,793.2367411264794
2002-03-05,786.3797060902581
2002-03-06,780.9174693105238
2002-03-07,785.4610923898274
2002-03-08,803.4308204678657
2002-03-11,798.002451473967
2002-03-12,788.7257349847141
2002-03-13,788.403973110861
2002-03-14,793.5680443443722
2002-03-15,797.7858745248204
2002-03-18,798.9844194267
2002-03-19,800.0434705486358
2002-03-20,801.332548049354
2002-03-21,797.9064185721619
2002-03-22,799.6471661047002
2002-03-25,802.82837623773
2002-03-26,801.44576515232
2002-03-27,803.5472648610291
2002-03-28,806.4166754812986
2002-03-29,806.4166754812986
2002-04-01,813.0258905543054
2002-04-02,828.7678117055397
2002-04-03,828.0068198228423
2002-04-04,828.0254469329615
2002-04-05,832.6327161736108
2002-04-08,820.9828362136893
2002-04-09,827.645024201422
2002-04-10,828.7231327322538
2002-04-11,839.6653704138857
2002-04-12,843.4501638963159
2002-04-15,847.5639825290561
2002-04-16,847.4724583927756
2002-04-17,847.3333337654435
2002-04-18,853.1618320644643
2002-04-19,857.8185288136964
2002-04-22,854.2945350612282
2002-04-23,851.5933473300446
2002-04-24,848.0616368442115
2002-04-25,852.4402897263134
2002-04-26,852.5027710361809
2002-04-29,855.5927294899961
2002-04-30,856.6250919028704
2002-05-01,861.473375077551
2002-05-02,860.8656356792944
2002-05-03,871.7379271229472
2002-05-06,877.0539665049515
2002-05-07,872.4404515056773
2002-05-08,868.3298060947301
2002-05-09,868.1386492854635
2002-05-10,881.1772006685542
2002-05-13,884.9645010931359
2002-05-14,878.771136961696
2002-05-15,881.6581399527286
2002-05-16,873.4506423133068
2002-05-17,895.4151261436958
2002-05-20,895.706784397474
2002-05-21,905.1972665345121
2002-05-22,905.8317550319508
2002-05-23,895.5679859695281
2002-05-24,896.2028255550574
2002-05-27,892.2965835002037
2002-05-28,904.2152133971049
2002-05-29,905.2854200450571
2002-05-30,910.6754689441078
2002-05-31,898.5204314884998
2002-06-03,901.9816726295661
2002-06-04,903.7219993835547
2002-06-05,905.1078206017282
2002-06-06,922.4662293269595
2002-06-07,921.498135087358
2002-06-10,920.3501871948007
2002-06-11,911.5796292599246
2002-06-12,909.0826708743283
2002-06-13,907.77720061757
2002-06-14,900.5908711392941
2002-06-17,896.3910039326769
2002-06-18,898.4485839565328
2002-06-19,914.5933361687631
2002-06-20,914.092880657384
2002-06-21,919.7350804687786
2002-06-24,910.0399718486806
2002-06-25,915.9138211800459
2002-06-26,924.2724013956501
2002-06-27,929.2368503656231
2002-06-28,930.7490888189567
2002-07-01,943.1194088081634
2002-07-02,908.1059091708437
2002-07-03,907.6295922448855
2002-07-04,906.976451665845
2002-07-05,901.4218447328074
2002-07-08,919.2504049301466
2002-07-09,926.977558555204
2002-07-10,908.4684945244636
2002-07-11,906.5869644998156
2002-07-12,908.664347063675
2002-07-15,913.9093660434165
2002-07-16,890.3680389003739
2002-07-17,901.28831641802
2002-07-18,900.0224340684401
2002-07-19,882.0967092903991
2002-07-22,866.4129541723563
2002-07-23,846.8034120780565
2002-07-24,817.8650728859683
2002-07-25,840.636726615714
2002-07-26,826.5932663302484
2002-07-29,813.6506698593566
2002-07-30,829.6050912059187
2002-07-31,801.1303196274041
2002-08-01,801.8299127648094
2002-08-02,804.8470854280553
2002-08-05,800.1566395920796
2002-08-06,782.8122235485145
2002-08-07,784.3615424004431
2002-08-08,788.9180714123592
2002-08-09,801.0255341748141
2002-08-12,802.4163634239164
2002-08-13,808.1064612291955
2002-08-14,820.3893634839882
2002-08-15,814.2791523864482
2002-08-16,836.8047191831953
2002-08-19,826.1156452096975
2002-08-20,820.4203210890968
2002-08-21,830.5305762978267
2002-08-22,827.5427180710906
2002-08-23,831.7092312809093
2002-08-26,829.349293792113
2002-08-27,835.7286686660781
2002-08-28,826.302915004168
2002-08-29,822.9282854016707
2002-08-30,830.0861379487835
2002-09-02,827.8624133519995
2002-09-03,831.3943464105822
2002-09-04,831.4144437510308
2002-09-05,823.9635937724809
2002-09-06,804.946290320143
2002-09-09,813.4544281457086
2002-09-10,808.2036802125989
2002-09-11,796.1457545831937
2002-09-12,793.4758100372128
2002-09-13,790.117338949443
2002-09-16,781.546544340042
2002-09-17,779.1698560778573
2002-09-18,770.7967134359411
2002-09-19,777.7434344387246
2002-09-20,772.5187598998613
2002-09-23,774.3836308373589
2002-09-24,754.633496678064
2002-09-25,764.1526219164664
2002-09-26,770.3940505874884
2002-09-27,766.7004747730496
2002-09-30,787.7004736167112
2002-10-01,766.0240959811231
2002-10-02,778.4147335877589
2002-10-03,775.8913593913863
2002-10-04,760.7054083857038
2002-10-07,744.732363881896
2002-10-08,724.6151339242037
2002-10-09,729.7589732219726
2002-10-10,735.4455093110389
2002-10-11,749.904873425336
2002-10-14,752.9536548886203
2002-10-15,761.9804998549573
2002-10-16,764.644919677948
2002-10-17,762.0463229787139
2002-10-18,766.576251879893
2002-10-21,769.7570389883556
2002-10-22,775.4087378200986
2002-10-23,770.759311108102
2002-10-24,776.945990698976
2002-10-25,781.127017885134
2002-10-28,806.1954961190162
2002-10-29,809.5092078023428
2002-10-30,817.0257927447192
2002-10-31,841.6954318591955
2002-11-01,846.9225619267853
2002-11-04,838.3386318092611
2002-11-05,835.2861484227485
2002-11-06,835.8520390060269
2002-11-07,854.9257725234489
2002-11-08,849.287551316571
2002-11-11,840.85401150592
2002-11-12,850.1518311653829
2002-11-13,847.790798768592
2002-11-14,841.7190777660263
2002-11-15,839.3414598869674
2002-11-18,842.157983976068
2002-11-19,850.2684204211276
2002-11-20,842.8833758634503
2002-11-21,839.8826907761128
2002-11-22,841.5800509522556
2002-11-25,843.2815250423939
2002-11-26,843.1989040512306
2002-11-27,835.8733452751318
2002-11-28,833.7791879969075
2002-11-29,822.4043734316997
2002-12-02,828.8507899886112
2002-12-03,818.3237219326234
2002-12-04,835.9742595789174
2002-12-05,835.2585727692729
2002-12-06,846.2673175019999
2002-12-09,833.6791887012806
2002-12-10,839.0895757901097
2002-12-11,843.924136272772
2002-12-12,846.0987005476846
2002-12-13,852.0126769881387
2002-12-16,850.7522495791728
2002-12-17,856.587702133399
2002-12-18,855.3646561157111
2002-12-19,850.2278737912633
2002-12-20,863.2032144431585
2002-12-23,876.5097918396041
2002-12-24,880.137729719735
2002-12-25,880.137729719735
2002-12-26,882.3571740699326
2002-12-27,869.8119365647254
2002-12-30,875.8003097387601
2002-12-31,879.2354778913754
2003-01-01,879.2354778913754
2003-01-02,872.3158476392616
2003-01-03,876.9509365680727
2003-01-06,882.3390093315109
2003-01-07,876.3591270385394
2003-01-08,873.9249207749416
2003-01-09,878.7316137080603
2003-01-10,868.9433511488418
2003-01-13,884.3321983191099
2003-01-14,887.758042384236
2003-01-15,896.6372565235846
2003-01-16,907.5986832822432
2003-01-17,903.5981371922928
2003-01-20,901.4330730622081
2003-01-21,903.6025238611619
2003-01-22,904.3177708410411
2003-01-23,921.7859838610473
2003-01-24,941.124162062223
2003-01-27,928.3200524062461
2003-01-28,927.370430935561
2003-01-29,921.627932204729
2003-01-30,899.6852199687565
2003-01-31,905.8085871287795
2003-02-03,918.7900523216715
2003-02-04,929.0221639642727
2003-02-05,915.1171451357725
2003-02-06,915.626464735576
2003-02-07,914.4321111342274
2003-02-10,905.0360936558629
2003-02-11,901.8880499144763
2003-02-12,900.3389236001547
2003-02-13,917.0458765780535
2003-02-14,913.1773649741098
2003-02-17,911.6124672123099
2003-02-18,904.0315199354471
2003-02-19,924.1585348867885
2003-02-20,921.875544735955
2003-02-21,927.5545022067402
2003-02-24,915.5205878432757
2003-02-25,905.2336195732798
2003-02-26,909.0016253150757
2003-02-27,908.6922132232435
2003-02-28,923.5245399879427
2003-03-03,933.9105227966378
2003-03-04,936.0725304277213
2003-03-05,947.8539324275139
2003-03-06,957.6936791560538
2003-03-07,969.4479267331765
2003-03-10,948.6318332711041
2003-03-11,943.518721262355
2003-03-12,922.7318606712117
2003-03-13,914.7090837372684
2003-03-14,914.3064097259289
2003-03-17,910.3029932811859
2003-03-18,908.3875802485941
2003-03-19,904.6269317102408
2003-03-20,910.6295617153768
2003-03-21,910.9187861699174
2003-03-24,918.8734478151674
2003-03-25,918.3471598734252
2003-03-26,925.961387645899
2003-03-27,927.1004336842536
2003-03-28,920.8646604660995
2003-03-31,938.5517864627132
2003-04-01,949.8911715983816
2003-04-02,955.7262756037513
2003-04-03,949.7034672342958
2003-04-04,948.8362277120311
2003-04-07,948.4002649993299
2003-04-08,951.5256200943595
2003-04-09,952.7518462851986
2003-04-10,969.780693465623
2003-04-11,956.9235757558989
2003-04-14,968.9450246262062
2003-04-15,965.6514334179719
2003-04-16,950.8570634248597
2003-04-17,945.2265985102849
2003-04-18,945.2265985102849
2003-04-21,941.1521590981712
2003-04-22,958.1619114574114
2003-04-23,973.8085143750097
2003-04-24,993.7360124827389
2003-04-25,984.9318319595751
2003-04-28,1001.5338337997921
2003-04-29,1012.9594434766093
2003-04-30,1042.6985730583144
2003-05-01,1052.2753296657047
2003-05-02,1053.6410831316273
2003-05-05,1085.5706945042277
2003-05-06,1107.8410332190977
2003-05-07,1122.8208388232003
2003-05-08,1122.9989821893469
2003-05-09,1123.974159911511
2003-05-12,1142.8374129320612
2003-05-13,1129.3902770779648
2003-05-14,1131.060265046914
2003-05-15,1123.6079102817705
2003-05-16,1124.916079960086
2003-05-19,1130.8317866975801
2003-05-20,1152.6144966005306
2003-05-21,1138.5049425553411
2003-05-22,1130.6509893982575
2003-05-23,1127.2179440693426
2003-05-26,1130.9745339909105
2003-05-27,1119.7123848933088
2003-05-28,1098.5304385436887
2003-05-29,1106.670819971507
2003-05-30,1074.7888569970191
2003-06-02,1108.9821978344644
2003-06-03,1120.5076633918993
2003-06-04,1123.9937412494512
2003-06-05,1142.3310789976942
2003-06-06,1145.5548497352565
2003-06-09,1151.7743036475501
2003-06-10,1153.5073950416077
2003-06-11,1162.1395324621444
2003-06-12,1135.2215969269632
2003-06-13,1147.086115233501
2003-06-16,1148.1569032305283
2003-06-17,1146.8287768726607
2003-06-18,1141.5681955787725
2003-06-19,1140.9335299438014
2003-06-20,1142.5372173508451
2003-06-23,1136.4317023523245
2003-06-24,1128.3479401102932
2003-06-25,1131.071830133336
2003-06-26,1115.5697873731983
2003-06-27,1119.2525738908719
2003-06-30,1125.254972342617
2003-07-01,1135.0348805328547
2003-07-02,1139.173464404521
2003-07-03,1139.7373111341308
2003-07-04,1139.9779244939075
2003-07-07,1124.0097522830938
2003-07-08,1112.7472486606957
2003-07-09,1115.152633925569
2003-07-10,1122.091242227879
2003-07-11,1127.4485370455393
2003-07-14,1153.1055029413192
2003-07-15,1138.8676363419581
2003-07-16,1145.3390842995918
2003-07-17,1137.0213541427197
2003-07-18,1145.8340483181182
2003-07-21,1143.5820309207847
2003-07-22,1131.6406784780743
2003-07-23,1155.460829525678
2003-07-24,1162.9127515945688
2003-07-25,1170.9333163527654
2003-07-28,1164.77566179548
2003-07-29,1161.1467901797078
2003-07-30,1147.4889406523264
