Date,SWITZERLAND VALUE
1999-09-30,3664.038067811501
1999-10-29,3749.7920212076833
1999-11-30,3656.072347063524
1999-12-31,3861.2578924412533
2000-01-31,3413.4391799980112
2000-02-29,3267.1810475359816
2000-03-31,3673.362626841216
2000-04-28,3461.6869673266106
2000-05-31,3754.4032611412454
2000-06-30,3943.4543369977473
2000-07-31,4046.9306144720053
2000-08-31,4017.3027975433283
2000-09-29,3698.864755147205
2000-10-31,3750.4120938187552
2000-11-30,3839.4047694814085
2000-12-29,4252.864950434506
2001-01-01,4252.864950434506
2001-01-02,4286.724918939552
2001-01-03,4280.195772972697
2001-01-04,4337.812824856287
2001-01-05,4284.2773395333115
2001-01-08,4310.5956853982
2001-01-09,4254.814970244281
2001-01-10,4200.398006179869
2001-01-11,4235.931474693184
2001-01-12,4200.610123635835
2001-01-15,4176.264772867438
2001-01-16,4183.32431597141
2001-01-17,4208.740780741869
2001-01-18,4271.33059474471
2001-01-19,4185.401276109579
2001-01-22,4176.9285415651575
2001-01-23,4214.669616774762
2001-01-24,4171.989529465591
2001-01-25,4174.1280093264
2001-01-26,4211.440771842843
2001-01-29,4219.480309092178
2001-01-30,4255.414906708338
2001-01-31,4277.474921814512
2001-02-01,4259.61986043419
2001-02-02,4233.874893594218
2001-02-05,4278.655095823857
2001-02-06,4247.181691784371
2001-02-07,4231.061184549792
2001-02-08,4095.131685212225
2001-02-09,4108.28669991
2001-02-12,4087.729632952138
2001-02-13,4072.783141315359
2001-02-14,4049.9702340307313
2001-02-15,3993.4819862701156
2001-02-16,3947.3410709387176
2001-02-19,3972.289111707242
2001-02-20,3906.430869982687
2001-02-21,3867.9644328359104
2001-02-22,3876.258354524769
2001-02-23,3849.2352568695674
2001-02-26,3890.963713800938
2001-02-27,3928.6647118865744
2001-02-28,3947.4999766754104
2001-03-01,3882.532635205093
2001-03-02,3861.593991213993
2001-03-05,3854.995978289139
2001-03-06,3914.107323835078
2001-03-07,3897.5697973102756
2001-03-08,3905.694546043516
2001-03-09,3872.893087257529
2001-03-12,3784.1136510268193
2001-03-13,3732.9833460494547
2001-03-14,3642.248732037392
2001-03-15,3639.8271170022526
2001-03-16,3511.9906242069596
2001-03-19,3484.796484405358
2001-03-20,3544.0069783032677
2001-03-21,3444.04080310949
2001-03-22,3158.293151763945
2001-03-23,3266.522108683078
2001-03-26,3398.3694894202636
2001-03-27,3429.7961313424203
2001-03-28,3358.3620927268435
2001-03-29,3380.69873057187
2001-03-30,3470.283827881827
2001-04-02,3417.287313916898
2001-04-03,3334.1695625018738
2001-04-04,3352.518913845864
2001-04-05,3395.930417138387
2001-04-06,3397.5004663954405
2001-04-09,3449.8721186544126
2001-04-10,3477.6376436316145
2001-04-11,3530.5802230196505
2001-04-12,3568.349121023924
2001-04-13,3568.349121023924
2001-04-16,3532.0537943061554
2001-04-17,3522.3559113062634
2001-04-18,3525.7446183525954
2001-04-19,3583.071820606792
2001-04-20,3614.885001063408
2001-04-23,3555.2039076068304
2001-04-24,3594.399144181846
2001-04-25,3565.285617732508
2001-04-26,3555.528446032208
2001-04-27,3541.7600778052415
2001-04-30,3574.121226986978
2001-05-01,3584.7627973858807
2001-05-02,3610.3077415645525
2001-05-03,3581.8153767759527
2001-05-04,3608.2009742937066
2001-05-07,3649.34317106198
2001-05-08,3591.7496702033795
2001-05-09,3562.3563245267555
2001-05-10,3652.550110036705
2001-05-11,3624.989472394709
2001-05-14,3585.285324924428
2001-05-15,3655.7865966999225
2001-05-16,3673.795584299735
2001-05-17,3700.2648433282807
2001-05-18,3679.6338009071956
2001-05-21,3686.355560135536
2001-05-22,3662.734778298614
2001-05-23,3651.5978341232744
2001-05-24,3642.5648153623024
2001-05-25,3632.47619224767
2001-05-28,3624.929538807865
2001-05-29,3587.8510131681223
2001-05-30,3558.4353268422065
2001-05-31,3520.78754894509
2001-06-01,3541.3070668729847
2001-06-04,3549.4069017306906
2001-06-05,3594.7206472057346
2001-06-06,3548.214024994117
2001-06-07,3556.5692907511398
2001-06-08,3529.8432448786475
2001-06-11,3498.128462862883
2001-06-12,3462.760231552527
2001-06-13,3490.708561655496
2001-06-14,3459.133386984082
2001-06-15,3455.9167736946847
2001-06-18,3430.5087860250396
2001-06-19,3461.800864738465
2001-06-20,3389.658743449139
2001-06-21,3407.6981229377025
2001-06-22,3425.3012823667714
2001-06-25,3456.5220909004033
2001-06-26,3406.3873920558876
2001-06-27,3368.3417077737745
2001-06-28,3383.993320029336
2001-06-29,3386.5591851647937
2001-07-02,3427.305580314504
2001-07-03,3403.3437194770054
2001-07-04,3383.776019866364
2001-07-05,3312.0966444954556
2001-07-06,3265.695803388972
2001-07-09,3281.711211496367
2001-07-10,3289.913121979078
2001-07-11,3269.8082494710106
2001-07-12,3326.389491759482
2001-07-13,3323.7228532308545
2001-07-16,3350.0745285731728
2001-07-17,3306.418654701079
2001-07-18,3375.754503959426
2001-07-19,3424.691866717796
2001-07-20,3414.920891901986
2001-07-23,3401.322702217551
2001-07-24,3365.9003661787256
2001-07-25,3349.3904855291858
2001-07-26,3332.5910251589476
2001-07-27,3349.6955808928597
2001-07-30,3386.3775554778554
2001-07-31,3397.967193397761
2001-08-01,3436.5057809786194
2001-08-02,3459.3956006394055
2001-08-03,3438.720607003508
2001-08-06,3425.5205699741546
2001-08-07,3420.411129468581
2001-08-08,3418.0862301903812
2001-08-09,3398.596439093392
2001-08-10,3370.084241888855
2001-08-13,3390.243827613677
2001-08-14,3485.8245298591696
2001-08-15,3559.5183845582374
2001-08-16,3517.077820261091
2001-08-17,3494.3621463674203
2001-08-20,3470.785273804263
2001-08-21,3487.027051923211
2001-08-22,3465.010013365994
2001-08-23,3409.11853156876
2001-08-24,3481.0212503513376
2001-08-27,3488.8628775204083
2001-08-28,3419.9183000585726
2001-08-29,3388.485433963762
2001-08-30,3358.7468166234976
2001-08-31,3374.5384555811197
2001-09-03,3300.9412004421574
2001-09-04,3296.352489446502
2001-09-05,3267.1739624344114
2001-09-06,3199.03029350405
2001-09-07,3154.0335019876434
2001-09-10,3077.992690583486
2001-09-11,2828.48304452565
2001-09-12,2850.4306461949536
2001-09-13,2894.5130188693142
2001-09-14,2784.5871598802196
2001-09-17,2932.0458275314713
2001-09-18,2903.751261578259
2001-09-19,2884.647972833787
2001-09-20,2731.3660966103303
2001-09-21,2600.5324170617673
2001-09-24,2763.3921926187977
2001-09-25,2887.423363124697
2001-09-26,2922.6630100197094
2001-09-27,2965.835136986159
2001-09-28,3070.0720964124494
2001-10-01,3019.500297386581
2001-10-02,2979.961789628791
2001-10-03,2973.2406806376753
2001-10-04,3025.386878241508
2001-10-05,3014.333505202346
2001-10-08,3011.3452233673834
2001-10-09,2989.667160780191
2001-10-10,3006.849510839936
2001-10-11,3062.759657942605
2001-10-12,3060.3823953488236
2001-10-15,3033.785298120075
2001-10-16,3051.7759476670676
2001-10-17,3070.45982873738
2001-10-18,3072.9489098867834
2001-10-19,3018.682119109738
2001-10-22,3065.531790243347
2001-10-23,3122.1996292449867
2001-10-24,3139.918581041564
2001-10-25,3124.5997966894174
2001-10-26,3160.1831944888195
2001-10-29,3153.5289002927584
2001-10-30,3085.5815951275636
2001-10-31,3100.083898396753
2001-11-01,3108.1760539599118
2001-11-02,3118.151873556285
2001-11-05,3148.2120870885533
2001-11-06,3150.671198016154
2001-11-07,3190.7382302754154
2001-11-08,3270.225408094454
2001-11-09,3252.778638540016
2001-11-12,3201.994011683087
2001-11-13,3232.34582206044
2001-11-14,3253.004716382448
2001-11-15,3327.6945247369495
2001-11-16,3364.6842470727242
2001-11-19,3394.6642289762026
2001-11-20,3348.2276932065815
2001-11-21,3319.426158750051
2001-11-22,3367.7406127556856
2001-11-23,3313.7637486388066
2001-11-26,3330.2766501234933
2001-11-27,3318.6440023069404
2001-11-28,3283.7974725170875
2001-11-29,3266.7025418204216
2001-11-30,3258.381236120822
2001-12-03,3244.9584503609562
2001-12-04,3313.698832318717
2001-12-05,3371.2596589119707
2001-12-06,3408.6409242348145
2001-12-07,3390.985099689788
2001-12-10,3341.3460609809295
2001-12-11,3334.9455928517505
2001-12-12,3347.985064250123
2001-12-13,3324.5772381384986
2001-12-14,3300.6249761878134
2001-12-17,3375.183122089563
2001-12-18,3340.9261340171865
2001-12-19,3286.470085704002
2001-12-20,3320.024029744103
2001-12-21,3307.732565074489
2001-12-24,3236.7091352009807
2001-12-25,3236.7091352009807
2001-12-26,3236.0382550651752
2001-12-27,3282.6717084871257
2001-12-28,3265.346847003609
2001-12-31,3301.7322809259504
2002-01-01,3301.7322809259504
2002-01-02,3325.2090067843524
2002-01-03,3344.141224297475
2002-01-04,3358.1174608054835
2002-01-07,3351.326921444618
2002-01-08,3289.5164632295387
2002-01-09,3303.1700227094675
2002-01-10,3309.076107658435
2002-01-11,3326.364115607257
2002-01-14,3258.28994332929
2002-01-15,3227.508323627496
2002-01-16,3186.558616576647
2002-01-17,3226.279635049647
2002-01-18,3204.8058321491053
2002-01-21,3163.1712768032426
2002-01-22,3171.1539261443013
2002-01-23,3167.7709906716414
2002-01-24,3206.740306633043
2002-01-25,3158.6672070165314
2002-01-28,3165.1765295212294
2002-01-29,3103.748515748271
2002-01-30,3020.6623121655834
2002-01-31,3013.413253241418
2002-02-01,2993.4557482129494
2002-02-04,2972.434511847051
2002-02-05,2958.365658130484
2002-02-06,2927.755377972827
2002-02-07,2999.4031849351895
2002-02-08,3019.3228249482645
2002-02-11,3041.532112465981
2002-02-12,3008.862614297923
2002-02-13,3019.649805830138
2002-02-14,3082.4554032874094
2002-02-15,3098.0044989949365
2002-02-18,3055.944781907916
2002-02-19,2987.3637405214267
2002-02-20,2935.7332793976584
2002-02-21,2951.7469883582594
2002-02-22,2933.629506598569
2002-02-25,2951.6423736748
2002-02-26,2932.695683089153
2002-02-27,2981.7469839967
2002-02-28,3002.0450843579474
2002-03-01,3032.3392926282263
2002-03-04,3130.146947548737
2002-03-05,3128.080034287496
2002-03-06,3161.6587032783013
2002-03-07,3239.683078987896
2002-03-08,3265.4488456680797
2002-03-11,3240.6452197807134
2002-03-12,3188.187690335293
2002-03-13,3221.2351478888845
2002-03-14,3289.4567837992213
2002-03-15,3300.462131788485
2002-03-18,3320.0263587403933
2002-03-19,3321.01716321416
2002-03-20,3312.2257883407046
2002-03-21,3284.320579373068
2002-03-22,3284.2676056685104
2002-03-25,3275.5293877023328
2002-03-26,3282.0363345375504
2002-03-27,3272.2861844157255
2002-03-28,3281.087782534645
2002-03-29,3281.087782534645
2002-04-01,3319.0781827113565
2002-04-02,3324.1149997071416
2002-04-03,3368.912633807169
2002-04-04,3371.5632465986723
2002-04-05,3336.9523117699464
2002-04-08,3269.725315719208
2002-04-09,3305.750094540981
2002-04-10,3341.2864577035834
2002-04-11,3325.7179502720496
2002-04-12,3275.746194489744
2002-04-15,3283.308832461145
2002-04-16,3321.5929208719235
2002-04-17,3361.2118310162537
2002-04-18,3355.3466768531266
2002-04-19,3341.819809268257
2002-04-22,3332.7506189062215
2002-04-23,3316.2051397623263
2002-04-24,3324.3279990422543
2002-04-25,3293.994651708405
2002-04-26,3248.1780891699173
2002-04-29,3283.3385466918626
2002-04-30,3282.3168503579204
2002-05-01,3314.1264088154717
2002-05-02,3284.34640824114
2002-05-03,3339.789710573964
2002-05-06,3331.829096858194
2002-05-07,3258.957058688178
2002-05-08,3340.2792917025904
2002-05-09,3349.56561616008
2002-05-10,3337.3769704017664
2002-05-13,3352.4274886812414
2002-05-14,3365.858044482732
2002-05-15,3421.782685640184
2002-05-16,3438.464403566489
2002-05-17,3476.1387536429343
2002-05-20,3470.1643135364884
2002-05-21,3465.2905135217625
2002-05-22,3460.1442673679053
2002-05-23,3418.371996458323
2002-05-24,3413.612602398745
2002-05-27,3421.228247024272
2002-05-28,3430.931963412169
2002-05-29,3442.366016782782
2002-05-30,3435.797826890804
2002-05-31,3450.421767515533
2002-06-03,3438.5145625028545
2002-06-04,3384.5794127880326
2002-06-05,3366.508877010151
2002-06-06,3363.5739415982207
2002-06-07,3303.129870794422
2002-06-10,3301.2156956147023
2002-06-11,3326.989187044511
2002-06-12,3236.1769030745354
2002-06-13,3186.246266225289
2002-06-14,3152.694401435681
2002-06-17,3220.1725269405865
2002-06-18,3175.9749892663317
2002-06-19,3139.988331693347
2002-06-20,3062.1621295842015
2002-06-21,3100.748756910169
2002-06-24,2998.1623524044417
2002-06-25,3074.1511162330003
2002-06-26,3047.2092501343095
2002-06-27,3069.62004614031
2002-06-28,3226.436876256816
2002-07-01,3230.685538048459
2002-07-02,3146.385384913232
2002-07-03,3035.0026289606917
2002-07-04,3105.2365823420046
2002-07-05,3210.414088797547
2002-07-08,3234.6057751760623
2002-07-09,3223.188782396465
2002-07-10,3098.10454088908
2002-07-11,2957.1998783509684
2002-07-12,3009.8022981740396
2002-07-15,2911.807978381782
2002-07-16,2882.9890324705943
2002-07-17,2965.34757910348
2002-07-18,2975.6497936040355
2002-07-19,2816.788242638079
2002-07-22,2598.056686946711
2002-07-23,2508.3272643398464
2002-07-24,2456.4055457247555
2002-07-25,2642.262300459564
2002-07-26,2687.311884122422
2002-07-29,2807.108951595596
2002-07-30,2803.188680077742
2002-07-31,2759.4075049906537
2002-08-01,2709.641194654431
2002-08-02,2641.363637476299
2002-08-05,2529.209991424274
2002-08-06,2617.640058929194
2002-08-07,2574.3167331417612
2002-08-08,2655.786090543803
2002-08-09,2739.8674200841992
2002-08-12,2716.653732835018
2002-08-13,2750.4058322696146
2002-08-14,2759.2413959062774
2002-08-15,2839.9400195538956
2002-08-16,2850.14634312963
2002-08-19,2919.272014106066
2002-08-20,2864.5226748604896
2002-08-21,2937.3913368514927
2002-08-22,2948.6580287986735
2002-08-23,2921.255256550022
2002-08-26,2893.451879243141
2002-08-27,2977.3021887638124
2002-08-28,2836.1760934155413
2002-08-29,2750.445688368761
2002-08-30,2757.884198902486
2002-09-02,2694.2864640009384
2002-09-03,2644.282995074214
2002-09-04,2644.354227079386
2002-09-05,2631.6621280870363
2002-09-06,2710.40236814506
2002-09-09,2665.3522375834273
2002-09-10,2689.8928529446143
2002-09-11,2743.4910101616215
2002-09-12,2642.191010074684
2002-09-13,2574.2087386231196
2002-09-16,2561.7845647929776
2002-09-17,2511.612654582747
2002-09-18,2444.661906294406
2002-09-19,2399.9840561166397
2002-09-20,2405.040509899829
2002-09-23,2298.582825348326
2002-09-24,2303.23446080152
2002-09-25,2357.9352031533067
2002-09-26,2484.2554697598657
2002-09-27,2492.7056172968755
2002-09-30,2468.3999796461535
2002-10-01,2416.4460920819215
2002-10-02,2468.0221738717896
2002-10-03,2411.2980947450806
2002-10-04,2297.4751355247504
2002-10-07,2212.2123029354993
2002-10-08,2191.2593615419664
2002-10-09,2197.042387697034
2002-10-10,2264.1340548470807
2002-10-11,2423.0845443777635
2002-10-14,2409.976474434795
2002-10-15,2581.193226520516
2002-10-16,2555.5555757230113
2002-10-17,2616.3917716350647
2002-10-18,2621.0242176701595
2002-10-21,2610.397885995362
2002-10-22,2604.9742783886104
2002-10-23,2528.5030752047064
2002-10-24,2613.3820548994254
2002-10-25,2629.6751301058725
2002-10-28,2651.2824404535136
2002-10-29,2559.5116617761264
2002-10-30,2638.2731979918976
2002-10-31,2711.5584934070985
2002-11-01,2695.830211575005
2002-11-04,2782.3746714382546
2002-11-05,2817.839096637369
2002-11-06,2770.951057619271
2002-11-07,2732.1210955403085
2002-11-08,2710.7006537180864
2002-11-11,2655.1754235770004
2002-11-12,2694.174429684749
2002-11-13,2663.603173157421
2002-11-14,2742.807410005913
2002-11-15,2813.893757821245
2002-11-18,2829.09655048428
2002-11-19,2821.8487845217037
2002-11-20,2818.1829950725214
2002-11-21,2893.0490246423806
2002-11-22,2922.473484687575
2002-11-25,2905.419629764321
2002-11-26,2846.5381181315565
2002-11-27,2900.8494461899404
2002-11-28,2915.1646114885543
2002-11-29,2897.70784939352
2002-12-02,2924.031204163672
2002-12-03,2853.288393811742
2002-12-04,2836.941354499278
2002-12-05,2806.6904059621716
2002-12-06,2812.9167220337617
2002-12-09,2746.197567161033
2002-12-10,2776.2045858747474
2002-12-11,2787.4915709882926
2002-12-12,2782.804009079653
2002-12-13,2784.9252735937985
2002-12-16,2834.996868240087
2002-12-17,2842.2817822855213
2002-12-18,2785.2921313216543
2002-12-19,2766.0268898778404
2002-12-20,2764.14082837428
2002-12-23,2753.6851412613146
2002-12-24,2772.9450991122153
2002-12-25,2772.9450991122153
2002-12-26,2777.3824423596125
2002-12-27,2689.0830150536185
2002-12-30,2729.8536249954964
2002-12-31,2749.3991163439127
2003-01-01,2749.3991163439127
2003-01-02,2713.0988853616386
2003-01-03,2882.4251507183612
2003-01-06,2911.80620625251
2003-01-07,2874.623649277038
2003-01-08,2845.6691420611883
2003-01-09,2862.850547117378
2003-01-10,2880.5080449358434
2003-01-13,2929.770780780646
2003-01-14,2990.3084726807087
2003-01-15,2931.639108057422
2003-01-16,2910.0112011512924
2003-01-17,2883.4650946479246
2003-01-20,2837.70471462511
2003-01-21,2818.2953667667134
2003-01-22,2729.1908700142517
2003-01-23,2760.709386251375
2003-01-24,2724.4399119365435
2003-01-27,2626.1987176527073
2003-01-28,2620.8198282397366
2003-01-29,2617.4572867908837
2003-01-30,2637.5808025069236
2003-01-31,2613.325189887814
2003-02-03,2664.176624516299
2003-02-04,2616.970064724497
2003-02-05,2638.4699882229156
2003-02-06,2566.323447300456
2003-02-07,2524.38811663577
2003-02-10,2449.745539656144
2003-02-11,2489.4728891922973
2003-02-12,2446.6859355799415
2003-02-13,2472.2813112344934
2003-02-14,2535.202803859726
2003-02-17,2607.804312244117
2003-02-18,2537.882959837522
2003-02-19,2490.604732061472
2003-02-20,2508.6716593520614
2003-02-21,2507.575844981396
2003-02-24,2439.994565333526
2003-02-25,2356.417621912194
2003-02-26,2329.208757269738
2003-02-27,2350.937408299014
2003-02-28,2382.1196233223577
2003-03-03,2448.3603492729585
2003-03-04,2367.0839656435433
2003-03-05,2327.494228166264
2003-03-06,2333.216092197788
2003-03-07,2284.691685054252
2003-03-10,2176.8849453812354
2003-03-11,2175.809967982227
2003-03-12,2100.556038446773
2003-03-13,2173.247727619672
2003-03-14,2316.803495913538
2003-03-17,2391.2750528552006
2003-03-18,2398.542040237442
2003-03-19,2432.921326157649
2003-03-20,2413.7444829326587
2003-03-21,2495.6366691716685
2003-03-24,2400.057105478491
2003-03-25,2419.8555989594784
2003-03-26,2389.095863071015
2003-03-27,2358.3402489821706
2003-03-28,2387.2921602626884
2003-03-31,2343.349368462569
2003-04-01,2374.1853712944667
2003-04-02,2433.9533188770315
2003-04-03,2454.716040410098
2003-04-04,2479.312056982104
2003-04-07,2552.05096297752
2003-04-08,2527.07457095039
2003-04-09,2550.4859237553715
2003-04-10,2504.725310109267
2003-04-11,2543.8221754067254
2003-04-14,2593.8950614073688
2003-04-15,2651.4903416505704
2003-04-16,2631.3356967109708
2003-04-17,2635.3455860530707
2003-04-18,2635.3455860530707
2003-04-21,2609.6520095017545
2003-04-22,2666.0900938754235
2003-04-23,2706.8931944878204
2003-04-24,2669.7388496004373
2003-04-25,2644.798241949057
2003-04-28,2684.977439678413
2003-04-29,2673.364815678738
2003-04-30,2720.7547505164225
2003-05-01,2752.7206505728427
2003-05-02,2736.3788752534465
2003-05-05,2770.2476739657104
2003-05-06,2841.1776508039675
2003-05-07,2854.315070301798
2003-05-08,2797.017916468802
2003-05-09,2787.8686338230864
2003-05-12,2776.7875641442524
2003-05-13,2828.9323178053505
2003-05-14,2850.3850150974317
2003-05-15,2871.4218241015387
2003-05-16,2921.354280167007
2003-05-19,2876.4190527570695
2003-05-20,2892.5216260227858
2003-05-21,2874.5970432502027
2003-05-22,2961.4061609333808
2003-05-23,2978.1576404744956
2003-05-26,2960.822027052154
2003-05-27,2967.8631095959695
2003-05-28,3012.507326998786
2003-05-29,3030.583303914427
2003-05-30,3001.773921627055
2003-06-02,3055.5701714318257
2003-06-03,3012.5486084439494
2003-06-04,3005.7344803310707
2003-06-05,3009.677353551831
2003-06-06,2995.586061576382
2003-06-09,3025.7590764659726
2003-06-10,3005.6618463016425
2003-06-11,3089.1745476724586
2003-06-12,3113.0865012965105
2003-06-13,3073.816938776304
2003-06-16,3162.035201018106
2003-06-17,3193.9113109103637
2003-06-18,3185.9824954457863
2003-06-19,3124.8219256663515
