Date,FINLAND VALUE
1987-12-31,100.0
1988-01-29,95.84656
1988-02-29,101.37767
1988-03-31,107.9208
1988-04-29,112.36997
1988-05-31,119.89592
1988-06-30,122.87796
1988-07-29,121.71491
1988-08-31,116.31357
1988-09-30,110.91904
1988-10-31,117.50854
1988-11-30,124.70476
1988-12-30,120.36261
1989-01-31,116.57599
1989-02-28,117.93667
1989-03-31,120.1455
1989-04-28,127.42428
1989-05-31,122.67726
1989-06-30,116.41279
1989-07-31,122.52344
1989-08-31,115.78158
1989-09-29,110.60399
1989-10-31,107.31427
1989-11-30,101.68304
1989-12-29,114.9309
1990-01-31,124.36369
1990-02-28,123.60903
1990-03-30,117.76384
1990-04-30,109.96584
1990-05-31,111.4329
1990-06-29,112.88381
1990-07-31,117.31114
1990-08-31,108.78573
1990-09-28,84.73989
1990-10-31,85.06052
1990-11-30,91.68043
1990-12-31,84.84482
1991-01-31,82.17158
1991-02-28,92.69552
1991-03-29,101.37261
1991-04-30,93.13201
1991-05-31,92.93072
1991-06-28,82.75565
1991-07-31,86.99118
1991-08-30,82.44772
1991-09-30,74.01871
1991-10-31,75.92296
1991-11-29,73.97815
1991-12-31,73.90262
1992-01-31,80.2194
1992-02-28,77.67731
1992-03-31,69.9273
1992-04-30,69.93606
1992-05-29,75.20044
1992-06-30,68.20939
1992-07-31,63.34844
1992-08-31,52.72283
1992-09-30,49.13706
1992-10-30,63.36496
1992-11-30,70.96788
1992-12-31,67.50551
1993-01-29,67.09294
1993-02-26,69.77873
1993-03-31,74.45449
1993-04-30,95.70485
1993-05-31,98.09108
1993-06-30,94.28332
1993-07-30,101.92049
1993-08-31,114.45122
1993-09-30,109.60012
1993-10-29,122.30653
1993-11-30,118.66523
1993-12-31,126.4737
1994-01-31,154.07403
1994-02-28,152.35089
1994-03-31,135.51606
1994-04-29,142.46055
1994-05-31,138.45581
1994-06-30,130.60159
1994-07-29,142.73318
1994-08-31,149.26475
1994-09-30,147.98556
1994-10-31,152.5068
1994-11-30,137.08274
1994-12-30,136.60992
1995-01-31,134.01567
1995-02-28,140.66552
1995-03-31,133.1543
1995-04-28,151.73681
1995-05-31,150.47251
1995-06-30,155.0793
1995-07-31,163.90198
1995-08-31,151.18813
1995-09-29,162.56376
1995-10-31,146.02758
1995-11-30,147.68182
1995-12-29,144.18201
1996-01-31,141.54565
1996-02-29,149.23639
1996-03-29,149.50599
1996-04-30,146.87694
1996-05-31,150.52146
1996-06-28,156.0911
1996-07-31,164.35471
1996-08-30,174.31685
1996-09-30,169.25413
1996-10-31,171.63214
1996-11-29,170.76309
1996-12-31,175.56568
1997-01-31,172.63327120818477
1997-02-28,182.90316720679775
1997-03-31,186.2120279736236
1997-04-30,180.62966005605975
1997-05-30,185.04646487283506
1997-06-30,186.2860435546469
1997-07-31,197.56846487610136
1997-08-29,184.4857946396824
1997-09-30,210.7263478912648
1997-10-31,196.86879899247836
1997-11-28,194.4989619707824
1997-12-31,194.3996688965485
1998-01-30,206.57526503689863
1998-02-27,228.20657527998426
1998-03-31,229.9038746153662
1998-04-30,254.3509205954414
1998-05-29,251.768222159651
1998-06-30,246.7123171197008
1998-07-31,245.0916879493327
1998-08-31,192.62073996787416
1998-09-30,191.81658856734728
1998-10-30,209.62666883519668
1998-11-30,221.59399648000468
1998-12-31,248.9186100904041
1999-01-29,252.4314548433299
1999-02-26,239.7336691021631
1999-03-31,258.93274621647737
1999-04-30,282.7405500395537
1999-05-31,276.2537363033865
1999-06-30,284.2434606320721
1999-07-30,308.08303472724305
1999-08-31,298.8402153051818
1999-09-30,306.27223658979904
1999-10-29,309.52564692194807
1999-11-30,348.09616025158067
1999-12-31,484.5353674393112
2000-01-31,478.69568093709887
2000-02-29,502.52924421919437
2000-03-31,467.75550492377545
2000-04-28,393.0208710720366
2000-05-31,371.4999749586165
2000-06-30,350.03158243872207
2000-07-31,323.2395181753812
2000-08-31,294.75946573836904
2000-09-29,256.04499248290824
2000-10-31,232.41339762428353
2000-11-30,227.47461251640658
2000-12-29,245.84915702452605
2001-01-01,245.84915702452605
2001-01-02,243.2689270005236
2001-01-03,238.64791311703425
2001-01-04,251.33915852242563
2001-01-05,258.134775131712
2001-01-08,257.21169639956616
2001-01-09,250.2851863882109
2001-01-10,250.79191320467007
2001-01-11,254.82880879027695
2001-01-12,259.43035202477137
2001-01-15,259.66257612121194
2001-01-16,249.28715084132267
2001-01-17,252.7993310729091
2001-01-18,250.08320705715042
2001-01-19,253.80098904785748
2001-01-22,251.8369112948973
2001-01-23,252.5987078933011
2001-01-24,248.60917238732748
2001-01-25,243.95204362667462
2001-01-26,243.50092010652594
2001-01-29,237.78506704604217
2001-01-30,246.4500152566701
2001-01-31,252.65187973824666
2001-02-01,253.05823970971161
2001-02-02,248.75262561679574
2001-02-05,249.53571950498366
2001-02-06,247.8164972886487
2001-02-07,238.2027494394689
2001-02-08,236.21967124451925
2001-02-09,231.1804170441159
2001-02-12,234.3338419613479
2001-02-13,226.88098331522704
2001-02-14,218.35731149797166
2001-02-15,223.08988092622326
2001-02-16,220.0531378921091
2001-02-19,218.83497482786754
2001-02-20,216.8200656918482
2001-02-21,211.5457062594586
2001-02-22,204.93535645266374
2001-02-23,202.96512827801746
2001-02-26,206.64928519591484
2001-02-27,211.9882541807574
2001-02-28,209.4882575253221
2001-03-01,208.1615075465988
2001-03-02,211.75838721706626
2001-03-05,214.421039579317
2001-03-06,219.70474116653696
2001-03-07,219.2411191185072
2001-03-08,217.14384040583005
2001-03-09,216.1474163571574
2001-03-12,213.9521549106629
2001-03-13,209.51083000434278
2001-03-14,205.4441751302382
2001-03-15,206.62757465899372
2001-03-16,199.99210501048182
2001-03-19,198.0429369335787
2001-03-20,198.5886686601903
2001-03-21,191.35709755920269
2001-03-22,181.05277055640983
2001-03-23,183.22697387844477
2001-03-26,191.00489247518834
2001-03-27,194.3373170107797
2001-03-28,192.50057041401197
2001-03-29,184.75835487551558
2001-03-30,184.59560523840588
2001-04-02,181.5551342515084
2001-04-03,181.5272814759965
2001-04-04,184.43756860855157
2001-04-05,186.5822400649538
2001-04-06,185.8949834194987
2001-04-09,189.27765736141413
2001-04-10,191.55515449413633
2001-04-11,193.34968595944974
2001-04-12,195.27301974845463
2001-04-13,195.27301974845463
2001-04-16,193.27318972920526
2001-04-17,190.25516540012651
2001-04-18,193.1271587639775
2001-04-19,200.5514639176104
2001-04-20,200.70464717374878
2001-04-23,198.9940024287709
2001-04-24,197.33416618343944
2001-04-25,201.12493211850935
2001-04-26,204.52386886608406
2001-04-27,208.27662730454273
2001-04-30,215.73518135662812
2001-05-01,216.87889051276844
2001-05-02,215.7154098041166
2001-05-03,213.43147408515924
2001-05-04,210.24281075691258
2001-05-07,211.91908278191684
2001-05-08,206.88679987662604
2001-05-09,206.6835653660317
2001-05-10,210.30182837083362
2001-05-11,206.9930038007846
2001-05-14,204.4803363162938
2001-05-15,209.1745330148659
2001-05-16,208.37486771303927
2001-05-17,213.22474778727698
2001-05-18,211.28175722763825
2001-05-21,210.3456802179996
2001-05-22,210.35600468956542
2001-05-23,208.5451217845582
2001-05-24,207.75774766072013
2001-05-25,206.60647164174276
2001-05-28,211.06347598811658
2001-05-29,207.54029871690778
2001-05-30,205.45865242609327
2001-05-31,201.07507887243563
2001-06-01,197.51783598880496
2001-06-04,200.28102323211672
2001-06-05,201.27042688526012
2001-06-06,200.50377929435777
2001-06-07,199.98505504433965
2001-06-08,204.27303324587524
2001-06-11,197.77228657839234
2001-06-12,194.4466322254952
2001-06-13,194.53736595364006
2001-06-14,189.57856773781725
2001-06-15,187.30144886572472
2001-06-18,186.50804879292724
2001-06-19,188.53207178747803
2001-06-20,185.7054886325453
2001-06-21,189.3487657932885
2001-06-22,189.53732703858677
2001-06-25,191.872228409045
2001-06-26,189.8216684023159
2001-06-27,187.04437218309542
2001-06-28,184.91275382102617
2001-06-29,184.76177560910875
2001-07-02,187.21583975650987
2001-07-03,188.60747420241947
2001-07-04,189.40549860512544
2001-07-05,188.22090273939588
2001-07-06,186.09195119466813
2001-07-09,186.47005348623452
2001-07-10,189.65150858713886
2001-07-11,186.45393933972443
2001-07-12,182.17011597565204
2001-07-13,183.58252385916697
2001-07-16,184.39280217829292
2001-07-17,177.2268323554449
2001-07-18,182.19876106481686
2001-07-19,183.38062439957002
2001-07-20,182.09787133119153
2001-07-23,180.7855660885427
2001-07-24,183.00545919637347
2001-07-25,179.00469002528442
2001-07-26,179.87258548892453
2001-07-27,181.73244752538304
2001-07-30,183.22153403789198
2001-07-31,184.94432675642727
2001-08-01,187.33229779612373
2001-08-02,189.70341311391044
2001-08-03,188.44039073802395
2001-08-06,187.61167042525906
2001-08-07,185.96355422208475
2001-08-08,183.27886635415118
2001-08-09,183.9018431030802
2001-08-10,183.44624465866968
2001-08-13,186.9507553027907
2001-08-14,187.94609813332372
2001-08-15,189.93023915504827
2001-08-16,188.7930362005405
2001-08-17,187.372958202251
2001-08-20,183.5268998060366
2001-08-21,185.43188896169616
2001-08-22,186.75453519702512
2001-08-23,185.78157220798818
2001-08-24,186.5303074769195
2001-08-27,186.55646395694117
2001-08-28,184.30672568222383
2001-08-29,183.3025407322121
2001-08-30,181.10985716957478
2001-08-31,182.16160215908195
2001-09-03,180.0586247954973
2001-09-04,177.1738545505313
2001-09-05,178.25514295991948
2001-09-06,177.13566650068387
2001-09-07,177.61659714790176
2001-09-10,172.2408784381531
2001-09-11,168.350735799625
2001-09-12,166.91979142997369
2001-09-13,167.8350371596508
2001-09-14,164.93326969464655
2001-09-17,160.67168293209178
2001-09-18,161.8358090811318
2001-09-19,164.08121115630922
2001-09-20,158.71062333850153
2001-09-21,153.80448132211708
2001-09-24,155.29163007180085
2001-09-25,157.2271705382539
2001-09-26,157.79927503045155
2001-09-27,157.7141014251742
2001-09-28,158.72888264990144
2001-10-01,160.57489485620854
2001-10-02,163.6010730482466
2001-10-03,164.49895042846933
2001-10-04,167.8947416044996
2001-10-05,169.37080790014568
2001-10-08,171.16454653612848
2001-10-09,172.02888187977885
2001-10-10,171.00429749809769
2001-10-11,174.55954445033015
2001-10-12,175.42208742273408
2001-10-15,172.45844029948236
2001-10-16,173.2354275890587
2001-10-17,175.29867977959904
2001-10-18,172.56803276690675
2001-10-19,170.4672113280926
2001-10-22,170.29372015984478
2001-10-23,175.6802776640597
2001-10-24,181.5810793004231
2001-10-25,180.785012828721
2001-10-26,181.4672259623627
2001-10-29,182.71737018101481
2001-10-30,181.69548617898863
2001-10-31,186.43191457090126
2001-11-01,185.82977081054986
2001-11-02,187.67725269943293
2001-11-05,187.67181437537485
2001-11-06,184.61973156537573
2001-11-07,185.32566689431968
2001-11-08,187.66911600350838
2001-11-09,185.86130040296112
2001-11-12,185.59668560864722
2001-11-13,188.17307300583852
2001-11-14,189.49871759016534
2001-11-15,190.10383661607588
2001-11-16,191.40696475677836
2001-11-19,188.95871837448428
2001-11-20,189.3685505500512
2001-11-21,187.4488615775811
2001-11-22,192.75375671398615
2001-11-23,192.64723843640084
2001-11-26,192.27931184824521
2001-11-27,191.97844018188204
2001-11-28,191.2209698155513
2001-11-29,190.6961096046361
2001-11-30,195.18363257822716
2001-12-03,193.3357052904487
2001-12-04,193.4200364001022
2001-12-05,196.6901535496854
2001-12-06,197.3656081106565
2001-12-07,197.45470178472365
2001-12-10,195.22688630617188
2001-12-11,196.1689697688617
2001-12-12,196.57230357836505
2001-12-13,194.88005406026141
2001-12-14,195.7346133024122
2001-12-17,195.58676447416576
2001-12-18,197.91963122582445
2001-12-19,194.95081392834715
2001-12-20,192.81811436039882
2001-12-21,191.57538712426086
2001-12-24,189.66384512521952
2001-12-25,189.66384512521952
2001-12-26,189.82584020988403
2001-12-27,193.45224973616786
2001-12-28,193.97715061683755
2001-12-31,195.86896678298038
2002-01-01,195.86896678298038
2002-01-02,200.6811431523281
2002-01-03,204.70765507011006
2002-01-04,205.87941628197632
2002-01-07,208.86339858830942
2002-01-08,206.45103225414368
2002-01-09,205.14716808824483
2002-01-10,204.46472729160365
2002-01-11,205.24099615342016
2002-01-14,200.75548591999933
2002-01-15,198.3023930191439
2002-01-16,193.28936031144625
2002-01-17,196.56165106167592
2002-01-18,198.1266666752558
2002-01-21,196.60110138382598
2002-01-22,198.37598991554654
2002-01-23,196.59225791496496
2002-01-24,197.46327312571202
2002-01-25,195.07549089221587
2002-01-28,195.27700020810028
2002-01-29,196.32951714607745
2002-01-30,193.49110575924914
2002-01-31,196.3599498302589
2002-02-01,198.94231989077437
2002-02-04,200.50950381742896
2002-02-05,199.4569868487815
2002-02-06,196.95409072543842
2002-02-07,197.81514941144877
2002-02-08,196.90800725149018
