Date,DENMARK VALUE
1997-11-28,1041.4226553408623
1997-12-31,1085.039375981234
1998-01-30,1133.7138132086511
1998-02-27,1122.964752928106
1998-03-31,1300.038155031582
1998-04-30,1244.1943706333514
1998-05-29,1311.8577640634624
1998-06-30,1345.6675059639815
1998-07-31,1445.3813330478274
1998-08-31,1318.6082273149316
1998-09-30,1253.4735045025764
1998-10-30,1329.5209259185483
1998-11-30,1317.4362510064068
1998-12-31,1469.7463383834133
1999-01-29,1428.2948212479725
1999-02-26,1290.5302019766418
1999-03-31,1228.5774004214397
1999-04-30,1252.5328964746902
1999-05-31,1259.2752602193132
1999-06-30,1258.7170374472964
1999-07-30,1280.7705193310348
1999-08-31,1305.679427214194
1999-09-30,1312.9536689248707
1999-10-29,1343.7404568310544
1999-11-30,1375.615410913483
1999-12-31,1350.8744556042348
2000-01-31,1236.5853815080304
2000-02-29,1221.6949239058608
2000-03-31,1324.2428353727562
2000-04-28,1320.4147965517757
2000-05-31,1526.1381085601627
2000-06-30,1569.3546583129373
2000-07-31,1688.071793406217
2000-08-31,1722.8902133242782
2000-09-29,1758.8276411335767
2000-10-31,1707.0963668222146
2000-11-30,1686.4395190957791
2000-12-29,1747.273532083573
2001-01-01,1747.273532083573
2001-01-02,1773.434760534599
2001-01-03,1828.862211933921
2001-01-04,1835.3328802098088
2001-01-05,1873.5527046941954
2001-01-08,1850.7056261067958
2001-01-09,1826.6387140659506
2001-01-10,1813.0799267974419
2001-01-11,1818.5310527848997
2001-01-12,1846.5954070287662
2001-01-15,1841.126152492075
2001-01-16,1840.498342530688
2001-01-17,1859.6150085270929
2001-01-18,1892.0683667419646
2001-01-19,1860.6866512294641
2001-01-22,1867.1147068771431
2001-01-23,1859.017750599632
2001-01-24,1869.3426067743274
2001-01-25,1854.7230872715918
2001-01-26,1864.805645416528
2001-01-29,1866.7823586881198
2001-01-30,1876.6989144503377
2001-01-31,1905.0814342889253
2001-02-01,1920.4555201453759
2001-02-02,1880.6679870427636
2001-02-05,1856.1098182420362
2001-02-06,1862.5525190420283
2001-02-07,1860.0289911091345
2001-02-08,1813.3291385108198
2001-02-09,1822.1536700422485
2001-02-12,1834.6141503594272
2001-02-13,1805.5242777106505
2001-02-14,1808.0419283322874
2001-02-15,1808.8949377978818
2001-02-16,1843.5334971132024
2001-02-19,1847.077386291528
2001-02-20,1830.7851503397153
2001-02-21,1831.5466566356238
2001-02-22,1754.1499045822443
2001-02-23,1719.3815987549483
2001-02-26,1702.7245760928538
2001-02-27,1722.9731482858951
2001-02-28,1698.566863026532
2001-03-01,1693.0628025592118
2001-03-02,1697.660086263682
2001-03-05,1689.1557680606934
2001-03-06,1726.120426951697
2001-03-07,1722.2888130330186
2001-03-08,1742.2508892036703
2001-03-09,1732.4357145201534
2001-03-12,1700.3794023391024
2001-03-13,1656.4056780944816
2001-03-14,1622.6516026487354
2001-03-15,1613.0406822037276
2001-03-16,1582.7502197521312
2001-03-19,1554.4354728307685
2001-03-20,1579.7088333852475
2001-03-21,1568.676427146036
2001-03-22,1516.5796346642308
2001-03-23,1551.0490643756982
2001-03-26,1585.8047299333714
2001-03-27,1596.233379822597
2001-03-28,1585.9768482980753
2001-03-29,1549.7185184667999
2001-03-30,1578.6869230144605
2001-04-02,1572.8971700069562
2001-04-03,1575.9299651599924
2001-04-04,1575.9460836754126
2001-04-05,1587.3413457916263
2001-04-06,1583.4368897883737
2001-04-09,1595.5442746043252
2001-04-10,1593.3871179714286
2001-04-11,1612.2644534969181
2001-04-12,1617.4993273766117
2001-04-13,1617.4993273766117
2001-04-16,1619.6182380114988
2001-04-17,1622.4277130408334
2001-04-18,1641.5524348859133
2001-04-19,1675.3702352423788
2001-04-20,1677.5322076242069
2001-04-23,1652.7262518605885
2001-04-24,1650.785738197608
2001-04-25,1660.1457975835672
2001-04-26,1675.1850615020096
2001-04-27,1674.1714213636271
2001-04-30,1683.0886501679101
2001-05-01,1684.2102567756813
2001-05-02,1673.84550909198
2001-05-03,1693.6822579991574
2001-05-04,1695.670987308827
2001-05-07,1706.4026029218483
2001-05-08,1683.03589649052
2001-05-09,1680.9704303090964
2001-05-10,1688.2032240655403
2001-05-11,1674.726770830607
2001-05-14,1672.7849447989352
2001-05-15,1675.576268650491
2001-05-16,1670.4517318999883
2001-05-17,1706.8201105531152
2001-05-18,1697.6909829961699
2001-05-21,1697.303511378613
2001-05-22,1686.3863313974152
2001-05-23,1676.7081335212188
2001-05-24,1670.5195602594777
2001-05-25,1715.0700919076223
2001-05-28,1729.33741091354
2001-05-29,1713.4363236823103
2001-05-30,1716.3496109063983
2001-05-31,1715.4941127484205
2001-06-01,1686.20157024858
2001-06-04,1688.5401490435795
2001-06-05,1689.1834353523934
2001-06-06,1686.8715157103525
2001-06-07,1672.0827797275945
2001-06-08,1656.1194024118317
2001-06-11,1640.3105571379958
2001-06-12,1657.517073985249
2001-06-13,1677.6507058945097
2001-06-14,1679.8827744806456
2001-06-15,1686.5135730891336
2001-06-18,1691.8302749325226
2001-06-19,1695.5281126611908
2001-06-20,1675.710986520195
2001-06-21,1674.0583180135998
2001-06-22,1680.926588123605
2001-06-25,1702.7624655277311
2001-06-26,1675.0024436656925
2001-06-27,1688.7520176558594
2001-06-28,1706.2418162528768
2001-06-29,1695.9297014650544
2001-07-02,1681.6522226785687
2001-07-03,1678.8369562419862
2001-07-04,1666.3422425150766
2001-07-05,1663.405455933324
2001-07-06,1649.1138746771576
2001-07-09,1664.4912686310156
2001-07-10,1688.6401930387378
2001-07-11,1688.0679268784695
2001-07-12,1657.6252677592308
2001-07-13,1646.7219471666035
2001-07-16,1658.548631578145
2001-07-17,1629.257270173151
2001-07-18,1670.2693062351384
2001-07-19,1687.0208129474902
2001-07-20,1673.0884057241124
2001-07-23,1660.8536329128788
2001-07-24,1659.686106071447
2001-07-25,1661.9668141189295
2001-07-26,1657.0630487646663
2001-07-27,1666.984988911401
2001-07-30,1683.7516441686053
2001-07-31,1689.6811208535744
2001-08-01,1716.2689637020874
2001-08-02,1715.5208323672389
2001-08-03,1711.7532144620798
2001-08-06,1694.2715988041002
2001-08-07,1678.0391578417502
2001-08-08,1653.2357342096125
2001-08-09,1650.0818017907063
2001-08-10,1664.5836936492399
2001-08-13,1678.9823332931383
2001-08-14,1685.2742786914193
2001-08-15,1718.1747334171168
2001-08-16,1704.5724695192766
2001-08-17,1710.3953451261268
2001-08-20,1698.5345892747555
2001-08-21,1708.7298944973163
2001-08-22,1713.4095727442993
2001-08-23,1714.015615919118
2001-08-24,1724.1044090686144
2001-08-27,1707.9046580043687
2001-08-28,1699.7484324519057
2001-08-29,1703.4086748100835
2001-08-30,1686.9852506924124
2001-08-31,1670.1538500767958
2001-09-03,1643.9615394424734
2001-09-04,1623.553684594031
2001-09-05,1610.5691668286995
2001-09-06,1606.3265785669987
2001-09-07,1615.4472378456178
2001-09-10,1593.057043937721
2001-09-11,1567.2814812474976
2001-09-12,1574.1808921910351
2001-09-13,1598.0736606253479
2001-09-14,1612.7946170001817
2001-09-17,1575.107164417924
2001-09-18,1538.8840520196607
2001-09-19,1573.8090464893257
2001-09-20,1531.8846855428158
2001-09-21,1450.282976019443
2001-09-24,1489.4569539876627
2001-09-25,1482.3801363110185
2001-09-26,1513.2770284121705
2001-09-27,1537.9572449336238
2001-09-28,1571.4937885901563
2001-10-01,1545.7556292018053
2001-10-02,1567.6469138558682
2001-10-03,1553.6610308738855
2001-10-04,1573.6633222092164
2001-10-05,1560.730137535285
2001-10-08,1564.043884042817
2001-10-09,1572.3762557522336
2001-10-10,1580.0192073312778
2001-10-11,1618.947201216485
2001-10-12,1591.0312788228093
2001-10-15,1592.6381816367941
2001-10-16,1588.0318103668542
2001-10-17,1603.3856329687637
2001-10-18,1582.168687360789
2001-10-19,1546.326012962137
2001-10-22,1564.663933866716
2001-10-23,1563.5805319512779
2001-10-24,1554.306309296289
2001-10-25,1532.300231761904
2001-10-26,1555.9461800028496
2001-10-29,1545.0644794657067
2001-10-30,1516.8420887324844
2001-10-31,1518.0525717098055
2001-11-01,1518.2908302034223
2001-11-02,1508.8924481526685
2001-11-05,1497.1374651821802
2001-11-06,1494.2605970056989
2001-11-07,1533.7480320685822
2001-11-08,1527.8018074658298
2001-11-09,1504.3805930215972
2001-11-12,1492.8010148585743
2001-11-13,1479.0124561719747
2001-11-14,1501.1516254523453
2001-11-15,1496.7902888380945
2001-11-16,1529.5839100984101
2001-11-19,1534.7726676308603
2001-11-20,1543.976537450582
2001-11-21,1523.3115103070636
2001-11-22,1528.800756158104
2001-11-23,1542.8166166405
2001-11-26,1553.0928080731278
2001-11-27,1550.2123294360997
2001-11-28,1522.7584679089375
2001-11-29,1521.8264194362039
2001-11-30,1563.5670202811596
2001-12-03,1542.5262762710872
2001-12-04,1565.9941594144238
2001-12-05,1566.4879330556228
2001-12-06,1552.444285246644
2001-12-07,1537.6281370268537
2001-12-10,1516.821968764608
2001-12-11,1516.5202434093062
2001-12-12,1514.5224341884718
2001-12-13,1505.7528718925846
2001-12-14,1498.1583185974876
2001-12-17,1511.576797997062
2001-12-18,1532.954741383436
2001-12-19,1539.9239573623192
2001-12-20,1550.5490516650812
2001-12-21,1536.4698475763103
2001-12-24,1521.5426272939972
2001-12-25,1521.5426272939972
2001-12-26,1522.8099578023675
2001-12-27,1558.7638181556688
2001-12-28,1561.1310374200498
2001-12-31,1576.4144325040083
2002-01-01,1576.4144325040083
2002-01-02,1604.1096189592238
2002-01-03,1629.497367809259
2002-01-04,1617.2158371721127
2002-01-07,1600.9831553919666
2002-01-08,1574.7799056423892
2002-01-09,1548.0164381056175
2002-01-10,1574.9991438889401
2002-01-11,1570.0163558138909
2002-01-14,1557.372742930564
2002-01-15,1544.639177295511
2002-01-16,1539.399179872564
2002-01-17,1564.795886970451
2002-01-18,1552.2290180235682
2002-01-21,1537.3996064897094
2002-01-22,1542.090595680521
2002-01-23,1534.2082885932002
2002-01-24,1540.716943027875
2002-01-25,1495.8342273440007
2002-01-28,1485.1361242605813
2002-01-29,1466.477969202739
2002-01-30,1468.7471451589329
2002-01-31,1497.7970386499235
2002-02-01,1509.609234984907
2002-02-04,1508.6652961658192
2002-02-05,1487.5309698480958
2002-02-06,1467.74786103906
2002-02-07,1477.0736257178016
2002-02-08,1494.213892316785
2002-02-11,1509.2585650578924
2002-02-12,1488.8050544720668
2002-02-13,1490.726495587087
2002-02-14,1490.7734698513148
2002-02-15,1507.1740627251854
2002-02-18,1478.4112893378856
2002-02-19,1475.8320414674843
2002-02-20,1469.6052389686065
2002-02-21,1429.9105612525047
2002-02-22,1446.8921206081263
2002-02-25,1463.127651972539
2002-02-26,1469.9404154210697
2002-02-27,1495.5932053648626
2002-02-28,1484.8396301346913
2002-03-01,1488.4268983193951
2002-03-04,1518.5331079126634
2002-03-05,1528.3537944048753
2002-03-06,1502.318600705179
2002-03-07,1498.1253836704373
2002-03-08,1513.1559629787516
2002-03-11,1489.446834024285
2002-03-12,1481.2089722878172
2002-03-13,1481.0447344858605
2002-03-14,1488.9061175541478
2002-03-15,1488.1390023478932
2002-03-18,1506.025923851795
2002-03-19,1511.4951943940018
2002-03-20,1503.6601385929837
2002-03-21,1507.5357863820377
2002-03-22,1523.19531874435
2002-03-25,1534.5822821922143
2002-03-26,1543.8706342552337
2002-03-27,1533.9867922905664
2002-03-28,1533.2397003437513
2002-03-29,1533.2397003437513
2002-04-01,1545.8662735134758
2002-04-02,1539.1552969350168
2002-04-03,1528.6373010719838
2002-04-04,1529.5284149304453
2002-04-05,1535.8342942361294
2002-04-08,1527.1253843961997
2002-04-09,1529.2882882386805
2002-04-10,1529.2846219759065
2002-04-11,1520.8932796711322
2002-04-12,1532.8326226333245
2002-04-15,1554.167310938483
2002-04-16,1561.700396587293
2002-04-17,1595.3061155217945
2002-04-18,1593.571887194186
2002-04-19,1603.7962155136936
2002-04-22,1599.2070645054991
2002-04-23,1585.5504265323336
2002-04-24,1585.6788704835274
2002-04-25,1582.693622151762
2002-04-26,1582.6840562160942
2002-04-29,1593.1554155166516
2002-04-30,1634.0289225258664
2002-05-01,1623.987219897193
2002-05-02,1630.23226129612
2002-05-03,1641.0913725117732
2002-05-06,1630.0453066784341
2002-05-07,1639.8318925856672
2002-05-08,1683.0734192176624
2002-05-09,1682.7033480437458
2002-05-10,1669.396319132033
2002-05-13,1673.0655575470973
2002-05-14,1660.5960867821445
2002-05-15,1653.8516993014086
2002-05-16,1641.8815045790336
2002-05-17,1666.2036977990583
2002-05-20,1666.7609047950712
2002-05-21,1672.513385977289
2002-05-22,1682.1395693397974
2002-05-23,1673.926787965285
2002-05-24,1674.8010288326957
2002-05-27,1664.8092503791286
2002-05-28,1664.8233680169703
2002-05-29,1666.1496438566737
2002-05-30,1679.119810646589
2002-05-31,1663.9376255069722
2002-06-03,1687.0800140614338
2002-06-04,1675.5027243677687
2002-06-05,1664.9879012157917
2002-06-06,1696.3015817732098
2002-06-07,1664.204325462689
2002-06-10,1669.9570095236256
2002-06-11,1677.6805919706896
2002-06-12,1685.195888104655
2002-06-13,1668.1559776810254
2002-06-14,1634.2765639941988
2002-06-17,1645.7391139636752
2002-06-18,1647.9329076376523
2002-06-19,1614.5752752488388
2002-06-20,1625.54954440851
2002-06-21,1642.3629141645577
2002-06-24,1609.4308949385083
2002-06-25,1635.813477472462
2002-06-26,1635.081115162944
2002-06-27,1638.9305258673114
2002-06-28,1664.6495676882132
2002-07-01,1657.0712032170968
2002-07-02,1642.857340206045
2002-07-03,1609.8893299901513
2002-07-04,1605.1284988954085
2002-07-05,1646.618454601116
2002-07-08,1671.302560768344
2002-07-09,1666.380670268593
2002-07-10,1645.4576649806436
2002-07-11,1619.1962762645992
2002-07-12,1630.1014183602767
2002-07-15,1623.6286156993788
2002-07-16,1621.4338693216112
2002-07-17,1634.3754616678439
2002-07-18,1663.6702535234128
2002-07-19,1636.174250398083
2002-07-22,1563.2190849959932
2002-07-23,1508.6136192865442
2002-07-24,1427.788176711453
2002-07-25,1517.6257022933264
2002-07-26,1481.8687384112584
2002-07-29,1555.5404692288168
2002-07-30,1566.9409626043082
2002-07-31,1550.702713828429
2002-08-01,1531.564215730695
2002-08-02,1537.774553514124
2002-08-05,1493.8028180659792
2002-08-06,1446.3176878172906
2002-08-07,1469.9757343053711
2002-08-08,1465.886629003309
2002-08-09,1467.1726766201193
2002-08-12,1483.742803574565
2002-08-13,1494.784967330542
2002-08-14,1482.047756464585
2002-08-15,1513.2204491821165
2002-08-16,1497.555538595447
2002-08-19,1521.735640959292
2002-08-20,1532.3616426967149
2002-08-21,1576.4603810378312
2002-08-22,1535.4398056067052
2002-08-23,1541.1472176721884
2002-08-26,1528.9976427002696
2002-08-27,1562.5335773002273
2002-08-28,1557.4295338833783
2002-08-29,1556.8566418373975
2002-08-30,1552.7490089960156
2002-09-02,1557.8471132469797
2002-09-03,1533.2261701959837
2002-09-04,1514.3759767200995
2002-09-05,1512.3523944544236
2002-09-06,1536.8979249964832
2002-09-09,1490.759803515983
2002-09-10,1493.5568715470795
2002-09-11,1521.2045538711789
2002-09-12,1490.100875259772
2002-09-13,1493.521314173615
2002-09-16,1463.6729805463647
2002-09-17,1460.484760050914
2002-09-18,1415.0542393439268
2002-09-19,1426.3088963384075
2002-09-20,1443.6788751227607
2002-09-23,1410.5058367008542
2002-09-24,1364.543368218345
2002-09-25,1355.2057300434908
2002-09-26,1360.2165937631526
2002-09-27,1373.9055914288542
2002-09-30,1345.4469129699253
2002-10-01,1310.0979763715338
2002-10-02,1341.4737236272676
2002-10-03,1319.9942702262035
2002-10-04,1317.7390648895803
2002-10-07,1314.4907384725593
2002-10-08,1316.4286269129602
2002-10-09,1281.4377158262957
2002-10-10,1270.8795826276194
2002-10-11,1354.6150873386946
2002-10-14,1348.800473566668
2002-10-15,1407.6951139060345
2002-10-16,1382.4936399108142
2002-10-17,1383.1520101752837
2002-10-18,1398.1556198524534
2002-10-21,1374.6540519410196
2002-10-22,1382.0642553179496
2002-10-23,1338.8905774196978
2002-10-24,1342.135621991986
2002-10-25,1340.7174332286504
2002-10-28,1375.452701646831
2002-10-29,1304.4172540394813
2002-10-30,1353.064671071195
2002-10-31,1359.3120506832051
2002-11-01,1355.1983935326728
2002-11-04,1408.030869627588
2002-11-05,1425.733880728474
2002-11-06,1414.886034779701
2002-11-07,1407.9084334579052
2002-11-08,1424.1322995081086
2002-11-11,1403.8654797012532
2002-11-12,1413.90041136796
2002-11-13,1404.9735021893368
2002-11-14,1417.102375161107
2002-11-15,1409.0321385316033
2002-11-18,1422.8748767086192
2002-11-19,1422.1107303178137
2002-11-20,1400.343994992564
2002-11-21,1417.8287598331463
2002-11-22,1430.6347682378412
2002-11-25,1424.9327360821267
2002-11-26,1416.336813574947
2002-11-27,1422.391123847153
2002-11-28,1439.8684168805746
2002-11-29,1463.2277643977939
2002-12-02,1438.309948346893
2002-12-03,1433.8051204853905
2002-12-04,1439.8463100107542
2002-12-05,1431.311552607868
2002-12-06,1421.188389129006
2002-12-09,1396.129477597083
2002-12-10,1409.8567856667914
2002-12-11,1425.0645776060442
2002-12-12,1445.6327224197964
2002-12-13,1449.2090056894021
2002-12-16,1455.058687519172
2002-12-17,1474.7468061374116
2002-12-18,1449.5471091978775
2002-12-19,1433.4094495348436
2002-12-20,1422.323402950849
2002-12-23,1427.0410423585668
2002-12-24,1433.024526028245
2002-12-25,1433.024526028245
2002-12-26,1436.5747760788115
2002-12-27,1440.3257082272569
2002-12-30,1439.1719673990776
2002-12-31,1444.509124242724
2003-01-01,1444.509124242724
2003-01-02,1482.2140034943309
2003-01-03,1498.711492556586
2003-01-06,1518.7961885983098
2003-01-07,1499.172600548966
2003-01-08,1474.5216816155541
2003-01-09,1495.149493343488
2003-01-10,1512.9197486519245
2003-01-13,1524.4467501725276
2003-01-14,1517.6121325605554
2003-01-15,1507.2014312587044
2003-01-16,1521.105818802239
2003-01-17,1517.317201246643
2003-01-20,1514.1731247319542
2003-01-21,1514.1078702373275
2003-01-22,1506.233933823461
2003-01-23,1509.1195514080684
2003-01-24,1503.003577745107
2003-01-27,1463.788924322763
2003-01-28,1456.7259336474203
2003-01-29,1437.5768189330115
2003-01-30,1427.3714624078225
2003-01-31,1417.9031002860524
2003-02-03,1427.6870578789287
2003-02-04,1413.3829815803501
2003-02-05,1422.7340491992811
2003-02-06,1442.0148397720357
2003-02-07,1421.5952843140308
2003-02-10,1401.1885899234842
2003-02-11,1404.242087228377
2003-02-12,1398.7470693172834
2003-02-13,1402.160340208479
2003-02-14,1426.2572629940385
2003-02-17,1431.1175333547494
2003-02-18,1439.3189214974484
2003-02-19,1446.616186786583
2003-02-20,1396.8200793467397
2003-02-21,1398.5326126786845
2003-02-24,1401.7821885232836
2003-02-25,1383.9125747387886
2003-02-26,1343.845840759698
2003-02-27,1333.2661468398935
2003-02-28,1338.9079482759623
2003-03-03,1346.7103639458712
2003-03-04,1319.3064675604428
2003-03-05,1329.3916924731684
2003-03-06,1309.8901102672635
2003-03-07,1327.38357203928
2003-03-10,1324.6785976105537
2003-03-11,1302.6283860954734
2003-03-12,1304.392098785645
2003-03-13,1301.7997405564822
2003-03-14,1347.7901984091682
2003-03-17,1344.8579722479592
2003-03-18,1380.7048990221626
2003-03-19,1388.0830465620716
2003-03-20,1392.055737798385
2003-03-21,1399.1011092037425
2003-03-24,1395.0028082051533
2003-03-25,1413.6817668946771
2003-03-26,1409.3743104620526
2003-03-27,1421.7844129291736
2003-03-28,1429.2810646246276
2003-03-31,1428.3871933337332
2003-04-01,1438.2265682303555
2003-04-02,1457.7758747857472
2003-04-03,1451.499095535853
2003-04-04,1458.4894732341224
2003-04-07,1482.0890711100935
2003-04-08,1469.998163594631
2003-04-09,1482.596317807514
2003-04-10,1490.0365102875437
2003-04-11,1490.522063759096
2003-04-14,1511.4870738782288
2003-04-15,1547.2416860351398
2003-04-16,1559.3324351265715
2003-04-17,1566.8198136173003
2003-04-18,1566.8198136173003
2003-04-21,1560.1190095192358
2003-04-22,1555.132915043256
2003-04-23,1583.759484029865
2003-04-24,1577.9971866457777
2003-04-25,1567.7999696017275
2003-04-28,1591.2059569019934
2003-04-29,1618.0139727541439
2003-04-30,1628.0037274874094
2003-05-01,1615.8299448150365
2003-05-02,1612.7882713161414
2003-05-05,1653.5173878588093
2003-05-06,1656.7526927348515
2003-05-07,1647.8547029488507
2003-05-08,1654.9155477548657
2003-05-09,1654.160363176033
2003-05-12,1657.6530485702006
2003-05-13,1671.6791991591863
2003-05-14,1693.0804150425574
2003-05-15,1709.4340236463586
2003-05-16,1720.634235688157
2003-05-19,1722.5362856407005
2003-05-20,1733.1835649996106
2003-05-21,1748.7275819687873
2003-05-22,1759.0147555465326
2003-05-23,1769.7974671991942
2003-05-26,1789.5107555656077
2003-05-27,1778.712814433301
2003-05-28,1780.8061221036653
2003-05-29,1793.9982242340961
2003-05-30,1805.1871728009887
2003-06-02,1823.5523351573215
2003-06-03,1785.1974696854868
2003-06-04,1776.564139878008
2003-06-05,1802.4032688631494
2003-06-06,1820.5917600786324
2003-06-09,1830.4101181879603
2003-06-10,1826.3752420268277
