Date,HONG KONG VALUE
1995-11-30,10445.24596
1995-12-29,10788.2577
1996-01-31,12658.79123
1996-02-29,12283.5433
1996-03-29,12212.08292
1996-04-30,12378.98436
1996-05-31,12925.46991
1996-06-28,12607.30534
1996-07-31,12042.45937
1996-08-30,12535.78308
1996-09-30,13317.9512
1996-10-31,13860.14895
1996-11-29,15501.87751
1996-12-31,15412.24056
1997-01-31,14814.036654033605
1997-02-28,14759.366511954779
1997-03-31,13451.467149425354
1997-04-30,13576.924595685308
1997-05-30,15140.411260435507
1997-06-30,15205.496195199948
1997-07-31,16080.783221032729
1997-08-29,14468.20743017405
1997-09-30,14872.367996370805
1997-10-31,10270.779419870589
1997-11-28,10113.388686478675
1997-12-31,10137.828863688816
1998-01-30,8209.513705006484
1998-02-27,10273.575795880095
1998-03-31,9850.671542449532
1998-04-30,8768.588729393548
1998-05-29,7042.712012524133
1998-06-30,6386.068826890755
1998-07-31,5641.578876283761
1998-08-31,5051.897876113894
1998-09-30,5892.522628451333
1998-10-30,8982.303304657467
1998-11-30,9206.518912154668
1998-12-31,9190.117339665796
1999-01-29,8376.420192163056
1999-02-26,8418.55765581931
1999-03-31,9355.885733536079
1999-04-30,11359.148248768108
1999-05-31,10483.794747347229
1999-06-30,11525.50403315827
1999-07-30,10974.021631739608
1999-08-31,11021.0799017108
1999-09-30,10569.268341346964
1999-10-29,10910.82110836544
1999-11-30,11920.25084503609
1999-12-31,12863.126719855958
2000-01-31,11813.533946615136
2000-02-29,11562.485328624987
2000-03-31,12157.879882962394
2000-04-28,11522.0818214776
2000-05-31,10016.985361517061
2000-06-30,10970.52294403589
2000-07-31,11804.84779153777
2000-08-31,12877.554563809326
2000-09-29,12318.733834329318
2000-10-31,11492.627585939415
2000-11-30,11091.975143238948
2000-12-29,13300.311430164795
2001-01-01,13300.311430164795
2001-01-02,13147.759721221619
2001-01-03,12862.837444681052
2001-01-04,13598.410901571735
2001-01-05,14108.289752349528
2001-01-08,14212.9828471095
2001-01-09,13956.430459706971
2001-01-10,13836.741965965472
2001-01-11,13424.416611272485
2001-01-12,13661.18189380631
2001-01-15,13548.44650089923
2001-01-16,13535.427043836178
2001-01-17,13459.034060535969
2001-01-18,13639.316042439616
2001-01-19,14075.878164626303
2001-01-22,14188.194397573248
2001-01-23,13976.062713477306
2001-01-24,13976.152308217512
2001-01-25,13976.24190410643
2001-01-26,13976.062713477308
2001-01-29,13838.944444657682
2001-01-30,13658.356465482118
2001-01-31,13926.674454478676
2001-02-01,14055.123823211452
2001-02-02,13865.558322900304
2001-02-05,13668.499780535003
2001-02-06,13762.310941532964
2001-02-07,13834.03570737713
2001-02-08,13665.480367990556
2001-02-09,13695.268565570741
2001-02-12,13657.434955854236
2001-02-13,14019.530987563323
2001-02-14,14128.370147506674
2001-02-15,14046.865834260903
2001-02-16,13894.846855685597
2001-02-19,14058.862232974954
2001-02-20,14099.103516121731
2001-02-21,14149.161335949484
2001-02-22,14110.645472863014
2001-02-23,14338.317693253328
2001-02-26,14742.287385171228
2001-02-27,14727.606502815397
2001-02-28,14625.615236509786
2001-03-01,14063.217118112467
2001-03-02,13980.326883322361
2001-03-05,14295.209241506182
2001-03-06,14651.786435138976
2001-03-07,14468.33630287654
2001-03-08,14483.604513775017
2001-03-09,14270.317152292058
2001-03-12,13654.120712547958
2001-03-13,13222.715183078739
2001-03-14,13127.47035480298
2001-03-15,13477.166704427902
2001-03-16,13391.192842416096
2001-03-19,13600.778142370491
2001-03-20,13353.252997363343
2001-03-21,12987.844558277731
2001-03-22,12559.397388822532
2001-03-23,12717.810517032023
2001-03-26,13071.205652963508
2001-03-27,12906.044738291026
2001-03-28,12935.050209392324
2001-03-29,12853.297502714404
2001-03-30,12984.731582889637
2001-04-02,12820.386789408161
2001-04-03,12819.175022708438
2001-04-04,12414.126914741202
2001-04-05,12413.888137143158
2001-04-06,12372.350572872885
2001-04-09,11999.850274641116
2001-04-10,11873.16274689702
2001-04-11,12120.899375298279
2001-04-12,12318.356027388658
2001-04-13,12318.356027388658
2001-04-16,12317.961175380884
2001-04-17,11961.941394288111
2001-04-18,12103.433569732233
2001-04-19,12560.406658632068
2001-04-20,12612.98009961585
2001-04-23,12466.56514347472
2001-04-24,12364.987505567493
2001-04-25,12323.79619509864
2001-04-26,12386.726103900992
2001-04-27,12417.114472901618
2001-04-30,12417.432901276356
2001-05-01,12417.59212158821
2001-05-02,12594.264266606788
2001-05-03,12540.965350003975
2001-05-04,12319.612411732634
2001-05-07,12509.202793543107
2001-05-08,12466.890460726554
2001-05-09,12510.940263931341
2001-05-10,12650.196288110677
2001-05-11,12839.936441634945
2001-05-14,12452.711250193332
2001-05-15,12480.389141164987
2001-05-16,12609.35451084363
2001-05-17,12805.928035748393
2001-05-18,12707.901839188498
2001-05-21,12946.581349887912
2001-05-22,13082.828526059033
2001-05-23,13085.849870275062
2001-05-24,12977.54146962077
2001-05-25,12838.067391400833
2001-05-28,12852.841880543116
2001-05-29,12760.51597630956
2001-05-30,12645.174047321501
2001-05-31,12393.31427861365
2001-06-01,12406.503232546911
2001-06-04,12539.834666441673
2001-06-05,12790.216691233472
2001-06-06,12871.972524661409
2001-06-07,12963.255602665187
2001-06-08,13011.945666410891
2001-06-11,12857.192823209361
2001-06-12,12718.65415361814
2001-06-13,12583.460324162786
2001-06-14,12285.903083275214
2001-06-15,12021.916082780885
2001-06-18,12031.094092078496
2001-06-19,12159.667157669428
2001-06-20,11977.014072633108
2001-06-21,12042.118690062774
2001-06-22,11979.160103256068
2001-06-25,11979.31368813886
2001-06-26,11899.227240670685
2001-06-27,11941.226626879594
2001-06-28,11824.362294235358
2001-06-29,12017.254637071963
2001-07-02,12017.485745529999
2001-07-03,12076.33371797838
2001-07-04,12187.514371152682
2001-07-05,12098.407552276693
2001-07-06,12098.25244249897
2001-07-09,11810.185082477221
2001-07-10,11939.171521326914
2001-07-11,11960.313889724737
2001-07-12,12151.44164329877
2001-07-13,12149.382302752356
2001-07-16,12089.69784955488
2001-07-17,11988.31863050526
2001-07-18,12028.350828976663
2001-07-19,11982.978568369947
2001-07-20,11995.983360438797
2001-07-23,11939.922114058356
2001-07-24,11844.721077560334
2001-07-25,11844.49328862195
2001-07-26,11672.150714761185
2001-07-27,11756.255211548205
2001-07-30,11695.555952901423
2001-07-31,11999.882678285714
2001-08-01,12114.042890025386
2001-08-02,12007.156319776714
2001-08-03,11869.991737768027
2001-08-06,11689.024518868511
2001-08-07,11494.497514296478
2001-08-08,11243.311425558873
2001-08-09,11090.390992589868
2001-08-10,11314.55928872537
2001-08-13,11259.87088610402
2001-08-14,11477.450759039848
2001-08-15,11540.38527409012
2001-08-16,11382.373969753085
2001-08-17,11576.753182323633
2001-08-20,11569.885849247326
2001-08-21,11672.418392397329
2001-08-22,11621.13220012434
2001-08-23,11626.850739867165
2001-08-24,11538.886071347511
2001-08-27,11621.622082914631
2001-08-28,11500.788068524535
2001-08-29,11466.59619871726
2001-08-30,11453.912288624344
2001-08-31,11363.207866267066
2001-09-03,11400.778654497255
2001-09-04,11433.074843654242
2001-09-05,11189.083477619317
2001-09-06,10828.0449990332
2001-09-07,10488.012433105092
2001-09-10,10530.531804949618
2001-09-11,10581.011926166395
2001-09-12,9619.934166563584
2001-09-13,9793.69436854881
2001-09-14,9635.26139023952
2001-09-17,9068.031983422889
2001-09-18,8849.09379603923
2001-09-19,8861.736840806569
2001-09-20,8695.886881399527
2001-09-21,8303.716482420134
2001-09-24,8499.764639540286
2001-09-25,8499.058919538948
2001-09-26,8420.345002370883
2001-09-27,8799.849670581832
2001-09-28,8923.23809315397
2001-10-01,8924.210665635
2001-10-02,8923.92459289828
2001-10-03,9051.611120481346
2001-10-04,9373.378090217264
2001-10-05,9338.32337689497
2001-10-08,9016.651288558118
2001-10-09,9299.661036181358
2001-10-10,9306.309732606464
2001-10-11,9453.912442800938
2001-10-12,9246.99476192455
2001-10-15,9232.496201195956
2001-10-16,9312.059235145092
2001-10-17,9420.123848222513
2001-10-18,9087.600428193306
2001-10-19,9112.604173662015
2001-10-22,9021.070460781564
2001-10-23,9223.62220330549
2001-10-24,9207.111328569663
2001-10-25,9207.229369971845
2001-10-26,9392.160522870092
2001-10-29,9104.446221111859
2001-10-30,9025.19168841825
2001-10-31,9115.861812190895
2001-11-01,9104.887468024814
2001-11-02,9052.186167009886
2001-11-05,9279.501039614788
2001-11-06,9248.601996760426
2001-11-07,9199.56939121918
2001-11-08,9493.733543876211
2001-11-09,9749.490859712798
2001-11-12,9851.56637983331
2001-11-13,9818.71652555345
2001-11-14,10078.52290023847
2001-11-15,10314.975484468729
2001-11-16,10355.667981417857
2001-11-19,10305.94458607575
2001-11-20,10330.437781197186
2001-11-21,10469.581619220024
2001-11-22,10476.115897267155
2001-11-23,10546.888824319545
2001-11-26,10661.322988171536
2001-11-27,10480.17592158088
2001-11-28,10229.398598093558
2001-11-29,10400.819394689508
2001-11-30,10558.070307778318
2001-12-03,10570.89647031679
2001-12-04,10943.914640557028
2001-12-05,11461.368258213015
2001-12-06,11449.864208186576
2001-12-07,11574.007043262025
2001-12-10,11599.072015339441
2001-12-11,11387.766774235704
2001-12-12,11618.258097832071
2001-12-13,11303.929115090878
2001-12-14,11234.828207321129
2001-12-17,11259.941073548414
2001-12-18,11354.977872220023
2001-12-19,11484.829983629854
2001-12-20,11552.25272259372
2001-12-21,11116.18460530738
2001-12-24,11140.890340788119
2001-12-25,11140.89034078812
2001-12-26,11140.747455736746
2001-12-27,11319.357839569293
2001-12-28,11407.686323835014
2001-12-31,11427.633989254771
2002-01-01,11427.633989254771
2002-01-02,11381.713287840219
2002-01-03,11393.401858409714
2002-01-04,11705.206645173696
2002-01-07,12079.239709232883
2002-01-08,12023.498808599794
2002-01-09,11890.69216858332
2002-01-10,11679.970517969045
2002-01-11,11433.725101471908
2002-01-14,11455.568204866413
2002-01-15,11272.117621401505
2002-01-16,11176.092660522012
2002-01-17,11283.24205609069
2002-01-18,11204.46366225004
2002-01-21,11423.746396768849
2002-01-22,11200.04061699803
2002-01-23,11133.935190117392
2002-01-24,11100.320864409272
2002-01-25,11103.343946673273
2002-01-28,11088.493604447323
2002-01-29,11398.868140948778
2002-01-30,11087.272526526727
2002-01-31,11057.015317763557
2002-02-01,10875.848814159106
2002-02-04,10985.7572109392
2002-02-05,10817.833783585786
2002-02-06,10856.904159978325
2002-02-07,10678.062550037994
2002-02-08,10638.988229562337
2002-02-11,10902.603617744007
2002-02-12,10902.463834502225
2002-02-13,10902.603617744007
2002-02-14,10902.603617744007
2002-02-15,10958.972420061502
2002-02-18,11113.793016261729
2002-02-19,10857.302952330676
2002-02-20,10871.534710692555
2002-02-21,10894.30439159222
2002-02-22,10704.514146939195
2002-02-25,10401.907252599514
2002-02-26,10252.718562528318
2002-02-27,10350.330270523415
2002-02-28,10123.468532537918
2002-03-01,10087.217597353008
2002-03-04,10411.181412217318
2002-03-05,10798.582331872045
2002-03-06,10736.220470746455
2002-03-07,10914.701116846076
2002-03-08,10888.867801929988
2002-03-11,10978.760825110903
2002-03-12,10941.822182309608
2002-03-13,10875.41948027839
2002-03-14,10923.144116888601
2002-03-15,10859.77044479601
2002-03-18,10878.696996766226
2002-03-19,10866.749176817671
2002-03-20,10724.13202458342
2002-03-21,10464.583579896787
2002-03-22,10488.137621535143
2002-03-25,10550.407791244179
2002-03-26,10525.632662490914
2002-03-27,10746.447156775745
2002-03-28,10746.775705919275
2002-03-29,10746.775705919275
2002-04-01,10746.91349127767
2002-04-02,10546.829842112973
2002-04-03,10452.076789997094
2002-04-04,10512.7409614209
2002-04-05,10512.7409614209
2002-04-08,10349.744568755137
2002-04-09,10354.204265143786
2002-04-10,10281.710422176688
2002-04-11,10386.712689480133
2002-04-12,10411.187405071396
2002-04-15,10453.452105816088
2002-04-16,10492.364524714209
2002-04-17,10868.595647647788
2002-04-18,11053.642237251226
2002-04-19,11144.956947244204
2002-04-22,11087.261918108505
2002-04-23,11288.855262665698
2002-04-24,11477.952154097227
2002-04-25,11408.0890201199
2002-04-26,11369.06740519756
2002-04-29,11351.831830245617
2002-04-30,11567.661700431343
2002-05-01,11567.958347074815
2002-05-02,11977.62711704316
2002-05-03,11832.496372919826
2002-05-06,11754.324081920706
2002-05-07,11827.142694690212
2002-05-08,11682.463546235404
2002-05-09,11590.7050067917
2002-05-10,11570.252507380072
2002-05-13,11653.87339113148
2002-05-14,11565.965664900612
2002-05-15,11757.27870163195
2002-05-16,11763.912803687836
2002-05-17,11879.7908836658
2002-05-20,11879.562395390767
2002-05-21,11621.292262578781
2002-05-22,11656.55735187152
2002-05-23,11444.619380187803
2002-05-24,11408.175561239537
2002-05-27,11337.154001850939
2002-05-28,11292.357048628352
2002-05-29,11105.512207742146
2002-05-30,10988.093113582821
2002-05-31,10838.600104119076
2002-06-03,10850.04962498189
2002-06-04,10851.649562197055
2002-06-05,10974.54598365627
2002-06-06,10931.929336946258
2002-06-07,10911.211694577556
2002-06-10,10947.604134187048
2002-06-11,10848.551848533169
2002-06-12,10752.946993256217
2002-06-13,10738.279191803784
2002-06-14,10602.84188502085
2002-06-17,10493.331081273785
2002-06-18,10431.586176982153
2002-06-19,10188.519917069973
2002-06-20,10287.969898151929
2002-06-21,10137.136319924168
2002-06-24,10122.297387235642
2002-06-25,10052.777890918038
2002-06-26,9795.235703739841
2002-06-27,9982.79891819255
2002-06-28,9964.98468268756
2002-07-01,9965.176321922205
2002-07-02,9834.900639910113
2002-07-03,9955.827636227152
2002-07-04,10174.417712060425
2002-07-05,10278.567765903957
2002-07-08,10210.330027635244
2002-07-09,10191.209889455205
2002-07-10,10183.920755761192
2002-07-11,9927.512256922522
2002-07-12,10030.267156416608
2002-07-15,10036.244781934878
2002-07-16,9812.656388755664
2002-07-17,9678.578836465867
2002-07-18,9774.739897876552
2002-07-19,9652.762708612518
2002-07-22,9384.599203784957
2002-07-23,9675.16419872701
2002-07-24,9351.285888815888
2002-07-25,9156.222961864603
2002-07-26,8974.527345883944
2002-07-29,9228.611742105519
2002-07-30,9372.212189053698
2002-07-31,9419.239865453095
2002-08-01,9295.224984417784
2002-08-02,9109.945107346855
2002-08-05,8901.076153914642
2002-08-06,8658.771209204264
2002-08-07,8939.787772948228
2002-08-08,8889.829464784249
2002-08-09,8726.61474735745
2002-08-12,8571.620703465856
2002-08-13,8761.353289430019
2002-08-14,8599.088961693802
2002-08-15,8832.265077634675
2002-08-16,8891.260834383827
2002-08-19,8784.018282417328
2002-08-20,9051.338875574429
2002-08-21,9139.85841480241
2002-08-22,9155.235867724974
2002-08-23,9112.206051657997
2002-08-26,9084.529619063765
2002-08-27,8933.354428886038
2002-08-28,8836.93646989467
2002-08-29,8748.612973814134
2002-08-30,8746.104390987453
2002-09-02,8590.782884933826
2002-09-03,8560.81094378553
2002-09-04,8652.905499904387
2002-09-05,8520.029913325203
2002-09-06,8535.999443310098
2002-09-09,8487.52334970117
2002-09-10,8626.780915151277
2002-09-11,8627.651049776772
2002-09-12,8644.682080031913
2002-09-13,8426.176753037269
2002-09-16,8137.5726123041695
2002-09-17,8340.23854159819
2002-09-18,8124.282529278841
2002-09-19,8071.159848271782
2002-09-20,7889.088178288943
2002-09-23,7791.715398000427
2002-09-24,7685.774212176889
2002-09-25,7698.9007159735975
2002-09-26,7928.565991496779
2002-09-27,7973.955761870531
2002-09-30,7669.93600118329
2002-10-01,7670.13268259908
2002-10-02,7589.72236316709
2002-10-03,7384.3284876857615
2002-10-04,7365.2472949747835
2002-10-07,7253.68102969081
2002-10-08,7311.73062053597
2002-10-09,7325.751931017561
2002-10-10,7168.448503079365
2002-10-11,7243.367319137159
2002-10-14,7243.4601863925545
2002-10-15,7688.972266331792
2002-10-16,7779.545038427834
2002-10-17,7987.105014416033
2002-10-18,8120.809035964704
2002-10-21,8054.621355691108
2002-10-22,8062.126198288601
2002-10-23,8334.98747553173
2002-10-24,8382.72700090531
2002-10-25,8422.522227644695
2002-10-28,8611.599496174727
2002-10-29,8321.135648505773
2002-10-30,8201.700249794878
2002-10-31,8125.033498817582
2002-11-01,8076.045795599623
2002-11-04,8463.7336732264
2002-11-05,8346.551923892035
2002-11-06,8404.31692824698
2002-11-07,8533.997382067442
2002-11-08,8449.994010256996
2002-11-11,8234.881311800118
2002-11-12,8253.55370696411
2002-11-13,8267.136704552213
2002-11-14,8462.982719956073
2002-11-15,8691.021429379303
2002-11-18,8578.969792879117
2002-11-19,8654.358843633474
2002-11-20,8693.581388560138
2002-11-21,8719.766394043289
2002-11-22,8809.021097402738
2002-11-25,8858.86912681541
2002-11-26,8775.328842222463
2002-11-27,8728.543799150753
2002-11-28,8968.772408403804
2002-11-29,8913.917529410925
2002-12-02,9019.882558495688
2002-12-03,8990.54700801107
2002-12-04,8683.77094340642
2002-12-05,8661.811798111203
2002-12-06,8653.003767545575
2002-12-09,8488.849659138461
2002-12-10,8488.688507544033
2002-12-11,8410.450302433548
2002-12-12,8386.793691140705
2002-12-13,8343.94417433166
2002-12-16,8371.111706036329
2002-12-17,8389.963387177922
2002-12-18,8170.865447491812
2002-12-19,8179.926538493399
2002-12-20,8277.259291062393
2002-12-23,8246.649567430843
2002-12-24,8210.706613852342
2002-12-25,8210.706613852342
2002-12-26,8210.811896868921
2002-12-27,8051.755659435008
2002-12-30,7886.961352021811
2002-12-31,7969.195197043007
2003-01-01,7969.195197043007
2003-01-02,7976.725245470659
2003-01-03,8260.053501157476
2003-01-06,8271.907648672106
2003-01-07,8211.987324425134
2003-01-08,8257.890537110965
2003-01-09,8267.059447144296
2003-01-10,8306.61925059793
2003-01-13,8427.729255335214
2003-01-14,8411.337809239372
2003-01-15,8506.687402921001
2003-01-16,8360.739434873207
2003-01-17,8182.98694559571
2003-01-20,8099.490348892201
2003-01-21,8113.364458054719
2003-01-22,8151.467722589635
2003-01-23,8220.806552266771
2003-01-24,8140.529223402153
2003-01-27,7959.173723921169
2003-01-28,8042.111619595839
2003-01-29,7964.047022641737
2003-01-30,8010.212499299184
2003-01-31,8010.31519630617
2003-02-03,8010.212499299184
2003-02-04,7953.454837494419
2003-02-05,7835.202696206435
2003-02-06,7793.816303547063
2003-02-07,7786.490198869455
2003-02-10,7919.240732474684
2003-02-11,7912.8290387149
2003-02-12,8097.29799804614
2003-02-13,7892.933966961065
2003-02-14,7905.95793480607
2003-02-17,8154.853367069098
2003-02-18,8200.989148165541
2003-02-19,8240.206135998622
2003-02-20,8114.647119860327
2003-02-21,7964.827430950396
2003-02-24,7906.4537156990555
2003-02-25,7744.594884973855
2003-02-26,7719.067789771771
2003-02-27,7762.182337538813
2003-02-28,7780.154544978855
2003-03-03,7917.583672381784
2003-03-04,7808.120646065363
2003-03-05,7790.113112060411
2003-03-06,7633.313791746013
2003-03-07,7501.916980935574
2003-03-10,7324.398193010177
2003-03-11,7285.813400185401
2003-03-12,7303.551115026886
2003-03-13,7218.071957302415
2003-03-14,7382.663308128042
2003-03-17,7251.908303987963
2003-03-18,7436.243547945884
2003-03-19,7774.888376700732
2003-03-20,7788.8440295530445
2003-03-21,7705.083831282564
2003-03-24,7578.34984324751
2003-03-25,7542.368816935893
2003-03-26,7528.759616952339
2003-03-27,7345.76540083468
2003-03-28,7329.483293568152
2003-03-31,7024.356583946828
2003-04-01,7008.674498583943
2003-04-02,7070.102686336621
2003-04-03,6983.233238648561
2003-04-04,7187.211249666026
2003-04-07,7305.679879770824
2003-04-08,7096.98012867996
2003-04-09,6824.597457393296
2003-04-10,6818.824409579468
2003-04-11,6861.597165787158
2003-04-14,6707.191068189738
2003-04-15,6803.488502896077
2003-04-16,6820.166517520653
2003-04-17,6719.809286615165
2003-04-18,6719.809286615165
2003-04-21,6719.723132452702
2003-04-22,6718.091936307887
2003-04-23,6662.217262847334
2003-04-24,6621.985258117038
2003-04-25,6656.10086648043
2003-04-28,6741.902502899581
2003-04-29,7081.07994368307
2003-04-30,6995.405448378036
2003-05-01,6995.495145137837
2003-05-02,7105.277742260282
2003-05-05,7250.443896931844
2003-05-06,7221.205401479338
2003-05-07,7143.400047835604
2003-05-08,7143.400047835604
2003-05-09,7298.26508486485
2003-05-12,7458.258239595171
2003-05-13,7516.0148267984805
2003-05-14,7458.640452034584
2003-05-15,7475.73428891505
2003-05-16,7437.83991575901
2003-05-19,7366.77082515941
2003-05-20,7322.959208797832
2003-05-21,7307.991357503228
2003-05-22,7396.360805328039
2003-05-23,7612.284529021824
2003-05-26,7833.779823786467
2003-05-27,7735.389769250849
2003-05-28,7788.303611883857
2003-05-29,7741.512588573149
2003-05-30,7732.4732470322715
2003-06-02,7892.913625449153
2003-06-03,7916.76351729247
2003-06-04,7916.560490819836
2003-06-05,7904.479124268711
2003-06-06,7953.240057586535
2003-06-09,7995.560162533037
2003-06-10,8011.192175104045
2003-06-11,8010.784348958871
2003-06-12,8019.456550964228
2003-06-13,8080.574049273286
2003-06-16,8084.088837824908
2003-06-17,8150.683603950853
2003-06-18,8076.751818874913
2003-06-19,8070.63451406284
2003-06-20,8011.492289287455
2003-06-23,7855.918352212047
2003-06-24,7745.355896958275
2003-06-25,7746.177610077556
2003-06-26,7816.401223361142
2003-06-27,7827.655282815644
2003-06-30,7736.152388689659
2003-07-01,7735.854785227868
2003-07-02,7759.975429720242
2003-07-03,7782.743271115378
2003-07-04,7798.42228057161
2003-07-07,7989.755142308852
2003-07-08,8107.072305687101
2003-07-09,8173.859229103695
2003-07-10,8135.994442080145
2003-07-11,8057.321843303265
2003-07-14,8274.621526757459
