Date,SWEDEN VALUE
1974-12-31,100.0
1975-01-31,111.69809
1975-02-28,122.85269
1975-03-31,120.14608
1975-04-30,124.10566
1975-05-30,117.71418
1975-06-30,120.88061
1975-07-31,115.49686
1975-08-29,111.50955
1975-09-30,113.63065
1975-10-31,122.35328
1975-11-28,119.91294
1975-12-31,124.57599
1976-01-30,131.74004
1976-02-27,132.56126
1976-03-31,134.42675
1976-04-30,149.32394
1976-05-31,136.74277
1976-06-30,138.0559
1976-07-30,140.62282
1976-08-31,131.40618
1976-09-30,126.0831
1976-10-29,117.66311
1976-11-30,119.08231
1976-12-31,127.40053
1977-01-31,115.77289
1977-02-28,131.70269
1977-03-31,133.52622
1977-04-29,127.02178
1977-05-31,123.69988
1977-06-30,107.99939
1977-07-29,105.14889
1977-08-31,88.29907
1977-09-30,96.79697
1977-10-31,91.85155
1977-11-30,87.48947
1977-12-30,98.95526
1978-01-31,108.07173
1978-02-28,105.64439
1978-03-31,114.52272
1978-04-28,120.25664
1978-05-31,110.16838
1978-06-30,111.04321
1978-07-31,122.70066
1978-08-31,125.46975
1978-09-29,121.48122
1978-10-31,121.26974
1978-11-30,114.04531
1978-12-29,116.80519
1979-01-31,127.83001
1979-02-28,122.01109
1979-03-30,123.47189
1979-04-30,117.68176
1979-05-31,116.67289
1979-06-29,115.58279
1979-07-31,123.40774
1979-08-31,121.68074
1979-09-28,125.48125
1979-10-31,121.68423
1979-11-30,122.7142
1979-12-31,125.73257
1980-01-31,140.78062
1980-02-29,142.31195
1980-03-31,133.90288
1980-04-30,140.46207
1980-05-30,138.88909
1980-06-30,138.32367
1980-07-31,139.16425
1980-08-29,132.79713
1980-09-30,133.53931
1980-10-31,146.03012
1980-11-28,155.70094
1980-12-31,158.17178
1981-01-30,154.44904
1981-02-27,182.81532
1981-03-31,194.04113
1981-04-30,181.10119
1981-05-29,185.34002
1981-06-30,211.03051
1981-07-31,227.98628
1981-08-31,218.46504
1981-09-30,186.15677
1981-10-30,206.09878
1981-11-30,226.86472
1981-12-31,216.93494
1982-01-29,216.61702
1982-02-26,216.11969
1982-03-31,209.3234
1982-04-30,207.81535
1982-05-31,211.20048
1982-06-30,201.23631
1982-07-30,217.74979
1982-08-31,211.91673
1982-09-30,245.79696
1982-10-29,231.94832
1982-11-30,256.93591
1982-12-31,274.28011
1983-01-31,325.82647
1983-02-28,419.77294
1983-03-31,412.04092
1983-04-29,467.50362
1983-05-31,456.46893
1983-06-30,429.16567
1983-07-29,461.18224
1983-08-31,472.39758
1983-09-30,461.18556
1983-10-31,440.42265
1983-11-30,474.06718
1983-12-30,452.52886
1984-01-31,509.7286
1984-02-29,523.86438
1984-03-30,554.29255
1984-04-30,512.32862
1984-05-31,462.25271
1984-06-29,476.17306
1984-07-31,480.20362
1984-08-31,477.22234
1984-09-28,436.20826
1984-10-31,422.86392
1984-11-30,392.34666
1984-12-31,386.03496
1985-01-31,425.95654
1985-02-28,398.77388
1985-03-29,417.62318
1985-04-30,424.4749
1985-05-31,405.95371
1985-06-28,405.72956
1985-07-31,432.71056
1985-08-30,435.89247
1985-09-30,453.54361
1985-10-31,497.97414
1985-11-29,581.03628
1985-12-31,634.19482
1986-01-31,650.11821
1986-02-28,721.86302
1986-03-31,797.91059
1986-04-30,895.55637
1986-05-30,925.77083
1986-06-30,924.33507
1986-07-31,957.91695
1986-08-29,988.57716
1986-09-30,970.86577
1986-10-31,1019.38006
1986-11-28,1005.25487
1986-12-31,980.60791
1987-01-30,885.393
1987-02-27,1018.93646
1987-03-31,1082.66739
1987-04-30,1177.99135
1987-05-29,1090.62941
1987-06-30,1106.24866
1987-07-31,1183.85236
1987-08-31,1226.35089
1987-09-30,1295.82435
1987-10-30,1044.33621
1987-11-30,943.18077
1987-12-31,965.37482
1988-01-29,1063.00127
1988-02-29,1096.62755
1988-03-31,1207.88843
1988-04-29,1248.53526
1988-05-31,1282.67395
1988-06-30,1215.19528
1988-07-29,1233.3912
1988-08-31,1176.88756
1988-09-30,1258.05002
1988-10-31,1367.83086
1988-11-30,1413.838
1988-12-30,1515.87242
1989-01-31,1580.52185
1989-02-28,1646.33118
1989-03-31,1721.38882
1989-04-28,1730.0428
1989-05-31,1715.05463
1989-06-30,1806.77219
1989-07-31,2010.49374
1989-08-31,2014.79447
1989-09-29,1970.95783
1989-10-31,1842.46392
1989-11-30,1769.9358
1989-12-29,1926.28529
1990-01-31,1889.37771
1990-02-28,1810.2149
1990-03-30,1723.90903
1990-04-30,1787.59865
1990-05-31,2009.47427
1990-06-29,2132.18626
1990-07-31,2246.82296
1990-08-31,1927.69393
1990-09-28,1537.84883
1990-10-31,1505.62239
1990-11-30,1398.01944
1990-12-31,1470.25403
1991-01-31,1762.9505
1991-02-28,1911.7273
1991-03-29,1892.93863
1991-04-30,1769.31828
1991-05-31,1935.87647
1991-06-28,1910.27302
1991-07-31,1980.74329
1991-08-30,1888.82205
1991-09-30,1886.51809
1991-10-31,1781.39101
1991-11-29,1785.27959
1991-12-31,1817.47229
1992-01-31,1841.78082
1992-02-28,1765.62296
1992-03-31,1877.19732
1992-04-30,1877.00652
1992-05-29,1908.20708
1992-06-30,1789.8172
1992-07-31,1688.8635
1992-08-31,1457.65351
1992-09-30,1189.39092
1992-10-30,1050.80662
1992-11-30,1265.45423
1992-12-31,1194.3974
1993-01-29,1187.15838
1993-02-26,1221.13154
1993-03-31,1212.43067
1993-04-30,1333.75674
1993-05-31,1444.56582
1993-06-30,1363.83075
1993-07-30,1480.46541
1993-08-31,1635.9808
1993-09-30,1559.71634
1993-10-29,1758.16388
1993-11-30,1611.25849
1993-12-31,1786.15307
1994-01-31,2259.14101
1994-02-28,2138.47164
1994-03-31,1987.36834
1994-04-29,2176.5682
1994-05-31,2065.43232
1994-06-30,1933.45195
1994-07-29,2074.83182
1994-08-31,2017.77309
1994-09-30,2033.53416
1994-10-31,2184.82692
1994-11-30,2141.16182
1994-12-30,2099.26449
1995-01-31,2146.12351
1995-02-28,2196.14628
1995-03-31,1986.68717
1995-04-28,2181.71935
1995-05-31,2186.42441
1995-06-30,2235.25959
1995-07-31,2477.84134
1995-08-31,2250.47253
1995-09-29,2576.64034
1995-10-31,2486.90108
1995-11-30,2549.84894
1995-12-29,2542.42385
1996-01-31,2395.2566
1996-02-29,2612.8976
1996-03-29,2685.84071
1996-04-30,2761.46732
1996-05-31,2829.00346
1996-06-28,2941.9905
1996-07-31,2847.97926
1996-08-30,3001.84671
1996-09-30,3109.62077
1996-10-31,3126.6984
1996-11-29,3290.0403
1996-12-31,3317.73358
1997-01-31,3314.5507120704947
1997-02-28,3443.166055512186
1997-03-31,3616.8870346579465
1997-04-30,3423.389733725639
1997-05-30,3663.515577883645
1997-06-30,3843.45637330152
1997-07-31,3924.8512763234153
1997-08-29,3864.652815438898
1997-09-30,4213.6932725145725
1997-10-31,3743.3082999550948
1997-11-28,3908.36252937401
1997-12-31,3809.895484462052
1998-01-30,3848.432000967835
1998-02-27,4107.413198363362
1998-03-31,4477.913136839549
1998-04-30,4635.217301124628
1998-05-29,4688.0656480587495
1998-06-30,4459.245026272373
1998-07-31,4478.923738679577
1998-08-31,3675.542596102573
1998-09-30,3357.835547556873
1998-10-30,3565.028010488512
1998-11-30,3644.595221628345
1998-12-31,3651.402765956803
1999-01-29,3739.9165791454116
1999-02-26,3772.862968756305
1999-03-31,3973.794522958831
1999-04-30,4189.801822596889
1999-05-31,3958.997444391973
1999-06-30,4149.930535937702
1999-07-30,4387.104494922677
1999-08-31,4433.228292023299
1999-09-30,4458.342666522249
1999-10-29,4404.716792645896
1999-11-30,4482.342396743184
1999-12-31,4873.729082187146
2000-01-31,4482.673188257108
2000-02-29,4884.608744628715
2000-03-31,5114.455581784378
2000-04-28,4956.577940424282
2000-05-31,5026.635659336034
2000-06-30,5059.723852264237
2000-07-31,4794.981627606882
2000-08-31,4575.6576215945315
2000-09-29,4516.20385567934
2000-10-31,4417.674319161216
2000-11-30,4110.300391125993
2000-12-29,4315.4654008196485
2001-01-01,4315.4654008196485
2001-01-02,4282.121138642071
2001-01-03,4122.153863269913
2001-01-04,4365.585493679618
2001-01-05,4483.781931429285
2001-01-08,4512.780314830145
2001-01-09,4451.914535672545
