Date,NORWAY VALUE
1982-12-31,95.46184
1983-01-31,106.06565
1983-02-28,114.46221
1983-03-31,119.85186
1983-04-29,132.96847
1983-05-31,134.31625
1983-06-30,130.11332
1983-07-29,139.14926
1983-08-31,133.92089
1983-09-30,147.1701
1983-10-31,149.004
1983-11-30,150.15771
1983-12-30,161.29834
1984-01-31,181.00711
1984-02-29,191.79701
1984-03-30,209.74953
1984-04-30,217.54384
1984-05-31,197.70437
1984-06-29,163.2265
1984-07-31,168.04863
1984-08-31,174.48376
1984-09-28,154.84778
1984-10-31,167.6212
1984-11-30,166.91365
1984-12-31,174.46588
1985-01-31,208.03227
1985-02-28,189.86371
1985-03-29,196.99442
1985-04-30,212.26996
1985-05-31,210.87529
1985-06-28,199.32128
1985-07-31,230.92649
1985-08-30,226.08454
1985-09-30,250.26054
1985-10-31,306.02532
1985-11-29,319.36259
1985-12-31,319.5126
1986-01-31,307.464
1986-02-28,311.12589
1986-03-31,294.00208
1986-04-30,299.22604
1986-05-30,306.71378
1986-06-30,337.61596
1986-07-31,293.19191
1986-08-29,341.55249
1986-09-30,330.8466
1986-10-31,331.94435
1986-11-28,342.02889
1986-12-31,330.9829
1987-01-30,345.35822
1987-02-27,379.04541
1987-03-31,410.42764
1987-04-30,445.38458
1987-05-29,468.81475
1987-06-30,484.57701
1987-07-31,542.20788
1987-08-31,593.43389
1987-09-30,608.65651
1987-10-30,458.32067
1987-11-30,362.19562
1987-12-31,367.14171
1988-01-29,382.30871
1988-02-29,418.95091
1988-03-31,479.14851
1988-04-29,497.24473
1988-05-31,459.01799
1988-06-30,481.89238
1988-07-29,479.37418
1988-08-31,436.29506
1988-09-30,447.4917
1988-10-31,479.99424
1988-11-30,501.5467
1988-12-30,564.39562
1989-01-31,642.60933
1989-02-28,671.98073
1989-03-31,724.55952
1989-04-28,833.46781
1989-05-31,808.44839
1989-06-30,767.9545
1989-07-31,849.27247
1989-08-31,846.79902
1989-09-29,848.7361
1989-10-31,744.96273
1989-11-30,804.59953
1989-12-29,915.63978
1990-01-31,1004.28737
1990-02-28,1087.61389
1990-03-30,1099.81449
1990-04-30,1045.53323
1990-05-31,1139.05656
1990-06-29,1119.25723
1990-07-31,1267.38449
1990-08-31,1280.21366
1990-09-28,1207.59092
1990-10-31,1126.42121
1990-11-30,1096.52715
1990-12-31,1017.51085
1991-01-31,934.72825
1991-02-28,1034.84784
1991-03-29,970.87084
1991-04-30,909.57656
1991-05-31,998.01445
1991-06-28,876.37743
1991-07-31,903.06458
1991-08-30,935.6304
1991-09-30,898.48871
1991-10-31,800.16609
1991-11-29,652.46248
1991-12-31,756.21503
1992-01-31,772.62247
1992-02-28,700.60335
1992-03-31,786.64577
1992-04-30,864.36849
1992-05-29,900.85778
1992-06-30,854.3294
1992-07-31,815.29117
1992-08-31,722.1467
1992-09-30,694.57178
1992-10-30,721.83604
1992-11-30,675.63474
1992-12-31,704.92938
1993-01-29,717.12992
1993-02-26,737.83883
1993-03-31,857.67638
1993-04-30,909.78558
1993-05-31,907.25523
1993-06-30,907.06348
1993-07-30,976.90751
1993-08-31,1075.12842
1993-09-30,1030.64272
1993-10-29,1183.63075
1993-11-30,1122.84873
1993-12-31,1266.72512
1994-01-31,1365.84258
1994-02-28,1380.20896
1994-03-31,1306.47739
1994-04-29,1273.1792
1994-05-31,1310.96661
1994-06-30,1238.92949
1994-07-29,1350.00445
1994-08-31,1321.99189
1994-09-30,1202.44096
1994-10-31,1225.92705
1994-11-30,1255.0147
1994-12-30,1390.76187
1995-01-31,1408.40904
1995-02-28,1360.47215
1995-03-31,1322.86261
1995-04-28,1428.58894
1995-05-31,1380.93321
1995-06-30,1471.32773
1995-07-31,1522.90449
1995-08-31,1407.00673
1995-09-29,1471.04143
1995-10-31,1379.36454
1995-11-30,1347.42144
1995-12-29,1382.59321
1996-01-31,1323.01804
1996-02-29,1390.76877
1996-03-29,1445.19267
1996-04-30,1537.94627
1996-05-31,1547.61854
1996-06-28,1612.94625
1996-07-31,1596.61859
1996-08-30,1603.45067
1996-09-30,1588.40282
1996-10-31,1689.40015
1996-11-29,1808.86353
1996-12-31,1927.70185
1997-01-31,2030.2509192976174
1997-02-28,2004.5419954218203
1997-03-31,2139.520038645823
1997-04-30,1989.121351088186
1997-05-30,2088.8882249884496
1997-06-30,2163.6466330041258
1997-07-31,2290.865878181993
1997-08-29,2202.5000494382675
1997-09-30,2395.13869646395
1997-10-31,2341.3092999859
1997-11-28,2165.3474478407475
1997-12-31,2188.077746550159
1998-01-30,1963.046889635038
1998-02-27,1985.0768127780098
1998-03-31,2105.914209069316
1998-04-30,2160.1937300203617
1998-05-29,2023.4568055561124
1998-06-30,1933.9323950554108
1998-07-31,2041.6089864384567
1998-08-31,1440.2978363059608
1998-09-30,1335.0734598665383
1998-10-30,1495.1812514946448
1998-11-30,1452.179654094465
1998-12-31,1420.0139623811115
1999-01-29,1639.889607900357
1999-02-26,1468.330250559719
1999-03-31,1672.3677059020852
1999-04-30,1833.8552774629254
1999-05-31,1693.8211266095486
1999-06-30,1671.6778143278564
1999-07-30,1774.86517477133
1999-08-31,1873.4361590788417
1999-09-30,1934.5736501555505
1999-10-29,1820.9168956720807
1999-11-30,1856.100287246446
1999-12-31,2063.552905140261
2000-01-31,1843.463265563974
2000-02-29,1829.7599405688227
2000-03-31,1897.0177209154276
2000-04-28,1780.3642662502057
2000-05-31,1867.3912513236298
2000-06-30,2008.7190479392032
2000-07-31,1957.1123030901144
2000-08-31,2141.5944798181126
2000-09-29,2035.3207918680191
2000-10-31,1970.5802811966623
2000-11-30,1859.0268941993013
2000-12-29,1978.891712965346
2001-01-01,1978.891712965346
2001-01-02,2046.2066362161806
2001-01-03,1969.9270780989177
2001-01-04,1996.0205429301755
2001-01-05,2022.8548135203296
2001-01-08,2025.2939280653384
2001-01-09,2013.072346080315
2001-01-10,2002.6848709637934
2001-01-11,2031.4097417376938
2001-01-12,2021.5548703819945
2001-01-15,1976.1902130906692
2001-01-16,1950.0557099704527
2001-01-17,1948.0498159905703
2001-01-18,1957.9786529065218
2001-01-19,1913.6471504930096
2001-01-22,1901.2052197612243
2001-01-23,1889.7543544789035
2001-01-24,1833.3657829466715
2001-01-25,1838.7284107605128
2001-01-26,1862.6717831306612
2001-01-29,1871.1006874174248
2001-01-30,1893.7345154762031
2001-01-31,1906.1838138421965
2001-02-01,1945.2686103143674
2001-02-02,1940.0858798166994
2001-02-05,1964.2038900914108
2001-02-06,1971.1735908630696
2001-02-07,1987.5168915966676
2001-02-08,1964.623484902998
2001-02-09,1965.1778296530738
2001-02-12,1957.0528342482537
2001-02-13,1943.802740595721
2001-02-14,1919.1872012763401
2001-02-15,1900.348946892899
2001-02-16,1927.610875950272
2001-02-19,1951.7548311758976
2001-02-20,1923.4636156650058
2001-02-21,1908.8063310284556
2001-02-22,1921.9730819827114
2001-02-23,1946.2918583744113
2001-02-26,1958.2100197826082
2001-02-27,1976.7005329463525
2001-02-28,1966.0949674089136
2001-03-01,1947.113556183844
2001-03-02,1959.0332509848834
2001-03-05,1968.2967426147006
2001-03-06,2009.7416312332828
2001-03-07,1993.9787686242908
2001-03-08,2032.663884671029
2001-03-09,2031.5924724588206
2001-03-12,1993.721442187046
2001-03-13,1938.6540386809536
2001-03-14,1865.6075404656044
2001-03-15,1876.3037612263736
2001-03-16,1836.3917597173167
2001-03-19,1831.0867134592618
2001-03-20,1862.0883384040787
2001-03-21,1841.3006959647773
2001-03-22,1782.4652248293974
2001-03-23,1782.896403640307
2001-03-26,1809.981901912632
2001-03-27,1838.0585858101003
2001-03-28,1822.0517569966626
2001-03-29,1787.9437596981536
2001-03-30,1793.5466817610718
2001-04-02,1804.4456673549619
2001-04-03,1784.5496595694751
2001-04-04,1805.076072761025
2001-04-05,1840.3649488899364
2001-04-06,1860.378289144968
2001-04-09,1872.3930234039121
2001-04-10,1903.9405995649158
2001-04-11,1926.3388023597145
2001-04-12,1944.626761669873
2001-04-13,1944.626761669873
2001-04-16,1924.823309470042
2001-04-17,1922.1368886418252
2001-04-18,1911.2882070988048
2001-04-19,1920.160296195625
2001-04-20,1928.9622165506544
2001-04-23,1923.6684229067243
2001-04-24,1917.1045254999558
2001-04-25,1916.4481132528094
2001-04-26,1935.4595345154776
2001-04-27,1947.4967257223345
2001-04-30,1940.1835989333276
2001-05-01,1951.6405329888387
2001-05-02,1934.0810739094622
2001-05-03,1912.4392026313171
2001-05-04,1920.3704268006243
2001-05-07,1953.0683386948012
2001-05-08,1954.7013872615453
2001-05-09,1965.7110014901143
2001-05-10,2005.276670386119
2001-05-11,2012.3644196910564
2001-05-14,1968.692441550262
2001-05-15,2002.0551861514161
2001-05-16,2004.8446918828552
2001-05-17,2005.0433782405066
2001-05-18,2076.833194964798
2001-05-21,2145.518759245835
2001-05-22,2092.269634611537
2001-05-23,2066.488010959961
2001-05-24,2067.474856408147
2001-05-25,2066.678549811183
2001-05-28,2066.2123460586404
2001-05-29,2017.7270642709361
2001-05-30,2006.318964922936
2001-05-31,1988.5271599623884
2001-06-01,1978.642765185498
2001-06-04,1981.4474583736383
2001-06-05,2012.7560221845235
2001-06-06,2017.4080691786921
2001-06-07,2027.856974668506
2001-06-08,2020.1678090546902
2001-06-11,1968.1822256951173
2001-06-12,1946.8989844359446
2001-06-13,1980.6762462907975
2001-06-14,1947.3504521198672
2001-06-15,1936.1966317312072
2001-06-18,1940.9539826043747
2001-06-19,1947.6495074874701
2001-06-20,1927.803574525479
2001-06-21,1896.4704744871096
2001-06-22,1899.8503432538298
2001-06-25,1896.9512379798414
2001-06-26,1885.8031821007112
2001-06-27,1884.3328743615532
2001-06-28,1881.621334102779
2001-06-29,1848.3876383877969
2001-07-02,1863.8306709915303
2001-07-03,1886.0372625262746
2001-07-04,1894.5991160248507
2001-07-05,1868.2658271367302
2001-07-06,1866.2209700811832
2001-07-09,1884.2201197332215
2001-07-10,1886.8321917199603
2001-07-11,1878.602191026906
2001-07-12,1898.55183330334
2001-07-13,1865.405728594696
2001-07-16,1834.3393337678547
2001-07-17,1813.0464695131282
2001-07-18,1840.0756925420105
2001-07-19,1873.923438395033
2001-07-20,1872.0914401833306
2001-07-23,1869.4971707151915
2001-07-24,1854.0290710535562
2001-07-25,1831.645916350534
2001-07-26,1858.5079436872034
2001-07-27,1861.0613155653853
2001-07-30,1859.4810570211953
2001-07-31,1846.755703468597
2001-08-01,1846.627232602915
2001-08-02,1852.7745296165626
2001-08-03,1863.7496466239324
2001-08-06,1842.2805000887486
2001-08-07,1835.8940656524258
2001-08-08,1835.5797626378749
2001-08-09,1862.4434752851128
2001-08-10,1888.5873808568379
2001-08-13,1892.9082638875693
2001-08-14,1901.0758270157855
2001-08-15,1905.1272255542801
2001-08-16,1904.8403699262074
2001-08-17,1894.7864793130207
2001-08-20,1856.593025592424
2001-08-21,1874.6517109185888
2001-08-22,1924.2923274815632
2001-08-23,1902.6114424116372
2001-08-24,1919.050129074301
2001-08-27,1901.7270444533492
2001-08-28,1905.5827210319608
2001-08-29,1910.7207284644471
2001-08-30,1905.5548893660173
2001-08-31,1899.4406115677202
2001-09-03,1896.9764503319636
2001-09-04,1902.414504424116
2001-09-05,1919.6632056409815
2001-09-06,1913.99111071469
2001-09-07,1911.7335507800876
2001-09-10,1860.0034461546045
2001-09-11,1888.763969001023
2001-09-12,1763.395930913622
2001-09-13,1797.2490431758279
2001-09-14,1763.5239809630218
2001-09-17,1740.9248272030056
2001-09-18,1703.8703483796194
2001-09-19,1629.4746656864293
2001-09-20,1508.3838496696021
2001-09-21,1351.6678742620168
2001-09-24,1433.7901424189008
2001-09-25,1436.1342915511116
2001-09-26,1455.8209516705851
2001-09-27,1477.3097538918137
2001-09-28,1462.785172639723
2001-10-01,1456.946459873004
2001-10-02,1450.46311273847
2001-10-03,1417.7577060765232
2001-10-04,1412.4764676422433
2001-10-05,1409.803701331359
2001-10-08,1400.4372747223567
2001-10-09,1415.6226670783533
2001-10-10,1425.0752877395341
2001-10-11,1468.6158348624037
2001-10-12,1482.598719580643
2001-10-15,1459.4085499010355
2001-10-16,1461.0802205749594
2001-10-17,1491.3107570253774
2001-10-18,1446.5865314148639
2001-10-19,1427.4834978838328
2001-10-22,1430.4699556209316
2001-10-23,1447.5110793374074
2001-10-24,1441.3825633825518
2001-10-25,1415.109867842727
2001-10-26,1433.7202178407886
2001-10-29,1440.742035668136
2001-10-30,1424.1885119198905
2001-10-31,1402.0835388801697
2001-11-01,1423.752189368655
2001-11-02,1421.0229244731538
2001-11-05,1431.3158208934974
2001-11-06,1449.0885343884931
2001-11-07,1474.4369989033323
2001-11-08,1465.5480470976877
2001-11-09,1497.7528803230998
2001-11-12,1449.51398413426
2001-11-13,1466.6739972244523
2001-11-14,1495.8097113736833
2001-11-15,1464.6139781091824
2001-11-16,1456.52976799565
2001-11-19,1469.9400690315015
2001-11-20,1477.2169701659607
2001-11-21,1453.593318158839
2001-11-22,1451.065746729306
2001-11-23,1450.7495117068736
2001-11-26,1479.0937798655602
2001-11-27,1496.9849376372833
2001-11-28,1503.4447659135437
2001-11-29,1500.561051107534
2001-11-30,1530.5337166722043
2001-12-03,1522.61954282237
2001-12-04,1536.6850290841448
2001-12-05,1547.7433391567058
2001-12-06,1578.6650278392706
2001-12-07,1580.5995926345372
2001-12-10,1571.2447195752898
2001-12-11,1569.7658315407703
2001-12-12,1587.55006978579
2001-12-13,1571.5723649369686
2001-12-14,1581.356452476949
2001-12-17,1569.6442175563511
2001-12-18,1586.653710347209
2001-12-19,1576.269968
2001-12-20,1600.4745632631493
2001-12-21,1609.213070246265
2001-12-24,1588.6668786992818
2001-12-25,1588.6668786992818
2001-12-26,1590.8246931684826
2001-12-27,1648.1676231447952
2001-12-28,1647.2092452417355
2001-12-31,1659.1648406466434
2002-01-01,1659.1648406466434
2002-01-02,1670.3519515624714
2002-01-03,1669.7557592640333
2002-01-04,1694.637110897903
2002-01-07,1695.6739033338586
2002-01-08,1647.6751475584365
2002-01-09,1660.2695217092598
2002-01-10,1654.095983159217
2002-01-11,1655.3908310657387
2002-01-14,1652.610845802313
2002-01-15,1627.3140874476837
2002-01-16,1608.7500762175175
2002-01-17,1613.0349308014886
2002-01-18,1608.4527309857722
2002-01-21,1612.4543141592458
2002-01-22,1632.2868713245787
2002-01-23,1627.826381858325
2002-01-24,1646.3780978577365
2002-01-25,1619.6923782599436
2002-01-28,1616.9303398198088
2002-01-29,1626.21373186222
2002-01-30,1608.0745709037992
2002-01-31,1624.0483209244928
2002-02-01,1620.3114851600035
2002-02-04,1635.173457382117
2002-02-05,1617.058336184636
2002-02-06,1611.7331566686846
2002-02-07,1587.9220895453946
2002-02-08,1594.8765454343454
2002-02-11,1613.0164269290767
2002-02-12,1623.701436752856
2002-02-13,1626.1452974210092
2002-02-14,1652.944055354395
2002-02-15,1655.8045178413806
2002-02-18,1648.7778219023503
2002-02-19,1642.0650249941552
2002-02-20,1640.5755747827507
2002-02-21,1650.600455355933
2002-02-22,1659.1544646522045
2002-02-25,1655.4421774855473
2002-02-26,1663.2383874501982
2002-02-27,1673.4829744214237
2002-02-28,1675.5595926089638
2002-03-01,1676.685624546022
2002-03-04,1707.1066573625062
2002-03-05,1716.729109075162
2002-03-06,1727.76204983268
2002-03-07,1769.7464553375153
2002-03-08,1801.3397182878562
2002-03-11,1796.2684871356794
2002-03-12,1786.0212806110947
2002-03-13,1783.7551734689805
2002-03-14,1802.820673014595
2002-03-15,1814.2529392755207
2002-03-18,1822.804623042271
2002-03-19,1845.3738004822246
2002-03-20,1838.8157963570097
2002-03-21,1849.7138831713455
2002-03-22,1836.1942467982337
2002-03-25,1824.0628654533043
2002-03-26,1833.9988894517082
2002-03-27,1838.2222578484834
2002-03-28,1839.1484769283238
2002-03-29,1839.1484769283238
2002-04-01,1853.0277739203902
2002-04-02,1881.6184189620424
2002-04-03,1911.425065757175
2002-04-04,1889.3378636026157
2002-04-05,1867.893364359063
2002-04-08,1862.0891008607393
2002-04-09,1845.8254604244494
2002-04-10,1827.9344007626469
2002-04-11,1848.6511256008819
2002-04-12,1851.8195528272302
2002-04-15,1847.993263254357
2002-04-16,1862.494949290236
2002-04-17,1876.2564222218448
2002-04-18,1894.3653599878623
2002-04-19,1889.216396193196
2002-04-22,1878.4598803005795
2002-04-23,1870.0107814545026
2002-04-24,1879.8854336314514
2002-04-25,1872.9666686091896
2002-04-26,1861.3620920941864
2002-04-29,1852.2493856031274
2002-04-30,1876.8883978750112
2002-05-01,1888.4583886571263
2002-05-02,1938.4800532348904
2002-05-03,1965.4967408308364
2002-05-06,1943.1137931346495
2002-05-07,1915.6880289032747
2002-05-08,1951.8517403085248
2002-05-09,1955.2957917771487
2002-05-10,1976.9673428220246
2002-05-13,1980.7723812565316
2002-05-14,1974.5283929280122
2002-05-15,1981.0228200149515
2002-05-16,1998.8028686665023
2002-05-17,2020.164157884661
2002-05-20,2026.1144586882467
2002-05-21,1996.057910150443
2002-05-22,1995.6076273386418
2002-05-23,1973.7503549096257
2002-05-24,1972.0005807892578
2002-05-27,1953.7441259516884
2002-05-28,1971.1131470950334
2002-05-29,1940.2044043694618
2002-05-30,1944.9055811979022
2002-05-31,1908.0176651464137
2002-06-03,1925.2403931474469
2002-06-04,1886.563396123112
2002-06-05,1864.1987506957603
2002-06-06,1899.4110415424504
2002-06-07,1842.7180935257986
2002-06-10,1857.1222773919817
2002-06-11,1879.1832184926764
2002-06-12,1892.449959580078
2002-06-13,1879.083340687794
2002-06-14,1818.1106070498126
2002-06-17,1860.7300724324778
2002-06-18,1873.2734144000783
2002-06-19,1882.019098174596
2002-06-20,1855.6001816870762
2002-06-21,1851.0190075529779
2002-06-24,1833.815935703817
2002-06-25,1844.6130564911202
2002-06-26,1770.2566593638476
2002-06-27,1810.9950507285291
2002-06-28,1817.239605046752
2002-07-01,1838.456418366366
2002-07-02,1821.2321465261923
2002-07-03,1785.2317928536502
2002-07-04,1780.1986269457373
2002-07-05,1794.038054774984
2002-07-08,1825.266577288767
2002-07-09,1825.5658893854963
2002-07-10,1800.1462614530717
2002-07-11,1779.4202496440769
2002-07-12,1735.602528916592
2002-07-15,1762.5214420079808
2002-07-16,1761.820993509771
2002-07-17,1787.0497663312283
2002-07-18,1783.3807964780824
2002-07-19,1745.7932333152764
2002-07-22,1646.7680059938484
2002-07-23,1543.5492255732281
2002-07-24,1446.8153464783632
2002-07-25,1513.3592375244914
2002-07-26,1500.0985567590888
2002-07-29,1518.4300249093296
2002-07-30,1564.1835542072959
2002-07-31,1551.9437319769602
2002-08-01,1555.7677857749868
2002-08-02,1522.9624089204349
2002-08-05,1477.5419804724352
2002-08-06,1442.0224717254462
2002-08-07,1464.2869595881318
2002-08-08,1483.9734346644361
2002-08-09,1514.4786646529392
2002-08-12,1511.719188355465
2002-08-13,1538.4241222987182
2002-08-14,1528.715399350375
2002-08-15,1538.0819002748854
2002-08-16,1534.7286871340139
2002-08-19,1519.0128715204685
2002-08-20,1514.3939762663738
2002-08-21,1539.998683649452
2002-08-22,1564.176673291779
2002-08-23,1563.2483535040826
2002-08-26,1550.6605414486257
2002-08-27,1564.7423392210474
2002-08-28,1551.4546878838578
2002-08-29,1513.1698299073444
2002-08-30,1530.083491326469
2002-09-02,1534.20513507043
2002-09-03,1502.3545874320837
2002-09-04,1492.1927420792617
2002-09-05,1461.3197032921714
2002-09-06,1486.772641049358
2002-09-09,1459.9112083507962
2002-09-10,1461.5072228204222
2002-09-11,1483.4587898707755
2002-09-12,1486.6278562210375
2002-09-13,1470.069544866165
2002-09-16,1445.512699801415
2002-09-17,1435.4310907375964
2002-09-18,1397.4135354551968
2002-09-19,1343.6811743167152
2002-09-20,1340.095946549021
2002-09-23,1322.144805233496
2002-09-24,1278.6670455147582
2002-09-25,1299.169878617585
2002-09-26,1332.2576802862643
2002-09-27,1330.3610021632371
2002-09-30,1313.1535405003829
2002-10-01,1312.8698596982506
2002-10-02,1332.4317786159477
2002-10-03,1360.084062337078
2002-10-04,1355.5036457929225
2002-10-07,1336.5413877599701
2002-10-08,1322.4078992439524
2002-10-09,1319.8112071931116
2002-10-10,1326.785397031667
2002-10-11,1398.603227467502
2002-10-14,1405.9787579732738
2002-10-15,1430.5584551558732
2002-10-16,1397.639999709871
2002-10-17,1402.8524655915
2002-10-18,1381.4529828576015
2002-10-21,1394.409307771427
2002-10-22,1382.257634381116
2002-10-23,1356.9838866877876
2002-10-24,1365.6570987460275
2002-10-25,1363.083638598174
2002-10-28,1370.268801752979
2002-10-29,1339.555462267686
2002-10-30,1356.6937111210289
2002-10-31,1394.2061748688382
2002-11-01,1380.6716542771453
2002-11-04,1429.6426937966676
2002-11-05,1429.5977810418308
2002-11-06,1436.09304104856
2002-11-07,1453.0414598261632
2002-11-08,1449.7429677913788
2002-11-11,1434.3555514913494
2002-11-12,1424.16630144111
2002-11-13,1411.5104618846653
2002-11-14,1404.491325826606
2002-11-15,1417.9469334167954
2002-11-18,1428.7282264165488
2002-11-19,1415.488556072934
2002-11-20,1398.77771768445
2002-11-21,1420.8437298116846
2002-11-22,1417.282980041992
2002-11-25,1412.8852133482255
2002-11-26,1412.3119408724601
2002-11-27,1430.023753935659
2002-11-28,1471.4737175280384
2002-11-29,1496.0850491042
2002-12-02,1535.5326978158419
2002-12-03,1515.229826703194
2002-12-04,1523.0274982906426
2002-12-05,1493.5524098725994
2002-12-06,1469.7824627169853
2002-12-09,1459.7190423571335
2002-12-10,1482.741044995087
2002-12-11,1493.2284627992296
2002-12-12,1498.5308290556814
2002-12-13,1493.6007954800564
2002-12-16,1487.4612361210113
2002-12-17,1498.3710746921442
2002-12-18,1505.8563081615462
2002-12-19,1528.9227090980078
2002-12-20,1534.3331977278394
2002-12-23,1531.8368820250678
2002-12-24,1538.8508369535193
2002-12-25,1538.8508369535193
2002-12-26,1540.5130998765692
2002-12-27,1550.3460724737513
2002-12-30,1537.7982299424264
2002-12-31,1544.8903815712613
2003-01-01,1544.8903815712613
2003-01-02,1563.8672155193735
2003-01-03,1597.8803578566456
2003-01-06,1606.2081080776504
2003-01-07,1595.2821386615465
2003-01-08,1562.4317611190077
2003-01-09,1563.768441644394
2003-01-10,1588.2026008254402
2003-01-13,1603.7574092504856
2003-01-14,1592.1387892145974
2003-01-15,1614.9415687355927
2003-01-16,1635.2609817315463
2003-01-17,1624.7329939870417
2003-01-20,1634.6392321695785
2003-01-21,1608.743585674578
2003-01-22,1585.1327299782627
2003-01-23,1576.31209098917
2003-01-24,1579.342877942579
2003-01-27,1534.2681623077601
2003-01-28,1509.7791055423556
2003-01-29,1492.9004912312125
2003-01-30,1505.1464122080663
2003-01-31,1494.3916066101756
2003-02-03,1484.592355641666
2003-02-04,1481.4525512104703
2003-02-05,1481.3827331715975
2003-02-06,1475.856277387412
2003-02-07,1475.7480293351741
2003-02-10,1452.9845793057234
2003-02-11,1451.5011318342267
2003-02-12,1442.800490831018
2003-02-13,1406.9836747257534
2003-02-14,1387.8063668586212
2003-02-17,1381.2178201554862
2003-02-18,1375.5385929879894
2003-02-19,1374.8083944835646
2003-02-20,1363.2888345195815
2003-02-21,1362.566093626386
2003-02-24,1345.177004366485
2003-02-25,1307.0202074202255
2003-02-26,1302.2325998636347
2003-02-27,1288.163123557229
2003-02-28,1320.316656443971
2003-03-03,1364.030652384951
2003-03-04,1347.6171863086754
2003-03-05,1355.319759650815
2003-03-06,1335.5659350779167
2003-03-07,1310.3179274433196
2003-03-10,1296.287413680991
2003-03-11,1309.1768422777109
2003-03-12,1322.8898812233238
2003-03-13,1330.6252630573392
2003-03-14,1358.1817014714593
2003-03-17,1337.0484210823593
2003-03-18,1316.8775810202235
2003-03-19,1341.7382986727087
2003-03-20,1335.5439519541405
2003-03-21,1343.5917532867502
2003-03-24,1343.861639013024
2003-03-25,1362.9404720407892
2003-03-26,1357.1899184279537
2003-03-27,1349.268216398523
2003-03-28,1351.9858053457585
2003-03-31,1342.7690611270195
2003-04-01,1341.457027907218
2003-04-02,1353.3717351117696
2003-04-03,1365.305699432765
2003-04-04,1386.9848844287133
2003-04-07,1440.781471130323
2003-04-08,1424.104786198828
2003-04-09,1430.9634494454142
2003-04-10,1427.7646702336183
2003-04-11,1418.4126322737575
2003-04-14,1425.534992877373
2003-04-15,1452.325213944684
2003-04-16,1478.8117218387426
2003-04-17,1481.754579723694
2003-04-18,1481.754579723694
2003-04-21,1481.4874969687287
2003-04-22,1480.718911945183
2003-04-23,1507.0252304518751
2003-04-24,1519.5783081636366
2003-04-25,1517.7279025695548
2003-04-28,1512.5023118387383
2003-04-29,1567.5959169857288
2003-04-30,1577.178795576786
2003-05-01,1587.1012971846956
2003-05-02,1565.9555793007285
2003-05-05,1583.8760383218005
2003-05-06,1630.6915034571925
2003-05-07,1644.693303447107
2003-05-08,1635.0391476191512
2003-05-09,1664.9254134822993
2003-05-12,1665.1960298933666
2003-05-13,1646.531838781589
2003-05-14,1670.3733710209192
2003-05-15,1673.649379951017
2003-05-16,1698.6551431146218
2003-05-19,1680.2766246220644
2003-05-20,1671.1642663988125
2003-05-21,1663.0919576974597
2003-05-22,1694.071113961615
2003-05-23,1709.2490697894684
2003-05-26,1702.9347008604655
2003-05-27,1679.8337650395936
2003-05-28,1719.7698371700164
2003-05-29,1732.0173490729196
2003-05-30,1732.7800611725493
2003-06-02,1771.0256894397892
2003-06-03,1762.1251818251314
2003-06-04,1805.95446344948
2003-06-05,1795.2164087124086
