Date,PORTUGAL VALUE
1996-12-31,100.0
1997-01-31,103.08115063920005
1997-02-28,106.21748100339381
1997-03-31,109.3151704191671
1997-04-30,108.52195144518164
1997-05-30,117.88280593811446
1997-06-30,129.51128667493967
1997-07-31,132.1080592452523
1997-08-29,123.22867214540969
1997-09-30,137.1769730750564
1997-10-31,134.77001391415598
1997-11-28,135.87411349825388
1997-12-31,138.61688200259132
1998-01-30,150.34213984853528
1998-02-27,173.42675005702347
1998-03-31,196.10666315195957
1998-04-30,211.7572334741624
1998-05-29,207.7207997625525
1998-06-30,185.20699440974175
1998-07-31,199.93714608889977
1998-08-31,179.86418906901716
1998-09-30,172.69698350313067
1998-10-30,191.77468520571225
1998-11-30,177.05923839234063
1998-12-31,176.5788995993428
1999-01-29,184.453656279951
1999-02-26,167.8369955020973
1999-03-31,157.8666874735248
1999-04-30,150.06353790387132
1999-05-31,148.35873314200822
1999-06-30,143.5780223037619
1999-07-30,145.6655151110908
1999-08-31,143.95657777680188
1999-09-30,138.89517831194436
1999-10-29,138.34929369467358
1999-11-30,138.64754890578962
1999-12-31,158.67014734908813
2000-01-31,150.0845131135731
2000-02-29,174.99205907213354
2000-03-31,159.7378658062203
2000-04-28,150.10658773550756
2000-05-31,150.05149210793513
2000-06-30,161.86049170372857
2000-07-31,157.89057523059836
2000-08-31,154.50396996003067
2000-09-29,152.02840157936902
2000-10-31,136.31745841295884
2000-11-30,140.91141280290077
2000-12-29,152.3372848627432
2001-01-01,152.3372848627432
2001-01-02,155.08258606462516
2001-01-03,154.49075694318844
2001-01-04,155.89837508285916
2001-01-05,154.22172997986
2001-01-08,151.6292225384213
2001-01-09,150.65155715867988
2001-01-10,152.81735915362535
2001-01-11,157.02100071274927
2001-01-12,155.5294037304255
2001-01-15,155.506103307809
2001-01-16,153.48103793428834
2001-01-17,151.95023082653623
2001-01-18,153.04752947804894
2001-01-19,151.19022652696043
2001-01-22,152.291935121558
2001-01-23,153.3666330851312
2001-01-24,150.92110438981157
2001-01-25,152.7501278067746
2001-01-26,153.95115904299018
2001-01-29,152.0860982651756
2001-01-30,154.68636569907991
2001-01-31,156.11812793276184
2001-02-01,157.17337721731704
2001-02-02,155.03603794789433
2001-02-05,154.04733931451193
2001-02-06,155.14306380030766
2001-02-07,154.48019866869666
2001-02-08,150.33491420372022
2001-02-09,149.83305337399037
2001-02-12,151.52707613167033
2001-02-13,150.06129336287947
2001-02-14,149.5762842588694
2001-02-15,147.85975663333824
2001-02-16,147.55197238236565
2001-02-19,147.64241102581485
2001-02-20,146.42928392405847
2001-02-21,146.68231801042134
2001-02-22,145.42901796763246
2001-02-23,145.32237483304928
2001-02-26,146.28678116818222
2001-02-27,147.73413018210366
2001-02-28,148.12365388485975
2001-03-01,147.8763978284931
2001-03-02,149.8682836284588
2001-03-05,149.01623020554362
2001-03-06,149.88916022835085
2001-03-07,150.5761530881502
2001-03-08,150.23913405287266
2001-03-09,148.70467542927082
2001-03-12,147.06644435191947
2001-03-13,145.59961999876342
2001-03-14,142.4495743760481
2001-03-15,142.89853041783837
2001-03-16,137.62483816652394
2001-03-19,137.33254639887068
2001-03-20,137.24547474515302
2001-03-21,135.6959152768012
2001-03-22,128.15996827805597
2001-03-23,132.47189658399896
2001-03-26,132.36241323828023
2001-03-27,131.93899666717215
2001-03-28,130.3714984412753
2001-03-29,130.81919505617822
2001-03-30,129.3987498095041
2001-04-02,127.71150823307684
2001-04-03,127.23589022211502
2001-04-04,131.1341212685059
2001-04-05,132.88467662201205
2001-04-06,132.28780957744502
2001-04-09,133.5924044706171
2001-04-10,134.04303874043507
2001-04-11,134.9116997363697
2001-04-12,136.52707761000084
2001-04-13,136.52707761000084
2001-04-16,135.12887652417456
2001-04-17,135.03485294510662
2001-04-18,134.39884144473842
2001-04-19,134.29082638957493
2001-04-20,133.13440969129192
2001-04-23,130.38968495277078
2001-04-24,130.5577602161578
2001-04-25,131.03976570780998
2001-04-26,129.92118591021347
2001-04-27,128.47224223402648
2001-04-30,129.52480400858056
2001-05-01,130.21147320810718
2001-05-02,129.60979232773408
2001-05-03,128.42774353491973
2001-05-04,129.4999755750336
2001-05-07,127.7375466633544
2001-05-08,126.42181781473481
2001-05-09,125.97444893955894
2001-05-10,126.24345786081093
2001-05-11,124.59940361041184
2001-05-14,124.66619984084069
2001-05-15,127.36420079048588
2001-05-16,127.80787004373654
2001-05-17,126.56400845829305
2001-05-18,124.25687744548253
2001-05-21,124.54173548416831
2001-05-22,122.44272102706138
2001-05-23,121.41235647691981
2001-05-24,121.46080582904719
2001-05-25,121.21365189265204
2001-05-28,121.52384661493352
2001-05-29,120.85766223202398
2001-05-30,123.02197162189928
2001-05-31,121.95911514621827
2001-06-01,122.16876131693414
2001-06-04,122.66717750997317
2001-06-05,122.86918168621862
2001-06-06,122.61802061183192
2001-06-07,122.17533379584643
2001-06-08,122.21398323808282
2001-06-11,119.60154859409845
2001-06-12,119.03764315036645
2001-06-13,120.86143830694354
2001-06-14,121.89759626306885
2001-06-15,121.6684267433426
2001-06-18,119.57410495961688
2001-06-19,117.49968549046156
2001-06-20,112.81866180162223
2001-06-21,112.91043100531742
2001-06-22,115.47807883418868
2001-06-25,115.7013887031511
2001-06-26,115.64675149573618
2001-06-27,115.29304638989656
2001-06-28,115.92751761590836
2001-06-29,115.09446267147219
2001-07-02,114.47809690978589
2001-07-03,115.47822434537763
2001-07-04,115.26170320871877
2001-07-05,114.29903953843832
2001-07-06,112.97805623331007
2001-07-09,112.26729200498133
2001-07-10,115.21412694528732
2001-07-11,112.81297793280837
2001-07-12,113.03191390781038
2001-07-13,112.83651156192465
2001-07-16,113.68287572947276
2001-07-17,112.92293821699805
2001-07-18,115.65276763253122
2001-07-19,116.86595473550013
2001-07-20,116.18988071591205
2001-07-23,113.94500244683262
2001-07-24,115.78655154163289
2001-07-25,118.15227924011961
2001-07-26,119.25989593496712
2001-07-27,120.43891431509897
2001-07-30,119.49935468694626
2001-07-31,119.73442741789371
2001-08-01,118.63793347731789
2001-08-02,118.65629003673796
2001-08-03,118.78906037805294
2001-08-06,118.5000056242314
2001-08-07,118.39853140899432
2001-08-08,117.98583525142884
2001-08-09,118.85726204899296
2001-08-10,118.99660501986776
2001-08-13,117.28225331776122
2001-08-14,120.00311358101338
2001-08-15,121.83512010659828
2001-08-16,121.36894740984
2001-08-17,120.368726559974
2001-08-20,119.97806056285245
2001-08-21,120.59935348617891
2001-08-22,120.13872493365919
2001-08-23,119.2085625562417
2001-08-24,118.74724797564478
2001-08-27,117.83936508226641
2001-08-28,115.84103352044939
2001-08-29,117.53075516338423
2001-08-30,116.34388755595519
2001-08-31,115.70572136098481
2001-09-03,114.65195099070668
2001-09-04,113.74809256864962
2001-09-05,113.53943662246375
2001-09-06,113.76651744479264
2001-09-07,113.91881534371744
2001-09-10,112.46158035187166
2001-09-11,107.46857370546152
2001-09-12,104.62065627408033
2001-09-13,104.88701057482709
2001-09-14,101.03881468069409
2001-09-17,100.85300240659726
2001-09-18,104.77573080319218
2001-09-19,106.39881362405134
2001-09-20,103.1239928357234
2001-09-21,101.14347053158612
2001-09-24,104.85457794309369
2001-09-25,105.05803027547165
2001-09-26,107.65572987993055
2001-09-27,110.56640328881277
2001-09-28,111.18857615227789
2001-10-01,110.87237778325581
2001-10-02,108.69327758467153
2001-10-03,110.05084330596586
