Date,CANADA VALUE
1985-08-30,398.13446
1985-09-30,372.82435
1985-10-31,383.00095
1985-11-29,407.22851
1985-12-31,416.93011
1986-01-31,407.50855
1986-02-28,413.16283
1986-03-31,460.72914
1986-04-30,457.82398
1986-05-30,464.30141
1986-06-30,450.56254
1986-07-31,425.70567
1986-08-29,441.24613
1986-09-30,449.70134
1986-10-31,449.99328
1986-11-28,455.39024
1986-12-31,467.89358
1987-01-30,540.20214
1987-02-27,563.15341
1987-03-31,610.63213
1987-04-30,595.56379
1987-05-29,598.08203
1987-06-30,618.5447
1987-07-31,672.01738
1987-08-31,655.78872
1987-09-30,647.38862
1987-10-30,516.60901
1987-11-30,497.83491
1987-12-31,539.18705
1988-01-29,533.44551
1988-02-29,570.25748
1988-03-31,582.89219
1988-04-29,589.68867
1988-05-31,575.55577
1988-06-30,629.5006
1988-07-29,617.88802
1988-08-31,591.27103
1988-09-30,609.92217
1988-10-31,631.38004
1988-11-30,632.25308
1988-12-30,651.99854
1989-01-31,706.51955
1989-02-28,674.38146
1989-03-31,692.23648
1989-04-28,723.58897
1989-05-31,727.7295
1989-06-30,737.25637
1989-07-31,793.8734
1989-08-31,802.6946
1989-09-29,784.82791
1989-10-31,787.29523
1989-11-30,795.84632
1989-12-29,814.77462
1990-01-31,740.95067
1990-02-28,738.34712
1990-03-30,751.0293
1990-04-30,688.45377
1990-05-31,737.81228
1990-06-29,733.78569
1990-07-31,742.49151
1990-08-31,693.76054
1990-09-28,649.63505
1990-10-31,651.61469
1990-11-30,679.39714
1990-12-31,706.86346
1991-01-31,731.99111
1991-02-28,788.31625
1991-03-29,792.58805
1991-04-30,791.9429
1991-05-31,829.45279
1991-06-28,799.75693
1991-07-31,817.23502
1991-08-30,836.71808
1991-09-30,806.76831
1991-10-31,834.02214
1991-11-29,811.35943
1991-12-31,800.64511
1992-01-31,803.50498
1992-02-28,795.30673
1992-03-31,742.25441
1992-04-30,740.55274
1992-05-29,752.16545
1992-06-30,756.61841
1992-07-31,773.88486
1992-08-31,760.85495
1992-09-30,687.34518
1992-10-30,702.43686
1992-11-30,656.02575
1992-12-31,671.99833
1993-01-29,655.68767
1993-02-26,705.11562
1993-03-31,728.18074
1993-04-30,751.33161
1993-05-31,771.17267
1993-06-30,769.81994
1993-07-30,768.06643
1993-08-31,773.89086
1993-09-30,740.03147
1993-10-29,797.1155
1993-11-30,784.59463
1993-12-31,820.8381
1994-01-31,871.568
1994-02-28,834.26567
1994-03-31,781.22192
1994-04-29,774.4004
1994-05-31,783.28987
1994-06-30,739.56913
1994-07-29,770.5067
1994-08-31,830.1356
1994-09-30,839.35188
1994-10-31,839.39886
1994-11-30,803.42418
1994-12-30,801.54455
1995-01-31,766.15568
1995-02-28,808.59426
1995-03-31,827.42224
1995-04-28,864.60286
1995-05-31,896.19787
1995-06-30,898.5155
1995-07-31,910.40276
1995-08-31,916.61402
1995-09-29,912.71837
1995-10-31,912.90831
1995-11-30,935.50579
1995-12-29,949.74031
1996-01-31,986.69266
1996-02-29,969.96877
1996-03-29,1002.59322
1996-04-30,1041.5619
1996-05-31,1055.14047
1996-06-28,1045.70808
1996-07-31,1035.00217
1996-08-30,1072.77313
1996-09-30,1128.31511
1996-10-31,1224.54842
1996-11-29,1330.26249
1996-12-31,1273.06676
1997-01-31,1337.3867819311845
1997-02-28,1362.078548896354
1997-03-31,1298.1139007785198
1997-04-30,1323.3666997982891
1997-05-30,1409.750268686728
1997-06-30,1430.8651517234152
1997-07-31,1521.5525207853254
1997-08-29,1424.2506507879864
1997-09-30,1477.0433798683418
1997-10-31,1402.9305755835665
1997-11-28,1331.9583205129577
1997-12-31,1364.652595063604
1998-01-30,1375.1378850053434
1998-02-27,1478.7834731044945
1998-03-31,1563.9701019930815
1998-04-30,1582.5595316947793
1998-05-29,1511.7552302279719
1998-06-30,1456.836737213932
1998-07-31,1306.7945992864152
1998-08-31,1012.1182266403301
1998-09-30,1130.7436589659494
1998-10-30,1210.6791915372132
1998-11-30,1213.1595974214645
1998-12-31,1199.4772453083697
1999-01-29,1239.5974425002364
1999-02-26,1176.7973860313868
1999-03-31,1223.2557313188772
1999-04-30,1385.9855512474876
1999-05-31,1290.4525874261458
1999-06-30,1322.4023867456901
1999-07-30,1325.593901142999
1999-08-31,1351.176695611766
1999-09-30,1320.7142074164522
1999-10-29,1327.7101866693108
1999-11-30,1268.2596409857945
1999-12-31,1299.3372273735326
2000-01-31,1305.7409862459149
2000-02-29,1242.2891342450587
2000-03-31,1305.3609453725146
2000-04-28,1331.4980926168125
2000-05-31,1361.1843884029213
2000-06-30,1407.9841765706028
2000-07-31,1421.893403853268
2000-08-31,1524.8481268290182
2000-09-29,1526.2985894890048
2000-10-31,1534.090936095719
2000-11-30,1473.7924700707042
2000-12-29,1612.5312484455396
2001-01-01,1612.5312484455396
2001-01-02,1578.28135185076
2001-01-03,1586.765318239812
2001-01-04,1564.3783679218202
2001-01-05,1551.9500240944813
2001-01-08,1558.437775274986
2001-01-09,1543.4881419996946
2001-01-10,1547.4074998693043
2001-01-11,1557.1871759195349
2001-01-12,1542.7829800106213
2001-01-15,1550.7189840003616
2001-01-16,1555.747928847463
2001-01-17,1540.564523738594
2001-01-18,1523.5187514223499
2001-01-19,1530.7814276391541
2001-01-22,1553.8837473736442
2001-01-23,1574.0335136734052
2001-01-24,1568.6321638828915
2001-01-25,1576.5138275010174
2001-01-26,1579.930780125697
2001-01-29,1591.2407108343411
2001-01-30,1598.8531674003882
2001-01-31,1593.2174903913726
2001-02-01,1616.287375015804
2001-02-02,1633.8475416365063
2001-02-05,1640.4229498253223
2001-02-06,1631.0929870896387
2001-02-07,1622.020011652215
2001-02-08,1613.6961750416353
2001-02-09,1615.9412922687595
2001-02-12,1612.1995708153447
2001-02-13,1610.3736053712453
2001-02-14,1601.6067669100642
2001-02-15,1600.1502736207428
2001-02-16,1590.0440175942401
2001-02-19,1588.087202612958
2001-02-20,1570.336739897649
2001-02-21,1530.2046952092835
2001-02-22,1550.2553025743036
2001-02-23,1535.1906452041726
2001-02-26,1571.4197116149276
2001-02-27,1568.690475749976
2001-02-28,1569.3132483438392
2001-03-01,1570.6006470527223
2001-03-02,1562.2802144866662
2001-03-05,1593.8670197042507
2001-03-06,1591.6748477153158
2001-03-07,1603.652810884287
2001-03-08,1605.1051757066643
2001-03-09,1588.6605330226241
2001-03-12,1566.3151070525707
2001-03-13,1577.6174570684634
2001-03-14,1555.777228965241
2001-03-15,1547.3246285834066
2001-03-16,1509.6581675613502
2001-03-19,1533.0445603238222
2001-03-20,1527.976366463885
2001-03-21,1498.229226360449
2001-03-22,1474.3986758967458
2001-03-23,1480.3528961599482
2001-03-26,1510.1226681682574
2001-03-27,1518.56655037442
2001-03-28,1497.0172778970677
2001-03-29,1481.4673985861245
2001-03-30,1504.2674490079485
2001-04-02,1514.4732256867298
2001-04-03,1488.128276926053
2001-04-04,1501.1253194452988
2001-04-05,1508.0888062304307
2001-04-06,1504.578225673146
2001-04-09,1530.3605067791777
2001-04-10,1570.7903768184415
2001-04-11,1557.6418369393377
2001-04-12,1546.1982600417298
2001-04-13,1546.1982600417298
2001-04-16,1549.630572299003
2001-04-17,1562.2946645390166
2001-04-18,1580.1605847173714
2001-04-19,1591.4558395870529
2001-04-20,1599.1114967282965
2001-04-23,1590.882624359157
2001-04-24,1577.0722750582722
2001-04-25,1593.306516336209
2001-04-26,1605.4911814768936
2001-04-27,1611.6939212185578
2001-04-30,1591.2813434976144
2001-05-01,1594.0283511165421
2001-05-02,1588.2182799140803
2001-05-03,1580.7188554156583
2001-05-04,1585.3942973932726
2001-05-07,1584.1760469555018
2001-05-08,1580.166819877953
2001-05-09,1607.054578357756
2001-05-10,1630.7512910013922
2001-05-11,1610.2022668676
2001-05-14,1615.2230876971419
2001-05-15,1633.797538995962
2001-05-16,1664.139635168349
2001-05-17,1681.4686145075987
2001-05-18,1697.3259822809312
2001-05-21,1699.5419571908883
2001-05-22,1679.7120759984643
2001-05-23,1674.7069981856796
2001-05-24,1671.84416870551
2001-05-25,1667.8284109728042
2001-05-28,1669.164262363764
2001-05-29,1674.0274215326954
2001-05-30,1661.936024968599
2001-05-31,1673.8007492129423
2001-06-01,1709.4784215619732
2001-06-04,1715.8179914037596
2001-06-05,1712.207008579821
2001-06-06,1712.929457988659
2001-06-07,1707.9909152442954
2001-06-08,1710.5020563453324
2001-06-11,1715.06365908084
2001-06-12,1709.7489192473447
2001-06-13,1715.5821877632225
2001-06-14,1696.4007577545703
2001-06-15,1671.549349936793
2001-06-18,1659.762522137441
2001-06-19,1662.0171861133535
2001-06-20,1657.4352209939211
2001-06-21,1662.072776847208
2001-06-22,1662.5602868935202
2001-06-25,1660.979112041939
2001-06-26,1651.9826231577276
2001-06-27,1633.2841091487594
2001-06-28,1636.7967268042414
2001-06-29,1662.1357265738097
2001-07-02,1664.6586013650194
2001-07-03,1677.6918313103092
2001-07-04,1675.5293652862981
2001-07-05,1671.9442291422486
2001-07-06,1655.8607629668138
2001-07-09,1661.171554419884
2001-07-10,1646.6579683851162
2001-07-11,1644.174262467281
2001-07-12,1660.2144778381878
2001-07-13,1672.6683914039256
2001-07-16,1647.7274333552805
2001-07-17,1656.789532772598
2001-07-18,1654.5487755353145
2001-07-19,1650.7954352830716
2001-07-20,1648.7681661939216
2001-07-23,1640.6968202928065
2001-07-24,1649.3894189912803
2001-07-25,1655.8658446660702
2001-07-26,1642.0701709335235
2001-07-27,1657.5144925036363
2001-07-30,1657.0368516476503
2001-07-31,1665.026760383892
2001-08-01,1664.7446198615692
2001-08-02,1669.3480941789287
2001-08-03,1671.6717631481522
2001-08-06,1680.7572332291063
2001-08-07,1686.2522541401827
2001-08-08,1669.654716557175
2001-08-09,1680.869891254565
2001-08-10,1670.2299729106653
2001-08-13,1678.2681010131605
2001-08-14,1679.3192059795217
2001-08-15,1679.195850242071
2001-08-16,1691.7308017213713
2001-08-17,1669.6794613348923
2001-08-20,1677.6089640708728
2001-08-21,1664.4256768868772
2001-08-22,1678.6306342268597
2001-08-23,1678.1161845860331
2001-08-24,1696.320675988831
2001-08-27,1699.465150938002
2001-08-28,1687.2337039713286
2001-08-29,1662.727923763797
2001-08-30,1648.5814473269443
2001-08-31,1643.2221875275843
2001-09-03,1641.6336123269593
2001-09-04,1664.7970876799025
2001-09-05,1655.3971734904226
2001-09-06,1655.0348630239594
2001-09-07,1629.497337579904
2001-09-10,1633.3105899416669
2001-09-11,1574.98774107266
2001-09-12,1588.123585451915
2001-09-13,1600.9895733165804
2001-09-14,1557.1219479886918
2001-09-17,1555.1255390327628
2001-09-18,1538.331314111289
2001-09-19,1503.0844472887586
2001-09-20,1462.4338327714372
2001-09-21,1459.8969851589504
2001-09-24,1496.2051302965244
2001-09-25,1503.9742699165292
2001-09-26,1491.8068501148375
2001-09-27,1491.9630173336611
2001-09-28,1520.69931872526
2001-10-01,1520.6805531938942
2001-10-02,1537.7485220484725
2001-10-03,1543.2130097354943
2001-10-04,1531.9908023462935
2001-10-05,1534.0091137706936
2001-10-08,1536.1212620861638
2001-10-09,1529.85901638229
2001-10-10,1542.0059923909976
2001-10-11,1561.5128635058381
2001-10-12,1550.3732956263107
2001-10-15,1543.5694258751182
2001-10-16,1552.9306098124634
2001-10-17,1540.0188045519933
2001-10-18,1516.6261008878007
2001-10-19,1518.319540308023
2001-10-22,1507.4809669118802
2001-10-23,1511.876256675495
2001-10-24,1499.0288473351836
2001-10-25,1497.3329675898617
2001-10-26,1512.5143619901312
2001-10-29,1488.800324125779
2001-10-30,1476.7209138975331
2001-10-31,1483.3263696671738
2001-11-01,1496.9488570393773
2001-11-02,1506.7080972478088
2001-11-05,1512.7881686434046
2001-11-06,1524.4962682055918
2001-11-07,1519.7703370626762
2001-11-08,1514.504654167619
2001-11-09,1531.2126559671867
2001-11-12,1530.9760445170375
2001-11-13,1557.4718202022082
2001-11-14,1560.158358848719
2001-11-15,1548.0063769392825
2001-11-16,1552.2877909061995
2001-11-19,1566.7690546471865
2001-11-20,1556.9084358034822
2001-11-21,1539.7672061264525
2001-11-22,1551.7228099822191
2001-11-23,1562.8026609955225
2001-11-26,1566.8771538069238
2001-11-27,1575.8790691192733
2001-11-28,1560.062438132648
2001-11-29,1574.7460109453748
2001-11-30,1581.209735017506
2001-12-03,1558.9152281769307
2001-12-04,1584.6885416550626
2001-12-05,1635.1538964618492
2001-12-06,1634.0363820037614
2001-12-07,1639.25935340435
2001-12-10,1607.001725909708
2001-12-11,1607.9516694899332
2001-12-12,1622.469079747023
2001-12-13,1580.6812787947893
2001-12-14,1573.3935466617584
2001-12-17,1595.8593199288923
2001-12-18,1603.6300898623922
2001-12-19,1570.4766654123605
2001-12-20,1544.3007948873312
2001-12-21,1556.6932747721291
2001-12-24,1553.3899644107412
2001-12-25,1553.3899644107412
2001-12-26,1553.0013254404107
2001-12-27,1572.8878369218994
2001-12-28,1579.3190706740288
2001-12-31,1579.885666161425
2002-01-01,1579.885666161425
2002-01-02,1579.1285504124824
2002-01-03,1618.6030487553955
2002-01-04,1637.106917854106
2002-01-07,1648.6386621093345
2002-01-08,1614.5455003602556
2002-01-09,1609.000822218008
2002-01-10,1592.3269899519823
2002-01-11,1590.2138266729444
2002-01-14,1567.371144520928
2002-01-15,1578.7209695295612
2002-01-16,1557.4293805810364
2002-01-17,1558.633679586706
2002-01-18,1542.240096984783
2002-01-21,1537.5340385018653
2002-01-22,1540.2984410954073
2002-01-23,1563.9326960902508
2002-01-24,1580.7179121420577
2002-01-25,1574.8095598744626
2002-01-28,1566.7689602419564
2002-01-29,1565.7478276607776
2002-01-30,1564.50509549519
2002-01-31,1592.5549318544417
2002-02-01,1590.1691462345964
2002-02-04,1556.6373667838425
2002-02-05,1531.6894577013134
2002-02-06,1527.1521845356551
2002-02-07,1519.0399924919575
2002-02-08,1540.854643355505
2002-02-11,1575.7596779383243
2002-02-12,1551.0646659997826
2002-02-13,1548.4385005897623
2002-02-14,1539.9950590436008
2002-02-15,1533.013139921873
2002-02-18,1547.895282422727
2002-02-19,1526.522995234861
2002-02-20,1524.6373967762927
2002-02-21,1512.3631616541531
2002-02-22,1519.754404658129
2002-02-25,1529.6748916522315
2002-02-26,1527.4970800510525
2002-02-27,1544.7212554526577
2002-02-28,1542.4123918015243
2002-03-01,1566.8901890932748
2002-03-04,1617.590164287817
2002-03-05,1607.6904520104083
2002-03-06,1637.6817315304202
2002-03-07,1651.318454354735
2002-03-08,1630.6686820443113
2002-03-11,1623.808122336912
2002-03-12,1608.4089612243308
2002-03-13,1599.3415299454225
2002-03-14,1588.7709952556834
2002-03-15,1602.9804125491016
2002-03-18,1598.2494106372772
2002-03-19,1606.5097483898799
2002-03-20,1599.9637774938217
2002-03-21,1588.6244219060559
2002-03-22,1587.9166988831012
2002-03-25,1552.4601121460125
2002-03-26,1554.6572245324296
2002-03-27,1562.2159432340316
2002-03-28,1565.4186863256016
2002-03-29,1565.4186863256016
2002-04-01,1570.232657852277
2002-04-02,1569.3854090625741
2002-04-03,1560.0937353254901
2002-04-04,1541.297324756057
2002-04-05,1541.3369941064775
2002-04-08,1515.1747276110018
2002-04-09,1520.7571072781343
2002-04-10,1533.320973824127
2002-04-11,1513.3226991385704
2002-04-12,1527.7590451379274
2002-04-15,1534.8659164662
2002-04-16,1569.93265108277
2002-04-17,1577.9231447478294
2002-04-18,1560.5139697033533
2002-04-19,1580.6893560067047
2002-04-22,1555.1828704539364
2002-04-23,1525.814801747652
2002-04-24,1531.4506271020807
2002-04-25,1532.3706424304864
2002-04-26,1518.0478875884746
2002-04-29,1511.6081824884286
2002-04-30,1529.3873531052636
2002-05-01,1539.1126685232184
2002-05-02,1535.1200995151842
2002-05-03,1523.074111018996
2002-05-06,1499.283035445215
2002-05-07,1496.6903376181258
2002-05-08,1529.780230505939
2002-05-09,1510.2374803631023
2002-05-10,1507.9031215403331
2002-05-13,1518.1506518328563
2002-05-14,1540.842997540296
2002-05-15,1540.9962646190233
2002-05-16,1550.033722183035
2002-05-17,1558.8800464486326
2002-05-20,1560.6492608079084
2002-05-21,1544.794211192833
2002-05-22,1531.5605001651572
2002-05-23,1550.2857491815105
2002-05-24,1539.9227285288316
2002-05-27,1543.9311226271686
2002-05-28,1546.6414137601666
2002-05-29,1529.5695731656558
2002-05-30,1522.887013572601
2002-05-31,1547.075159953806
2002-06-03,1527.1218600135205
2002-06-04,1522.83594939109
2002-06-05,1518.1418802665662
2002-06-06,1516.1864203919959
2002-06-07,1513.5211593792915
2002-06-10,1513.993463939137
2002-06-11,1491.6024359333287
2002-06-12,1495.0175199486757
2002-06-13,1483.2779872509598
2002-06-14,1459.5462334273086
2002-06-17,1490.5960983238126
2002-06-18,1485.645410972348
2002-06-19,1478.9960708607293
2002-06-20,1480.773440708485
2002-06-21,1463.4049339560274
2002-06-24,1475.781461320117
2002-06-25,1474.4635314730974
2002-06-26,1456.7559413391007
2002-06-27,1477.6901439533979
2002-06-28,1491.2069907133268
2002-07-01,1493.6622182401857
2002-07-02,1458.1165170914296
2002-07-03,1452.2822279615993
2002-07-04,1455.0214289802555
2002-07-05,1484.4619178607686
2002-07-08,1479.6145412709157
2002-07-09,1465.772798971422
2002-07-10,1428.3453726630555
2002-07-11,1412.7611835552455
2002-07-12,1392.9922592837177
2002-07-15,1364.8731871371624
2002-07-16,1374.2600523025374
2002-07-17,1369.4003718287345
2002-07-18,1365.7325942716916
2002-07-19,1335.0195489165826
2002-07-22,1282.8843753996925
2002-07-23,1221.9650844003463
2002-07-24,1276.8644710639483
2002-07-25,1269.2024414334276
2002-07-26,1275.7328093504984
2002-07-29,1317.1550985293702
2002-07-30,1315.1810277206448
2002-07-31,1317.6578253794594
2002-08-01,1304.7841552142168
2002-08-02,1290.0685971958376
2002-08-05,1285.4203568011415
2002-08-06,1284.3271894815216
2002-08-07,1287.6949166805562
2002-08-08,1317.5004801361838
2002-08-09,1331.8981082603011
2002-08-12,1317.8461465563537
2002-08-13,1319.9920932690738
2002-08-14,1336.8946294238642
2002-08-15,1340.768248001386
2002-08-16,1340.2579643817821
2002-08-19,1361.3543240466763
2002-08-20,1351.5655502961904
2002-08-21,1359.9857988532408
2002-08-22,1380.5840146880964
2002-08-23,1357.37357911023
2002-08-26,1373.1346417225318
2002-08-27,1363.466456142439
2002-08-28,1347.1694444490133
2002-08-29,1337.271873788576
2002-08-30,1344.1340328348397
2002-09-02,1348.0658916855887
2002-09-03,1315.3585976263835
2002-09-04,1318.0413911341543
2002-09-05,1298.2775820009092
2002-09-06,1301.5903641923985
2002-09-09,1317.1426833599876
2002-09-10,1325.9288949137003
2002-09-11,1338.3729107409924
2002-09-12,1305.156371279161
2002-09-13,1301.0486067645768
2002-09-16,1303.9648887193691
2002-09-17,1280.266267731773
2002-09-18,1257.3981695474495
2002-09-19,1245.9417822537268
2002-09-20,1254.435254702402
2002-09-23,1224.8767886331218
2002-09-24,1214.8732970651292
2002-09-25,1239.8815619599666
2002-09-26,1257.5011873386857
2002-09-27,1238.6565455502505
2002-09-30,1243.1679215173376
2002-10-01,1255.857944180415
2002-10-02,1232.1434672843434
2002-10-03,1213.3000157610988
2002-10-04,1192.7724142695815
2002-10-07,1175.1084396015845
2002-10-08,1184.5566208457751
2002-10-09,1150.9193132275889
2002-10-10,1176.0904507686344
2002-10-11,1211.8455417762614
2002-10-14,1214.2157876385954
2002-10-15,1272.0487835692304
2002-10-16,1258.136635665954
2002-10-17,1296.5904722837115
2002-10-18,1305.6221294861682
2002-10-21,1319.5236580007493
2002-10-22,1294.1541341937832
2002-10-23,1300.67863576297
2002-10-24,1301.7019860132189
2002-10-25,1307.2742200105272
2002-10-28,1313.874729456866
2002-10-29,1285.8395394163842
2002-10-30,1288.0547401662154
2002-10-31,1272.87913533675
2002-11-01,1290.4361663285438
2002-11-04,1310.445355930674
2002-11-05,1306.8400862826688
2002-11-06,1310.231633329882
2002-11-07,1304.8039038248623
2002-11-08,1295.2000604268603
2002-11-11,1271.7523480510752
2002-11-12,1275.8883386954296
2002-11-13,1263.4551391876994
2002-11-14,1281.0875410622043
2002-11-15,1294.6253480828234
2002-11-18,1296.676636693976
2002-11-19,1289.6371310994382
2002-11-20,1309.9127945346916
2002-11-21,1333.6815633185245
2002-11-22,1326.374363516001
2002-11-25,1337.8447412868406
2002-11-26,1312.5147739996216
2002-11-27,1336.9304417416652
2002-11-28,1341.5474634965658
2002-11-29,1333.4022021915532
2002-12-02,1363.7176015566347
2002-12-03,1355.5881014760257
2002-12-04,1344.4712674012976
2002-12-05,1326.894435544482
2002-12-06,1330.613158340109
2002-12-09,1316.933122584726
2002-12-10,1342.9269903969428
2002-12-11,1344.8581185635944
2002-12-12,1350.2838038160967
2002-12-13,1350.3430957702174
2002-12-16,1366.998330933936
2002-12-17,1357.0237881448058
2002-12-18,1336.7148122718195
2002-12-19,1334.1779496898703
2002-12-20,1335.2277385468112
2002-12-23,1353.6405504188774
2002-12-24,1350.8673149737633
2002-12-25,1350.8673149737633
2002-12-26,1347.777877725797
2002-12-27,1325.6116747604817
2002-12-30,1323.1325319939174
2002-12-31,1319.6930844779881
2003-01-01,1319.6930844779881
2003-01-02,1359.8861936441406
2003-01-03,1370.8762251657668
2003-01-06,1399.803110189063
2003-01-07,1392.1731798490055
2003-01-08,1367.503141736933
2003-01-09,1393.2264592986146
2003-01-10,1415.3796866925725
2003-01-13,1426.6232865812713
2003-01-14,1431.7503926916359
2003-01-15,1428.794217005888
2003-01-16,1427.5644280306205
2003-01-17,1411.8561907950111
2003-01-20,1408.927558394543
2003-01-21,1393.0428600111588
2003-01-22,1396.9038185666743
2003-01-23,1407.6154269258654
2003-01-24,1393.73857675953
2003-01-27,1363.8974519539063
2003-01-28,1359.1422111715656
2003-01-29,1371.291565160719
2003-01-30,1355.1131601631575
2003-01-31,1361.544957692129
2003-02-03,1377.5596247642127
2003-02-04,1360.0987444692144
2003-02-05,1354.0933280738996
2003-02-06,1344.1782056881082
2003-02-07,1340.4105841668922
2003-02-10,1327.0339222043683
2003-02-11,1329.456858648291
2003-02-12,1327.619062891709
2003-02-13,1330.1745045036675
2003-02-14,1340.1769344636768
2003-02-17,1359.9841609313073
2003-02-18,1369.5820004383072
2003-02-19,1362.83163771983
2003-02-20,1369.8166681647945
2003-02-21,1373.3883134848647
2003-02-24,1363.8664849210322
2003-02-25,1367.0492407618613
2003-02-26,1369.6288556292366
2003-02-27,1393.5854455328285
2003-02-28,1391.1159529043139
2003-03-03,1381.3485995830877
2003-03-04,1377.3383257353619
2003-03-05,1377.4674806523194
2003-03-06,1361.7799590566274
2003-03-07,1377.2408696762745
2003-03-10,1361.8441970003762
2003-03-11,1364.7991849896032
2003-03-12,1344.804490194072
2003-03-13,1362.0630223744947
2003-03-14,1355.578909378575
2003-03-17,1390.2626831390544
2003-03-18,1396.912166195234
2003-03-19,1398.431610995192
2003-03-20,1408.5497960976782
2003-03-21,1416.0070869968529
2003-03-24,1379.7153555255436
2003-03-25,1387.611327248651
2003-03-26,1384.0500451564471
2003-03-27,1385.9000519165
2003-03-28,1390.015654532323
2003-03-31,1374.3240294131645
2003-04-01,1373.3184427007063
2003-04-02,1386.180630257239
2003-04-03,1388.4839266476338
2003-04-04,1389.8162633714016
2003-04-07,1397.0452280220277
2003-04-08,1406.0246471255293
2003-04-09,1396.7756704174485
2003-04-10,1405.8256754333765
2003-04-11,1409.87222916393
2003-04-14,1421.8712513819903
2003-04-15,1429.1713153641342
2003-04-16,1428.9198029029274
2003-04-17,1440.4628705376183
2003-04-18,1440.4628705376183
2003-04-21,1450.0908037740273
2003-04-22,1459.899442489314
2003-04-23,1459.6508791182337
2003-04-24,1447.192417069126
2003-04-25,1439.5473575602643
2003-04-28,1453.6051935877788
2003-04-29,1457.723789893301
2003-04-30,1477.3400581072463
2003-05-01,1480.8464112195782
2003-05-02,1487.0724647362683
2003-05-05,1507.3964932474619
2003-05-06,1521.5067216968503
2003-05-07,1514.0580256928101
2003-05-08,1509.383982380726
2003-05-09,1520.3931656693292
2003-05-12,1542.9873273385983
2003-05-13,1539.7232673034061
2003-05-14,1558.931091259833
2003-05-15,1564.1348903144274
2003-05-16,1568.3076448859715
2003-05-19,1576.610144825811
2003-05-20,1569.7452796065875
2003-05-21,1565.662553134375
2003-05-22,1566.6448807427655
2003-05-23,1553.8259521942598
2003-05-26,1559.0251672549905
2003-05-27,1577.0085180717087
2003-05-28,1565.080269223605
2003-05-29,1575.0297644331122
2003-05-30,1587.3690443643857
2003-06-02,1612.1400500412599
2003-06-03,1602.0821071256232
2003-06-04,1641.311739481698
2003-06-05,1665.9344296955069
2003-06-06,1651.0252626030392
