Date,SPAIN VALUE
1995-09-29,355.76458
1995-10-31,341.83353
1995-11-30,370.29067
1995-12-29,387.27556
1996-01-31,399.05542
1996-02-29,431.2795
1996-03-29,416.53244
1996-04-30,437.78724
1996-05-31,442.15447
1996-06-28,457.30933
1996-07-31,433.58854
1996-08-30,450.31522
1996-09-30,462.30161
1996-10-31,482.14108
1996-11-29,517.31921
1996-12-31,585.57738
1997-01-31,563.3506264669342
1997-02-28,550.7799859249144
1997-03-31,570.8284983598477
1997-04-30,605.7132642543858
1997-05-30,671.4997534469353
1997-06-30,708.942787273398
1997-07-31,663.1060309869371
1997-08-29,646.7528082621685
1997-09-30,743.7506401288688
1997-10-31,685.8262822370841
1997-11-28,725.5318644301119
1997-12-31,741.0930487156785
1998-01-30,812.9450992549503
1998-02-27,866.2780287835751
1998-03-31,1006.7696770836644
1998-04-30,1017.3119927677975
1998-05-29,1044.5956531297973
1998-06-30,1042.7519206934833
1998-07-31,1062.979381657029
1998-08-31,883.891190727855
1998-09-30,913.7712041833199
1998-10-30,1041.4922447068707
1998-11-30,1092.3859690830295
1998-12-31,1116.0126040098478
1999-01-29,1117.5014755141926
1999-02-26,1081.403688095641
1999-03-31,1015.1416807974128
1999-04-30,1024.2395649955902
1999-05-31,1045.461103811443
1999-06-30,1066.8606416222246
1999-07-30,1047.163974917382
1999-08-31,1058.9732808645958
1999-09-30,1041.118362414922
1999-10-29,1060.1619137401287
1999-11-30,1177.772228321455
1999-12-31,1288.4764476644505
2000-01-31,1219.84670843324
2000-02-29,1347.5178317819518
2000-03-31,1315.9859159700547
2000-04-28,1236.684554113499
2000-05-31,1253.2764129715797
2000-06-30,1251.933088226443
2000-07-31,1216.8201226452875
2000-08-31,1222.8848398157072
2000-09-29,1215.768201336515
2000-10-31,1119.262227827332
2000-11-30,1117.1780081360562
2000-12-29,1192.3112864451523
2001-01-01,1192.3112864451523
2001-01-02,1212.5644143117754
2001-01-03,1235.6385578481645
2001-01-04,1257.241388552799
2001-01-05,1261.7646980400386
2001-01-08,1269.40693756798
2001-01-09,1258.110078512684
2001-01-10,1254.3711973280028
2001-01-11,1272.1435969639767
2001-01-12,1282.4797067188074
2001-01-15,1270.3609149509753
2001-01-16,1253.9069068981692
2001-01-17,1250.7648987071573
2001-01-18,1276.8020841979662
2001-01-19,1252.6803903687012
2001-01-22,1257.5623162791965
2001-01-23,1267.4909592118718
2001-01-24,1239.912908623383
2001-01-25,1249.2425991974662
2001-01-26,1252.0707083122954
2001-01-29,1232.033444042103
2001-01-30,1255.6779741272885
2001-01-31,1276.7302684879667
2001-02-01,1300.0156799077904
2001-02-02,1265.1866134383295
2001-02-05,1277.2780135887265
2001-02-06,1283.1266787850093
2001-02-07,1283.5109247248865
2001-02-08,1289.724428398926
2001-02-09,1296.7362654497565
2001-02-12,1324.0431740974827
2001-02-13,1310.8080428554742
2001-02-14,1294.6361746544255
2001-02-15,1268.6179870735943
2001-02-16,1271.7650242227016
2001-02-19,1287.7909223150489
2001-02-20,1254.8461357671458
2001-02-21,1255.2343736897674
2001-02-22,1231.132861035056
2001-02-23,1222.6554073453367
2001-02-26,1229.2016643779248
2001-02-27,1246.5061472864393
2001-02-28,1247.2872409247307
2001-03-01,1250.4860645842632
2001-03-02,1259.6038192086464
2001-03-05,1253.0578374719992
2001-03-06,1272.6698862091266
2001-03-07,1279.2530729521836
2001-03-08,1286.3446611900329
2001-03-09,1280.8157537853465
2001-03-12,1259.5495990670777
2001-03-13,1239.9047917504327
2001-03-14,1218.017595973926
2001-03-15,1225.4925270973245
2001-03-16,1190.3465141188492
2001-03-19,1185.6392880113403
2001-03-20,1195.7297793508196
2001-03-21,1161.5243939469221
2001-03-22,1111.1314300164458
2001-03-23,1147.4135628326221
2001-03-26,1165.704645146228
2001-03-27,1190.9879237287741
2001-03-28,1177.228515746896
2001-03-29,1173.8430245338939
2001-03-30,1188.7734260507862
2001-04-02,1188.1755575852396
2001-04-03,1166.535845780915
2001-04-04,1202.5870770478775
2001-04-05,1207.2688886802953
2001-04-06,1216.1276999673757
2001-04-09,1228.5104955607376
2001-04-10,1216.3091071332587
2001-04-11,1200.9879338425505
2001-04-12,1222.9970510859278
2001-04-13,1222.9970510859278
2001-04-16,1210.4720938779853
2001-04-17,1196.617180802734
2001-04-18,1204.6405133571725
2001-04-19,1216.053927901797
2001-04-20,1211.4985083070437
2001-04-23,1194.5628566527841
2001-04-24,1208.5846306421388
2001-04-25,1207.4640718190162
2001-04-26,1228.1998265385184
2001-04-27,1224.9992746529936
2001-04-30,1231.6373155765848
2001-05-01,1238.1667785320974
2001-05-02,1220.0561787442432
2001-05-03,1210.8640866240457
2001-05-04,1212.8463909717
2001-05-07,1215.2599391416834
2001-05-08,1211.6710230354104
2001-05-09,1211.6707222191944
2001-05-10,1227.6835634765102
2001-05-11,1213.1639385281287
2001-05-14,1207.8194280481052
2001-05-15,1214.7906506515899
2001-05-16,1223.76396368067
2001-05-17,1229.7531596985937
2001-05-18,1237.0220894067834
2001-05-21,1223.5124120136377
2001-05-22,1202.579033752626
2001-05-23,1194.050085059914
2001-05-24,1193.734369121467
2001-05-25,1177.5079784649326
2001-05-28,1189.4877034296019
2001-05-29,1177.320219477327
2001-05-30,1186.2034371839177
2001-05-31,1178.087568779685
2001-06-01,1170.6021415616908
2001-06-04,1184.8679009822008
2001-06-05,1191.0116916666282
2001-06-06,1184.8628332787882
2001-06-07,1186.6140382384938
2001-06-08,1193.4352542607353
2001-06-11,1183.9480715686946
2001-06-12,1180.6316027013052
2001-06-13,1193.05722539538
2001-06-14,1200.852186511237
2001-06-15,1202.5424896890815
2001-06-18,1180.6775253037588
2001-06-19,1178.0876004762388
2001-06-20,1167.99439208641
2001-06-21,1155.9669710245435
2001-06-22,1154.0324110665688
2001-06-25,1165.1425935110235
2001-06-26,1150.500598068755
2001-06-27,1143.584334301846
2001-06-28,1132.7289113432566
2001-06-29,1140.3440853555605
2001-07-02,1155.5952655399976
2001-07-03,1150.3222611472704
2001-07-04,1140.7302237574163
2001-07-05,1122.083365677887
2001-07-06,1109.727840148351
2001-07-09,1116.26702739087
2001-07-10,1111.937105110504
2001-07-11,1105.4215069307709
2001-07-12,1087.3650784690733
2001-07-13,1107.697493539536
2001-07-16,1111.25430379834
2001-07-17,1113.7691720410978
2001-07-18,1128.0779043490747
2001-07-19,1132.278343930192
2001-07-20,1127.2604487228166
2001-07-23,1135.0120394529313
2001-07-24,1146.6437076660563
2001-07-25,1129.2473495397414
2001-07-26,1131.1462117944695
2001-07-27,1124.5900082829962
2001-07-30,1141.4287284168654
2001-07-31,1149.4645471762515
2001-08-01,1162.402560143948
2001-08-02,1169.067456530217
2001-08-03,1164.7947512504338
2001-08-06,1166.7703823202783
2001-08-07,1158.0545781670521
2001-08-08,1149.3725455245835
2001-08-09,1152.5849714688309
2001-08-10,1156.6423740210828
2001-08-13,1170.0404631236668
2001-08-14,1180.2779965092639
2001-08-15,1198.2965039219857
2001-08-16,1184.703242779317
2001-08-17,1176.7734273696672
2001-08-20,1169.8349546228756
2001-08-21,1176.5899120116464
2001-08-22,1203.602947119084
2001-08-23,1205.0467802485282
2001-08-24,1213.946804003737
2001-08-27,1206.0851155361534
2001-08-28,1191.8885211439813
2001-08-29,1197.6680899578646
2001-08-30,1178.2560537870004
2001-08-31,1194.9048922855234
2001-09-03,1177.874138160263
2001-09-04,1170.6525660456678
2001-09-05,1154.5173969513573
2001-09-06,1142.0464398442582
2001-09-07,1141.5944483302435
2001-09-10,1124.787964621621
2001-09-11,1102.235432629009
2001-09-12,1090.7559837480885
2001-09-13,1091.2494782481958
2001-09-14,1060.4695406858623
2001-09-17,1058.385521457222
2001-09-18,1057.5622825827936
2001-09-19,1046.6295879345696
2001-09-20,1008.9492279133331
2001-09-21,953.3597997050701
2001-09-24,997.1288588437229
2001-09-25,1014.4692572769609
2001-09-26,1017.3866018058333
2001-09-27,1039.2721708053812
2001-09-28,1042.253038542973
2001-10-01,1034.6211079691875
2001-10-02,1057.7185769647926
2001-10-03,1056.196962498461
2001-10-04,1077.0657963529193
2001-10-05,1049.098312762522
2001-10-08,1051.1649743940425
2001-10-09,1054.1362522837
2001-10-10,1082.3247912557335
2001-10-11,1069.601389518921
2001-10-12,1074.3451588481992
2001-10-15,1064.5017821910928
2001-10-16,1083.1136068057558
2001-10-17,1104.2359012341024
2001-10-18,1088.1301245418415
2001-10-19,1058.0767935653255
2001-10-22,1069.5066738144133
2001-10-23,1084.3464493963572
2001-10-24,1097.0616269153325
2001-10-25,1077.69630029792
2001-10-26,1078.4865885823717
2001-10-29,1081.1144154924198
2001-10-30,1070.248541763408
2001-10-31,1080.7780007453987
2001-11-01,1090.0759497015752
2001-11-02,1077.2971166177958
2001-11-05,1086.7421659387448
2001-11-06,1091.1695266215872
2001-11-07,1098.3514945784893
2001-11-08,1109.6722749725232
2001-11-09,1096.539459178664
2001-11-12,1082.5717724818526
2001-11-13,1088.3194086038727
2001-11-14,1093.2381414427007
2001-11-15,1085.5170650128161
2001-11-16,1090.3297190358376
2001-11-19,1101.1185106226646
2001-11-20,1097.7356377495967
2001-11-21,1083.548697416162
2001-11-22,1094.6097144890505
2001-11-23,1096.7076899441738
2001-11-26,1096.2930963593988
2001-11-27,1089.5960381372904
2001-11-28,1088.6627065717034
2001-11-29,1087.577102965335
2001-11-30,1113.57640849433
2001-12-03,1103.1203067823376
2001-12-04,1127.8720604941816
2001-12-05,1158.3925716478204
2001-12-06,1162.3706129060824
2001-12-07,1143.6443861856562
2001-12-10,1122.817008037819
2001-12-11,1135.4794419762886
2001-12-12,1134.8980095924517
2001-12-13,1111.977472072218
2001-12-14,1114.683174010303
2001-12-17,1152.770775581893
2001-12-18,1134.896811395084
2001-12-19,1117.3106322975764
2001-12-20,1104.4910529599254
2001-12-21,1097.7007541224157
2001-12-24,1086.7478800325757
2001-12-25,1086.7478800325757
2001-12-26,1087.676089701206
2001-12-27,1120.779604907455
2001-12-28,1118.709114236705
2001-12-31,1129.6196363306444
2002-01-01,1129.6196363306444
2002-01-02,1144.4971768358887
2002-01-03,1150.2564340052354
2002-01-04,1118.1582024499944
2002-01-07,1076.581907539629
2002-01-08,1073.5734802782422
2002-01-09,1048.8867148227555
2002-01-10,1052.113858077847
2002-01-11,1055.9918228766962
2002-01-14,1035.3065685926945
2002-01-15,1055.871251833597
2002-01-16,1028.7391029697365
2002-01-17,1046.7828258525758
2002-01-18,1048.5653917218901
2002-01-21,1031.8150984965212
2002-01-22,1052.647097209432
2002-01-23,1060.030035735265
2002-01-24,1057.4862509643162
2002-01-25,1048.3822078182586
2002-01-28,1053.7918152578752
2002-01-29,1043.0525837351931
2002-01-30,1032.094263202641
2002-01-31,1035.8182159628802
2002-02-01,1051.566341661422
2002-02-04,1032.5868689255403
2002-02-05,1013.3853044467378
2002-02-06,1004.4492906916269
2002-02-07,1030.0529072275217
2002-02-08,1024.8094216430804
2002-02-11,1023.8731944270148
2002-02-12,1018.3685495518383
2002-02-13,1023.7313534282977
2002-02-14,1043.681746587481
2002-02-15,1039.764461173047
2002-02-18,1027.1710176472475
2002-02-19,1015.8891196402126
2002-02-20,1014.9769597091345
2002-02-21,1015.1845225890809
2002-02-22,1014.9470497514561
2002-02-25,1027.1582355011071
2002-02-26,1031.8688412691602
2002-02-27,1057.9633442025229
2002-02-28,1058.580884152389
2002-03-01,1072.4368257144565
2002-03-04,1094.7837495736844
2002-03-05,1085.6399108778353
2002-03-06,1094.8303881589732
2002-03-07,1114.7563538659688
2002-03-08,1114.8117167667554
2002-03-11,1112.402175726003
2002-03-12,1100.1461429161873
2002-03-13,1105.3837860307956
2002-03-14,1113.7864715307987
2002-03-15,1123.7367710508627
2002-03-18,1130.5997167030825
2002-03-19,1142.9631166569864
2002-03-20,1130.7557879700844
2002-03-21,1117.0864510181689
2002-03-22,1117.558175511662
2002-03-25,1090.7341844605219
2002-03-26,1079.2778856503162
2002-03-27,1076.5246267249418
2002-03-28,1092.83381562817
2002-03-29,1092.83381562817
2002-04-01,1101.7904430717065
2002-04-02,1107.0814812258654
2002-04-03,1116.04551657168
2002-04-04,1111.5490611807368
2002-04-05,1097.6334010878306
2002-04-08,1060.1380325814262
2002-04-09,1068.5301836257013
2002-04-10,1086.8682280005653
2002-04-11,1077.480655361016
2002-04-12,1077.486613208088
2002-04-15,1089.685530556449
2002-04-16,1119.442262954018
2002-04-17,1128.233827323896
2002-04-18,1130.4793202995984
2002-04-19,1133.8302759588285
2002-04-22,1119.8426572537692
2002-04-23,1116.5202417539292
2002-04-24,1114.3134932344067
2002-04-25,1103.7129814201849
2002-04-26,1103.9610817386047
2002-04-29,1094.832540011673
2002-04-30,1102.7510931134148
2002-05-01,1108.9923877254207
2002-05-02,1111.2272492721331
2002-05-03,1126.0121597170094
2002-05-06,1116.9569214269911
2002-05-07,1111.4240822381425
2002-05-08,1136.237423716604
2002-05-09,1124.6572070418242
2002-05-10,1114.5140833337657
2002-05-13,1121.8430617270471
2002-05-14,1120.1586603836367
2002-05-15,1141.1013223440127
2002-05-16,1125.4909099658803
2002-05-17,1143.3132972658384
2002-05-20,1130.2326608196897
2002-05-21,1122.88764865644
2002-05-22,1119.6383145218035
2002-05-23,1121.5276697219635
2002-05-24,1132.2983279652128
2002-05-27,1135.5848422518086
2002-05-28,1132.8708854577048
2002-05-29,1141.0882513615788
2002-05-30,1132.8663308137425
2002-05-31,1124.9328497265547
2002-06-03,1121.1159505204052
2002-06-04,1089.5160839561424
2002-06-05,1074.8803790741981
2002-06-06,1065.319864789874
2002-06-07,1049.5757284932429
2002-06-10,1052.057331746527
2002-06-11,1061.7447569234073
2002-06-12,1035.438770551753
2002-06-13,1011.362164141174
2002-06-14,996.2643673783228
2002-06-17,1024.3315322921849
2002-06-18,1035.6750336802745
2002-06-19,1021.902687833717
2002-06-20,1011.1501817101059
2002-06-21,995.3721659351098
2002-06-24,957.5296268629446
2002-06-25,965.4480319840166
2002-06-26,968.9637550846543
2002-06-27,966.4269573343704
2002-06-28,1006.6652761788191
2002-07-01,1009.0997520186821
2002-07-02,976.3325515951711
2002-07-03,951.8096560950055
2002-07-04,955.6787687022568
2002-07-05,1016.427470729195
2002-07-08,1036.2347927119877
2002-07-09,1024.4776646272899
2002-07-10,1009.4323145498208
2002-07-11,983.0655889001862
2002-07-12,1007.3573513649967
2002-07-15,981.6412856535155
2002-07-16,1000.4688042852753
2002-07-17,1040.829143099492
2002-07-18,1050.2169156570735
2002-07-19,1007.4969837824118
2002-07-22,975.5993462273128
2002-07-23,942.6521053672467
2002-07-24,913.8680107241751
2002-07-25,996.2668104294627
2002-07-26,997.7956655165486
2002-07-29,1027.2356141308937
2002-07-30,981.2170345364341
2002-07-31,962.2840159913701
2002-08-01,943.1457430721264
2002-08-02,958.1585967133851
2002-08-05,943.0542696075231
2002-08-06,939.8447999301007
2002-08-07,939.6433362518175
2002-08-08,989.8811788926046
2002-08-09,999.5693433346629
2002-08-12,979.1815607371476
2002-08-13,978.6238421254902
2002-08-14,963.7644495095903
2002-08-15,956.5863893141245
2002-08-16,987.9585614354369
2002-08-19,1023.1796132149142
2002-08-20,1008.7574341273697
2002-08-21,1015.7233861749232
2002-08-22,1025.6599512765445
2002-08-23,1016.6079813197629
2002-08-26,1008.8085922574728
2002-08-27,1033.0839451018649
2002-08-28,1002.7968912770178
2002-08-29,993.0021300137813
2002-08-30,997.2503435670127
2002-09-02,983.328872263426
2002-09-03,969.8538445913065
2002-09-04,971.9184038754942
2002-09-05,956.0875734130481
2002-09-06,981.8326239258714
2002-09-09,957.582612809173
2002-09-10,972.1000461254454
2002-09-11,993.4485093466493
2002-09-12,966.6977346553689
2002-09-13,949.8753244800159
2002-09-16,932.4738392798417
2002-09-17,925.0994451485013
2002-09-18,902.7937334016751
2002-09-19,898.8492844733152
2002-09-20,896.4929288763462
2002-09-23,871.2287636786668
2002-09-24,842.6047778016546
2002-09-25,854.2856961408835
2002-09-26,887.7182777548378
2002-09-27,875.8292803834465
2002-09-30,850.9125432442843
2002-10-01,839.4445917084338
2002-10-02,877.6577985754133
2002-10-03,875.1183983101654
2002-10-04,868.8714950425091
2002-10-07,871.3567582939154
2002-10-08,867.443593049561
2002-10-09,855.4055017102181
2002-10-10,853.2018974527045
2002-10-11,881.2527741459036
2002-10-14,872.3876933890082
2002-10-15,910.9365925724567
2002-10-16,910.9570326342
2002-10-17,909.717242603558
2002-10-18,915.3669680503331
2002-10-21,920.7707720014544
2002-10-22,925.6349258726498
2002-10-23,901.0028992621259
2002-10-24,927.2969219870756
2002-10-25,932.9060658918097
2002-10-28,947.0007781348563
2002-10-29,927.5562188914906
2002-10-30,943.902071232397
2002-10-31,963.6983053319419
2002-11-01,969.6831024416981
2002-11-04,1004.8173850234223
2002-11-05,1002.4658981945862
2002-11-06,987.0051473980458
2002-11-07,972.8922366992113
2002-11-08,969.1216801808565
2002-11-11,963.7216477582715
2002-11-12,984.271526270741
2002-11-13,986.7592383836148
2002-11-14,1010.3011112881721
2002-11-15,1009.9939037881979
2002-11-18,1025.4181776330934
2002-11-19,1015.2396294829349
2002-11-20,997.550060390884
2002-11-21,1035.060561402214
2002-11-22,1041.4598776691034
2002-11-25,1037.1335891106621
2002-11-26,1020.6689354014817
2002-11-27,1049.4489353029462
2002-11-28,1058.5851699568043
2002-11-29,1053.7331549827345
2002-12-02,1070.508531536785
2002-12-03,1054.6133777660398
2002-12-04,1038.2195138260302
2002-12-05,1031.014272434716
2002-12-06,1038.5880617529865
2002-12-09,1015.1794729265614
2002-12-10,1024.4581381681355
2002-12-11,1040.203953658726
2002-12-12,1023.8056743931838
2002-12-13,999.0398786774576
2002-12-16,1043.2636255954835
2002-12-17,1045.9216919062121
2002-12-18,1021.3992916194265
2002-12-19,1010.8652478809425
2002-12-20,1023.4447457109602
2002-12-23,1036.3207841064036
2002-12-24,1040.6101913253874
2002-12-25,1040.6101913253874
2002-12-26,1043.234299271118
2002-12-27,1032.4414181247396
2002-12-30,1042.0362766656292
2002-12-31,1046.1234753017422
2003-01-01,1046.1234753017422
2003-01-02,1074.865935572738
2003-01-03,1063.3153480089327
2003-01-06,1069.8484620369238
2003-01-07,1076.996194227232
2003-01-08,1082.321547062566
2003-01-09,1097.5290312508012
2003-01-10,1104.0219434114224
2003-01-13,1120.5162722065677
2003-01-14,1140.4305264789662
2003-01-15,1143.8564190417483
2003-01-16,1141.0227261478713
2003-01-17,1119.9147636895575
2003-01-20,1106.8759724267227
2003-01-21,1094.360204679419
2003-01-22,1074.433146744428
2003-01-23,1090.9023414316916
2003-01-24,1088.3891602578935
2003-01-27,1048.7558050444784
2003-01-28,1037.992988932964
2003-01-29,1041.1790402521015
2003-01-30,1049.7110129003884
2003-01-31,1039.1788046018125
2003-02-03,1053.102914988362
2003-02-04,1040.1443459078844
2003-02-05,1064.199508980161
2003-02-06,1045.3358126795636
2003-02-07,1029.1426258455917
2003-02-10,1018.9478422279092
2003-02-11,1039.4262880366155
2003-02-12,1025.9328087248534
2003-02-13,1031.1901808360217
2003-02-14,1054.3778217560148
2003-02-17,1071.2832012511494
2003-02-18,1084.89953559468
2003-02-19,1064.4638581370677
2003-02-20,1065.857897170579
2003-02-21,1073.4608096045276
2003-02-24,1050.2443349758976
2003-02-25,1023.619837879144
2003-02-26,1019.1507939886399
2003-02-27,1041.129117384593
2003-02-28,1060.0930216688994
2003-03-03,1059.9322893894066
2003-03-04,1048.2604164236122
2003-03-05,1059.3172287391615
2003-03-06,1051.5726256173045
2003-03-07,1039.9418640260344
2003-03-10,1017.932120496357
2003-03-11,1017.2447462859864
2003-03-12,982.8411172803596
2003-03-13,1015.3931631457644
2003-03-14,1052.2364118251594
2003-03-17,1069.181106888842
2003-03-18,1065.9009125666414
2003-03-19,1072.825280078191
2003-03-20,1063.9845941274684
2003-03-21,1100.412412807836
2003-03-24,1068.3187294248853
2003-03-25,1102.3089268273463
2003-03-26,1104.0859573574023
2003-03-27,1083.1040541991997
2003-03-28,1089.6707581537148
2003-03-31,1076.3831438790332
2003-04-01,1092.024307523918
2003-04-02,1116.6428095914528
2003-04-03,1127.01622556364
2003-04-04,1136.7931107300894
2003-04-07,1156.195301648636
2003-04-08,1155.171847144529
2003-04-09,1165.8866242145896
2003-04-10,1169.2506831954547
2003-04-11,1165.301948448065
2003-04-14,1176.8233964961055
2003-04-15,1187.3727560603609
2003-04-16,1183.6922094333788
2003-04-17,1201.9940350938907
2003-04-18,1201.9940350938907
2003-04-21,1196.8127887372705
2003-04-22,1211.610947961533
2003-04-23,1207.5147435273523
2003-04-24,1202.7930069137462
2003-04-25,1192.277582891687
2003-04-28,1209.3355685192723
2003-04-29,1206.2693140291597
2003-04-30,1207.7390949065646
2003-05-01,1218.8316806796759
2003-05-02,1220.9983540415349
2003-05-05,1232.207861546837
2003-05-06,1256.2780248935499
2003-05-07,1235.8015827957802
2003-05-08,1212.2293758522665
2003-05-09,1239.28612666569
2003-05-12,1252.657426864627
2003-05-13,1241.3420708860403
2003-05-14,1231.5822243418058
2003-05-15,1245.0709656952217
2003-05-16,1264.1484751789862
2003-05-19,1236.6658424001675
2003-05-20,1237.8144138025368
2003-05-21,1224.4972806647725
2003-05-22,1246.7054035795275
2003-05-23,1263.6469885364677
2003-05-26,1272.0877433010605
2003-05-27,1272.3451577316293
2003-05-28,1285.560619333875
2003-05-29,1296.2966841474133
2003-05-30,1298.240107537094
2003-06-02,1309.1671971991116
2003-06-03,1301.367400205467
2003-06-04,1312.5386186776036
2003-06-05,1321.4214606002727
2003-06-06,1336.4130384814432
2003-06-09,1333.254012823458
2003-06-10,1335.552062113106
2003-06-11,1365.4710401336583
2003-06-12,1382.992074505978
2003-06-13,1395.5090767732231
2003-06-16,1427.598603951104
2003-06-17,1429.1700952749093
