Date,NETHERLANDS VALUE
1986-01-31,673.24614
1986-02-28,730.74328
1986-03-31,774.53838
1986-04-30,823.45715
1986-05-30,779.37686
1986-06-30,825.86902
1986-07-31,800.47369
1986-08-29,934.94803
1986-09-30,916.82584
1986-10-31,878.79574
1986-11-28,937.27982
1986-12-31,957.60276
1987-01-30,1038.46336
1987-02-27,1050.38458
1987-03-31,1174.20125
1987-04-30,1185.92187
1987-05-29,1237.11977
1987-06-30,1323.94589
1987-07-31,1373.82381
1987-08-31,1348.2615
1987-09-30,1300.9825
1987-10-30,1083.87998
1987-11-30,1020.75593
1987-12-31,1090.31623
1988-01-29,1070.12218
1988-02-29,1105.80157
1988-03-31,1166.28671
1988-04-29,1203.94432
1988-05-31,1136.2774
1988-06-30,1136.87673
1988-07-29,1173.78341
1988-08-31,1122.72431
1988-09-30,1132.23124
1988-10-31,1203.63351
1988-11-30,1211.76995
1988-12-30,1248.43864
1989-01-31,1268.26287
1989-02-28,1264.88678
1989-03-31,1332.43032
1989-04-28,1384.77776
1989-05-31,1325.20567
1989-06-30,1365.62333
1989-07-31,1494.26302
1989-08-31,1468.29767
1989-09-29,1528.0903
1989-10-31,1481.6334
1989-11-30,1562.50014
1989-12-29,1711.68243
1990-01-31,1656.40384
1990-02-28,1625.08495
1990-03-30,1682.51639
1990-04-30,1630.29909
1990-05-31,1670.80092
1990-06-29,1670.8779
1990-07-31,1761.94003
1990-08-31,1641.20801
1990-09-28,1564.26536
1990-10-31,1588.47889
1990-11-30,1617.81961
1990-12-31,1601.01317
1991-01-31,1606.74309
1991-02-28,1755.69703
1991-03-29,1675.62208
1991-04-30,1739.99713
1991-05-31,1766.34695
1991-06-28,1667.82415
1991-07-31,1780.742
1991-08-30,1774.75286
1991-09-30,1792.73702
1991-10-31,1806.11924
1991-11-29,1795.32426
1991-12-31,1905.58912
1992-01-31,1891.174
1992-02-28,1890.10176
1992-03-31,1858.21084
1992-04-30,1956.91689
1992-05-29,2056.17232
1992-06-30,2050.41699
1992-07-31,2038.40734
1992-08-31,2079.24367
1992-09-30,2120.35018
1992-10-30,1907.07249
1992-11-30,1889.39868
1992-12-31,1895.38131
1993-01-29,1947.57955
1993-02-26,1996.92727
1993-03-31,2136.00098
1993-04-30,2133.55949
1993-05-31,2230.66177
1993-06-30,2218.18779
1993-07-30,2274.55407
1993-08-31,2499.39043
1993-09-30,2518.43552
1993-10-29,2661.15833
1993-11-30,2575.10983
1993-12-31,2697.0035
1994-01-31,2825.43374
1994-02-28,2781.11195
1994-03-31,2709.16262
1994-04-29,2876.73996
1994-05-31,2782.72948
1994-06-30,2784.41892
1994-07-29,2978.25047
1994-08-31,3025.6936
1994-09-30,2895.75786
1994-10-31,3128.38692
1994-11-30,2946.11443
1994-12-30,2967.85612
1995-01-31,3044.73708
1995-02-28,3112.70395
1995-03-31,3283.95382
1995-04-28,3423.94327
1995-05-31,3483.87533
1995-06-30,3493.02799
1995-07-31,3706.204
1995-08-31,3484.82718
1995-09-29,3647.81568
1995-10-31,3660.73015
1995-11-30,3853.16672
1995-12-29,4099.27223
1996-01-31,4035.57206
1996-02-29,4111.28905
1996-03-29,4203.13485
1996-04-30,4269.23228
1996-05-31,4518.04673
1996-06-28,4463.58894
1996-07-31,4403.19415
1996-08-30,4443.28784
1996-09-30,4508.87972
1996-10-31,4565.20145
1996-11-29,5026.65965
1996-12-31,5125.88925
1997-01-31,5212.066876044343
1997-02-28,5466.560288687559
1997-03-31,5502.832261539947
1997-04-30,5494.262352283205
1997-05-30,5860.954442726835
1997-06-30,6407.151311916511
1997-07-31,7161.007769975128
1997-08-29,6372.0144053136455
1997-09-30,6826.103876563433
1997-10-31,6521.602163038658
1997-11-28,6411.301901541979
1997-12-31,6583.26617638743
1998-01-30,6932.168682769762
1998-02-27,7835.27945243175
1998-03-31,8189.824376383171
1998-04-30,8782.916192985287
1998-05-29,9161.78157193116
1998-06-30,9129.91491031104
1998-07-31,10123.55653990801
1998-08-31,8557.771901195765
1998-09-30,7837.318272016365
1998-10-30,8144.727612004827
1998-11-30,8666.59162492632
1998-12-31,9134.140574398294
1999-01-29,8184.059569861999
1999-02-26,8455.192887796975
1999-03-31,9399.816259266894
1999-04-30,10432.229278199997
1999-05-31,9777.18153288114
1999-06-30,10185.705835450472
1999-07-30,10543.222976851297
1999-08-31,10755.718889602464
1999-09-30,10305.611121805752
1999-10-29,10879.851698462553
1999-11-30,11040.528222522691
1999-12-31,12320.495853769555
2000-01-31,11036.920641337934
2000-02-29,12253.027443653342
2000-03-31,12555.074970118043
2000-04-28,12570.725256589343
2000-05-31,13299.617988059366
2000-06-30,14155.479653457947
2000-07-31,13657.658679460266
2000-08-31,14004.195119333126
2000-09-29,13773.482198985825
2000-10-31,13738.383414321868
2000-11-30,13833.756718470855
2000-12-29,14640.812680593594
2001-01-01,14640.812680593594
2001-01-02,14848.036723379866
2001-01-03,14981.657970590893
2001-01-04,15011.200613279372
2001-01-05,14943.91620640298
2001-01-08,14817.079468618016
2001-01-09,14544.869373559965
2001-01-10,14361.59350038281
2001-01-11,14676.041086731095
2001-01-12,14654.046281050023
2001-01-15,14805.029715121429
2001-01-16,14573.261244540006
2001-01-17,14543.158176948738
2001-01-18,14515.98969991577
2001-01-19,14148.397577267726
2001-01-22,14253.693980052063
2001-01-23,14258.803042848218
2001-01-24,14262.0237694767
2001-01-25,14403.150813620186
2001-01-26,14377.92767567898
2001-01-29,14421.959221170904
2001-01-30,14363.77052853524
2001-01-31,14587.86518113562
2001-02-01,14534.777578728676
2001-02-02,14556.561287038707
2001-02-05,14743.645673645002
2001-02-06,14679.229735763976
2001-02-07,14585.533186382962
2001-02-08,14481.21476382248
2001-02-09,14687.135921767682
2001-02-12,14663.179226869714
2001-02-13,14551.829528172115
2001-02-14,14546.086285199683
2001-02-15,14155.046504239364
2001-02-16,14298.246573555087
2001-02-19,14345.8333746259
2001-02-20,14157.364191222969
2001-02-21,14003.182724969582
2001-02-22,13636.482111908264
2001-02-23,13528.338569269252
2001-02-26,13670.541168503521
2001-02-27,13877.102618412833
2001-02-28,13765.289399401854
2001-03-01,13728.426690201448
2001-03-02,13835.295620495459
2001-03-05,13843.846051518954
2001-03-06,14126.533773122375
2001-03-07,14108.822760153054
2001-03-08,14121.85741254745
2001-03-09,14097.758255156366
2001-03-12,13762.748788098892
2001-03-13,13382.887194455003
2001-03-14,13189.44081166738
2001-03-15,13172.893432020985
2001-03-16,12649.521141606192
2001-03-19,12533.084223407408
2001-03-20,12707.030986737947
2001-03-21,12407.200896120476
2001-03-22,11718.865317524738
2001-03-23,12026.780643851307
2001-03-26,12534.707966741727
2001-03-27,12769.334252172213
2001-03-28,12429.456361758883
2001-03-29,12343.341263678742
2001-03-30,12477.06473829873
2001-04-02,12460.17759427485
2001-04-03,12148.31425124915
2001-04-04,12255.748733933771
2001-04-05,12488.392206667446
2001-04-06,12558.91193288906
2001-04-09,12807.60251798618
2001-04-10,13020.316057247934
2001-04-11,13019.713752512522
2001-04-12,13144.345538086009
2001-04-13,13144.345538086009
2001-04-16,13009.731668621027
2001-04-17,12822.271261496864
2001-04-18,12981.623250158975
2001-04-19,13030.780987370106
2001-04-20,13104.17982307982
2001-04-23,12948.12064130152
2001-04-24,13113.760753237253
2001-04-25,13186.768832911726
2001-04-26,13416.201376477373
2001-04-27,13454.107775034432
2001-04-30,13363.665058491712
2001-05-01,13481.65119715867
2001-05-02,13453.450893981644
2001-05-03,13238.90294907994
2001-05-04,13152.20316730027
2001-05-07,13280.901946750684
2001-05-08,13184.549745207116
2001-05-09,13117.327223229835
2001-05-10,13499.908929883852
2001-05-11,13281.31217106386
2001-05-14,13193.964471877312
2001-05-15,13384.580548629003
2001-05-16,13329.168643163397
2001-05-17,13477.78619455323
2001-05-18,13667.764459247364
2001-05-21,13662.567415834752
2001-05-22,13685.045954092906
2001-05-23,13474.835944690269
2001-05-24,13406.320330390872
2001-05-25,13317.885209089325
2001-05-28,13484.068199915177
2001-05-29,13356.462092170395
2001-05-30,13209.746275044212
2001-05-31,13102.696243661307
2001-06-01,12929.167764209446
2001-06-04,12946.73353056167
2001-06-05,13126.876709738164
2001-06-06,13052.848637332398
2001-06-07,13048.180004193508
2001-06-08,13017.946540114834
2001-06-11,12769.251892581215
2001-06-12,12650.442062187654
2001-06-13,12766.71347378974
2001-06-14,12720.023513090267
2001-06-15,12590.237142304139
2001-06-18,12551.473484276754
2001-06-19,12444.373149323075
2001-06-20,12308.046210741079
2001-06-21,12420.464387371316
2001-06-22,12542.503946212732
2001-06-25,12745.991321185007
2001-06-26,12551.248838006652
2001-06-27,12402.262075560478
2001-06-28,12202.118610813757
2001-06-29,12416.05540979107
2001-07-02,12637.598859696722
2001-07-03,12466.806564268825
2001-07-04,12442.085412872526
2001-07-05,12379.31706992635
2001-07-06,12200.690089390764
2001-07-09,12212.788220350569
2001-07-10,12183.907878099657
2001-07-11,12021.5784677055
2001-07-12,12009.791474996087
2001-07-13,12084.398828911693
2001-07-16,11937.949280288067
2001-07-17,11883.568461163453
2001-07-18,11894.632743683149
2001-07-19,11964.343209926365
2001-07-20,11923.770724892742
2001-07-23,11964.314136045949
2001-07-24,11972.851951629042
2001-07-25,11803.505579038942
2001-07-26,11943.52864004921
2001-07-27,12115.12781573472
2001-07-30,12327.10156512335
2001-07-31,12406.560358503699
2001-08-01,12547.100055410063
2001-08-02,12431.146319415337
2001-08-03,12266.597375375108
2001-08-06,12277.070552015526
2001-08-07,12256.065349308617
2001-08-08,12117.43677866407
2001-08-09,11976.893880909227
2001-08-10,11878.400266915727
2001-08-13,12073.293683440465
2001-08-14,12208.67557180751
2001-08-15,12286.920672308366
2001-08-16,12345.212819566097
2001-08-17,12148.243214738814
2001-08-20,12109.716018905163
2001-08-21,12248.178280196502
2001-08-22,12343.948429019872
2001-08-23,12368.400908457828
2001-08-24,12545.528343128566
2001-08-27,12595.60261926883
2001-08-28,12367.78595692892
2001-08-29,12483.463918888738
2001-08-30,12251.020804179854
2001-08-31,12132.719590561761
2001-09-03,11947.361437232476
2001-09-04,11859.239800158552
2001-09-05,11629.162064518136
2001-09-06,11358.86447987374
2001-09-07,11131.270555946629
2001-09-10,11009.768369920957
2001-09-11,10521.443646930258
2001-09-12,10472.811439766348
2001-09-13,10467.137792785867
2001-09-14,9828.336360527903
2001-09-17,10206.381454557219
2001-09-18,10305.735872292038
2001-09-19,9925.552495453216
2001-09-20,9249.022774778483
2001-09-21,8591.011411500436
2001-09-24,9309.560958966566
2001-09-25,9679.069186306982
2001-09-26,9834.198715670253
2001-09-27,9945.130155946574
2001-09-28,10343.52089412287
2001-10-01,9974.294906111472
2001-10-02,10300.739932629383
2001-10-03,10227.621746419587
2001-10-04,10707.135967963506
2001-10-05,10552.416579591181
2001-10-08,10535.570588349527
2001-10-09,10520.799720524454
2001-10-10,10865.583832839655
2001-10-11,10978.066850360234
2001-10-12,11010.896387660197
2001-10-15,10315.508173814167
2001-10-16,10435.625984281056
2001-10-17,10809.354236913949
2001-10-18,10409.290068634375
2001-10-19,10023.091338594644
2001-10-22,10204.165311560097
2001-10-23,10631.862373936856
2001-10-24,10558.587233740203
2001-10-25,10407.36843290069
2001-10-26,10786.240965161624
2001-10-29,10742.631121710087
2001-10-30,10407.689538238661
2001-10-31,10438.373679043096
2001-11-01,10699.619009735816
2001-11-02,10686.537074526865
2001-11-05,10874.500660639622
2001-11-06,10743.959411162932
2001-11-07,10917.506968066808
2001-11-08,11161.865109638062
2001-11-09,11003.081365834574
2001-11-12,10667.946181992036
2001-11-13,11060.2060597349
2001-11-14,10839.017841975357
2001-11-15,10583.549059926909
2001-11-16,10874.506353451336
2001-11-19,10888.13534022913
2001-11-20,10961.039917767379
2001-11-21,10753.43499665754
2001-11-22,11011.381035873472
2001-11-23,11063.917848582923
2001-11-26,11004.486025267293
2001-11-27,10832.342957751678
2001-11-28,10665.968074950846
2001-11-29,10671.02762618206
2001-11-30,10753.210012193058
2001-12-03,10517.824924847746
2001-12-04,10616.94127332116
2001-12-05,11079.242757915947
2001-12-06,11197.208098114374
2001-12-07,11194.730777181687
2001-12-10,10845.529565169012
2001-12-11,10872.246481914974
2001-12-12,10700.432396641318
2001-12-13,10452.557098787569
2001-12-14,10462.491540206494
2001-12-17,10876.12472131236
2001-12-18,10777.893734975794
2001-12-19,10737.17806282389
2001-12-20,10476.774408153799
2001-12-21,10621.499188106109
2001-12-24,10447.756509483963
2001-12-25,10447.756509483963
2001-12-26,10456.680114292198
2001-12-27,10833.854330451482
2001-12-28,10845.598754184564
2001-12-31,10951.373475534061
2002-01-01,10951.373475534061
2002-01-02,10946.06136426703
2002-01-03,11179.481208912543
2002-01-04,10982.65304520108
2002-01-07,10936.417160534178
2002-01-08,10841.156492964508
2002-01-09,10991.804314480043
2002-01-10,10802.211184325044
2002-01-11,10991.34697683499
2002-01-14,10699.214302059678
2002-01-15,10796.907816809022
2002-01-16,10548.92824481465
2002-01-17,10781.291855651423
2002-01-18,10738.052773104251
2002-01-21,10692.410324928378
2002-01-22,10744.090992050204
2002-01-23,10628.250341104085
2002-01-24,10880.900900731476
2002-01-25,10698.461883048833
2002-01-28,10774.323050174198
2002-01-29,10644.536715713832
2002-01-30,10372.545451602196
2002-01-31,10457.597228588289
2002-02-01,10376.488751232866
2002-02-04,10260.060361105685
2002-02-05,9968.868774483175
2002-02-06,9770.163515266313
2002-02-07,9959.768195742858
2002-02-08,9992.796595664711
2002-02-11,10295.827253993235
2002-02-12,10263.94881031713
2002-02-13,10311.806611316519
2002-02-14,10486.646044842453
2002-02-15,10327.743812337434
2002-02-18,10171.631042959736
2002-02-19,9925.03907335976
2002-02-20,9783.431164885713
2002-02-21,9864.167286369784
2002-02-22,9666.272925305428
2002-02-25,9765.46276074072
2002-02-26,9822.375540539018
2002-02-27,9848.836594121523
2002-02-28,10072.977666317665
2002-03-01,10227.432753755966
2002-03-04,10702.848330154115
2002-03-05,10729.08464847455
2002-03-06,10842.717733176549
2002-03-07,11004.988797137948
2002-03-08,11035.176556119433
2002-03-11,10994.419200327096
2002-03-12,10826.929540228915
2002-03-13,10701.343578674865
2002-03-14,10825.011948696076
2002-03-15,11108.973538375812
2002-03-18,11215.580135208724
2002-03-19,11393.825150561828
2002-03-20,11275.23962395454
2002-03-21,11242.647572142232
2002-03-22,11284.584138596987
2002-03-25,11216.71441772268
2002-03-26,11264.08675050894
2002-03-27,11253.0939600831
2002-03-28,11436.936187091529
2002-03-29,11436.936187091529
2002-04-01,11530.670819986648
2002-04-02,11555.887739811236
2002-04-03,11477.877689348572
2002-04-04,11324.496069299177
2002-04-05,11216.180799676915
2002-04-08,10856.628582949754
2002-04-09,11007.31448485314
2002-04-10,11129.692859672377
2002-04-11,11088.97482335848
2002-04-12,11106.388800708211
2002-04-15,11162.055976142019
2002-04-16,11557.268460048937
2002-04-17,11745.842280004583
2002-04-18,11710.591981217336
2002-04-19,11739.300971211094
2002-04-22,11634.728682982339
2002-04-23,11655.454842291412
2002-04-24,11567.580526758607
2002-04-25,11408.603380295823
2002-04-26,11326.518995616234
2002-04-29,11271.603627689932
2002-04-30,11326.011866606283
2002-05-01,11390.114253155716
2002-05-02,11137.298459952612
2002-05-03,10974.578465772747
2002-05-06,11007.36920026376
2002-05-07,10820.737248270094
2002-05-08,11009.286928382015
2002-05-09,11057.175331505512
2002-05-10,10897.37168674917
2002-05-13,10951.348266302846
2002-05-14,11128.566831158736
2002-05-15,11274.768909233624
2002-05-16,11270.326820480375
2002-05-17,11393.031166694744
2002-05-20,11309.19327720207
2002-05-21,11172.989034162732
2002-05-22,11104.06415092161
2002-05-23,11188.065753481551
2002-05-24,11232.696138590723
2002-05-27,11254.672035642654
2002-05-28,11329.872852344386
2002-05-29,11357.512790934741
2002-05-30,11103.339802247065
2002-05-31,11189.707628389127
2002-06-03,11035.584094829846
2002-06-04,10660.966601936529
2002-06-05,10605.086381145544
2002-06-06,10760.195222504992
2002-06-07,10310.094602738234
2002-06-10,10306.312489859758
2002-06-11,10533.430731788369
2002-06-12,10191.921237357834
2002-06-13,10042.903613512497
2002-06-14,9786.55903898376
2002-06-17,10171.301491532564
2002-06-18,10270.398714794575
2002-06-19,10125.484389518639
2002-06-20,9846.183494719262
2002-06-21,9821.344725894804
2002-06-24,9538.920515276697
2002-06-25,9831.641278522506
2002-06-26,9777.13822912353
2002-06-27,9922.159977644957
2002-06-28,10525.329591936606
2002-07-01,10441.442709793057
2002-07-02,9859.755428260292
2002-07-03,9441.24513962628
2002-07-04,9797.857457423823
2002-07-05,10296.921505794036
2002-07-08,10377.576687774064
2002-07-09,10357.567569618075
2002-07-10,9897.685255565175
2002-07-11,9342.182783200235
2002-07-12,9343.446349557778
2002-07-15,8856.820348496103
2002-07-16,8869.203807935975
2002-07-17,9351.604444200062
2002-07-18,9534.49560822166
2002-07-19,9052.04414246962
2002-07-22,8309.754526165409
2002-07-23,7738.809760926371
2002-07-24,7416.300875201792
2002-07-25,7975.936150017221
2002-07-26,7930.773790650406
2002-07-29,8561.448376820383
2002-07-30,8400.528037917062
2002-07-31,8504.2771290789
2002-08-01,7871.5878450170985
2002-08-02,7623.659256888814
2002-08-05,7191.110263492921
2002-08-06,7466.1992142810595
2002-08-07,7561.702780100662
2002-08-08,8041.702737222658
2002-08-09,8270.123443213295
2002-08-12,8082.299774655856
2002-08-13,8267.223731476271
2002-08-14,8060.658936375763
2002-08-15,8477.660995265189
2002-08-16,8660.551938317634
2002-08-19,9200.907234741158
2002-08-20,9096.37800101784
2002-08-21,9113.723424661379
2002-08-22,9390.86753877355
2002-08-23,9250.110715814299
2002-08-26,8963.498761188803
2002-08-27,9476.79892506423
2002-08-28,8956.58150650595
2002-08-29,8626.796954296498
2002-08-30,8723.067272592674
2002-09-02,8508.962049391712
2002-09-03,8212.374507596493
2002-09-04,8146.1762342747925
2002-09-05,7943.390727107736
2002-09-06,8214.415377890307
2002-09-09,7835.214400795452
2002-09-10,8092.517676811751
2002-09-11,8350.160780422146
2002-09-12,7794.824275094773
2002-09-13,7506.1568693484205
2002-09-16,7315.179529835718
2002-09-17,7134.136204818857
2002-09-18,6749.087986886229
2002-09-19,6608.04593703233
2002-09-20,6486.511581991534
2002-09-23,5984.276538174478
2002-09-24,6050.367548292991
2002-09-25,6199.5835489677065
2002-09-26,6716.6892410742785
2002-09-27,6527.1041584028235
2002-09-30,6127.222939239714
2002-10-01,6331.919185015139
2002-10-02,6677.377049896328
2002-10-03,6559.982422501332
2002-10-04,6299.895990586657
2002-10-07,6150.267175919352
2002-10-08,5972.318362070528
2002-10-09,6033.159247899499
2002-10-10,6350.879282049963
2002-10-11,6816.736772922533
2002-10-14,6725.839160061007
2002-10-15,7444.276546298034
2002-10-16,7138.766598354798
2002-10-17,7444.76760817064
2002-10-18,7538.406081393222
2002-10-21,7507.347382710174
2002-10-22,7532.501297950234
2002-10-23,7091.7975758593675
2002-10-24,7345.560189741447
2002-10-25,7263.339149623469
2002-10-28,7715.232130762283
2002-10-29,7239.03777201906
2002-10-30,7550.659601284327
2002-10-31,7732.864083756052
2002-11-01,7667.689077427064
2002-11-04,8075.750171578885
2002-11-05,8252.423954609523
2002-11-06,8022.263641536813
2002-11-07,7665.775000008995
2002-11-08,7506.909537861487
2002-11-11,7376.621269913926
2002-11-12,7337.6543055588345
2002-11-13,7318.215428887361
2002-11-14,7629.320000305027
2002-11-15,7783.36472663327
2002-11-18,8014.587068232694
2002-11-19,7958.996419596307
2002-11-20,7905.631067163514
2002-11-21,8474.447294926005
2002-11-22,8592.42372719481
2002-11-25,8714.187455237949
2002-11-26,8321.856440225954
2002-11-27,8631.109825553762
2002-11-28,8811.085753547133
2002-11-29,8887.325653874235
2002-12-02,8892.299582315387
2002-12-03,8528.12917199275
2002-12-04,8316.513177889054
2002-12-05,8176.127295476465
2002-12-06,8189.504444377683
2002-12-09,7907.706892635465
2002-12-10,7964.7038883469095
2002-12-11,8101.064561323728
2002-12-12,8008.11092652391
2002-12-13,7818.633402689802
2002-12-16,8156.2350480729465
2002-12-17,8091.86225101809
2002-12-18,7863.783034931604
2002-12-19,7657.195938749787
2002-12-20,7785.758649817989
2002-12-23,7902.868048497891
2002-12-24,7814.274031318186
2002-12-25,7814.274031318186
2002-12-26,7833.979295351382
2002-12-27,7641.7487746332545
2002-12-30,7740.9262673332305
2002-12-31,7825.27235648827
2003-01-01,7825.27235648827
2003-01-02,8175.219013482702
2003-01-03,8205.262973758436
2003-01-06,8237.026491997392
2003-01-07,8151.4578573296
2003-01-08,7967.255072283583
2003-01-09,8233.21069593535
2003-01-10,8382.577611773117
2003-01-13,8517.902131597217
2003-01-14,8559.063262505997
2003-01-15,8446.76797313925
2003-01-16,8422.071662772649
2003-01-17,8073.314496244701
2003-01-20,7948.790581730651
2003-01-21,7790.060034262238
2003-01-22,7575.571265741537
2003-01-23,7560.732634585094
2003-01-24,7532.384651658411
2003-01-27,7172.5383081067375
2003-01-28,7199.764102118681
2003-01-29,7186.328438207533
2003-01-30,7434.462808718024
2003-01-31,7484.390048708685
2003-02-03,7605.68334262155
2003-02-04,7305.863436238754
2003-02-05,7448.603121804293
2003-02-06,7320.122267597191
2003-02-07,7106.562722328011
2003-02-10,6874.599024179432
2003-02-11,7197.709007084951
2003-02-12,6945.525115396016
2003-02-13,7053.9452238163585
2003-02-14,7319.560538864052
2003-02-17,7494.477810342224
2003-02-18,7538.509310799967
2003-02-19,7349.829194236036
2003-02-20,7234.404877093675
2003-02-21,7237.926129472047
2003-02-24,6620.659278716166
2003-02-25,6266.916241777735
2003-02-26,6141.96837232768
2003-02-27,6278.921514451986
2003-02-28,6607.338703457331
2003-03-03,6633.87694982055
2003-03-04,6309.053621993607
2003-03-05,6259.70334726444
2003-03-06,6021.673720028634
2003-03-07,5747.094968322788
2003-03-10,5479.55208387813
2003-03-11,5550.493460714245
2003-03-12,5277.226102365577
2003-03-13,5813.336242063254
2003-03-14,6283.822203753576
2003-03-17,6536.517482699619
2003-03-18,6346.532925875903
2003-03-19,6365.63180467057
2003-03-20,6280.347443994166
2003-03-21,6646.148223333992
2003-03-24,6214.051213868227
2003-03-25,6461.47137938487
2003-03-26,6384.687582204895
2003-03-27,6252.177287192186
2003-03-28,6267.7921415832925
2003-03-31,5962.668008571703
2003-04-01,6069.431839251541
2003-04-02,6385.751944465298
2003-04-03,6501.11234163411
2003-04-04,6472.917141695089
2003-04-07,6902.0904926199955
2003-04-08,6769.219757609475
2003-04-09,6699.511014547445
2003-04-10,6633.818833383355
2003-04-11,6719.626057214465
2003-04-14,6800.917311856727
2003-04-15,7106.416783859808
2003-04-16,7132.739009044599
2003-04-17,7195.853762496613
2003-04-18,7195.853762496613
2003-04-21,7164.835729127756
2003-04-22,7284.750550121837
2003-04-23,7499.367455480358
2003-04-24,7315.737761805551
2003-04-25,7202.2766626504745
2003-04-28,7462.554586965346
2003-04-29,7377.383495646089
2003-04-30,7432.6490828716305
2003-05-01,7500.914901061086
2003-05-02,7443.10379029445
2003-05-05,7696.708953808034
2003-05-06,7864.33392617881
2003-05-07,7743.419171769784
2003-05-08,7512.530588425614
2003-05-09,7696.381543081505
2003-05-12,7746.880351267842
2003-05-13,7724.321333881554
2003-05-14,7685.929209640799
2003-05-15,7735.138813025769
2003-05-16,7934.377251076031
2003-05-19,7544.123596413264
2003-05-20,7514.1400740081335
2003-05-21,7313.194321009617
2003-05-22,7512.729848629113
2003-05-23,7408.197905496891
2003-05-26,7422.364530857445
2003-05-27,7521.310586467183
2003-05-28,7720.921143834383
2003-05-29,7838.203324322931
2003-05-30,7930.308320658255
2003-06-02,8042.252795146138
2003-06-03,7975.140282452563
2003-06-04,8141.59009411556
2003-06-05,8255.41898337936
2003-06-06,8391.96463944269
2003-06-09,8271.149443769149
2003-06-10,8279.500747511884
2003-06-11,8520.886107986176
2003-06-12,8665.197242524988
2003-06-13,8380.66390964106
2003-06-16,8628.764430426836
2003-06-17,8605.5857993758
2003-06-18,8583.74569856875
2003-06-19,8384.499073370222
2003-06-20,8415.352982099688
2003-06-23,8135.2688600719475
2003-06-24,8083.171322318662
2003-06-25,8223.598780089342
2003-06-26,8071.07590121283
2003-06-27,8185.470292166146
2003-06-30,8070.059476201516
2003-07-01,7978.990906268168
2003-07-02,8178.233361109471
2003-07-03,8220.123363878984
2003-07-04,8108.82780332227
2003-07-07,8376.088195773666
2003-07-08,8358.832723693997
2003-07-09,8239.46969146866
2003-07-10,8117.147713697231
2003-07-11,8213.681339111063
2003-07-14,8383.810953095746
2003-07-15,8407.443094397762
